,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1801,Bruce Brown,2018-19,22,DET,NBA,1.5,74,56,1449,125,314,101,221,24,93,45,60,48,137,185,91,40,36,46,178,319,0.398,0.457,0.258,0.436,0.75,0.469
1802,Jaylen Brown,2016-17,20,BOS,NBA,1.5,78,20,1341,192,423,146,288,46,135,85,124,45,175,220,64,35,18,68,142,515,0.454,0.507,0.341,0.508,0.685,0.539
1803,Alec Burks,2018-19,27,TOT,NBA,1.5,64,24,1375,192,474,131,306,61,168,116,141,30,205,235,128,39,21,65,91,561,0.405,0.428,0.363,0.469,0.823,0.523
1804,Alec Burks,2015-16,24,UTA,NBA,1.5,31,3,797,137,334,105,255,32,79,106,141,16,93,109,63,18,4,51,71,412,0.41,0.412,0.405,0.458,0.752,0.52
1805,Bruno Caboclo,2018-19,23,MEM,NBA,1.5,34,19,800,96,225,48,95,48,130,42,50,42,116,158,50,14,33,38,81,282,0.427,0.505,0.369,0.533,0.84,0.571
1806,Nick Calathes,2013-14,24,MEM,NBA,1.5,71,7,1173,142,311,123,250,19,61,44,72,23,114,137,207,66,8,101,117,347,0.457,0.492,0.311,0.487,0.611,0.506
1807,Wilson Chandler,2018-19,31,TOT,NBA,1.5,51,33,1177,114,273,55,115,59,158,18,25,48,167,215,82,25,21,46,123,305,0.418,0.478,0.373,0.526,0.72,0.537
1808,Jae Crowder,2012-13,22,DAL,NBA,1.5,78,16,1353,141,367,78,175,63,192,47,73,35,152,187,94,63,17,49,128,392,0.384,0.446,0.328,0.47,0.644,0.491
1809,Damyean Dotson,2018-19,24,NYK,NBA,1.5,73,40,2004,290,698,164,356,126,342,73,98,34,228,262,135,58,10,71,135,779,0.415,0.461,0.368,0.506,0.745,0.526
1810,Mike Dunleavy,2016-17,36,TOT,NBA,1.5,53,2,841,93,220,40,86,53,134,36,45,18,97,115,50,15,7,28,67,275,0.423,0.465,0.396,0.543,0.8,0.573
1811,Reggie Evans,2013-14,33,TOT,NBA,1.5,54,20,899,71,150,71,150,0,0,72,130,115,219,334,21,37,3,58,119,214,0.473,0.473,,0.473,0.554,0.516
1812,Festus Ezeli,2012-13,23,GSW,NBA,1.5,78,41,1120,74,169,74,169,0,0,43,81,141,172,313,22,23,74,63,157,191,0.438,0.438,,0.438,0.531,0.467
1813,Channing Frye,2017-18,34,TOT,NBA,1.5,53,1,695,104,212,65,97,39,115,17,19,12,123,135,38,18,13,21,69,264,0.491,0.67,0.339,0.583,0.895,0.599
1814,Mickaël Gelabale,2012-13,29,MIN,NBA,1.5,36,13,644,72,139,56,87,16,52,21,24,32,67,99,26,16,4,16,47,181,0.518,0.644,0.308,0.576,0.875,0.605
1815,Justin Hamilton,2014-15,24,TOT,NBA,1.5,41,14,712,85,178,75,147,10,31,39,47,57,77,134,36,27,30,26,70,219,0.478,0.51,0.323,0.506,0.83,0.551
1816,Devin Harris,2018-19,35,DAL,NBA,1.5,68,2,1071,132,347,70,147,62,200,102,134,12,100,112,122,35,16,56,133,428,0.38,0.476,0.31,0.47,0.761,0.527
1817,Chuck Hayes,2012-13,29,SAC,NBA,1.5,74,1,1209,84,190,84,189,0,1,30,48,113,186,299,112,31,18,44,114,198,0.442,0.444,0,0.442,0.625,0.469
1818,Jrue Holiday,2013-14,23,NOP,NBA,1.5,34,34,1143,203,454,173,377,30,77,51,63,28,114,142,268,56,12,105,92,487,0.447,0.459,0.39,0.48,0.81,0.505
1819,Richaun Holmes,2015-16,22,PHI,NBA,1.5,51,1,702,114,222,106,178,8,44,51,74,62,73,135,33,19,40,32,92,287,0.514,0.596,0.182,0.532,0.689,0.564
1820,Kevin Huerter,2018-19,20,ATL,NBA,1.5,75,59,2048,275,657,139,304,136,353,41,56,60,185,245,214,65,25,109,155,727,0.419,0.457,0.385,0.522,0.732,0.533
1821,Brandon Jennings,2015-16,26,TOT,NBA,1.5,48,7,868,112,304,61,149,51,155,57,78,16,80,96,170,29,7,57,57,332,0.368,0.409,0.329,0.452,0.731,0.491
1822,James Johnson,2018-19,31,MIA,NBA,1.5,55,33,1164,164,379,114,230,50,149,50,70,22,154,176,135,35,27,74,114,428,0.433,0.496,0.336,0.499,0.714,0.522
1823,Orlando Johnson,2012-13,23,IND,NBA,1.5,51,0,619,72,180,36,86,36,94,23,32,20,90,110,47,11,9,29,51,203,0.4,0.419,0.383,0.5,0.719,0.523
1824,Damian Jones,2018-19,23,GSW,NBA,1.5,24,22,410,53,74,53,74,0,0,24,37,31,44,75,28,12,25,16,63,130,0.716,0.716,,0.716,0.649,0.72
1825,James Jones,2014-15,34,CLE,NBA,1.5,57,2,669,74,201,11,26,63,175,39,46,9,53,62,24,13,8,13,67,250,0.368,0.423,0.36,0.525,0.848,0.565
1826,Perry Jones,2013-14,22,OKC,NBA,1.5,62,7,764,83,181,61,120,22,61,28,42,28,86,114,26,14,19,21,62,216,0.459,0.508,0.361,0.519,0.667,0.541
1827,Terrence Jones,2015-16,24,HOU,NBA,1.5,50,11,1044,166,367,141,288,25,79,77,116,62,149,211,41,23,39,49,86,434,0.452,0.49,0.316,0.486,0.664,0.519
1828,Tyus Jones,2016-17,20,MIN,NBA,1.5,60,0,774,75,181,49,108,26,73,33,43,10,57,67,156,48,5,38,50,209,0.414,0.454,0.356,0.486,0.767,0.523
1829,Joffrey Lauvergne,2016-17,25,TOT,NBA,1.5,70,1,980,148,336,115,238,33,98,46,73,72,179,251,70,25,6,56,83,375,0.44,0.483,0.337,0.49,0.63,0.509
1830,Thon Maker,2017-18,20,MIL,NBA,1.5,74,12,1238,130,316,99,212,31,104,65,93,75,150,225,46,38,53,44,162,356,0.411,0.467,0.298,0.46,0.699,0.499
1831,Boban Marjanović,2017-18,29,TOT,NBA,1.5,39,1,337,79,148,79,148,0,0,77,97,48,96,144,22,10,11,36,51,235,0.534,0.534,,0.534,0.794,0.616
1832,Patty Mills,2012-13,24,SAS,NBA,1.5,58,2,656,113,241,61,111,52,130,16,19,9,41,50,62,26,4,39,55,294,0.469,0.55,0.4,0.577,0.842,0.59
