,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
601,Danny Green,2018-19,31,TOR,NBA,5.9,80,80,2216,293,630,95,195,198,435,37,44,60,257,317,126,73,53,75,171,821,0.465,0.487,0.455,0.622,0.841,0.632
602,Buddy Hield,2018-19,26,SAC,NBA,5.9,82,82,2615,623,1360,345,709,278,651,171,193,106,306,412,205,58,33,146,202,1695,0.458,0.487,0.427,0.56,0.886,0.587
603,George Hill,2016-17,30,UTA,NBA,5.9,49,49,1544,289,606,195,373,94,233,157,196,23,144,167,204,50,11,85,114,829,0.477,0.523,0.403,0.554,0.801,0.599
604,Richard Jefferson,2010-11,30,SAS,NBA,5.9,81,81,2459,304,642,169,335,135,307,148,195,54,256,310,107,38,34,93,164,891,0.474,0.504,0.44,0.579,0.759,0.612
605,Amir Johnson,2015-16,28,BOS,NBA,5.9,79,76,1800,249,426,239,383,10,43,69,121,178,327,505,138,52,83,94,214,577,0.585,0.624,0.233,0.596,0.57,0.602
606,Kyle Korver,2013-14,32,ATL,NBA,5.9,71,71,2408,289,609,104,217,185,392,87,94,22,260,282,208,70,24,102,147,850,0.475,0.479,0.472,0.626,0.926,0.653
607,JaVale McGee,2018-19,31,LAL,NBA,5.9,75,62,1671,400,641,399,629,1,12,96,152,195,371,566,52,47,148,108,208,897,0.624,0.634,0.083,0.625,0.632,0.634
608,Greg Monroe,2012-13,22,DET,NBA,5.9,81,81,2687,514,1058,514,1054,0,4,270,392,236,541,777,281,105,55,234,190,1298,0.486,0.488,0,0.486,0.689,0.527
609,Greg Monroe,2013-14,23,DET,NBA,5.9,82,82,2690,504,1015,504,1014,0,1,241,367,256,504,760,171,91,47,166,205,1249,0.497,0.497,0,0.497,0.657,0.531
610,Steve Nash,2011-12,37,PHO,NBA,5.9,62,62,1961,295,555,240,414,55,141,127,142,26,160,186,664,38,8,229,53,772,0.532,0.58,0.39,0.581,0.894,0.625
611,Tony Parker,2013-14,31,SAS,NBA,5.9,68,68,1997,456,914,431,847,25,67,197,243,17,138,155,388,36,9,151,86,1134,0.499,0.509,0.373,0.513,0.811,0.555
612,Nikola Pekovi_,2013-14,28,MIN,NBA,5.9,54,54,1663,379,701,379,701,0,0,186,249,206,262,468,50,30,23,84,129,944,0.541,0.541,,0.541,0.747,0.582
613,J.J. Redick,2018-19,34,PHI,NBA,5.9,76,63,2379,452,1027,212,422,240,605,228,255,20,166,186,206,32,17,101,129,1372,0.44,0.502,0.397,0.557,0.894,0.602
614,Nate Robinson,2012-13,28,CHI,NBA,5.9,82,23,2086,399,921,258,573,141,348,135,169,29,155,184,358,85,10,144,207,1074,0.433,0.45,0.405,0.51,0.799,0.54
615,Ricky Rubio,2013-14,23,MIN,NBA,5.9,82,82,2638,255,670,211,537,44,133,227,283,61,281,342,704,191,11,221,218,781,0.381,0.393,0.331,0.413,0.802,0.491
616,Jeff Teague,2015-16,27,ATL,NBA,5.9,79,78,2255,434,988,324,713,110,275,261,312,33,181,214,470,97,24,218,167,1239,0.439,0.454,0.4,0.495,0.837,0.551
617,David West,2011-12,31,IND,NBA,5.9,66,66,1925,349,716,347,707,2,9,142,176,118,315,433,140,52,46,93,160,842,0.487,0.491,0.222,0.489,0.807,0.531
618,Al-Farouq Aminu,2018-19,28,POR,NBA,5.8,81,81,2292,257,593,161,313,96,280,150,173,112,498,610,104,68,33,72,143,760,0.433,0.514,0.343,0.514,0.867,0.568
619,Deandre Ayton,2018-19,20,PHO,NBA,5.8,71,70,2183,509,870,509,866,0,4,141,189,223,506,729,125,61,67,126,209,1159,0.585,0.588,0,0.585,0.746,0.608
620,Nicolas Batum,2012-13,24,POR,NBA,5.8,73,73,2807,352,833,187,389,165,444,178,210,97,315,412,360,91,83,190,139,1047,0.423,0.481,0.372,0.522,0.848,0.566
621,Carlos Boozer,2010-11,29,CHI,NBA,5.8,59,59,1882,431,845,431,845,0,0,171,244,130,435,565,145,45,18,149,186,1033,0.51,0.51,,0.51,0.701,0.542
622,DeMarre Carroll,2013-14,27,ATL,NBA,5.8,73,73,2341,302,642,205,374,97,268,109,141,107,296,403,134,108,21,79,188,810,0.47,0.548,0.362,0.546,0.773,0.575
623,Luol Deng,2011-12,26,CHI,NBA,5.8,54,54,2129,311,755,232,540,79,215,127,165,77,273,350,157,56,36,96,81,828,0.412,0.43,0.367,0.464,0.77,0.5
624,JaMychal Green,2016-17,26,MEM,NBA,5.8,77,75,2101,250,500,195,355,55,145,134,167,167,377,544,84,47,34,94,248,689,0.5,0.549,0.379,0.555,0.802,0.601
625,Andre Iguodala,2013-14,30,GSW,NBA,5.8,63,63,2040,220,458,158,283,62,175,86,132,53,240,293,263,95,18,100,103,588,0.48,0.558,0.354,0.548,0.652,0.57
626,Ersan _lyasova,2009-10,22,MIL,NBA,5.8,81,31,1898,323,729,242,488,81,241,113,158,157,360,517,84,53,23,71,251,840,0.443,0.496,0.336,0.499,0.715,0.526
627,Antawn Jamison,2009-10,33,TOT,NBA,5.8,66,64,2406,478,1036,393,789,85,247,194,300,136,419,555,84,71,21,91,179,1235,0.461,0.498,0.344,0.502,0.647,0.529
628,Brandon Jennings,2012-13,23,MIL,NBA,5.8,80,80,2897,497,1247,324,786,173,461,230,281,59,187,246,521,125,10,203,155,1397,0.399,0.412,0.375,0.468,0.819,0.51
629,Tyler Johnson,2016-17,24,MIA,NBA,5.8,73,0,2178,357,824,264,574,93,250,195,254,50,243,293,233,84,44,90,176,1002,0.433,0.46,0.372,0.49,0.768,0.535
630,Enes Kanter,2016-17,24,OKC,NBA,5.8,72,0,1533,402,737,397,699,5,38,224,285,195,287,482,67,32,38,123,154,1033,0.545,0.568,0.132,0.549,0.786,0.599
