,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4601,Quinton Ross,2009-10,28,TOT,NBA,-0.1,52,7,562,40,111,36,90,4,21,8,14,17,32,49,12,13,6,11,69,92,0.36,0.4,0.19,0.378,0.571,0.393
4602,Robert Sacre,2012-13,23,LAL,NBA,-0.1,32,3,203,18,48,18,48,0,0,7,11,9,25,34,6,0,10,10,38,43,0.375,0.375,,0.375,0.636,0.407
4603,Samardo Samuels,2012-13,24,CLE,NBA,-0.1,18,1,196,22,60,22,59,0,1,14,24,10,18,28,8,3,3,6,30,58,0.367,0.373,0,0.367,0.583,0.411
4604,Mike Scott,2016-17,28,ATL,NBA,-0.1,18,0,195,17,59,13,32,4,27,7,8,10,27,37,17,4,3,8,12,45,0.288,0.406,0.148,0.322,0.875,0.36
4605,Mustafa Shakur,2013-14,29,OKC,NBA,-0.1,3,0,11,0,3,0,2,0,1,1,2,0,0,0,4,0,0,2,2,1,0,0,0,0,0.5,0.129
4606,Tornike Shengelia,2013-14,22,TOT,NBA,-0.1,26,0,154,13,28,13,22,0,6,3,8,4,12,16,14,3,1,12,18,29,0.464,0.591,0,0.464,0.375,0.46
4607,Xavier Silas,2011-12,24,PHI,NBA,-0.1,2,0,39,4,15,3,9,1,6,2,3,2,2,4,3,0,0,3,5,11,0.267,0.333,0.167,0.3,0.667,0.337
4608,Ish Smith,2014-15,26,TOT,NBA,-0.1,55,14,832,143,367,125,307,18,60,34,57,15,85,100,180,36,6,78,50,338,0.39,0.407,0.3,0.414,0.596,0.431
4609,Ish Smith,2010-11,22,TOT,NBA,-0.1,43,3,442,43,115,40,105,3,10,12,21,7,40,47,79,18,2,34,37,101,0.374,0.381,0.3,0.387,0.571,0.406
