,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1952,Caron Butler,2014-15,34,DET,NBA,2.4,78,21,1623,161,396,78,177,83,219,55,61,21,175,196,79,43,4,49,120,460,0.407,0.441,0.379,0.511,0.902,0.544
1953,Omri Casspi,2013-14,25,HOU,NBA,2.4,71,2,1283,173,410,112,234,61,176,83,122,55,205,260,88,44,14,72,100,490,0.422,0.479,0.347,0.496,0.68,0.528
1954,Jordan Clarkson,2014-15,22,LAL,NBA,2.4,59,38,1476,267,596,229,475,38,121,131,158,56,135,191,206,51,12,96,109,703,0.448,0.482,0.314,0.48,0.829,0.528
1955,DeMarcus Cousins,2018-19,28,GSW,NBA,2.4,30,30,771,178,371,152,276,26,95,106,144,43,204,247,107,40,44,72,109,488,0.48,0.551,0.274,0.515,0.736,0.562
1956,Dante Cunningham,2017-18,30,TOT,NBA,2.4,73,25,1562,164,364,106,196,58,168,31,52,78,220,298,48,39,30,33,111,417,0.451,0.541,0.345,0.53,0.596,0.539
1957,Seth Curry,2018-19,28,POR,NBA,2.4,74,2,1399,212,465,99,214,113,251,44,52,27,93,120,66,36,12,61,97,581,0.456,0.463,0.45,0.577,0.846,0.595
1958,Dewayne Dedmon,2015-16,26,ORL,NBA,2.4,58,20,705,99,177,99,177,0,0,57,76,67,161,228,13,22,46,32,109,255,0.559,0.559,,0.559,0.75,0.606
1959,Carlos Delfino,2011-12,29,MIL,NBA,2.4,54,53,1537,182,453,96,214,86,239,38,48,20,188,208,123,79,10,66,99,488,0.402,0.449,0.36,0.497,0.792,0.515
1960,Toney Douglas,2012-13,26,TOT,NBA,2.4,71,0,1289,188,466,106,250,82,216,76,84,34,104,138,151,71,3,81,145,534,0.403,0.424,0.38,0.491,0.905,0.531
1961,Chris Douglas-Roberts,2013-14,27,CHA,NBA,2.4,49,8,1016,111,252,60,120,51,132,66,82,16,103,119,51,29,16,36,61,339,0.44,0.5,0.386,0.542,0.805,0.588
1962,Jared Dudley,2013-14,28,LAC,NBA,2.4,74,43,1729,196,447,115,222,81,225,38,58,36,124,160,104,41,10,56,146,511,0.438,0.518,0.36,0.529,0.655,0.541
1963,Tim Frazier,2016-17,26,NOP,NBA,2.4,65,35,1525,163,404,123,276,40,128,98,129,34,139,173,335,56,6,101,133,464,0.403,0.446,0.313,0.453,0.76,0.504
1964,Alonzo Gee,2011-12,24,CLE,NBA,2.4,63,31,1827,227,551,183,414,44,137,167,212,101,221,322,113,83,17,114,149,665,0.412,0.442,0.321,0.452,0.788,0.516
1965,Paul George,2010-11,20,IND,NBA,2.4,61,19,1265,179,395,138,257,41,138,77,101,37,187,224,65,62,26,70,127,476,0.453,0.537,0.297,0.505,0.762,0.542
1966,Daniel Gibson,2010-11,24,CLE,NBA,2.4,67,15,1865,264,660,146,367,118,293,134,163,24,153,177,201,48,21,80,154,780,0.4,0.398,0.403,0.489,0.822,0.533
1967,Ryan Gomes,2009-10,27,MIN,NBA,2.4,76,64,2210,327,732,253,533,74,199,104,126,76,272,348,124,62,16,95,155,832,0.447,0.475,0.372,0.497,0.825,0.528
1968,Willie Green,2011-12,30,ATL,NBA,2.4,53,2,922,153,325,103,212,50,113,48,56,15,65,80,40,23,6,33,74,404,0.471,0.486,0.442,0.548,0.857,0.578
1969,Maurice Harkless,2012-13,19,ORL,NBA,2.4,76,59,1974,260,564,228,447,32,117,73,128,122,213,335,50,88,62,69,144,625,0.461,0.51,0.274,0.489,0.57,0.504
1970,Tobias Harris,2012-13,20,TOT,NBA,2.4,55,34,1299,233,512,199,404,34,108,103,137,73,214,287,69,32,44,66,120,603,0.455,0.493,0.315,0.488,0.752,0.527
1971,Spencer Hawes,2010-11,22,PHI,NBA,2.4,81,81,1718,264,568,255,531,9,37,47,88,129,336,465,121,29,71,97,201,584,0.465,0.48,0.243,0.473,0.534,0.481
1972,Gerald Henderson,2010-11,23,CHA,NBA,2.4,68,30,1661,259,570,252,534,7,36,128,163,49,158,207,101,50,32,64,118,653,0.454,0.472,0.194,0.461,0.785,0.509
1973,Jarrett Jack,2010-11,27,TOT,NBA,2.4,83,15,1722,260,637,227,529,33,108,182,214,20,153,173,242,54,6,110,102,735,0.408,0.429,0.306,0.434,0.85,0.503
1974,Jonas Jerebko,2015-16,28,BOS,NBA,2.4,78,0,1176,118,286,75,178,43,108,61,78,77,211,288,62,20,24,52,137,340,0.413,0.421,0.398,0.488,0.782,0.531
1975,Chris Kaman,2009-10,27,LAC,NBA,2.4,76,76,2608,589,1202,589,1196,0,6,230,307,184,520,704,120,37,94,223,213,1408,0.49,0.492,0,0.49,0.749,0.527
1976,Meyers Leonard,2012-13,20,POR,NBA,2.4,69,9,1206,151,277,148,270,3,7,72,89,80,175,255,33,11,38,49,168,377,0.545,0.548,0.429,0.551,0.809,0.596
1977,O.J. Mayo,2010-11,23,MEM,NBA,2.4,71,17,1869,304,747,208,483,96,264,99,131,35,135,170,145,73,26,99,127,803,0.407,0.431,0.364,0.471,0.756,0.499
1978,Luc Mbah a Moute,2011-12,25,MIL,NBA,2.4,43,22,1009,133,261,132,257,1,4,66,103,77,150,227,29,40,22,39,93,333,0.51,0.514,0.25,0.511,0.641,0.544
1979,Anthony Morrow,2013-14,28,NOP,NBA,2.4,76,9,1426,238,520,150,325,88,195,72,87,29,111,140,59,38,12,51,102,636,0.458,0.462,0.451,0.542,0.828,0.57
1980,Mike Muscala,2017-18,26,ATL,NBA,2.4,53,7,1060,143,312,81,145,62,167,57,62,56,174,230,51,31,27,42,80,405,0.458,0.559,0.371,0.558,0.919,0.597
1981,David Nwaba,2017-18,25,CHI,NBA,2.4,70,21,1646,202,423,184,371,18,52,133,203,89,237,326,104,59,29,77,158,555,0.478,0.496,0.346,0.499,0.655,0.542
1982,Royce O'Neale,2017-18,24,UTA,NBA,2.4,69,4,1150,120,284,78,166,42,118,61,76,25,211,236,95,36,16,55,105,343,0.423,0.47,0.356,0.496,0.803,0.54
1983,Patrick Patterson,2010-11,21,HOU,NBA,2.4,52,6,868,149,267,149,265,0,2,30,42,86,114,200,41,17,37,31,77,328,0.558,0.562,0,0.558,0.714,0.574
1984,Bobby Portis,2016-17,21,CHI,NBA,2.4,64,13,1000,183,375,151,279,32,96,39,59,75,221,296,35,16,11,37,94,437,0.488,0.541,0.333,0.531,0.661,0.545
1985,James Posey,2009-10,33,NOH,NBA,2.4,77,2,1731,126,345,45,103,81,242,66,80,32,297,329,117,42,19,51,204,399,0.365,0.437,0.335,0.483,0.825,0.525
1986,Norman Powell,2018-19,25,TOR,NBA,2.4,60,3,1126,193,400,125,230,68,170,62,75,16,123,139,91,39,13,65,96,516,0.483,0.543,0.4,0.568,0.827,0.596
1987,Austin Rivers,2017-18,25,LAC,NBA,2.4,61,59,2057,341,805,205,445,136,360,102,159,27,118,145,242,74,16,109,152,920,0.424,0.461,0.378,0.508,0.642,0.526
1988,Terrence Ross,2014-15,23,TOR,NBA,2.4,82,61,2092,309,753,164,363,145,390,44,56,32,194,226,86,53,25,69,136,807,0.41,0.452,0.372,0.507,0.786,0.519
1989,Iman Shumpert,2011-12,21,NYK,NBA,2.4,59,35,1705,214,534,166,377,48,157,87,109,42,144,186,164,101,8,111,173,563,0.401,0.44,0.306,0.446,0.798,0.484
1990,Tony Snell,2014-15,23,CHI,NBA,2.4,72,22,1412,159,371,86,174,73,197,44,55,31,145,176,62,32,11,48,86,435,0.429,0.494,0.371,0.527,0.8,0.55
1991,Tony Snell,2017-18,26,MIL,NBA,2.4,75,59,2053,185,425,77,157,108,268,38,48,9,132,141,98,47,28,36,115,516,0.435,0.49,0.403,0.562,0.792,0.578
1992,Amar'e Stoudemire,2015-16,33,MIA,NBA,2.4,52,36,762,125,221,125,221,0,0,50,67,65,157,222,27,18,41,47,92,300,0.566,0.566,,0.566,0.746,0.599
1993,Jason Thompson,2014-15,28,SAC,NBA,2.4,81,63,1991,201,428,201,427,0,1,89,143,139,391,530,85,33,57,84,239,491,0.47,0.471,0,0.47,0.622,0.5
1994,Evan Turner,2011-12,23,PHI,NBA,2.4,65,20,1713,263,590,252,541,11,49,73,108,27,349,376,180,40,20,105,117,610,0.446,0.466,0.224,0.455,0.676,0.478
1995,Dwyane Wade,2018-19,37,MIA,NBA,2.4,72,2,1885,416,960,330,699,86,261,165,233,69,216,285,301,59,38,166,118,1083,0.433,0.472,0.33,0.478,0.708,0.51
1996,Deron Williams,2016-17,32,TOT,NBA,2.4,64,44,1657,263,600,178,366,85,234,90,109,14,133,147,360,31,8,138,138,701,0.438,0.486,0.363,0.509,0.826,0.541
1997,Lou Williams,2012-13,26,ATL,NBA,2.4,39,9,1119,187,443,115,247,72,196,105,121,8,72,80,139,44,10,74,55,551,0.422,0.466,0.367,0.503,0.868,0.555
1998,Ryan Anderson,2013-14,25,NOP,NBA,2.3,22,14,795,155,354,88,190,67,164,59,62,66,76,142,17,10,7,20,47,436,0.438,0.463,0.409,0.532,0.952,0.572
1999,Darrell Arthur,2015-16,27,DEN,NBA,2.3,70,16,1516,221,489,176,372,45,117,40,53,86,207,293,96,53,48,66,185,527,0.452,0.473,0.385,0.498,0.755,0.514
2000,D_vis Bert_ns,2016-17,24,SAS,NBA,2.3,67,6,808,103,234,34,61,69,173,28,34,22,76,98,46,20,28,32,75,303,0.44,0.557,0.399,0.588,0.824,0.609
