,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
36,Dwight Howard,2009-10,24,ORL,NBA,13.2,82,82,2843,510,834,510,827,0,7,483,816,284,798,1082,144,75,228,274,287,1503,0.612,0.617,0,0.612,0.592,0.63
37,Derrick Rose,2010-11,22,CHI,NBA,13.1,81,81,3026,711,1597,583,1212,128,385,476,555,81,249,330,623,85,51,278,136,2026,0.445,0.481,0.332,0.485,0.858,0.55
38,Russell Westbrook,2016-17,28,OKC,NBA,13.1,81,81,2802,824,1941,624,1358,200,583,710,840,137,727,864,840,132,31,438,190,2558,0.425,0.459,0.343,0.476,0.845,0.554
39,Dwyane Wade,2009-10,28,MIA,NBA,13,77,77,2792,719,1511,646,1268,73,243,534,702,107,266,373,501,142,82,252,181,2045,0.476,0.509,0.3,0.5,0.761,0.562
40,LeBron James,2016-17,32,CLE,NBA,12.9,74,74,2794,736,1344,612,1002,124,342,358,531,97,542,639,646,92,44,303,134,1954,0.548,0.611,0.363,0.594,0.674,0.619
41,James Harden,2012-13,23,HOU,NBA,12.8,78,78,2985,585,1337,406,851,179,486,674,792,62,317,379,455,142,38,295,178,2023,0.438,0.477,0.368,0.504,0.851,0.6
42,James Harden,2013-14,24,HOU,NBA,12.8,73,73,2777,549,1205,372,722,177,483,576,665,61,283,344,446,115,29,265,177,1851,0.456,0.515,0.366,0.529,0.866,0.618
43,DeAndre Jordan,2014-15,26,LAC,NBA,12.8,82,82,2820,379,534,378,530,1,4,187,471,397,829,1226,61,81,183,109,245,946,0.71,0.713,0.25,0.711,0.397,0.638
44,Dwyane Wade,2010-11,29,MIA,NBA,12.8,76,76,2823,692,1384,629,1178,63,206,494,652,123,362,485,346,111,87,237,197,1941,0.5,0.534,0.306,0.523,0.758,0.581
45,Chris Paul,2015-16,30,LAC,NBA,12.7,74,74,2420,515,1114,393,785,122,329,294,328,39,271,310,738,152,13,194,185,1446,0.462,0.501,0.371,0.517,0.896,0.575
46,Chris Paul,2011-12,26,LAC,NBA,12.7,60,60,2181,425,890,346,677,79,213,260,302,42,171,213,543,152,4,124,138,1189,0.478,0.511,0.371,0.522,0.861,0.581
47,Karl-Anthony Towns,2016-17,21,MIN,NBA,12.7,82,82,3030,802,1480,701,1205,101,275,356,428,296,711,1007,220,56,103,212,241,2061,0.542,0.582,0.367,0.576,0.832,0.618
48,Stephen Curry,2016-17,28,GSW,NBA,12.6,79,79,2638,675,1443,351,654,324,789,325,362,61,292,353,524,142,17,239,183,1999,0.468,0.537,0.411,0.58,0.898,0.624
49,Damian Lillard,2017-18,27,POR,NBA,12.6,73,73,2670,621,1415,394,786,227,629,493,538,62,263,325,481,77,27,206,117,1962,0.439,0.501,0.361,0.519,0.916,0.594
50,Isaiah Thomas,2016-17,27,BOS,NBA,12.5,76,76,2569,682,1473,437,827,245,646,590,649,43,162,205,448,70,13,210,167,2199,0.463,0.528,0.379,0.546,0.909,0.625
51,Giannis Antetokounmpo,2016-17,22,MIL,NBA,12.4,80,80,2845,656,1259,607,1079,49,180,471,612,142,558,700,434,131,151,234,246,1832,0.521,0.563,0.272,0.541,0.77,0.599
52,Dirk Nowitzki,2009-10,31,DAL,NBA,12.3,81,80,3039,720,1496,669,1375,51,121,536,586,80,540,620,218,70,79,149,208,2027,0.481,0.487,0.421,0.498,0.915,0.578
53,Kevin Durant,2011-12,23,OKC,NBA,12.2,66,66,2546,643,1297,510,953,133,344,431,501,40,487,527,231,88,77,248,133,1850,0.496,0.535,0.387,0.547,0.86,0.61
54,Blake Griffin,2013-14,24,LAC,NBA,12.2,80,80,2863,718,1359,706,1315,12,44,482,674,192,565,757,309,92,51,224,265,1930,0.528,0.537,0.273,0.533,0.715,0.583
55,Chris Paul,2013-14,28,LAC,NBA,12.2,62,62,2171,406,870,328,658,78,212,295,345,38,230,268,663,154,4,145,157,1185,0.467,0.498,0.368,0.511,0.855,0.58
56,Damian Lillard,2018-19,28,POR,NBA,12.1,80,80,2838,681,1533,444,890,237,643,468,513,68,303,371,551,88,34,212,148,2067,0.444,0.499,0.369,0.522,0.912,0.588
57,Kevin Durant,2016-17,28,GSW,NBA,12,62,62,2070,551,1026,434,714,117,312,336,384,39,474,513,300,66,99,138,117,1555,0.537,0.608,0.375,0.594,0.875,0.651
58,Kevin Durant,2010-11,22,OKC,NBA,12,78,78,3038,711,1538,566,1124,145,414,594,675,57,476,533,214,88,76,218,159,2161,0.462,0.504,0.35,0.509,0.88,0.589
59,Giannis Antetokounmpo,2017-18,23,MIL,NBA,11.9,75,75,2756,742,1402,699,1262,43,140,487,641,156,597,753,361,109,106,223,231,2014,0.529,0.554,0.307,0.545,0.76,0.598
60,Paul George,2018-19,28,OKC,NBA,11.9,77,77,2841,707,1614,415,857,292,757,453,540,105,523,628,318,170,34,205,214,2159,0.438,0.484,0.386,0.529,0.839,0.583
61,Nikola Joki_,2018-19,23,DEN,NBA,11.8,80,80,2504,616,1206,533,936,83,270,289,352,228,637,865,580,108,55,248,228,1604,0.511,0.569,0.307,0.545,0.821,0.589
62,DeAndre Jordan,2016-17,28,LAC,NBA,11.8,81,81,2570,412,577,412,575,0,2,205,425,298,816,1114,96,51,134,115,212,1029,0.714,0.717,0,0.714,0.482,0.673
63,Kyle Lowry,2013-14,27,TOR,NBA,11.7,79,79,2862,457,1080,267,580,190,500,313,385,88,281,369,586,121,15,194,267,1417,0.423,0.46,0.38,0.511,0.813,0.567
64,Kyle Lowry,2015-16,29,TOR,NBA,11.6,77,77,2851,512,1198,300,651,212,547,398,491,55,310,365,494,158,34,225,211,1634,0.427,0.461,0.388,0.516,0.811,0.578
65,Paul Pierce,2010-11,33,BOS,NBA,11.6,80,80,2774,507,1021,396,724,111,297,386,449,34,396,430,260,80,51,171,231,1511,0.497,0.547,0.374,0.551,0.86,0.62
66,Russell Westbrook,2012-13,24,OKC,NBA,11.6,82,82,2861,673,1535,576,1235,97,300,460,575,111,317,428,607,145,24,273,189,1903,0.438,0.466,0.323,0.47,0.8,0.532
67,Kevin Durant,2018-19,30,GSW,NBA,11.5,78,78,2702,721,1383,584,995,137,388,448,506,33,464,497,457,58,84,225,155,2027,0.521,0.587,0.353,0.571,0.885,0.631
68,Marc Gasol,2012-13,28,MEM,NBA,11.5,80,80,2796,429,869,428,855,1,14,268,316,184,438,622,318,80,139,157,255,1127,0.494,0.501,0.071,0.494,0.848,0.559
69,DeAndre Jordan,2015-16,27,LAC,NBA,11.5,77,77,2598,357,508,357,507,0,1,266,619,267,792,1059,90,51,177,107,207,980,0.703,0.704,0,0.703,0.43,0.628
70,Gerald Wallace,2009-10,27,CHA,NBA,11.5,76,76,3119,456,943,404,803,52,140,422,544,150,612,762,161,117,83,178,194,1386,0.484,0.503,0.371,0.511,0.776,0.586
71,Kevin Love,2010-11,22,MIN,NBA,11.4,73,73,2611,482,1026,394,815,88,211,424,499,330,782,1112,184,45,28,155,148,1476,0.47,0.483,0.417,0.513,0.85,0.593
72,Jimmy Butler,2014-15,25,CHI,NBA,11.2,65,65,2513,421,912,348,719,73,193,386,463,114,265,379,212,114,36,93,108,1301,0.462,0.484,0.378,0.502,0.834,0.583
73,Stephen Curry,2012-13,24,GSW,NBA,11.2,78,78,2983,626,1388,354,788,272,600,262,291,59,255,314,539,126,12,240,198,1786,0.451,0.449,0.453,0.549,0.9,0.589
74,Joakim Noah,2013-14,28,CHI,NBA,11.2,80,80,2820,380,800,380,798,0,2,247,335,282,618,900,431,99,121,194,245,1007,0.475,0.476,0,0.475,0.737,0.531
75,LaMarcus Aldridge,2010-11,25,POR,NBA,11.1,81,81,3211,707,1415,703,1392,4,23,351,444,278,431,709,170,82,94,153,220,1769,0.5,0.505,0.174,0.501,0.791,0.549
76,Draymond Green,2015-16,25,GSW,NBA,11.1,81,81,2808,401,819,301,561,100,258,229,329,134,635,769,598,119,113,259,240,1131,0.49,0.537,0.388,0.551,0.696,0.587
77,DeAndre Jordan,2013-14,25,LAC,NBA,11.1,82,82,2870,348,515,348,515,0,0,160,374,331,783,1114,74,80,203,123,264,856,0.676,0.676,,0.676,0.428,0.63
78,Dirk Nowitzki,2010-11,32,DAL,NBA,11.1,73,73,2504,610,1179,544,1011,66,168,395,443,50,463,513,190,38,47,137,172,1681,0.517,0.538,0.393,0.545,0.892,0.612
79,Anthony Davis,2016-17,23,NOP,NBA,11,75,75,2708,770,1526,730,1392,40,134,519,647,172,712,884,157,94,167,181,168,2099,0.505,0.524,0.299,0.518,0.802,0.58
80,Pau Gasol,2009-10,29,LAL,NBA,11,65,65,2403,452,844,452,839,0,5,286,362,243,491,734,218,37,113,143,152,1190,0.536,0.539,0,0.536,0.79,0.593
81,LaMarcus Aldridge,2017-18,32,SAS,NBA,10.9,75,75,2509,687,1347,660,1255,27,92,334,399,246,389,635,152,43,90,111,161,1735,0.51,0.526,0.293,0.52,0.837,0.57
82,Kobe Bryant,2012-13,34,LAL,NBA,10.9,78,78,3013,738,1595,606,1188,132,407,525,626,66,367,433,469,106,25,287,173,2133,0.463,0.51,0.324,0.504,0.839,0.57
83,Tim Duncan,2009-10,33,SAS,NBA,10.9,78,77,2438,561,1082,559,1071,2,11,271,374,221,567,788,246,45,117,140,152,1395,0.518,0.522,0.182,0.519,0.725,0.56
84,Al Horford,2009-10,23,ATL,NBA,10.9,81,81,2845,467,847,466,846,1,1,213,270,236,563,799,189,59,91,122,225,1148,0.551,0.551,1,0.552,0.789,0.594
85,Dirk Nowitzki,2013-14,35,DAL,NBA,10.9,80,80,2628,633,1273,502,944,131,329,338,376,40,458,498,216,73,45,117,165,1735,0.497,0.532,0.398,0.549,0.899,0.603
86,Deron Williams,2012-13,28,BRK,NBA,10.9,78,78,2842,495,1124,326,677,169,447,317,369,29,203,232,604,75,30,218,194,1476,0.44,0.482,0.378,0.516,0.859,0.574
87,Clint Capela,2018-19,24,HOU,NBA,10.8,67,67,2249,474,732,474,732,0,0,166,261,298,550,848,96,44,102,94,168,1114,0.648,0.648,,0.648,0.636,0.658
88,Paul George,2013-14,23,IND,NBA,10.8,80,80,2898,577,1362,395,862,182,500,401,464,64,478,542,283,151,22,224,198,1737,0.424,0.458,0.364,0.49,0.864,0.555
89,Nenê Hilário,2009-10,27,DEN,NBA,10.8,82,82,2755,421,717,421,715,0,2,293,416,166,461,627,203,115,82,125,281,1135,0.587,0.589,0,0.587,0.704,0.631
90,Carmelo Anthony,2013-14,29,NYK,NBA,10.7,77,77,2982,743,1643,576,1228,167,415,459,541,145,477,622,242,95,51,198,224,2112,0.452,0.469,0.402,0.503,0.848,0.561
91,Nikola Joki_,2017-18,22,DEN,NBA,10.7,75,73,2443,504,1010,393,730,111,280,266,313,195,608,803,458,90,61,210,212,1385,0.499,0.538,0.396,0.554,0.85,0.603
92,Amar'e Stoudemire,2009-10,27,PHO,NBA,10.7,82,82,2838,704,1264,703,1258,1,6,487,632,230,502,732,82,52,83,213,281,1896,0.557,0.559,0.167,0.557,0.771,0.615
93,Blake Griffin,2012-13,23,LAC,NBA,10.6,80,80,2598,577,1072,572,1044,5,28,281,426,186,476,662,299,97,50,185,231,1440,0.538,0.548,0.179,0.541,0.66,0.572
94,Damian Lillard,2014-15,24,POR,NBA,10.6,82,82,2925,590,1360,394,788,196,572,344,398,49,329,378,507,97,21,222,164,1720,0.434,0.5,0.343,0.506,0.864,0.56
95,Chris Paul,2016-17,31,LAC,NBA,10.6,61,61,1921,374,785,250,483,124,302,232,260,40,264,304,563,119,8,147,146,1104,0.476,0.518,0.411,0.555,0.892,0.614
96,Russell Westbrook,2014-15,26,OKC,NBA,10.6,67,67,2302,627,1471,541,1183,86,288,546,654,124,364,488,574,140,14,293,184,1886,0.426,0.457,0.299,0.455,0.835,0.536
97,Zach Randolph,2010-11,29,MEM,NBA,10.5,75,74,2724,598,1188,590,1145,8,43,300,396,326,588,914,163,63,25,151,175,1504,0.503,0.515,0.186,0.507,0.758,0.552
98,Anthony Davis,2013-14,20,NOP,NBA,10.4,67,66,2358,522,1005,520,996,2,9,348,440,207,466,673,105,89,189,109,200,1394,0.519,0.522,0.222,0.52,0.791,0.582
99,Kevin Durant,2017-18,29,GSW,NBA,10.4,68,68,2325,630,1222,457,809,173,413,359,404,31,433,464,366,50,119,207,133,1792,0.516,0.565,0.419,0.586,0.889,0.64
100,Pau Gasol,2014-15,34,CHI,NBA,10.4,78,78,2681,570,1153,558,1127,12,26,294,366,220,699,919,210,25,147,158,147,1446,0.494,0.495,0.462,0.5,0.803,0.55
