,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
901,Gerald Wallace,2011-12,29,TOT,NBA,4.8,58,58,2076,287,632,241,482,46,150,180,225,87,299,386,164,85,36,111,145,800,0.454,0.5,0.307,0.491,0.8,0.547
902,Ray Allen,2011-12,36,BOS,NBA,4.7,46,42,1565,226,493,120,259,106,234,97,106,14,128,142,109,49,8,68,83,655,0.458,0.463,0.453,0.566,0.915,0.607
903,Tony Allen,2010-11,29,MEM,NBA,4.7,72,31,1494,251,492,247,469,4,23,137,182,70,123,193,104,129,44,86,161,643,0.51,0.527,0.174,0.514,0.753,0.562
904,Carmelo Anthony,2016-17,32,NYK,NBA,4.7,74,74,2538,602,1389,451,968,151,421,304,365,62,376,438,213,60,34,153,198,1659,0.433,0.466,0.359,0.488,0.833,0.535
905,Brandon Bass,2011-12,26,BOS,NBA,4.7,59,39,1868,303,632,303,632,0,0,132,163,95,270,365,55,34,54,65,135,738,0.479,0.479,,0.479,0.81,0.524
906,Brandon Bass,2012-13,27,BOS,NBA,4.7,81,69,2239,286,589,286,587,0,2,129,150,129,296,425,84,44,64,80,188,701,0.486,0.487,0,0.486,0.86,0.535
907,Nick Collison,2009-10,29,OKC,NBA,4.7,75,5,1557,182,309,181,305,1,4,74,107,152,232,384,38,37,48,63,230,439,0.589,0.593,0.25,0.591,0.692,0.616
908,DeMarcus Cousins,2017-18,27,NOP,NBA,4.7,48,48,1737,406,864,302,570,104,294,294,394,105,512,617,257,79,76,242,183,1210,0.47,0.53,0.354,0.53,0.746,0.583
909,Stephen Curry,2009-10,21,GSW,NBA,4.7,80,77,2896,528,1143,362,763,166,380,177,200,48,308,356,472,152,19,243,252,1399,0.462,0.474,0.437,0.535,0.885,0.568
910,DeMar DeRozan,2012-13,23,TOR,NBA,4.7,82,82,3013,548,1231,514,1111,34,120,355,427,48,272,320,204,76,24,151,173,1485,0.445,0.463,0.283,0.459,0.831,0.523
911,Goran Dragi_,2015-16,29,MIA,NBA,4.7,72,72,2363,417,875,353,670,64,205,120,165,54,223,277,419,71,17,185,188,1018,0.477,0.527,0.312,0.513,0.727,0.537
912,Channing Frye,2010-11,27,PHO,NBA,4.7,77,64,2541,358,829,187,390,171,439,89,107,65,448,513,96,46,79,73,272,976,0.432,0.479,0.39,0.535,0.832,0.557
913,Taj Gibson,2009-10,24,CHI,NBA,4.7,82,70,2204,311,629,311,629,0,0,113,175,226,385,611,70,50,104,114,282,735,0.494,0.494,,0.494,0.646,0.521
914,Eric Gordon,2017-18,29,HOU,NBA,4.7,69,30,2154,415,970,197,362,218,608,195,241,25,145,170,154,44,27,130,116,1243,0.428,0.544,0.359,0.54,0.809,0.578
915,Jeff Green,2012-13,26,BOS,NBA,4.7,81,17,2252,376,806,306,624,70,182,214,265,55,263,318,128,56,68,132,175,1036,0.467,0.49,0.385,0.51,0.808,0.561
916,Al Jefferson,2014-15,30,CHO,NBA,4.7,65,61,1992,486,1010,484,1005,2,5,108,165,99,449,548,113,47,84,68,139,1082,0.481,0.482,0.4,0.482,0.655,0.5
917,James Jones,2010-11,30,MIA,NBA,4.7,81,8,1549,146,346,23,59,123,287,60,72,23,137,160,43,29,19,21,129,475,0.422,0.39,0.429,0.6,0.833,0.629
918,Courtney Lee,2013-14,28,TOT,NBA,4.7,79,47,1973,295,614,223,420,72,194,99,112,29,158,187,115,65,28,73,127,761,0.48,0.531,0.371,0.539,0.884,0.574
919,Wesley Matthews,2012-13,26,POR,NBA,4.7,69,69,2403,352,808,183,383,169,425,149,187,35,156,191,174,90,18,109,172,1022,0.436,0.478,0.398,0.54,0.797,0.574
920,Luc Mbah a Moute,2009-10,23,MIL,NBA,4.7,73,62,1866,177,369,171,352,6,17,93,133,171,229,400,81,60,39,70,181,453,0.48,0.486,0.353,0.488,0.699,0.53
921,Donatas Motiej_nas,2014-15,24,HOU,NBA,4.7,71,62,2037,353,700,304,567,49,133,100,166,137,284,421,130,56,34,123,203,855,0.504,0.536,0.368,0.539,0.602,0.553
922,Jusuf Nurki_,2017-18,23,POR,NBA,4.7,79,79,2088,480,951,480,944,0,7,172,273,189,519,708,143,64,111,183,247,1132,0.505,0.508,0,0.505,0.63,0.528
923,Kelly Olynyk,2018-19,27,MIA,NBA,4.7,79,36,1812,261,564,148,245,113,319,152,185,72,303,375,140,53,37,114,183,787,0.463,0.604,0.354,0.563,0.822,0.61
924,Zaza Pachulia,2016-17,32,GSW,NBA,4.7,70,70,1268,164,307,164,305,0,2,98,126,140,270,410,132,59,33,87,166,426,0.534,0.538,0,0.534,0.778,0.588
925,Mason Plumlee,2013-14,23,BRK,NBA,4.7,70,22,1275,199,302,199,299,0,3,122,195,99,209,308,60,49,55,77,171,520,0.659,0.666,0,0.659,0.626,0.67
926,Domantas Sabonis,2017-18,21,IND,NBA,4.7,74,19,1810,340,661,327,624,13,37,168,224,165,407,572,151,40,32,137,220,861,0.514,0.524,0.351,0.524,0.75,0.567
