,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1134,OG Anunoby,2017-18,20,TOR,NBA,3,74,62,1481,163,346,90,149,73,197,39,62,44,140,184,55,52,14,45,130,438,0.471,0.604,0.371,0.577,0.629,0.587
1135,Aron Baynes,2016-17,30,DET,NBA,3,75,2,1163,143,279,143,279,0,0,79,94,111,222,333,32,17,39,50,166,365,0.513,0.513,,0.513,0.84,0.57
1136,Aron Baynes,2017-18,31,BOS,NBA,3,81,67,1485,210,446,207,425,3,21,59,78,130,304,434,93,22,51,80,200,482,0.471,0.487,0.143,0.474,0.756,0.502
1137,Bradley Beal,2012-13,19,WAS,NBA,3,56,46,1745,282,687,191,451,91,236,125,159,43,168,211,137,50,29,90,113,780,0.41,0.424,0.386,0.477,0.786,0.515
1138,Marco Belinelli,2012-13,26,CHI,NBA,3,73,27,1882,241,610,162,389,79,221,141,168,13,127,140,148,44,6,82,140,702,0.395,0.416,0.357,0.46,0.839,0.513
1139,Jaylen Brown,2018-19,22,BOS,NBA,3,74,25,1913,368,792,273,516,95,276,133,202,65,248,313,100,69,32,99,186,964,0.465,0.529,0.344,0.525,0.658,0.547
1140,Jordan Clarkson,2017-18,25,TOT,NBA,3,81,2,1888,430,954,318,636,112,318,152,190,57,160,217,221,58,6,127,107,1124,0.451,0.5,0.352,0.509,0.8,0.542
1141,Torrey Craig,2018-19,28,DEN,NBA,3,75,37,1503,160,362,99,174,61,188,49,70,89,174,263,72,37,46,44,175,430,0.442,0.569,0.324,0.526,0.7,0.547
1142,Dante Cunningham,2016-17,29,NOP,NBA,3,66,35,1649,174,359,103,178,71,181,16,27,56,221,277,37,39,28,28,100,435,0.485,0.579,0.392,0.584,0.593,0.586
1143,Yogi Ferrell,2017-18,24,DAL,NBA,3,82,21,2282,311,730,177,371,134,359,82,103,26,223,249,201,64,9,78,153,838,0.426,0.477,0.373,0.518,0.796,0.54
1144,Channing Frye,2015-16,32,TOT,NBA,3,70,32,1200,152,347,61,112,91,235,30,35,35,199,234,71,29,28,43,127,425,0.438,0.545,0.387,0.569,0.857,0.586
1145,Pau Gasol,2013-14,33,LAL,NBA,3,60,60,1884,425,885,421,871,4,14,187,254,124,456,580,201,27,92,141,124,1041,0.48,0.483,0.286,0.482,0.736,0.522
1146,Manu Ginóbili,2016-17,39,SAS,NBA,3,69,0,1291,171,439,82,212,89,227,86,107,28,129,157,183,82,16,96,119,517,0.39,0.387,0.392,0.491,0.804,0.532
1147,Tyler Hansbrough,2013-14,28,TOR,NBA,3,64,4,978,93,196,93,194,0,2,126,185,120,167,287,17,28,19,47,132,312,0.474,0.479,0,0.474,0.681,0.562
1148,Juan Hernangómez,2018-19,23,DEN,NBA,3,70,25,1358,138,314,72,133,66,181,66,86,64,201,265,55,27,24,37,94,408,0.439,0.541,0.365,0.545,0.767,0.58
1149,Nenê Hilário,2014-15,32,WAS,NBA,3,67,58,1693,307,601,306,596,1,5,122,202,84,261,345,123,66,22,124,180,737,0.511,0.513,0.2,0.512,0.604,0.534
1150,Ersan İlyasova,2018-19,31,MIL,NBA,3,67,7,1231,167,381,109,221,58,160,61,74,94,208,302,52,32,20,48,172,453,0.438,0.493,0.363,0.514,0.824,0.548
1151,James Johnson,2013-14,26,MEM,NBA,3,52,4,956,143,308,121,221,22,87,76,90,60,106,166,111,42,57,66,102,384,0.464,0.548,0.253,0.5,0.844,0.552
1152,Terrence Jones,2014-15,23,HOU,NBA,3,33,24,889,158,299,145,262,13,37,57,94,78,142,220,36,18,59,37,78,386,0.528,0.553,0.351,0.55,0.606,0.567
1153,Tyus Jones,2018-19,22,MIN,NBA,3,68,23,1560,185,446,145,320,40,126,58,69,23,111,134,327,81,5,47,78,468,0.415,0.453,0.317,0.46,0.841,0.491
1154,Zach LaVine,2016-17,21,MIN,NBA,3,47,47,1749,326,710,206,400,120,310,117,140,19,141,160,139,41,10,85,104,889,0.459,0.515,0.387,0.544,0.836,0.576
1155,David Lee,2015-16,32,TOT,NBA,3,55,5,903,178,335,178,334,0,1,71,93,101,204,305,84,22,28,66,114,427,0.531,0.533,0,0.531,0.763,0.568
1156,Alex Len,2016-17,23,PHO,NBA,3,77,34,1560,230,463,227,451,3,12,150,208,156,354,510,44,38,98,102,242,613,0.497,0.503,0.25,0.5,0.721,0.553
1157,Meyers Leonard,2018-19,26,POR,NBA,3,61,2,878,132,242,82,131,50,111,43,51,49,184,233,75,13,9,43,105,357,0.545,0.626,0.45,0.649,0.843,0.675
1158,Boban Marjanović,2018-19,30,TOT,NBA,3,58,12,681,160,260,156,250,4,10,98,131,87,178,265,54,16,27,59,90,422,0.615,0.624,0.4,0.623,0.748,0.664
1159,Jodie Meeks,2012-13,25,LAL,NBA,3,78,10,1663,205,530,83,188,122,342,86,96,37,134,171,69,58,5,52,103,618,0.387,0.441,0.357,0.502,0.896,0.54
1160,Salah Mejri,2016-17,30,DAL,NBA,3,73,11,905,88,137,87,134,1,3,36,61,97,211,308,14,32,61,40,152,213,0.642,0.649,0.333,0.646,0.59,0.65
1161,Darius Miller,2017-18,27,NOP,NBA,3,82,3,1944,216,487,69,129,147,358,58,67,18,146,164,111,28,17,58,160,637,0.444,0.535,0.411,0.594,0.866,0.617
1162,Nerlens Noel,2015-16,21,PHI,NBA,3,67,62,1965,306,587,305,585,1,2,134,227,154,388,542,122,118,100,158,192,747,0.521,0.521,0.5,0.522,0.59,0.544
1163,Tony Parker,2016-17,34,SAS,NBA,3,63,63,1587,265,569,242,500,23,69,85,117,9,104,113,285,34,2,89,92,638,0.466,0.484,0.333,0.486,0.726,0.514
1164,J.J. Redick,2013-14,29,LAC,NBA,3,35,34,987,181,398,108,213,73,185,97,106,9,65,74,78,28,3,42,65,532,0.455,0.507,0.395,0.546,0.915,0.598
1165,Derrick Rose,2016-17,28,NYK,NBA,3,64,64,2082,460,977,447,917,13,60,221,253,66,180,246,283,44,17,147,84,1154,0.471,0.487,0.217,0.477,0.874,0.53
1166,Derrick Rose,2018-19,30,MIN,NBA,3,51,13,1392,363,753,309,607,54,146,137,160,33,107,140,220,31,12,82,57,917,0.482,0.509,0.37,0.518,0.856,0.557
1167,Ricky Rubio,2012-13,22,MIN,NBA,3,57,47,1691,185,514,158,422,27,92,211,264,44,185,229,418,137,5,172,143,608,0.36,0.374,0.293,0.386,0.799,0.482
1168,Thabo Sefolosha,2013-14,29,OKC,NBA,3,61,61,1584,141,340,93,188,48,152,53,69,50,170,220,94,79,17,55,90,383,0.415,0.495,0.316,0.485,0.768,0.517
1169,Derrick Williams,2012-13,21,MIN,NBA,3,78,56,1916,338,786,273,590,65,196,192,272,96,334,430,46,44,37,101,127,933,0.43,0.463,0.332,0.471,0.706,0.515
1170,Steven Adams,2013-14,20,OKC,NBA,2.9,81,20,1197,93,185,93,185,0,0,79,136,142,190,332,43,40,57,71,203,265,0.503,0.503,,0.503,0.581,0.541
1171,Carmelo Anthony,2014-15,30,NYK,NBA,2.9,40,40,1428,358,806,297,627,61,179,189,237,72,192,264,122,40,17,89,87,966,0.444,0.474,0.341,0.482,0.797,0.531
1172,Marco Belinelli,2014-15,28,SAS,NBA,2.9,62,9,1388,199,470,113,240,86,230,84,99,26,131,157,94,31,3,61,85,568,0.423,0.471,0.374,0.515,0.848,0.553
1173,Jordan Bell,2017-18,23,GSW,NBA,2.9,57,13,809,116,185,116,181,0,4,30,44,60,147,207,102,35,56,51,92,262,0.627,0.641,0,0.627,0.682,0.641
1174,Bismack Biyombo,2017-18,25,ORL,NBA,2.9,82,25,1495,183,352,183,351,0,1,102,157,144,324,468,66,21,95,84,158,468,0.52,0.521,0,0.52,0.65,0.556
1175,Bismack Biyombo,2016-17,24,ORL,NBA,2.9,81,27,1793,179,339,179,339,0,0,125,234,157,410,567,74,25,91,95,202,483,0.528,0.528,,0.528,0.534,0.546
1176,Bogdan Bogdanović,2017-18,25,SAC,NBA,2.9,78,53,2175,344,772,215,443,129,329,100,119,31,192,223,258,72,16,125,172,917,0.446,0.485,0.392,0.529,0.84,0.556
1177,Bojan Bogdanović,2016-17,27,TOT,NBA,2.9,81,54,2083,376,845,232,453,144,392,217,243,37,240,277,111,34,7,131,146,1113,0.445,0.512,0.367,0.53,0.893,0.585
1178,Trevor Booker,2017-18,30,TOT,NBA,2.9,68,7,1158,177,343,169,310,8,33,66,93,117,201,318,82,28,21,59,119,428,0.516,0.545,0.242,0.528,0.71,0.557
1179,Mikal Bridges,2018-19,22,PHO,NBA,2.9,82,56,2417,242,563,137,250,105,313,95,118,56,208,264,173,129,38,70,201,684,0.43,0.548,0.335,0.523,0.805,0.556
1180,Miles Bridges,2018-19,20,CHO,NBA,2.9,80,25,1696,237,511,172,311,65,200,58,77,67,256,323,95,55,49,50,111,597,0.464,0.553,0.325,0.527,0.753,0.548
1181,Willie Cauley-Stein,2016-17,23,SAC,NBA,2.9,75,21,1421,255,481,255,479,0,2,101,151,85,254,339,80,53,44,69,147,611,0.53,0.532,0,0.53,0.669,0.558
1182,Zach Collins,2018-19,21,POR,NBA,2.9,77,0,1356,189,400,149,279,40,121,94,126,109,215,324,71,25,66,77,174,512,0.473,0.534,0.331,0.523,0.746,0.562
1183,Dante Cunningham,2013-14,26,MIN,NBA,2.9,81,7,1635,236,509,236,504,0,5,38,67,112,218,330,83,62,58,42,146,510,0.464,0.468,0,0.464,0.567,0.474
1184,Gorgui Dieng,2017-18,28,MIN,NBA,2.9,79,0,1333,186,388,167,327,19,61,79,102,106,254,360,71,45,39,59,147,470,0.479,0.511,0.311,0.504,0.775,0.543
1185,Kenneth Faried,2018-19,29,TOT,NBA,2.9,37,13,728,156,265,148,240,8,25,64,99,97,153,250,20,17,23,33,82,384,0.589,0.617,0.32,0.604,0.646,0.622
1186,Aaron Gordon,2017-18,22,ORL,NBA,2.9,58,57,1909,375,865,260,523,115,342,157,225,87,370,457,136,59,45,107,111,1022,0.434,0.497,0.336,0.5,0.698,0.53
1187,Eric Gordon,2014-15,26,NOP,NBA,2.9,61,60,2018,285,694,144,379,141,315,107,133,28,131,159,229,50,14,122,145,818,0.411,0.38,0.448,0.512,0.805,0.544
1188,Jerami Grant,2016-17,22,TOT,NBA,2.9,80,4,1531,152,328,109,212,43,116,90,147,38,167,205,46,33,79,44,149,437,0.463,0.514,0.371,0.529,0.612,0.556
1189,Danny Green,2017-18,30,SAS,NBA,2.9,70,60,1791,217,561,101,241,116,320,50,65,41,208,249,110,63,80,74,122,600,0.387,0.419,0.363,0.49,0.769,0.509
1190,JaMychal Green,2018-19,28,TOT,NBA,2.9,65,6,1371,230,476,159,300,71,176,80,101,104,305,409,50,45,34,87,193,611,0.483,0.53,0.403,0.558,0.792,0.587
1191,Maurice Harkless,2015-16,22,POR,NBA,2.9,78,14,1457,195,411,156,271,39,140,69,111,101,179,280,67,49,35,62,124,498,0.474,0.576,0.279,0.522,0.622,0.541
1192,Justin Jackson,2018-19,23,TOT,NBA,2.9,81,14,1614,217,485,130,240,87,245,62,79,44,168,212,96,32,14,29,99,583,0.447,0.542,0.355,0.537,0.785,0.561
1193,Derrick Jones,2018-19,21,MIA,NBA,2.9,60,14,1153,160,324,132,233,28,91,74,122,96,144,240,37,46,42,43,123,422,0.494,0.567,0.308,0.537,0.607,0.559
1194,Cory Joseph,2013-14,22,SAS,NBA,2.9,68,19,936,126,265,114,227,12,38,79,96,32,75,107,114,35,14,43,84,343,0.475,0.502,0.316,0.498,0.823,0.558
1195,T.J. McConnell,2018-19,26,PHI,NBA,2.9,76,3,1470,220,419,206,377,14,42,29,37,28,146,174,258,79,17,91,105,483,0.525,0.546,0.333,0.542,0.784,0.555
1196,Doug McDermott,2018-19,27,IND,NBA,2.9,77,1,1340,207,422,123,216,84,206,66,79,17,92,109,67,18,8,42,104,564,0.491,0.569,0.408,0.59,0.835,0.617
1197,Rodney McGruder,2016-17,25,MIA,NBA,2.9,78,65,1966,190,460,117,240,73,220,44,71,94,162,256,124,46,18,56,140,497,0.413,0.488,0.332,0.492,0.62,0.506
1198,C.J. Miles,2017-18,30,TOR,NBA,2.9,70,3,1337,227,599,63,145,164,454,81,97,18,134,152,55,37,21,39,134,699,0.379,0.434,0.361,0.516,0.835,0.545
1199,Kelly Olynyk,2013-14,22,BOS,NBA,2.9,70,9,1400,234,502,194,388,40,114,99,122,140,225,365,109,35,27,106,227,607,0.466,0.5,0.351,0.506,0.811,0.546
1200,Quincy Pondexter,2014-15,26,TOT,NBA,2.9,75,30,1793,188,447,97,203,91,244,71,96,53,142,195,94,19,24,51,150,538,0.421,0.478,0.373,0.522,0.74,0.55
