,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1301,Jalen Brunson,2018-19,22,DAL,NBA,2.6,73,38,1591,264,565,201,384,63,181,87,120,25,144,169,230,37,4,88,127,678,0.467,0.523,0.348,0.523,0.725,0.549
1302,Rasual Butler,2014-15,35,WAS,NBA,2.6,75,1,1505,218,517,127,282,91,235,53,67,27,170,197,63,29,22,48,98,580,0.422,0.45,0.387,0.51,0.791,0.531
1303,Jae Crowder,2017-18,27,TOT,NBA,2.6,80,47,2090,271,671,161,330,110,341,121,148,59,216,275,99,64,21,74,187,773,0.404,0.488,0.323,0.486,0.818,0.525
1304,Ed Davis,2013-14,24,MEM,NBA,2.6,63,4,956,155,290,155,290,0,0,47,89,92,168,260,27,17,43,40,114,357,0.534,0.534,,0.534,0.528,0.542
1305,Cheick Diallo,2018-19,22,NOP,NBA,2.6,64,1,896,168,271,167,267,1,4,50,67,75,257,332,33,29,33,49,113,387,0.62,0.625,0.25,0.622,0.746,0.644
1306,Wayne Ellington,2018-19,31,TOT,NBA,2.6,53,38,1297,184,457,46,85,138,372,39,49,14,93,107,72,54,6,40,92,545,0.403,0.541,0.371,0.554,0.796,0.569
1307,James Ennis,2018-19,28,TOT,NBA,2.6,58,27,1230,138,294,83,138,55,156,58,81,60,122,182,41,41,23,34,150,389,0.469,0.601,0.353,0.563,0.716,0.59
1308,Eric Gordon,2018-19,30,HOU,NBA,2.6,68,53,2158,384,938,168,338,216,600,119,152,17,131,148,129,41,27,90,143,1103,0.409,0.497,0.36,0.525,0.783,0.549
1309,JaMychal Green,2017-18,27,MEM,NBA,2.6,55,54,1542,223,488,180,361,43,127,80,111,147,317,464,79,32,25,76,153,569,0.457,0.499,0.339,0.501,0.721,0.53
1310,JaMychal Green,2015-16,25,MEM,NBA,2.6,78,15,1446,230,495,215,450,15,45,103,137,139,234,373,67,46,33,83,189,578,0.465,0.478,0.333,0.48,0.752,0.52
1311,Tim Hardaway,2017-18,25,NYK,NBA,2.6,57,54,1885,360,856,230,446,130,410,146,179,32,192,224,155,62,10,92,123,996,0.421,0.516,0.317,0.496,0.816,0.533
1312,Gary Harris,2018-19,24,DEN,NBA,2.6,57,48,1639,270,637,188,395,82,242,115,144,41,119,160,127,55,19,68,113,737,0.424,0.476,0.339,0.488,0.799,0.526
1313,Willy Hernangómez,2018-19,24,CHO,NBA,2.6,58,3,812,153,295,138,256,15,39,100,144,117,194,311,60,16,20,58,98,421,0.519,0.539,0.385,0.544,0.694,0.587
1314,Nenê Hilário,2017-18,35,HOU,NBA,2.6,52,4,758,136,239,136,237,0,2,68,107,54,122,176,45,28,14,38,123,340,0.569,0.574,0,0.569,0.636,0.594
1315,Rondae Hollis-Jefferson,2016-17,22,BRK,NBA,2.6,78,50,1761,235,542,220,475,15,67,190,253,96,356,452,154,82,44,116,177,675,0.434,0.463,0.224,0.447,0.751,0.517
1316,Rodney Hood,2018-19,26,TOT,NBA,2.6,72,49,1893,292,671,208,435,84,236,137,155,25,132,157,126,59,12,55,146,805,0.435,0.478,0.356,0.498,0.884,0.545
1317,Rodney Hood,2016-17,24,UTA,NBA,2.6,59,55,1593,272,666,158,359,114,307,90,115,16,186,202,96,38,11,65,132,748,0.408,0.44,0.371,0.494,0.783,0.522
1318,Jarrett Jack,2014-15,31,BRK,NBA,2.6,80,27,2241,359,817,320,671,39,146,200,227,19,226,245,373,75,13,191,143,957,0.439,0.477,0.267,0.463,0.881,0.522
