,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
210,Jarrett Allen,2018-19,20,BRK,NBA,7.6,80,80,2096,335,568,329,523,6,45,197,278,191,481,672,110,43,120,103,184,873,0.59,0.629,0.133,0.595,0.709,0.632
211,Bradley Beal,2018-19,25,WAS,NBA,7.6,82,82,3028,764,1609,555,1013,209,596,362,448,89,322,411,448,121,58,224,226,2099,0.475,0.548,0.351,0.54,0.808,0.581
212,Darren Collison,2017-18,30,IND,NBA,7.6,69,64,2018,316,638,220,433,96,205,127,144,37,141,178,368,92,15,86,122,855,0.495,0.508,0.468,0.571,0.882,0.61
213,DeMarcus Cousins,2016-17,26,TOT,NBA,7.6,72,72,2465,647,1432,516,1069,131,363,517,670,152,642,794,332,100,93,269,278,1942,0.452,0.483,0.361,0.498,0.772,0.562
214,Dwight Howard,2012-13,27,LAL,NBA,7.6,76,76,2722,470,813,469,807,1,6,355,721,251,694,945,108,84,186,225,291,1296,0.578,0.581,0.167,0.579,0.492,0.573
215,Joe Ingles,2017-18,30,UTA,NBA,7.6,82,81,2578,335,718,131,254,204,464,66,83,24,320,344,392,90,20,159,178,940,0.467,0.516,0.44,0.609,0.795,0.623
216,Enes Kanter,2017-18,25,NYK,NBA,7.6,71,71,1830,422,713,422,711,0,2,156,184,273,507,780,105,36,37,122,187,1000,0.592,0.594,0,0.592,0.848,0.63
217,David Lee,2013-14,30,GSW,NBA,7.6,69,67,2288,513,981,513,980,0,1,231,296,182,461,643,147,48,26,152,206,1257,0.523,0.523,0,0.523,0.78,0.566
218,CJ McCollum,2016-17,25,POR,NBA,7.6,80,80,2796,692,1441,507,1002,185,439,268,294,60,229,289,285,72,42,172,202,1837,0.48,0.506,0.421,0.544,0.912,0.585
219,Paul Millsap,2012-13,27,UTA,NBA,7.6,78,78,2375,429,875,416,836,13,39,264,356,177,377,554,201,102,80,138,232,1135,0.49,0.498,0.333,0.498,0.742,0.55
220,Chandler Parsons,2013-14,25,HOU,NBA,7.6,74,74,2783,466,987,336,636,130,351,164,221,69,340,409,298,88,29,144,168,1226,0.472,0.528,0.37,0.538,0.742,0.565
221,Domantas Sabonis,2018-19,22,IND,NBA,7.6,74,5,1838,413,700,404,683,9,17,208,291,186,504,690,212,48,30,160,239,1043,0.59,0.592,0.529,0.596,0.715,0.63
222,Jonas Valančiūnas,2017-18,25,TOR,NBA,7.6,77,77,1727,390,687,360,613,30,74,170,211,183,477,660,81,29,69,115,192,980,0.568,0.587,0.405,0.59,0.806,0.628
223,LaMarcus Aldridge,2013-14,28,POR,NBA,7.5,69,69,2498,652,1423,649,1408,3,15,296,360,166,599,765,178,63,68,123,147,1603,0.458,0.461,0.2,0.459,0.822,0.507
224,Goran Dragić,2016-17,30,MIA,NBA,7.5,73,73,2459,534,1124,417,835,117,289,298,377,62,217,279,423,89,13,212,199,1483,0.475,0.499,0.405,0.527,0.79,0.575
225,Al Horford,2018-19,32,BOS,NBA,7.5,68,68,1973,387,723,314,520,73,203,78,95,120,338,458,283,59,86,102,126,925,0.535,0.604,0.36,0.586,0.821,0.605
226,Kyle Korver,2014-15,33,ATL,NBA,7.5,75,75,2418,292,600,71,151,221,449,106,118,15,289,304,196,52,42,107,140,911,0.487,0.47,0.492,0.671,0.898,0.699
227,Greg Monroe,2015-16,25,MIL,NBA,7.5,79,67,2314,491,941,491,940,0,1,228,308,218,478,696,178,72,67,129,163,1210,0.522,0.522,0,0.522,0.74,0.562
228,Dwight Powell,2018-19,27,DAL,NBA,7.5,77,22,1662,290,486,251,359,39,127,196,254,140,271,411,112,44,50,67,201,815,0.597,0.699,0.307,0.637,0.772,0.682
229,José Calderón,2012-13,31,TOT,NBA,7.4,73,58,2160,312,635,182,353,130,282,72,80,20,156,176,518,58,8,126,99,826,0.491,0.516,0.461,0.594,0.9,0.616
230,Andre Drummond,2015-16,22,DET,NBA,7.4,81,81,2666,552,1060,550,1054,2,6,208,586,395,803,1198,67,119,112,155,245,1314,0.521,0.522,0.333,0.522,0.355,0.499
231,Tim Duncan,2013-14,37,SAS,NBA,7.4,74,74,2158,444,906,444,901,0,5,231,316,158,563,721,220,43,139,159,134,1119,0.49,0.493,0,0.49,0.731,0.535
232,Ty Lawson,2012-13,25,DEN,NBA,7.4,73,71,2513,448,971,363,739,85,232,235,311,36,162,198,501,107,8,182,135,1216,0.461,0.491,0.366,0.505,0.756,0.549
233,Lance Stephenson,2013-14,23,IND,NBA,7.4,78,78,2752,427,870,341,626,86,244,140,197,95,463,558,359,54,7,210,195,1080,0.491,0.545,0.352,0.54,0.711,0.564
234,Kemba Walker,2018-19,28,CHO,NBA,7.4,82,82,2863,731,1684,471,953,260,731,380,450,52,309,361,484,102,34,211,131,2102,0.434,0.494,0.356,0.511,0.844,0.558
235,Thaddeus Young,2012-13,24,PHI,NBA,7.4,76,76,2629,509,958,508,950,1,8,108,188,182,389,571,125,133,55,90,191,1127,0.531,0.535,0.125,0.532,0.574,0.541
236,Jae Crowder,2015-16,25,BOS,NBA,7.3,73,73,2308,360,813,238,450,122,363,196,239,70,303,373,135,126,35,83,198,1038,0.443,0.529,0.336,0.518,0.82,0.565
237,Marcin Gortat,2015-16,31,WAS,NBA,7.3,75,74,2256,433,764,433,763,0,1,146,207,222,519,741,106,47,96,121,193,1012,0.567,0.567,0,0.567,0.705,0.592
238,Jerami Grant,2018-19,24,OKC,NBA,7.3,80,77,2612,409,823,294,530,115,293,157,221,96,321,417,79,61,100,67,214,1090,0.497,0.555,0.392,0.567,0.71,0.592
239,Amir Johnson,2012-13,25,TOR,NBA,7.3,81,38,2325,336,606,331,593,5,13,136,187,227,384,611,122,81,110,117,301,813,0.554,0.558,0.385,0.559,0.727,0.591
240,Terrence Jones,2013-14,22,HOU,NBA,7.3,76,71,2078,386,712,355,611,31,101,118,195,162,366,528,87,53,99,71,139,921,0.542,0.581,0.307,0.564,0.605,0.577
241,Joakim Noah,2012-13,27,CHI,NBA,7.3,66,64,2426,303,630,303,625,0,5,178,237,260,473,733,262,78,141,176,185,784,0.481,0.485,0,0.481,0.751,0.534
242,Tristan Thompson,2016-17,25,CLE,NBA,7.3,78,78,2336,262,437,262,434,0,3,106,213,286,429,715,77,39,84,64,176,630,0.6,0.604,0,0.6,0.498,0.594
243,LaMarcus Aldridge,2016-17,31,SAS,NBA,7.2,72,72,2335,500,1049,477,993,23,56,220,271,172,351,523,139,46,88,98,158,1243,0.477,0.48,0.411,0.488,0.812,0.532
244,LaMarcus Aldridge,2012-13,27,POR,NBA,7.2,74,74,2790,638,1318,636,1304,2,14,282,348,175,495,670,192,62,91,143,187,1560,0.484,0.488,0.143,0.485,0.81,0.53
245,Anthony Davis,2015-16,22,NOP,NBA,7.2,61,61,2164,560,1136,525,1028,35,108,326,430,130,497,627,116,78,125,121,148,1481,0.493,0.511,0.324,0.508,0.758,0.559
246,Danilo Gallinari,2012-13,24,DEN,NBA,7.2,71,71,2309,364,871,229,509,135,362,286,348,65,302,367,176,64,36,111,130,1149,0.418,0.45,0.373,0.495,0.822,0.561
247,Taj Gibson,2017-18,32,MIN,NBA,7.2,82,82,2726,425,737,418,702,7,35,142,185,194,390,584,99,62,59,89,218,999,0.577,0.595,0.2,0.581,0.768,0.61
248,LeBron James,2018-19,34,LAL,NBA,7.2,55,55,1937,558,1095,447,768,111,327,278,418,57,408,465,454,72,33,197,94,1505,0.51,0.582,0.339,0.56,0.665,0.588
249,Dirk Nowitzki,2014-15,36,DAL,NBA,7.2,77,77,2282,487,1062,383,788,104,274,255,289,44,413,457,143,39,33,82,160,1333,0.459,0.486,0.38,0.508,0.882,0.56
250,Paul Pierce,2012-13,35,BOS,NBA,7.2,77,77,2575,476,1092,331,710,145,382,333,423,45,442,487,370,84,30,214,210,1430,0.436,0.466,0.38,0.502,0.787,0.559
251,Zach Randolph,2014-15,33,MEM,NBA,7.2,71,71,2304,454,932,447,912,7,20,228,298,225,522,747,153,69,14,156,175,1143,0.487,0.49,0.35,0.491,0.765,0.538
252,Giannis Antetokounmpo,2015-16,21,MIL,NBA,7.1,80,79,2823,513,1013,485,904,28,109,296,409,113,499,612,345,94,113,208,258,1350,0.506,0.537,0.257,0.52,0.724,0.566
253,Jimmy Butler,2013-14,24,CHI,NBA,7.1,67,67,2591,275,693,207,453,68,240,260,338,87,243,330,175,127,36,102,106,878,0.397,0.457,0.283,0.446,0.769,0.522
254,Derrick Favors,2015-16,24,UTA,NBA,7.1,62,59,1983,418,811,418,807,0,4,180,254,169,334,503,94,74,91,104,150,1016,0.515,0.518,0,0.515,0.709,0.551
255,Pau Gasol,2015-16,35,CHI,NBA,7.1,72,72,2291,467,995,443,926,24,69,229,289,155,638,793,294,42,146,164,148,1187,0.469,0.478,0.348,0.481,0.792,0.529
256,Paul George,2016-17,26,IND,NBA,7.1,75,75,2689,622,1348,427,852,195,496,336,374,58,434,492,251,119,27,220,206,1775,0.461,0.501,0.393,0.534,0.898,0.587
257,Tobias Harris,2018-19,26,TOT,NBA,7.1,82,82,2847,611,1254,455,861,156,393,266,307,69,576,645,229,51,37,151,184,1644,0.487,0.528,0.397,0.549,0.866,0.592
258,Jrue Holiday,2017-18,27,NOP,NBA,7.1,81,81,2927,615,1244,495,888,120,356,187,238,62,303,365,486,123,64,213,201,1537,0.494,0.557,0.337,0.543,0.786,0.57
259,DeAndre Jordan,2018-19,30,TOT,NBA,7.1,69,69,2047,286,446,286,446,0,0,186,264,225,677,902,156,42,73,153,167,758,0.641,0.641,,0.641,0.705,0.674
260,Kyle Lowry,2014-15,28,TOR,NBA,7.1,70,70,2414,430,1043,298,652,132,391,252,312,54,274,328,473,109,13,173,212,1244,0.412,0.457,0.338,0.476,0.808,0.527
261,Jayson Tatum,2017-18,19,BOS,NBA,7.1,80,80,2438,397,835,292,593,105,242,213,258,50,352,402,128,83,58,114,170,1112,0.475,0.492,0.434,0.538,0.826,0.586
262,Klay Thompson,2016-17,26,GSW,NBA,7.1,78,78,2649,644,1376,376,729,268,647,186,218,49,236,285,160,66,40,128,139,1742,0.468,0.516,0.414,0.565,0.853,0.592
263,Eric Bledsoe,2014-15,25,PHO,NBA,7,81,81,2800,468,1046,380,774,88,272,353,441,72,351,423,493,127,45,274,189,1377,0.447,0.491,0.324,0.489,0.8,0.555
264,Jimmy Butler,2012-13,23,CHI,NBA,7,82,20,2134,239,512,199,407,40,105,187,233,136,192,328,115,78,31,62,97,705,0.467,0.489,0.381,0.506,0.803,0.574
265,DeMarre Carroll,2014-15,28,ATL,NBA,7,70,69,2189,318,653,198,349,120,304,127,181,99,273,372,118,94,17,75,154,883,0.487,0.567,0.395,0.579,0.702,0.603
266,Ty Lawson,2014-15,27,DEN,NBA,7,75,75,2665,404,926,334,721,70,205,265,363,42,192,234,720,92,9,185,128,1143,0.436,0.463,0.341,0.474,0.73,0.526
267,Brook Lopez,2014-15,26,BRK,NBA,7,72,44,2100,506,987,505,977,1,10,223,274,214,321,535,50,43,126,104,206,1236,0.513,0.517,0.1,0.513,0.814,0.558
268,Kevin Martin,2012-13,29,OKC,NBA,7,77,0,2136,350,778,192,407,158,371,219,246,31,147,178,106,72,8,101,138,1077,0.45,0.472,0.426,0.551,0.89,0.608
269,Chandler Parsons,2012-13,24,HOU,NBA,7,76,76,2758,456,939,304,544,152,395,113,155,79,325,404,269,75,32,147,148,1177,0.486,0.559,0.385,0.567,0.729,0.584
270,Nikola Vučević,2014-15,24,ORL,NBA,7,74,74,2529,631,1206,629,1200,2,6,164,218,238,572,810,147,54,54,148,220,1428,0.523,0.524,0.333,0.524,0.752,0.548
271,D.J. Augustin,2018-19,31,ORL,NBA,6.9,81,81,2269,318,677,187,366,131,311,181,209,41,162,203,426,52,4,128,115,948,0.47,0.511,0.421,0.566,0.866,0.616
272,Bradley Beal,2017-18,24,WAS,NBA,6.9,82,82,2977,683,1484,484,954,199,530,292,369,61,302,363,373,96,36,214,160,1857,0.46,0.507,0.375,0.527,0.791,0.564
273,J.J. Hickson,2012-13,24,POR,NBA,6.9,80,80,2323,418,744,418,742,0,2,182,268,266,562,828,88,48,51,145,160,1018,0.562,0.563,0,0.562,0.679,0.591
274,Andre Iguodala,2016-17,33,GSW,NBA,6.9,76,0,1998,219,415,155,238,64,177,72,102,51,253,304,261,76,39,58,97,574,0.528,0.651,0.362,0.605,0.706,0.624
275,Reggie Jackson,2015-16,25,DET,NBA,6.9,79,79,2424,540,1244,422,910,118,334,291,337,58,195,253,492,59,11,223,187,1489,0.434,0.464,0.353,0.482,0.864,0.535
276,Khris Middleton,2017-18,26,MIL,NBA,6.9,82,82,2982,593,1272,447,865,146,407,320,362,45,384,429,328,119,21,191,270,1652,0.466,0.517,0.359,0.524,0.884,0.577
277,Jonas Valančiūnas,2015-16,23,TOR,NBA,6.9,60,59,1557,303,536,303,536,0,0,162,213,184,363,547,42,25,80,85,158,768,0.565,0.565,,0.565,0.761,0.61
278,Thaddeus Young,2018-19,30,IND,NBA,6.9,81,81,2489,443,841,392,695,51,146,87,135,192,331,523,204,123,36,123,194,1024,0.527,0.564,0.349,0.557,0.644,0.569
279,Bam Adebayo,2018-19,21,MIA,NBA,6.8,82,28,1913,280,486,277,471,3,15,166,226,165,432,597,184,71,65,121,203,729,0.576,0.588,0.2,0.579,0.735,0.623
280,Bojan Bogdanović,2018-19,29,IND,NBA,6.8,81,81,2573,522,1051,358,665,164,386,246,305,33,300,333,161,69,1,134,138,1454,0.497,0.538,0.425,0.575,0.807,0.613
281,Darren Collison,2018-19,31,IND,NBA,6.8,76,76,2143,308,659,229,465,79,194,158,190,36,196,232,459,110,9,125,138,853,0.467,0.492,0.407,0.527,0.832,0.574
282,Mike Conley,2014-15,27,MEM,NBA,6.8,70,70,2225,393,882,286,605,107,277,214,249,29,180,209,375,89,14,156,139,1107,0.446,0.473,0.386,0.506,0.859,0.558
283,Goran Dragić,2014-15,28,TOT,NBA,6.8,78,78,2640,502,1002,412,743,90,259,181,234,81,193,274,350,78,15,173,195,1275,0.501,0.555,0.347,0.546,0.774,0.577
284,Danilo Gallinari,2016-17,28,DEN,NBA,6.8,63,63,2134,335,750,209,426,126,324,349,387,39,286,325,135,40,15,82,93,1145,0.447,0.491,0.389,0.531,0.902,0.622
285,Marcin Gortat,2016-17,32,WAS,NBA,6.8,82,82,2556,390,674,390,672,0,2,103,159,238,611,849,121,40,61,119,213,883,0.579,0.58,0,0.579,0.648,0.593
286,Tobias Harris,2016-17,24,DET,NBA,6.8,82,48,2567,511,1063,402,749,109,314,190,226,63,353,416,142,60,39,96,133,1321,0.481,0.537,0.347,0.532,0.841,0.568
287,Dwight Howard,2017-18,32,CHO,NBA,6.8,81,81,2463,506,911,505,904,1,7,334,582,255,757,1012,105,48,131,208,249,1347,0.555,0.559,0.143,0.556,0.574,0.577
288,Greg Monroe,2014-15,24,DET,NBA,6.8,69,57,2137,423,853,423,853,0,0,252,336,229,475,704,142,78,34,149,148,1098,0.496,0.496,,0.496,0.75,0.549
289,Dirk Nowitzki,2015-16,37,DAL,NBA,6.8,75,75,2364,498,1112,372,770,126,342,250,280,52,437,489,132,52,52,84,161,1372,0.448,0.483,0.368,0.504,0.893,0.555
290,Thabo Sefolosha,2012-13,28,OKC,NBA,6.8,81,81,2229,224,466,116,208,108,258,57,69,58,259,317,125,103,44,64,177,613,0.481,0.558,0.419,0.597,0.826,0.617
291,Tristan Thompson,2014-15,23,CLE,NBA,6.8,82,15,2194,267,488,267,488,0,0,159,248,274,383,657,39,34,61,83,189,693,0.547,0.547,,0.547,0.641,0.58
292,Russell Westbrook,2018-19,30,OKC,NBA,6.8,73,73,2630,630,1473,511,1062,119,411,296,451,109,698,807,784,142,33,325,245,1675,0.428,0.481,0.29,0.468,0.656,0.501
293,Harrison Barnes,2014-15,22,GSW,NBA,6.7,82,82,2318,316,656,229,441,87,215,108,150,117,336,453,116,61,19,71,146,827,0.482,0.519,0.405,0.548,0.72,0.573
294,Willie Cauley-Stein,2018-19,25,SAC,NBA,6.7,81,81,2213,412,741,411,739,1,2,140,254,181,497,678,194,96,51,84,227,965,0.556,0.556,0.5,0.557,0.551,0.566
295,Jae Crowder,2016-17,26,BOS,NBA,6.7,72,72,2335,333,720,176,326,157,394,176,217,48,367,415,155,73,23,80,161,999,0.463,0.54,0.398,0.572,0.811,0.613
296,Ed Davis,2015-16,26,POR,NBA,6.7,81,0,1684,206,337,206,337,0,0,114,204,224,375,599,88,57,72,64,202,526,0.611,0.611,,0.611,0.559,0.616
297,Andre Drummond,2016-17,23,DET,NBA,6.7,81,81,2409,483,911,481,904,2,7,137,355,345,770,1115,90,124,89,152,237,1105,0.53,0.532,0.286,0.531,0.386,0.518
298,Tobias Harris,2017-18,25,TOT,NBA,6.7,80,80,2668,562,1221,379,776,183,445,179,216,58,379,437,192,71,35,105,164,1486,0.46,0.488,0.411,0.535,0.829,0.565
299,Ersan İlyasova,2012-13,25,MIL,NBA,6.7,73,54,2012,371,803,276,589,95,214,125,157,154,366,520,117,68,36,75,185,962,0.462,0.469,0.444,0.521,0.796,0.552
300,Kyrie Irving,2013-14,21,CLE,NBA,6.7,71,71,2496,532,1237,409,893,123,344,291,338,52,207,259,433,108,23,190,163,1478,0.43,0.458,0.358,0.48,0.861,0.533
