,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2501,Peja Stojakovi_,2010-11,33,TOT,NBA,1.6,33,13,617,100,227,43,91,57,136,23,25,14,61,75,29,13,2,17,24,280,0.441,0.473,0.419,0.566,0.92,0.588
2502,Jason Thompson,2015-16,29,TOT,NBA,1.6,47,7,471,52,108,47,93,5,15,38,54,32,102,134,29,12,20,15,80,147,0.481,0.505,0.333,0.505,0.704,0.558
2503,Al Thornton,2010-11,27,TOT,NBA,1.6,71,23,1383,205,431,201,405,4,26,110,142,56,157,213,62,35,12,64,143,524,0.476,0.496,0.154,0.48,0.775,0.531
2504,Ekpe Udoh,2018-19,31,UTA,NBA,1.6,51,1,320,50,72,50,72,0,0,19,30,27,63,90,28,10,31,13,36,119,0.694,0.694,,0.694,0.633,0.698
2505,Jan Vesel_,2013-14,23,TOT,NBA,1.6,54,1,776,89,173,89,173,0,0,19,56,81,110,191,21,53,35,36,121,197,0.514,0.514,,0.514,0.339,0.498
2506,Charlie Villanueva,2012-13,28,DET,NBA,1.6,69,0,1092,175,464,85,205,90,259,27,49,49,192,241,54,31,39,39,96,467,0.377,0.415,0.347,0.474,0.551,0.481
2507,Noah Vonleh,2017-18,22,TOT,NBA,1.6,54,16,875,104,234,84,168,20,66,36,58,70,241,311,34,19,17,31,68,264,0.444,0.5,0.303,0.487,0.621,0.509
2508,Dion Waiters,2013-14,22,CLE,NBA,1.6,70,24,2072,430,993,338,743,92,250,161,235,32,163,195,209,63,17,154,153,1113,0.433,0.455,0.368,0.479,0.685,0.508
2509,Dion Waiters,2016-17,25,MIA,NBA,1.6,46,43,1384,281,663,196,448,85,215,82,127,18,135,153,200,42,20,103,95,729,0.424,0.438,0.395,0.488,0.646,0.507
2510,Brandan Wright,2016-17,29,MEM,NBA,1.6,28,5,447,83,135,83,134,0,1,23,35,31,47,78,15,11,20,10,42,189,0.615,0.619,0,0.615,0.657,0.628
2511,Dorell Wright,2014-15,29,POR,NBA,1.6,48,2,592,72,190,31,82,41,108,34,42,14,97,111,41,20,11,18,55,219,0.379,0.378,0.38,0.487,0.81,0.525
2512,Quincy Acy,2013-14,23,TOT,NBA,1.5,63,0,847,66,141,62,126,4,15,35,53,72,144,216,28,23,26,30,122,171,0.468,0.492,0.267,0.482,0.66,0.52
2513,Lavoy Allen,2013-14,24,TOT,NBA,1.5,65,2,1072,134,300,132,287,2,13,33,50,119,192,311,71,24,33,44,126,303,0.447,0.46,0.154,0.45,0.66,0.47
2514,Pero Anti_,2014-15,32,ATL,NBA,1.5,63,3,1037,108,296,56,123,52,173,88,123,58,131,189,49,18,14,49,132,356,0.365,0.455,0.301,0.453,0.715,0.508
2515,Leandro Barbosa,2010-11,28,TOR,NBA,1.5,58,0,1395,294,653,222,440,72,213,109,137,14,85,99,119,50,6,84,112,769,0.45,0.505,0.338,0.505,0.796,0.539
2516,Andrea Bargnani,2013-14,28,NYK,NBA,1.5,42,39,1257,222,502,192,394,30,108,84,102,69,153,222,45,14,52,58,100,558,0.442,0.487,0.278,0.472,0.824,0.51
2517,Nemanja Bjelica,2016-17,28,MIN,NBA,1.5,65,1,1190,151,356,95,179,56,177,45,61,57,187,244,79,40,20,59,154,403,0.424,0.531,0.316,0.503,0.738,0.526
2518,Tarik Black,2017-18,26,HOU,NBA,1.5,51,2,536,75,127,74,116,1,11,29,63,63,100,163,13,21,30,35,107,180,0.591,0.638,0.091,0.594,0.46,0.582
2519,Bruce Brown,2018-19,22,DET,NBA,1.5,74,56,1449,125,314,101,221,24,93,45,60,48,137,185,91,40,36,46,178,319,0.398,0.457,0.258,0.436,0.75,0.469
2520,Jaylen Brown,2016-17,20,BOS,NBA,1.5,78,20,1341,192,423,146,288,46,135,85,124,45,175,220,64,35,18,68,142,515,0.454,0.507,0.341,0.508,0.685,0.539
2521,Alec Burks,2018-19,27,TOT,NBA,1.5,64,24,1375,192,474,131,306,61,168,116,141,30,205,235,128,39,21,65,91,561,0.405,0.428,0.363,0.469,0.823,0.523
2522,Alec Burks,2015-16,24,UTA,NBA,1.5,31,3,797,137,334,105,255,32,79,106,141,16,93,109,63,18,4,51,71,412,0.41,0.412,0.405,0.458,0.752,0.52
2523,Alec Burks,2011-12,20,UTA,NBA,1.5,59,0,939,153,357,138,312,15,45,104,143,57,75,132,55,27,5,51,84,425,0.429,0.442,0.333,0.45,0.727,0.506
2524,Will Bynum,2010-11,28,DET,NBA,1.5,61,5,1125,182,406,166,356,16,50,102,122,15,59,74,195,52,4,83,113,482,0.448,0.466,0.32,0.468,0.836,0.524
2525,Bruno Caboclo,2018-19,23,MEM,NBA,1.5,34,19,800,96,225,48,95,48,130,42,50,42,116,158,50,14,33,38,81,282,0.427,0.505,0.369,0.533,0.84,0.571
2526,Nick Calathes,2013-14,24,MEM,NBA,1.5,71,7,1173,142,311,123,250,19,61,44,72,23,114,137,207,66,8,101,117,347,0.457,0.492,0.311,0.487,0.611,0.506
2527,Rodney Carney,2009-10,25,PHI,NBA,1.5,68,0,857,113,282,72,147,41,135,52,63,26,111,137,37,25,20,21,79,319,0.401,0.49,0.304,0.473,0.825,0.515
2528,Wilson Chandler,2018-19,31,TOT,NBA,1.5,51,33,1177,114,273,55,115,59,158,18,25,48,167,215,82,25,21,46,123,305,0.418,0.478,0.373,0.526,0.72,0.537
2529,Jae Crowder,2012-13,22,DAL,NBA,1.5,78,16,1353,141,367,78,175,63,192,47,73,35,152,187,94,63,17,49,128,392,0.384,0.446,0.328,0.47,0.644,0.491
2530,Damyean Dotson,2018-19,24,NYK,NBA,1.5,73,40,2004,290,698,164,356,126,342,73,98,34,228,262,135,58,10,71,135,779,0.415,0.461,0.368,0.506,0.745,0.526
2531,Mike Dunleavy,2016-17,36,TOT,NBA,1.5,53,2,841,93,220,40,86,53,134,36,45,18,97,115,50,15,7,28,67,275,0.423,0.465,0.396,0.543,0.8,0.573
2532,Reggie Evans,2013-14,33,TOT,NBA,1.5,54,20,899,71,150,71,150,0,0,72,130,115,219,334,21,37,3,58,119,214,0.473,0.473,,0.473,0.554,0.516
2533,Festus Ezeli,2012-13,23,GSW,NBA,1.5,78,41,1120,74,169,74,169,0,0,43,81,141,172,313,22,23,74,63,157,191,0.438,0.438,,0.438,0.531,0.467
2534,Channing Frye,2017-18,34,TOT,NBA,1.5,53,1,695,104,212,65,97,39,115,17,19,12,123,135,38,18,13,21,69,264,0.491,0.67,0.339,0.583,0.895,0.599
2535,Mickaël Gelabale,2012-13,29,MIN,NBA,1.5,36,13,644,72,139,56,87,16,52,21,24,32,67,99,26,16,4,16,47,181,0.518,0.644,0.308,0.576,0.875,0.605
2536,Donté Greene,2009-10,21,SAC,NBA,1.5,76,50,1630,244,553,175,370,69,183,90,140,53,181,234,71,41,53,93,150,647,0.441,0.473,0.377,0.504,0.643,0.526
2537,Justin Hamilton,2014-15,24,TOT,NBA,1.5,41,14,712,85,178,75,147,10,31,39,47,57,77,134,36,27,30,26,70,219,0.478,0.51,0.323,0.506,0.83,0.551
2538,Devin Harris,2018-19,35,DAL,NBA,1.5,68,2,1071,132,347,70,147,62,200,102,134,12,100,112,122,35,16,56,133,428,0.38,0.476,0.31,0.47,0.761,0.527
