,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
2635,Roger Mason,2012-13,32,NOH,NBA,1.4,69,13,1219,132,305,66,146,66,159,39,43,11,121,132,74,26,11,51,104,369,0.433,0.452,0.415,0.541,0.907,0.57
2636,Jason Maxiell,2014-15,31,CHO,NBA,1.4,61,0,878,81,192,81,192,0,0,41,71,86,117,203,19,18,44,29,96,203,0.422,0.422,,0.422,0.577,0.455
2637,Ray McCallum,2014-15,23,SAC,NBA,1.4,68,30,1436,206,470,172,359,34,111,57,84,52,128,180,188,45,11,85,92,503,0.438,0.479,0.306,0.474,0.679,0.496
2638,Josh McRoberts,2011-12,24,LAL,NBA,1.4,50,6,718,56,118,53,111,3,7,23,36,61,110,171,51,15,18,31,74,138,0.475,0.477,0.429,0.487,0.639,0.516
2639,Patty Mills,2014-15,26,SAS,NBA,1.4,51,0,801,128,336,66,154,62,182,33,40,21,54,75,87,28,2,35,58,351,0.381,0.429,0.341,0.473,0.825,0.496
2640,Donatas Motiej_nas,2013-14,23,HOU,NBA,1.4,62,3,952,131,296,110,212,21,84,58,96,60,165,225,34,20,21,49,132,341,0.443,0.519,0.25,0.478,0.604,0.504
2641,Gary Neal,2015-16,31,WAS,NBA,1.4,40,2,807,151,325,110,225,41,100,47,55,11,72,83,47,20,1,29,55,390,0.465,0.489,0.41,0.528,0.855,0.558
2642,Jameer Nelson,2014-15,32,TOT,NBA,1.4,63,29,1407,205,504,116,246,89,258,24,36,33,113,146,253,47,6,109,136,523,0.407,0.472,0.345,0.495,0.667,0.503
2643,Steve Novak,2013-14,30,TOR,NBA,1.4,54,1,540,60,146,8,24,52,122,6,6,8,50,58,13,12,4,5,44,178,0.411,0.333,0.426,0.589,1,0.599
2644,David Nwaba,2018-19,26,CLE,NBA,1.4,51,14,984,126,262,102,187,24,75,58,85,41,122,163,54,36,17,29,106,334,0.481,0.545,0.32,0.527,0.682,0.558
2645,Kyle O'Quinn,2012-13,22,ORL,NBA,1.4,57,5,638,101,197,101,196,0,1,30,45,65,144,209,52,11,26,37,107,232,0.513,0.515,0,0.513,0.667,0.535
2646,Travis Outlaw,2013-14,29,SAC,NBA,1.4,63,4,1065,130,326,89,209,41,117,42,52,36,132,168,48,20,19,26,94,343,0.399,0.426,0.35,0.462,0.808,0.492
2647,Anthony Parker,2011-12,36,CLE,NBA,1.4,51,51,1280,141,326,91,188,50,138,35,56,10,128,138,120,38,7,50,65,367,0.433,0.484,0.362,0.509,0.625,0.523
2648,Jabari Parker,2018-19,23,TOT,NBA,1.4,64,17,1724,369,749,308,554,61,195,131,184,79,342,421,152,46,30,151,145,930,0.493,0.556,0.313,0.533,0.712,0.56
2649,Tony Parker,2017-18,35,SAS,NBA,1.4,55,21,1071,178,388,168,351,10,37,55,78,7,88,95,195,28,1,68,52,421,0.459,0.479,0.27,0.472,0.705,0.498
2650,Cameron Payne,2015-16,21,OKC,NBA,1.4,57,1,698,114,278,78,167,36,111,19,24,9,76,85,108,36,6,44,80,283,0.41,0.467,0.324,0.475,0.792,0.49
2651,Ronnie Price,2015-16,32,PHO,NBA,1.4,62,18,1211,116,302,48,106,68,196,31,41,25,74,99,147,74,13,70,161,331,0.384,0.453,0.347,0.497,0.756,0.517
2652,Joel Przybilla,2009-10,30,POR,NBA,1.4,30,9,681,45,86,45,86,0,0,33,51,72,166,238,8,8,43,39,95,123,0.523,0.523,,0.523,0.647,0.567
2653,Theo Ratliff,2009-10,36,TOT,NBA,1.4,49,29,807,70,152,70,152,0,0,38,50,59,98,157,25,12,61,41,87,178,0.461,0.461,,0.461,0.76,0.511
2654,Jason Richardson,2012-13,32,PHI,NBA,1.4,33,33,936,135,336,78,169,57,167,20,33,19,108,127,51,40,15,26,57,347,0.402,0.462,0.341,0.487,0.606,0.495
2655,Terry Rozier,2016-17,22,BOS,NBA,1.4,74,0,1263,151,411,94,232,57,179,51,66,40,187,227,131,46,11,47,69,410,0.367,0.405,0.318,0.437,0.773,0.466
2656,Robert Sacre,2013-14,24,LAL,NBA,1.4,65,13,1089,143,300,143,300,0,0,64,94,82,172,254,51,24,47,44,134,350,0.477,0.477,,0.477,0.681,0.513
2657,Iman Shumpert,2018-19,28,TOT,NBA,1.4,62,41,1481,167,446,72,173,95,273,36,45,27,156,183,112,59,24,50,127,465,0.374,0.416,0.348,0.481,0.8,0.499
2658,J.R. Smith,2017-18,32,CLE,NBA,1.4,80,61,2244,240,595,97,214,143,381,39,56,29,206,235,141,68,11,81,161,662,0.403,0.453,0.375,0.524,0.696,0.534
2659,Nik Stauskas,2016-17,23,PHI,NBA,1.4,80,27,2188,251,634,119,275,132,359,122,150,21,205,226,188,45,32,128,144,756,0.396,0.433,0.368,0.5,0.813,0.54
2660,Milo_ Teodosi_,2017-18,30,LAC,NBA,1.4,45,36,1134,151,360,63,128,88,232,39,46,16,110,126,209,23,5,97,103,429,0.419,0.492,0.379,0.542,0.848,0.564
2661,Ronny Turiaf,2009-10,27,GSW,NBA,1.4,42,20,872,85,146,85,145,0,1,37,78,54,137,191,90,23,54,49,98,207,0.582,0.586,0,0.582,0.474,0.574
2662,Evan Turner,2013-14,25,TOT,NBA,1.4,81,56,2457,434,1021,384,865,50,156,213,262,62,346,408,262,67,7,189,195,1131,0.425,0.444,0.321,0.45,0.813,0.498
2663,Beno Udrih,2011-12,29,MIL,NBA,1.4,59,0,1080,146,332,129,273,17,59,39,55,26,76,102,227,37,1,77,69,348,0.44,0.473,0.288,0.465,0.709,0.488
2664,Charlie Villanueva,2014-15,30,DAL,NBA,1.4,64,1,678,150,362,67,141,83,221,20,35,30,119,149,19,15,22,28,64,403,0.414,0.475,0.376,0.529,0.571,0.534
2665,Sasha Vuja_i_,2009-10,25,LAL,NBA,1.4,67,1,575,66,164,41,83,25,81,28,33,25,54,79,41,20,4,17,67,185,0.402,0.494,0.309,0.479,0.848,0.518
2666,Ben Wallace,2011-12,37,DET,NBA,1.4,62,11,980,34,86,33,82,1,4,16,47,81,188,269,43,47,51,34,60,85,0.395,0.402,0.25,0.401,0.34,0.398
2667,Nick Young,2009-10,24,WAS,NBA,1.4,74,23,1421,233,558,164,388,69,170,104,130,20,82,102,48,28,8,56,147,639,0.418,0.423,0.406,0.479,0.8,0.519
2668,Cole Aldrich,2016-17,28,MIN,NBA,1.3,62,0,531,45,86,45,86,0,0,15,22,51,107,158,25,25,23,17,85,105,0.523,0.523,,0.523,0.682,0.549
2669,Chris Andersen,2015-16,37,TOT,NBA,1.3,27,15,402,38,72,34,58,4,14,25,36,36,62,98,12,15,13,9,29,105,0.528,0.586,0.286,0.556,0.694,0.598
2670,David Andersen,2009-10,29,HOU,NBA,1.3,63,0,891,147,340,120,262,27,78,46,67,54,154,208,44,15,12,37,119,367,0.432,0.458,0.346,0.472,0.687,0.497
2671,Jeff Ayres,2009-10,22,POR,NBA,1.3,39,4,405,43,65,43,65,0,0,18,20,25,73,98,1,7,16,12,76,104,0.662,0.662,,0.662,0.9,0.705
2672,J.J. Barea,2016-17,32,DAL,NBA,1.3,35,6,771,142,343,89,195,53,148,44,51,9,75,84,193,14,1,63,30,381,0.414,0.456,0.358,0.491,0.863,0.521
2673,Will Barton,2014-15,24,TOT,NBA,1.3,58,0,983,150,353,127,268,23,85,74,94,26,136,162,81,48,19,61,70,397,0.425,0.474,0.271,0.458,0.787,0.503
2674,Andris Biedri__,2011-12,25,GSW,NBA,1.3,47,35,739,39,64,39,64,0,0,1,9,45,131,176,16,23,45,14,125,79,0.609,0.609,,0.609,0.111,0.581
2675,Chauncey Billups,2012-13,36,LAC,NBA,1.3,22,22,418,53,132,20,42,33,90,45,48,2,30,32,49,12,1,26,25,184,0.402,0.476,0.367,0.527,0.938,0.601
2676,MarShon Brooks,2012-13,24,BRK,NBA,1.3,73,2,912,155,335,140,280,15,55,69,94,32,72,104,76,34,16,69,93,394,0.463,0.5,0.273,0.485,0.734,0.523
2677,Derrick Brown,2009-10,22,CHA,NBA,1.3,57,0,535,68,147,66,140,2,7,48,72,31,47,78,19,21,10,19,53,186,0.463,0.471,0.286,0.469,0.667,0.52
2678,Chase Budinger,2014-15,26,MIN,NBA,1.3,67,4,1286,169,390,117,247,52,143,67,81,33,165,198,64,44,10,49,72,457,0.433,0.474,0.364,0.5,0.827,0.537
2679,Rasual Butler,2015-16,36,SAS,NBA,1.3,46,0,432,49,104,34,55,15,49,11,16,3,53,56,24,13,23,8,11,124,0.471,0.618,0.306,0.543,0.688,0.558
2680,Michael Carter-Williams,2013-14,22,PHI,NBA,1.3,70,70,2414,427,1054,372,846,55,208,258,367,101,336,437,441,130,43,247,213,1167,0.405,0.44,0.264,0.431,0.703,0.48
2681,Omri Casspi,2018-19,30,MEM,NBA,1.3,36,0,520,86,161,71,118,15,43,39,58,17,98,115,26,20,9,23,35,226,0.534,0.602,0.349,0.581,0.672,0.606
2682,Allen Crabbe,2014-15,22,POR,NBA,1.3,51,9,683,63,153,33,68,30,85,12,16,7,66,73,39,19,15,15,74,168,0.412,0.485,0.353,0.51,0.75,0.525
2683,Jamal Crawford,2017-18,37,MIN,NBA,1.3,80,0,1653,308,742,204,428,104,314,102,113,21,78,99,185,40,9,95,85,822,0.415,0.477,0.331,0.485,0.903,0.519
2684,Marquis Daniels,2009-10,29,BOS,NBA,1.3,51,4,937,124,249,118,221,6,28,34,56,27,68,95,66,27,6,42,91,288,0.498,0.534,0.214,0.51,0.607,0.526
2685,Troy Daniels,2016-17,25,MEM,NBA,1.3,67,3,1183,185,495,47,140,138,355,43,54,22,78,100,46,20,4,45,90,551,0.374,0.336,0.389,0.513,0.796,0.531
2686,Austin Daye,2009-10,21,DET,NBA,1.3,69,4,915,137,295,108,200,29,95,46,56,34,140,174,34,25,26,48,114,349,0.464,0.54,0.305,0.514,0.821,0.546
2687,Nando De Colo,2012-13,25,SAS,NBA,1.3,72,6,920,105,241,74,159,31,82,35,44,23,115,138,138,41,6,81,87,276,0.436,0.465,0.378,0.5,0.795,0.53
2688,Chris Duhon,2011-12,29,ORL,NBA,1.3,63,9,1226,85,203,35,84,50,119,17,21,14,88,102,151,35,9,81,71,237,0.419,0.417,0.42,0.542,0.81,0.558
2689,Monta Ellis,2009-10,24,GSW,NBA,1.3,64,64,2647,631,1406,554,1178,77,228,292,388,47,210,257,340,143,25,244,189,1631,0.449,0.47,0.338,0.476,0.753,0.517
2690,Jeremy Evans,2014-15,27,UTA,NBA,1.3,38,0,266,32,58,30,53,2,5,24,29,26,45,71,13,11,12,5,29,90,0.552,0.566,0.4,0.569,0.828,0.636
2691,Reggie Evans,2010-11,30,TOR,NBA,1.3,30,18,798,42,103,42,102,0,1,48,88,119,226,345,38,29,6,39,89,132,0.408,0.412,0,0.408,0.545,0.466
2692,Reggie Evans,2011-12,31,LAC,NBA,1.3,56,0,771,34,72,34,72,0,0,36,71,100,171,271,17,31,6,44,118,104,0.472,0.472,,0.472,0.507,0.504
2693,Kenneth Faried,2017-18,28,DEN,NBA,1.3,32,7,461,76,148,76,147,0,1,36,51,68,85,153,18,12,13,23,51,188,0.514,0.517,0,0.514,0.706,0.552
2694,Langston Galloway,2016-17,25,TOT,NBA,1.3,74,2,1495,207,545,87,237,120,308,51,64,27,129,156,93,46,6,46,96,585,0.38,0.367,0.39,0.49,0.797,0.51
2695,Langston Galloway,2014-15,23,NYK,NBA,1.3,45,41,1457,204,511,142,335,62,176,63,78,37,153,190,150,52,12,61,129,533,0.399,0.424,0.352,0.46,0.808,0.489
2696,Francisco García,2012-13,31,TOT,NBA,1.3,58,20,1029,118,300,51,121,67,179,18,21,8,83,91,63,46,38,32,88,321,0.393,0.421,0.374,0.505,0.857,0.519
2697,Devean George,2009-10,32,GSW,NBA,1.3,45,4,761,89,206,41,83,48,123,16,23,21,93,114,32,41,10,15,89,242,0.432,0.494,0.39,0.549,0.696,0.56
2698,Danny Granger,2013-14,30,TOT,NBA,1.3,41,2,847,116,307,73,179,43,128,63,67,31,102,133,41,12,17,46,62,338,0.378,0.408,0.336,0.448,0.94,0.502
2699,Gerald Green,2012-13,27,IND,NBA,1.3,60,7,1080,155,424,96,236,59,188,52,65,31,110,141,50,19,23,53,64,421,0.366,0.407,0.314,0.435,0.8,0.465
2700,Richard Hamilton,2011-12,33,CHI,NBA,1.3,28,28,697,140,310,123,264,17,46,29,37,20,46,66,84,12,1,49,56,326,0.452,0.466,0.37,0.479,0.784,0.5
