,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1801,Shabazz Muhammad,2015-16,23,MIN,NBA,2.7,82,0,1682,317,681,273,529,44,152,185,242,100,167,267,52,24,7,70,94,863,0.465,0.516,0.289,0.498,0.764,0.548
1802,Jermaine O'Neal,2013-14,35,GSW,NBA,2.7,44,13,883,125,248,125,248,0,0,99,132,85,157,242,25,14,40,52,102,349,0.504,0.504,,0.504,0.75,0.57
1803,Shaquille O'Neal,2010-11,38,BOS,NBA,2.7,37,36,752,134,201,134,201,0,0,73,131,48,130,178,26,16,42,56,120,341,0.667,0.667,,0.667,0.557,0.659
1804,Lamar Odom,2012-13,33,LAC,NBA,2.7,82,2,1616,146,366,128,276,18,90,20,42,117,363,480,142,69,58,86,214,330,0.399,0.464,0.2,0.423,0.476,0.429
1805,Zaza Pachulia,2009-10,25,ATL,NBA,2.7,78,1,1089,120,246,120,242,0,4,93,143,117,176,293,42,37,31,58,186,333,0.488,0.496,0,0.488,0.65,0.539
1806,Zaza Pachulia,2012-13,28,ATL,NBA,2.7,52,15,1134,114,241,114,238,0,3,78,103,132,204,336,79,35,12,70,128,306,0.473,0.479,0,0.473,0.757,0.534
1807,Otto Porter,2014-15,21,WAS,NBA,2.7,74,13,1432,176,391,141,287,35,104,58,79,70,151,221,65,44,30,52,97,445,0.45,0.491,0.337,0.495,0.734,0.523
1808,Mike Scott,2014-15,26,ATL,NBA,2.7,68,0,1123,201,453,135,261,66,192,61,77,45,154,199,75,25,3,39,83,529,0.444,0.517,0.344,0.517,0.792,0.543
1809,J.R. Smith,2009-10,24,DEN,NBA,2.7,75,0,2082,428,1033,270,566,158,467,142,201,28,206,234,183,99,20,139,174,1156,0.414,0.477,0.338,0.491,0.706,0.515
1810,Marreese Speights,2011-12,24,MEM,NBA,2.7,60,54,1345,221,488,221,485,0,3,84,109,133,241,374,48,21,29,74,147,526,0.453,0.456,0,0.453,0.771,0.491
1811,Greg Stiemsma,2011-12,26,BOS,NBA,2.7,55,3,766,66,121,66,121,0,0,29,41,48,129,177,28,37,85,33,144,161,0.545,0.545,,0.545,0.707,0.579
1812,Peja Stojakovi_,2009-10,32,NOH,NBA,2.7,62,55,1947,278,688,146,336,132,352,96,107,39,188,227,92,48,5,56,83,784,0.404,0.435,0.375,0.5,0.897,0.533
1813,Amar'e Stoudemire,2012-13,30,NYK,NBA,2.7,29,0,682,154,267,154,267,0,0,105,130,60,85,145,13,10,21,50,89,413,0.577,0.577,,0.577,0.808,0.637
1814,Rodney Stuckey,2009-10,23,DET,NBA,2.7,73,67,2499,449,1109,431,1030,18,79,299,359,67,214,281,348,101,12,163,205,1215,0.405,0.418,0.228,0.413,0.833,0.479
1815,Jared Sullinger,2012-13,20,BOS,NBA,2.7,45,5,892,111,225,110,220,1,5,47,63,92,172,264,35,22,22,29,154,270,0.493,0.5,0.2,0.496,0.746,0.534
1816,Mirza Teletovi_,2013-14,28,BRK,NBA,2.7,72,7,1396,221,529,85,180,136,349,44,62,60,206,266,57,29,23,54,143,622,0.418,0.472,0.39,0.546,0.71,0.559
1817,Garrett Temple,2015-16,29,WAS,NBA,2.7,80,43,1951,201,505,112,247,89,258,91,125,36,176,212,140,69,18,64,195,582,0.398,0.453,0.345,0.486,0.728,0.52
1818,Jason Thompson,2013-14,27,SAC,NBA,2.7,82,61,2007,251,496,251,496,0,0,84,145,153,374,527,53,32,56,95,251,586,0.506,0.506,,0.506,0.579,0.523
1819,Anthony Tolliver,2014-15,29,TOT,NBA,2.7,76,11,1432,161,393,55,103,106,290,54,69,51,185,236,59,24,16,51,137,482,0.41,0.534,0.366,0.545,0.783,0.569
1820,Ekpe Udoh,2012-13,25,MIL,NBA,2.7,76,9,1312,117,269,117,268,0,1,89,119,113,138,251,43,39,85,43,139,323,0.435,0.437,0,0.435,0.748,0.503
1821,John Wall,2017-18,27,WAS,NBA,2.7,41,41,1410,280,667,218,500,62,167,175,241,22,128,150,393,57,45,158,80,797,0.42,0.436,0.371,0.466,0.726,0.515
1822,Arron Afflalo,2014-15,29,TOT,NBA,2.6,78,72,2502,375,884,257,551,118,333,167,198,27,220,247,129,41,7,116,167,1035,0.424,0.466,0.354,0.491,0.843,0.533
1823,Ömer A_ık,2011-12,25,CHI,NBA,2.6,66,2,971,79,156,79,156,0,0,47,103,127,223,350,32,30,68,68,121,205,0.506,0.506,,0.506,0.456,0.509
1824,D.J. Augustin,2015-16,28,TOT,NBA,2.6,62,0,1178,148,350,80,182,68,168,103,128,8,87,95,198,38,4,84,85,467,0.423,0.44,0.405,0.52,0.805,0.575
1825,Matt Barnes,2015-16,35,MEM,NBA,2.6,76,45,2190,264,693,145,323,119,370,111,138,84,336,420,163,78,57,121,234,758,0.381,0.449,0.322,0.467,0.804,0.503
1826,Andris Biedri__,2010-11,24,GSW,NBA,2.6,59,55,1397,142,266,142,266,0,0,10,31,145,281,426,60,52,52,57,198,294,0.534,0.534,,0.534,0.323,0.526
1827,Keith Bogans,2009-10,29,SAS,NBA,2.6,79,50,1559,120,298,50,102,70,196,37,50,25,151,176,95,45,12,53,156,347,0.403,0.49,0.357,0.52,0.74,0.542
1828,Trevor Booker,2010-11,23,WAS,NBA,2.6,65,14,1063,139,253,139,252,0,1,68,101,98,153,251,35,29,42,38,115,346,0.549,0.552,0,0.549,0.673,0.582
1829,Jalen Brunson,2018-19,22,DAL,NBA,2.6,73,38,1591,264,565,201,384,63,181,87,120,25,144,169,230,37,4,88,127,678,0.467,0.523,0.348,0.523,0.725,0.549
1830,Rasual Butler,2014-15,35,WAS,NBA,2.6,75,1,1505,218,517,127,282,91,235,53,67,27,170,197,63,29,22,48,98,580,0.422,0.45,0.387,0.51,0.791,0.531
1831,Jae Crowder,2017-18,27,TOT,NBA,2.6,80,47,2090,271,671,161,330,110,341,121,148,59,216,275,99,64,21,74,187,773,0.404,0.488,0.323,0.486,0.818,0.525
1832,Ed Davis,2013-14,24,MEM,NBA,2.6,63,4,956,155,290,155,290,0,0,47,89,92,168,260,27,17,43,40,114,357,0.534,0.534,,0.534,0.528,0.542
1833,Cheick Diallo,2018-19,22,NOP,NBA,2.6,64,1,896,168,271,167,267,1,4,50,67,75,257,332,33,29,33,49,113,387,0.62,0.625,0.25,0.622,0.746,0.644
1834,Wayne Ellington,2018-19,31,TOT,NBA,2.6,53,38,1297,184,457,46,85,138,372,39,49,14,93,107,72,54,6,40,92,545,0.403,0.541,0.371,0.554,0.796,0.569
1835,Monta Ellis,2011-12,26,TOT,NBA,2.6,58,58,2120,450,1040,388,839,62,201,219,275,20,180,200,346,85,18,177,136,1181,0.433,0.462,0.308,0.463,0.796,0.509
1836,James Ennis,2018-19,28,TOT,NBA,2.6,58,27,1230,138,294,83,138,55,156,58,81,60,122,182,41,41,23,34,150,389,0.469,0.601,0.353,0.563,0.716,0.59
1837,Daniel Gibson,2009-10,23,CLE,NBA,2.6,56,10,1068,125,268,54,119,71,149,34,49,13,60,73,70,25,7,36,79,355,0.466,0.454,0.477,0.599,0.694,0.613
1838,Eric Gordon,2018-19,30,HOU,NBA,2.6,68,53,2158,384,938,168,338,216,600,119,152,17,131,148,129,41,27,90,143,1103,0.409,0.497,0.36,0.525,0.783,0.549
1839,JaMychal Green,2017-18,27,MEM,NBA,2.6,55,54,1542,223,488,180,361,43,127,80,111,147,317,464,79,32,25,76,153,569,0.457,0.499,0.339,0.501,0.721,0.53
1840,JaMychal Green,2015-16,25,MEM,NBA,2.6,78,15,1446,230,495,215,450,15,45,103,137,139,234,373,67,46,33,83,189,578,0.465,0.478,0.333,0.48,0.752,0.52
1841,Tim Hardaway,2017-18,25,NYK,NBA,2.6,57,54,1885,360,856,230,446,130,410,146,179,32,192,224,155,62,10,92,123,996,0.421,0.516,0.317,0.496,0.816,0.533
1842,Gary Harris,2018-19,24,DEN,NBA,2.6,57,48,1639,270,637,188,395,82,242,115,144,41,119,160,127,55,19,68,113,737,0.424,0.476,0.339,0.488,0.799,0.526
1843,Willy Hernangómez,2018-19,24,CHO,NBA,2.6,58,3,812,153,295,138,256,15,39,100,144,117,194,311,60,16,20,58,98,421,0.519,0.539,0.385,0.544,0.694,0.587
1844,Nenê Hilário,2017-18,35,HOU,NBA,2.6,52,4,758,136,239,136,237,0,2,68,107,54,122,176,45,28,14,38,123,340,0.569,0.574,0,0.569,0.636,0.594
1845,Rondae Hollis-Jefferson,2016-17,22,BRK,NBA,2.6,78,50,1761,235,542,220,475,15,67,190,253,96,356,452,154,82,44,116,177,675,0.434,0.463,0.224,0.447,0.751,0.517
1846,Rodney Hood,2018-19,26,TOT,NBA,2.6,72,49,1893,292,671,208,435,84,236,137,155,25,132,157,126,59,12,55,146,805,0.435,0.478,0.356,0.498,0.884,0.545
1847,Rodney Hood,2016-17,24,UTA,NBA,2.6,59,55,1593,272,666,158,359,114,307,90,115,16,186,202,96,38,11,65,132,748,0.408,0.44,0.371,0.494,0.783,0.522
1848,Juwan Howard,2009-10,36,POR,NBA,2.6,73,27,1632,191,375,191,374,0,1,55,70,108,227,335,61,27,10,72,191,437,0.509,0.511,0,0.509,0.786,0.538
1849,Jarrett Jack,2014-15,31,BRK,NBA,2.6,80,27,2241,359,817,320,671,39,146,200,227,19,226,245,373,75,13,191,143,957,0.439,0.477,0.267,0.463,0.881,0.522
1850,Antawn Jamison,2010-11,34,CLE,NBA,2.6,56,38,1842,374,876,283,613,91,263,171,234,86,289,375,93,50,30,77,137,1010,0.427,0.462,0.346,0.479,0.731,0.516
1851,James Johnson,2011-12,24,TOR,NBA,2.6,62,40,1561,233,518,214,458,19,60,81,115,74,218,292,122,71,84,101,177,566,0.45,0.467,0.317,0.468,0.704,0.498
1852,Wesley Johnson,2015-16,28,LAC,NBA,2.6,80,9,1666,208,515,105,206,103,309,30,46,37,211,248,49,89,56,54,173,549,0.404,0.51,0.333,0.504,0.652,0.513
1853,Luke Kennard,2017-18,21,DET,NBA,2.6,73,9,1463,206,465,125,270,81,195,65,76,21,155,176,124,44,13,69,86,558,0.443,0.463,0.415,0.53,0.855,0.56
1854,Kyle Korver,2009-10,28,UTA,NBA,2.6,52,0,952,138,280,79,170,59,110,39,49,10,101,111,89,26,12,42,76,374,0.493,0.465,0.536,0.598,0.796,0.62
1855,Kosta Koufos,2016-17,27,SAC,NBA,2.6,71,62,1419,216,392,216,391,0,1,38,62,118,285,403,47,36,48,61,172,470,0.551,0.552,0,0.551,0.613,0.56
1856,Zach LaVine,2015-16,20,MIN,NBA,2.6,82,33,2294,433,959,310,643,123,316,161,203,27,201,228,251,69,17,155,193,1150,0.452,0.482,0.389,0.516,0.793,0.548
1857,Shaun Livingston,2012-13,27,TOT,NBA,2.6,66,16,1455,166,346,166,342,0,4,85,98,31,127,158,215,48,31,76,127,417,0.48,0.485,0,0.48,0.867,0.536
1858,Shaun Livingston,2016-17,31,GSW,NBA,2.6,76,3,1345,173,316,172,313,1,3,42,60,28,123,151,139,38,20,62,120,389,0.547,0.55,0.333,0.549,0.7,0.568
1859,Wesley Matthews,2017-18,31,DAL,NBA,2.6,63,62,2131,283,697,130,295,153,402,83,101,28,170,198,172,76,16,83,140,802,0.406,0.441,0.381,0.516,0.822,0.541
