,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
336,Jerami Grant,2018-19,24,OKC,NBA,7.3,80,77,2612,409,823,294,530,115,293,157,221,96,321,417,79,61,100,67,214,1090,0.497,0.555,0.392,0.567,0.71,0.592
337,Andre Iguodala,2011-12,28,PHI,NBA,7.3,62,62,2209,287,632,211,439,76,193,121,196,56,325,381,339,107,30,115,92,771,0.454,0.481,0.394,0.514,0.617,0.537
338,Amir Johnson,2012-13,25,TOR,NBA,7.3,81,38,2325,336,606,331,593,5,13,136,187,227,384,611,122,81,110,117,301,813,0.554,0.558,0.385,0.559,0.727,0.591
339,Terrence Jones,2013-14,22,HOU,NBA,7.3,76,71,2078,386,712,355,611,31,101,118,195,162,366,528,87,53,99,71,139,921,0.542,0.581,0.307,0.564,0.605,0.577
340,Joakim Noah,2012-13,27,CHI,NBA,7.3,66,64,2426,303,630,303,625,0,5,178,237,260,473,733,262,78,141,176,185,784,0.481,0.485,0,0.481,0.751,0.534
341,Chris Paul,2009-10,24,NOH,NBA,7.3,45,45,1712,314,637,262,510,52,127,161,190,20,171,191,480,96,8,112,118,841,0.493,0.514,0.409,0.534,0.847,0.584
342,Tristan Thompson,2016-17,25,CLE,NBA,7.3,78,78,2336,262,437,262,434,0,3,106,213,286,429,715,77,39,84,64,176,630,0.6,0.604,0,0.6,0.498,0.594
343,Deron Williams,2010-11,26,TOT,NBA,7.3,65,65,2465,428,975,323,658,105,317,348,412,40,220,260,667,79,15,230,190,1309,0.439,0.491,0.331,0.493,0.845,0.566
344,LaMarcus Aldridge,2016-17,31,SAS,NBA,7.2,72,72,2335,500,1049,477,993,23,56,220,271,172,351,523,139,46,88,98,158,1243,0.477,0.48,0.411,0.488,0.812,0.532
345,LaMarcus Aldridge,2012-13,27,POR,NBA,7.2,74,74,2790,638,1318,636,1304,2,14,282,348,175,495,670,192,62,91,143,187,1560,0.484,0.488,0.143,0.485,0.81,0.53
346,Anthony Davis,2015-16,22,NOP,NBA,7.2,61,61,2164,560,1136,525,1028,35,108,326,430,130,497,627,116,78,125,121,148,1481,0.493,0.511,0.324,0.508,0.758,0.559
347,Danilo Gallinari,2012-13,24,DEN,NBA,7.2,71,71,2309,364,871,229,509,135,362,286,348,65,302,367,176,64,36,111,130,1149,0.418,0.45,0.373,0.495,0.822,0.561
348,Taj Gibson,2017-18,32,MIN,NBA,7.2,82,82,2726,425,737,418,702,7,35,142,185,194,390,584,99,62,59,89,218,999,0.577,0.595,0.2,0.581,0.768,0.61
349,LeBron James,2018-19,34,LAL,NBA,7.2,55,55,1937,558,1095,447,768,111,327,278,418,57,408,465,454,72,33,197,94,1505,0.51,0.582,0.339,0.56,0.665,0.588
350,Wesley Matthews,2010-11,24,POR,NBA,7.2,82,69,2758,440,979,286,601,154,378,266,315,48,210,258,164,102,9,138,195,1300,0.449,0.476,0.407,0.528,0.844,0.582
351,Paul Millsap,2009-10,24,UTA,NBA,7.2,82,8,2277,385,716,384,707,1,9,183,264,186,373,559,131,64,99,116,285,954,0.538,0.543,0.111,0.538,0.693,0.573
352,Dirk Nowitzki,2014-15,36,DAL,NBA,7.2,77,77,2282,487,1062,383,788,104,274,255,289,44,413,457,143,39,33,82,160,1333,0.459,0.486,0.38,0.508,0.882,0.56
353,Paul Pierce,2012-13,35,BOS,NBA,7.2,77,77,2575,476,1092,331,710,145,382,333,423,45,442,487,370,84,30,214,210,1430,0.436,0.466,0.38,0.502,0.787,0.559
354,Zach Randolph,2014-15,33,MEM,NBA,7.2,71,71,2304,454,932,447,912,7,20,228,298,225,522,747,153,69,14,156,175,1143,0.487,0.49,0.35,0.491,0.765,0.538
355,Beno Udrih,2010-11,28,SAC,NBA,7.2,79,64,2734,412,824,347,642,65,182,197,228,41,224,265,386,94,9,141,181,1086,0.5,0.54,0.357,0.539,0.864,0.587
356,Giannis Antetokounmpo,2015-16,21,MIL,NBA,7.1,80,79,2823,513,1013,485,904,28,109,296,409,113,499,612,345,94,113,208,258,1350,0.506,0.537,0.257,0.52,0.724,0.566
357,Jimmy Butler,2013-14,24,CHI,NBA,7.1,67,67,2591,275,693,207,453,68,240,260,338,87,243,330,175,127,36,102,106,878,0.397,0.457,0.283,0.446,0.769,0.522
358,Derrick Favors,2015-16,24,UTA,NBA,7.1,62,59,1983,418,811,418,807,0,4,180,254,169,334,503,94,74,91,104,150,1016,0.515,0.518,0,0.515,0.709,0.551
359,Pau Gasol,2015-16,35,CHI,NBA,7.1,72,72,2291,467,995,443,926,24,69,229,289,155,638,793,294,42,146,164,148,1187,0.469,0.478,0.348,0.481,0.792,0.529
360,Paul George,2016-17,26,IND,NBA,7.1,75,75,2689,622,1348,427,852,195,496,336,374,58,434,492,251,119,27,220,206,1775,0.461,0.501,0.393,0.534,0.898,0.587
361,James Harden,2010-11,21,OKC,NBA,7.1,82,5,2189,298,684,185,360,113,324,289,343,42,213,255,176,92,24,106,207,998,0.436,0.514,0.349,0.518,0.843,0.598
362,Tobias Harris,2018-19,26,TOT,NBA,7.1,82,82,2847,611,1254,455,861,156,393,266,307,69,576,645,229,51,37,151,184,1644,0.487,0.528,0.397,0.549,0.866,0.592
363,Jrue Holiday,2017-18,27,NOP,NBA,7.1,81,81,2927,615,1244,495,888,120,356,187,238,62,303,365,486,123,64,213,201,1537,0.494,0.557,0.337,0.543,0.786,0.57
364,DeAndre Jordan,2018-19,30,TOT,NBA,7.1,69,69,2047,286,446,286,446,0,0,186,264,225,677,902,156,42,73,153,167,758,0.641,0.641,,0.641,0.705,0.674
365,Kyle Lowry,2014-15,28,TOR,NBA,7.1,70,70,2414,430,1043,298,652,132,391,252,312,54,274,328,473,109,13,173,212,1244,0.412,0.457,0.338,0.476,0.808,0.527
366,Tony Parker,2011-12,29,SAS,NBA,7.1,60,60,1923,427,890,413,829,14,61,227,284,22,149,171,463,57,5,153,75,1095,0.48,0.498,0.23,0.488,0.799,0.539
367,John Salmons,2009-10,30,TOT,NBA,7.1,81,56,2824,437,991,319,682,118,309,253,305,35,235,270,223,99,26,123,166,1245,0.441,0.468,0.382,0.501,0.83,0.553
368,Jayson Tatum,2017-18,19,BOS,NBA,7.1,80,80,2438,397,835,292,593,105,242,213,258,50,352,402,128,83,58,114,170,1112,0.475,0.492,0.434,0.538,0.826,0.586
369,Klay Thompson,2016-17,26,GSW,NBA,7.1,78,78,2649,644,1376,376,729,268,647,186,218,49,236,285,160,66,40,128,139,1742,0.468,0.516,0.414,0.565,0.853,0.592
370,LaMarcus Aldridge,2011-12,26,POR,NBA,7,55,55,1994,483,943,481,932,2,11,223,274,150,292,442,134,51,45,111,153,1191,0.512,0.516,0.182,0.513,0.814,0.56
371,Eric Bledsoe,2014-15,25,PHO,NBA,7,81,81,2800,468,1046,380,774,88,272,353,441,72,351,423,493,127,45,274,189,1377,0.447,0.491,0.324,0.489,0.8,0.555
372,Jimmy Butler,2012-13,23,CHI,NBA,7,82,20,2134,239,512,199,407,40,105,187,233,136,192,328,115,78,31,62,97,705,0.467,0.489,0.381,0.506,0.803,0.574
373,DeMarre Carroll,2014-15,28,ATL,NBA,7,70,69,2189,318,653,198,349,120,304,127,181,99,273,372,118,94,17,75,154,883,0.487,0.567,0.395,0.579,0.702,0.603
374,Ty Lawson,2014-15,27,DEN,NBA,7,75,75,2665,404,926,334,721,70,205,265,363,42,192,234,720,92,9,185,128,1143,0.436,0.463,0.341,0.474,0.73,0.526
375,Brook Lopez,2014-15,26,BRK,NBA,7,72,44,2100,506,987,505,977,1,10,223,274,214,321,535,50,43,126,104,206,1236,0.513,0.517,0.1,0.513,0.814,0.558
376,Kyle Lowry,2010-11,24,HOU,NBA,7,75,71,2563,345,809,216,466,129,343,192,251,89,220,309,500,102,23,158,207,1011,0.426,0.464,0.376,0.506,0.765,0.55
377,Kevin Martin,2012-13,29,OKC,NBA,7,77,0,2136,350,778,192,407,158,371,219,246,31,147,178,106,72,8,101,138,1077,0.45,0.472,0.426,0.551,0.89,0.608
378,Andre Miller,2010-11,34,POR,NBA,7,81,81,2650,388,844,384,807,4,37,249,292,97,205,302,566,114,12,197,171,1029,0.46,0.476,0.108,0.462,0.853,0.529
379,Andre Miller,2009-10,33,POR,NBA,7,82,66,2500,404,908,388,828,16,80,322,392,81,185,266,445,93,9,173,169,1146,0.445,0.469,0.2,0.454,0.821,0.53
380,Greg Monroe,2011-12,21,DET,NBA,7,66,66,2082,407,781,407,780,0,1,201,272,239,398,637,152,83,46,161,180,1015,0.521,0.522,0,0.521,0.739,0.563
381,Chandler Parsons,2012-13,24,HOU,NBA,7,76,76,2758,456,939,304,544,152,395,113,155,79,325,404,269,75,32,147,148,1177,0.486,0.559,0.385,0.567,0.729,0.584
382,Paul Pierce,2011-12,34,BOS,NBA,7,61,61,2075,394,890,294,617,100,273,293,344,37,280,317,274,70,26,173,147,1181,0.443,0.476,0.366,0.499,0.852,0.567
383,Nikola Vu_evi_,2014-15,24,ORL,NBA,7,74,74,2529,631,1206,629,1200,2,6,164,218,238,572,810,147,54,54,148,220,1428,0.523,0.524,0.333,0.524,0.752,0.548
384,D.J. Augustin,2018-19,31,ORL,NBA,6.9,81,81,2269,318,677,187,366,131,311,181,209,41,162,203,426,52,4,128,115,948,0.47,0.511,0.421,0.566,0.866,0.616
385,Bradley Beal,2017-18,24,WAS,NBA,6.9,82,82,2977,683,1484,484,954,199,530,292,369,61,302,363,373,96,36,214,160,1857,0.46,0.507,0.375,0.527,0.791,0.564
386,Chris Bosh,2011-12,27,MIA,NBA,6.9,57,57,2007,393,807,383,772,10,35,229,279,94,358,452,103,51,45,117,128,1025,0.487,0.496,0.286,0.493,0.821,0.551
387,Kevin Garnett,2011-12,35,BOS,NBA,6.9,60,60,1864,391,777,388,768,3,9,162,189,66,428,494,175,56,61,107,141,947,0.503,0.505,0.333,0.505,0.857,0.55
388,Danny Granger,2010-11,27,IND,NBA,6.9,79,79,2763,535,1260,378,853,157,407,395,466,87,338,425,203,89,62,206,213,1622,0.425,0.443,0.386,0.487,0.848,0.554
389,J.J. Hickson,2012-13,24,POR,NBA,6.9,80,80,2323,418,744,418,742,0,2,182,268,266,562,828,88,48,51,145,160,1018,0.562,0.563,0,0.562,0.679,0.591
390,Andre Iguodala,2016-17,33,GSW,NBA,6.9,76,0,1998,219,415,155,238,64,177,72,102,51,253,304,261,76,39,58,97,574,0.528,0.651,0.362,0.605,0.706,0.624
391,Reggie Jackson,2015-16,25,DET,NBA,6.9,79,79,2424,540,1244,422,910,118,334,291,337,58,195,253,492,59,11,223,187,1489,0.434,0.464,0.353,0.482,0.864,0.535
392,Ty Lawson,2011-12,24,DEN,NBA,6.9,61,61,2124,374,767,301,567,73,200,178,216,54,173,227,401,82,6,149,94,999,0.488,0.531,0.365,0.535,0.824,0.579
393,Khris Middleton,2017-18,26,MIL,NBA,6.9,82,82,2982,593,1272,447,865,146,407,320,362,45,384,429,328,119,21,191,270,1652,0.466,0.517,0.359,0.524,0.884,0.577
394,Jason Richardson,2010-11,30,TOT,NBA,6.9,80,80,2715,472,1056,283,577,189,479,116,159,67,264,331,147,93,13,95,162,1249,0.447,0.49,0.395,0.536,0.73,0.555
395,Jonas Valan_i_nas,2015-16,23,TOR,NBA,6.9,60,59,1557,303,536,303,536,0,0,162,213,184,363,547,42,25,80,85,158,768,0.565,0.565,,0.565,0.761,0.61
396,Thaddeus Young,2018-19,30,IND,NBA,6.9,81,81,2489,443,841,392,695,51,146,87,135,192,331,523,204,123,36,123,194,1024,0.527,0.564,0.349,0.557,0.644,0.569
397,Bam Adebayo,2018-19,21,MIA,NBA,6.8,82,28,1913,280,486,277,471,3,15,166,226,165,432,597,184,71,65,121,203,729,0.576,0.588,0.2,0.579,0.735,0.623
398,Bojan Bogdanovi_,2018-19,29,IND,NBA,6.8,81,81,2573,522,1051,358,665,164,386,246,305,33,300,333,161,69,1,134,138,1454,0.497,0.538,0.425,0.575,0.807,0.613
399,Marcus Camby,2009-10,35,TOT,NBA,6.8,74,74,2314,238,501,236,494,2,7,78,122,249,622,871,186,95,146,91,161,556,0.475,0.478,0.286,0.477,0.639,0.501
400,Darren Collison,2018-19,31,IND,NBA,6.8,76,76,2143,308,659,229,465,79,194,158,190,36,196,232,459,110,9,125,138,853,0.467,0.492,0.407,0.527,0.832,0.574
