,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
110,Anthony Davis,2018-19,25,NOP,NBA,9.5,56,56,1850,530,1026,482,881,48,145,344,433,174,498,672,218,88,135,112,132,1452,0.517,0.547,0.331,0.54,0.794,0.597
111,Kawhi Leonard,2018-19,27,TOR,NBA,9.5,60,60,2040,560,1129,448,827,112,302,364,426,78,361,439,199,106,24,121,87,1596,0.496,0.542,0.371,0.546,0.854,0.606
112,Robin Lopez,2013-14,25,POR,NBA,9.5,82,82,2603,355,644,355,643,0,1,198,242,326,374,700,73,25,139,84,196,908,0.551,0.552,0,0.551,0.818,0.605
113,Hassan Whiteside,2016-17,27,MIA,NBA,9.5,77,77,2513,542,973,542,973,0,0,225,358,293,795,1088,57,57,161,154,226,1309,0.557,0.557,,0.557,0.628,0.579
114,Al Horford,2015-16,29,ATL,NBA,9.4,82,82,2631,529,1048,441,792,88,256,103,129,148,448,596,263,68,121,107,163,1249,0.505,0.557,0.344,0.547,0.798,0.565
115,Serge Ibaka,2012-13,23,OKC,NBA,9.4,80,80,2486,446,778,426,721,20,57,143,191,222,395,617,43,28,242,125,213,1055,0.573,0.591,0.351,0.586,0.749,0.612
116,DeAndre Jordan,2017-18,29,LAC,NBA,9.4,77,77,2424,373,578,373,578,0,0,181,312,329,842,1171,117,39,71,137,203,927,0.645,0.645,,0.645,0.58,0.648
117,Otto Porter,2016-17,23,WAS,NBA,9.4,80,80,2605,414,803,266,462,148,341,99,119,118,396,514,121,116,42,44,193,1075,0.516,0.576,0.434,0.608,0.832,0.628
118,LaMarcus Aldridge,2018-19,33,SAS,NBA,9.3,81,81,2687,684,1319,674,1277,10,42,349,412,251,493,744,194,43,107,144,179,1727,0.519,0.528,0.238,0.522,0.847,0.576
119,Tyson Chandler,2012-13,30,NYK,NBA,9.3,66,66,2164,255,400,255,400,0,0,179,258,269,434,703,62,42,75,87,188,689,0.638,0.638,,0.638,0.694,0.671
120,Rudy Gobert,2014-15,22,UTA,NBA,9.3,82,37,2158,258,427,258,425,0,2,170,273,265,510,775,109,64,189,111,175,686,0.604,0.607,0,0.604,0.623,0.627
121,Tony Parker,2012-13,30,SAS,NBA,9.3,66,66,2174,519,995,495,927,24,68,279,330,18,180,198,499,54,6,170,92,1341,0.522,0.534,0.353,0.534,0.845,0.588
122,Pascal Siakam,2018-19,24,TOR,NBA,9.3,80,79,2548,519,945,440,731,79,214,237,302,124,425,549,248,73,52,154,241,1354,0.549,0.602,0.369,0.591,0.785,0.628
123,Paul George,2015-16,25,IND,NBA,9.2,81,81,2819,605,1449,395,883,210,566,454,528,79,484,563,329,152,29,265,230,1874,0.418,0.447,0.371,0.49,0.86,0.557
124,Damian Lillard,2015-16,25,POR,NBA,9.2,75,75,2676,618,1474,389,864,229,610,414,464,45,257,302,512,65,28,242,165,1879,0.419,0.45,0.375,0.497,0.892,0.56
125,Ben Simmons,2017-18,21,PHI,NBA,9.2,81,81,2732,544,998,544,987,0,11,191,341,145,514,659,661,140,70,278,211,1279,0.545,0.551,0,0.545,0.56,0.557
126,Steven Adams,2018-19,25,OKC,NBA,9.1,80,80,2669,481,809,481,807,0,2,146,292,391,369,760,124,117,76,135,204,1108,0.595,0.596,0,0.595,0.5,0.591
127,Jimmy Butler,2015-16,26,CHI,NBA,9.1,67,67,2474,470,1035,406,830,64,205,395,475,79,279,358,321,110,43,132,124,1399,0.454,0.489,0.312,0.485,0.832,0.562
128,Stephen Curry,2017-18,29,GSW,NBA,9.1,51,51,1631,428,864,216,363,212,501,278,302,36,225,261,310,80,8,153,114,1346,0.495,0.595,0.423,0.618,0.921,0.675
129,Kyrie Irving,2018-19,26,BOS,NBA,9.1,67,67,2214,604,1241,430,807,174,434,214,245,71,264,335,464,103,34,172,167,1596,0.487,0.533,0.401,0.557,0.873,0.592
130,David Lee,2012-13,29,GSW,NBA,9.1,79,79,2907,602,1160,602,1156,0,4,255,320,218,668,886,279,67,22,207,246,1459,0.519,0.521,0,0.519,0.797,0.561
131,David West,2012-13,32,IND,NBA,9.1,73,73,2435,502,1009,498,990,4,19,242,315,145,418,563,213,74,69,157,149,1250,0.498,0.503,0.211,0.5,0.768,0.545
132,Chris Bosh,2012-13,28,MIA,NBA,9,74,74,2454,485,907,464,833,21,74,241,302,131,370,501,123,66,101,128,168,1232,0.535,0.557,0.284,0.546,0.798,0.592
133,DeMar DeRozan,2016-17,27,TOR,NBA,9,74,74,2620,721,1545,688,1421,33,124,545,647,70,316,386,290,78,13,180,134,2020,0.467,0.484,0.266,0.477,0.842,0.552
134,Paul George,2012-13,22,IND,NBA,9,79,79,2972,493,1176,323,707,170,469,221,274,88,515,603,327,143,51,233,227,1377,0.419,0.457,0.362,0.491,0.807,0.531
135,Blake Griffin,2014-15,25,LAC,NBA,9,67,67,2356,574,1144,564,1119,10,25,311,427,126,382,508,354,63,35,152,196,1469,0.502,0.504,0.4,0.506,0.728,0.551
136,Brook Lopez,2012-13,24,BRK,NBA,9,74,74,2253,570,1094,570,1093,0,1,297,392,208,304,512,70,33,154,131,152,1437,0.521,0.522,0,0.521,0.758,0.567
137,Jimmy Butler,2017-18,28,MIN,NBA,8.9,59,59,2164,437,921,367,721,70,200,363,425,79,235,314,288,116,24,108,78,1307,0.474,0.509,0.35,0.512,0.854,0.59
138,Paul George,2017-18,27,OKC,NBA,8.9,79,79,2891,576,1340,332,731,244,609,338,411,72,375,447,263,161,39,212,233,1734,0.43,0.454,0.401,0.521,0.822,0.57
139,Gordon Hayward,2015-16,25,UTA,NBA,8.9,80,80,2893,521,1202,378,792,143,410,393,477,61,336,397,296,95,27,202,183,1578,0.433,0.477,0.349,0.493,0.824,0.559
140,Kyrie Irving,2017-18,25,BOS,NBA,8.9,60,60,1931,534,1087,368,680,166,407,232,261,33,194,227,306,65,17,140,122,1466,0.491,0.541,0.408,0.568,0.889,0.61
141,Kyrie Irving,2016-17,24,CLE,NBA,8.9,72,72,2525,671,1420,494,979,177,441,297,328,52,178,230,418,83,24,180,157,1816,0.473,0.505,0.401,0.535,0.905,0.58
142,DeMar DeRozan,2013-14,24,TOR,NBA,8.8,79,79,3017,604,1407,540,1197,64,210,519,630,51,292,343,313,86,28,176,197,1791,0.429,0.451,0.305,0.452,0.824,0.532
143,Al Horford,2012-13,26,ATL,NBA,8.8,74,74,2756,576,1060,573,1054,3,6,134,208,195,562,757,240,78,78,147,163,1289,0.543,0.544,0.5,0.545,0.644,0.56
144,Klay Thompson,2014-15,24,GSW,NBA,8.8,77,77,2455,602,1299,363,754,239,545,225,256,27,220,247,222,87,60,149,122,1668,0.463,0.481,0.439,0.555,0.879,0.591
145,John Wall,2016-17,26,WAS,NBA,8.8,78,78,2836,647,1435,558,1163,89,272,422,527,59,267,326,831,157,49,322,151,1805,0.451,0.48,0.327,0.482,0.801,0.541
146,Joel Embiid,2018-19,24,PHI,NBA,8.7,64,64,2154,580,1199,501,936,79,263,522,649,160,711,871,234,46,122,226,211,1761,0.484,0.535,0.3,0.517,0.804,0.593
147,Montrezl Harrell,2018-19,25,LAC,NBA,8.7,82,5,2158,546,888,543,871,3,17,266,414,184,351,535,162,71,110,132,255,1361,0.615,0.623,0.176,0.617,0.643,0.636
148,Gordon Hayward,2014-15,24,UTA,NBA,8.7,76,76,2618,484,1087,364,757,120,330,375,462,54,319,373,313,108,30,206,131,1463,0.445,0.481,0.364,0.5,0.812,0.567
149,Al Horford,2014-15,28,ATL,NBA,8.7,76,76,2318,519,965,508,929,11,36,107,141,131,413,544,244,68,98,100,121,1156,0.538,0.547,0.306,0.544,0.759,0.563
150,Kevin Love,2014-15,26,CLE,NBA,8.7,75,75,2532,413,952,269,560,144,392,258,321,142,589,731,168,51,39,122,140,1228,0.434,0.48,0.367,0.509,0.804,0.562
151,Tristan Thompson,2015-16,24,CLE,NBA,8.7,82,34,2269,247,420,247,420,0,0,149,242,268,470,738,62,38,51,61,202,643,0.588,0.588,,0.588,0.616,0.611
152,LaMarcus Aldridge,2014-15,29,POR,NBA,8.6,71,71,2512,659,1415,622,1310,37,105,306,362,177,549,726,124,48,68,122,125,1661,0.466,0.475,0.352,0.479,0.845,0.528
153,Marcin Gortat,2014-15,30,WAS,NBA,8.6,82,82,2453,439,775,439,772,0,3,123,175,180,537,717,97,49,110,100,191,1001,0.566,0.569,0,0.566,0.703,0.587
154,Kawhi Leonard,2014-15,23,SAS,NBA,8.6,64,64,2033,394,822,327,630,67,192,202,252,85,376,461,161,148,48,97,128,1057,0.479,0.519,0.349,0.52,0.802,0.567
155,Kemba Walker,2017-18,27,CHO,NBA,8.6,80,80,2736,588,1363,357,762,231,601,363,420,32,216,248,444,91,24,179,98,1770,0.431,0.469,0.384,0.516,0.864,0.572
156,Bradley Beal,2016-17,23,WAS,NBA,8.5,77,77,2684,637,1322,414,770,223,552,282,342,53,187,240,267,83,21,156,169,1779,0.482,0.538,0.404,0.566,0.825,0.604
157,Draymond Green,2014-15,24,GSW,NBA,8.5,79,79,2490,339,765,228,436,111,329,132,200,114,533,647,291,123,99,133,253,921,0.443,0.523,0.337,0.516,0.66,0.54
158,Kevin Love,2015-16,27,CLE,NBA,8.5,77,77,2424,409,977,251,538,158,439,258,314,149,613,762,186,58,41,142,159,1234,0.419,0.467,0.36,0.499,0.822,0.553
159,Tim Duncan,2012-13,36,SAS,NBA,8.3,69,69,2078,490,976,488,969,2,7,245,300,124,562,686,184,50,183,147,117,1227,0.502,0.504,0.286,0.503,0.817,0.554
160,Derrick Favors,2014-15,23,UTA,NBA,8.3,74,74,2280,482,918,481,912,1,6,222,332,196,411,607,112,60,123,121,210,1187,0.525,0.527,0.167,0.526,0.669,0.558
161,Dwight Howard,2016-17,31,ATL,NBA,8.3,74,74,2199,388,613,388,611,0,2,226,424,296,644,940,104,64,92,170,203,1002,0.633,0.635,0,0.633,0.533,0.627
162,Paul Millsap,2014-15,29,ATL,NBA,8.3,73,73,2390,443,930,366,714,77,216,255,337,139,431,570,223,130,69,166,201,1218,0.476,0.513,0.356,0.518,0.757,0.565
163,Karl-Anthony Towns,2015-16,20,MIN,NBA,8.3,82,82,2627,625,1153,595,1065,30,88,223,275,229,629,858,161,58,138,183,245,1503,0.542,0.559,0.341,0.555,0.811,0.59
164,Eric Bledsoe,2018-19,29,MIL,NBA,8.2,78,78,2272,470,971,346,594,124,377,177,236,82,280,362,430,116,29,165,156,1241,0.484,0.582,0.329,0.548,0.75,0.577
165,Mike Conley,2013-14,26,MEM,NBA,8.2,73,73,2446,463,1030,358,739,105,291,225,276,41,172,213,441,110,13,150,141,1256,0.45,0.484,0.361,0.5,0.815,0.545
166,Danilo Gallinari,2018-19,30,LAC,NBA,8.2,68,68,2059,409,884,248,512,161,372,367,406,54,363,417,178,49,23,99,129,1346,0.463,0.484,0.433,0.554,0.904,0.633
167,Draymond Green,2016-17,26,GSW,NBA,8.2,76,76,2471,272,650,191,387,81,263,151,213,98,501,599,533,154,106,184,217,776,0.418,0.494,0.308,0.481,0.709,0.522
168,Wesley Matthews,2013-14,27,POR,NBA,8.2,82,82,2780,445,1009,244,498,201,511,252,301,51,238,289,197,76,14,110,176,1343,0.441,0.49,0.393,0.541,0.837,0.588
169,Victor Oladipo,2017-18,25,IND,NBA,8.2,75,75,2552,640,1342,479,908,161,434,294,368,47,343,390,323,177,57,219,175,1735,0.477,0.528,0.371,0.537,0.799,0.577
170,Ben Simmons,2018-19,22,PHI,NBA,8.2,79,79,2700,540,960,540,954,0,6,257,428,172,525,697,610,112,61,274,209,1337,0.563,0.566,0,0.563,0.6,0.582
171,Tiago Splitter,2012-13,28,SAS,NBA,8.2,81,58,1997,315,563,315,561,0,2,208,285,144,371,515,130,63,64,100,161,838,0.56,0.561,0,0.56,0.73,0.609
172,Jonas Valančiūnas,2014-15,22,TOR,NBA,8.2,80,80,2096,373,652,373,651,0,1,217,276,215,478,693,39,33,95,109,222,963,0.572,0.573,0,0.572,0.786,0.623
173,Rudy Gobert,2017-18,25,UTA,NBA,8.1,56,56,1816,276,444,276,444,0,0,204,299,165,436,601,80,44,129,107,153,756,0.622,0.622,,0.622,0.682,0.657
174,Marcin Gortat,2013-14,29,WAS,NBA,8.1,81,80,2655,455,840,454,839,1,1,157,229,202,565,767,138,41,121,126,201,1068,0.542,0.541,1,0.542,0.686,0.568
175,Enes Kanter,2015-16,23,OKC,NBA,8.1,82,1,1721,414,719,404,698,10,21,200,251,249,415,664,33,26,33,115,166,1038,0.576,0.579,0.476,0.583,0.797,0.626
176,Otto Porter,2017-18,24,WAS,NBA,8.1,77,77,2432,445,885,307,572,138,313,106,128,103,389,492,157,116,41,75,151,1134,0.503,0.537,0.441,0.581,0.828,0.602
177,Jeff Teague,2016-17,28,IND,NBA,8.1,82,82,2657,402,909,312,657,90,252,360,415,33,297,330,639,100,32,216,165,1254,0.442,0.475,0.357,0.492,0.867,0.574
178,Kemba Walker,2016-17,26,CHO,NBA,8.1,79,79,2739,643,1449,403,847,240,602,304,359,45,263,308,434,85,22,168,119,1830,0.444,0.476,0.399,0.527,0.847,0.569
179,David West,2013-14,33,IND,NBA,8.1,80,80,2472,458,939,454,924,4,15,198,251,120,422,542,223,61,74,133,186,1118,0.488,0.491,0.267,0.49,0.789,0.533
180,Trevor Ariza,2013-14,28,WAS,NBA,8,77,77,2723,389,853,209,411,180,442,149,193,99,376,475,191,126,20,132,179,1107,0.456,0.509,0.407,0.562,0.772,0.59
181,Chris Bosh,2013-14,29,MIA,NBA,8,79,79,2531,492,953,418,735,74,218,223,272,98,424,522,87,80,78,125,192,1281,0.516,0.569,0.339,0.555,0.82,0.597
182,Mike Conley,2018-19,31,MEM,NBA,8,70,70,2342,490,1120,335,694,155,426,343,406,40,199,239,449,94,22,130,123,1478,0.438,0.483,0.364,0.507,0.845,0.569
183,Derrick Favors,2017-18,26,UTA,NBA,8,77,77,2153,395,702,381,639,14,63,140,215,198,354,552,102,54,82,88,164,944,0.563,0.596,0.222,0.573,0.651,0.593
184,Blake Griffin,2018-19,29,DET,NBA,8,75,75,2622,619,1341,430,819,189,522,414,550,100,465,565,402,52,28,253,199,1841,0.462,0.525,0.362,0.532,0.753,0.581
185,Dwight Howard,2013-14,28,HOU,NBA,8,71,71,2396,473,800,471,793,2,7,349,638,231,635,866,131,60,128,229,240,1297,0.591,0.594,0.286,0.593,0.547,0.6
186,Klay Thompson,2015-16,25,GSW,NBA,8,80,80,2666,651,1386,375,736,276,650,193,221,35,271,306,166,60,49,138,152,1771,0.47,0.51,0.425,0.569,0.873,0.597
187,Myles Turner,2016-17,20,IND,NBA,8,81,81,2541,444,869,404,754,40,115,245,303,139,450,589,106,74,172,105,262,1173,0.511,0.536,0.348,0.534,0.809,0.585
188,Nicolas Batum,2013-14,25,POR,NBA,7.9,82,82,2956,381,819,236,417,145,402,163,203,116,495,611,420,75,57,208,156,1070,0.465,0.566,0.361,0.554,0.803,0.589
189,Jimmy Butler,2018-19,29,TOT,NBA,7.9,65,65,2185,418,904,351,711,67,193,312,365,121,221,342,263,123,39,95,111,1215,0.462,0.494,0.347,0.499,0.855,0.571
190,DeMarcus Cousins,2013-14,23,SAC,NBA,7.9,71,71,2298,591,1191,591,1184,0,7,432,595,218,613,831,207,109,91,251,270,1614,0.496,0.499,0,0.496,0.726,0.555
191,Derrick Favors,2018-19,27,UTA,NBA,7.9,76,70,1766,363,619,346,541,17,78,154,228,207,353,560,89,56,106,84,163,897,0.586,0.64,0.218,0.6,0.675,0.624
192,Zach Randolph,2012-13,31,MEM,NBA,7.9,76,75,2607,471,1024,469,1001,2,23,225,300,310,544,854,108,61,31,150,180,1169,0.46,0.469,0.087,0.461,0.75,0.506
193,Jonas Valančiūnas,2016-17,24,TOR,NBA,7.9,80,80,2066,391,702,390,700,1,2,176,217,226,533,759,57,37,63,106,216,959,0.557,0.557,0.5,0.558,0.811,0.601
194,John Wall,2013-14,23,WAS,NBA,7.9,82,82,2980,579,1337,471,1029,108,308,317,394,38,295,333,721,149,40,295,219,1583,0.433,0.458,0.351,0.473,0.805,0.524
195,Kenneth Faried,2012-13,23,DEN,NBA,7.8,80,80,2248,380,689,380,689,0,0,163,266,260,474,734,77,81,83,113,234,923,0.552,0.552,,0.552,0.613,0.573
196,Danny Green,2014-15,27,SAS,NBA,7.8,81,80,2312,322,738,131,281,191,457,111,127,54,289,343,158,101,87,93,163,946,0.436,0.466,0.418,0.566,0.874,0.596
197,George Hill,2013-14,27,IND,NBA,7.8,76,76,2434,272,616,177,356,95,260,142,176,53,230,283,265,75,23,92,158,781,0.442,0.497,0.365,0.519,0.807,0.563
198,Al Horford,2017-18,31,BOS,NBA,7.8,72,72,2277,368,753,271,527,97,226,94,120,103,427,530,339,43,78,132,138,927,0.489,0.514,0.429,0.553,0.783,0.575
199,Al Jefferson,2013-14,29,CHA,NBA,7.8,73,73,2553,700,1376,697,1361,3,15,191,277,156,636,792,155,67,79,124,176,1594,0.509,0.512,0.2,0.51,0.69,0.532
200,Jusuf Nurkić,2018-19,24,POR,NBA,7.8,72,72,1974,420,826,417,797,3,29,282,365,243,505,748,233,71,103,168,250,1125,0.508,0.523,0.103,0.51,0.773,0.57
