,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
717,Ish Smith,2017-18,29,DET,NBA,4.4,82,35,2043,389,801,354,700,35,101,81,116,27,197,224,360,64,20,108,140,894,0.486,0.506,0.347,0.507,0.698,0.525
718,Nikola Vučević,2013-14,23,ORL,NBA,4.4,57,57,1812,353,696,353,696,0,0,105,137,185,441,626,104,60,47,112,169,811,0.507,0.507,,0.507,0.766,0.536
719,Matt Barnes,2014-15,34,LAC,NBA,4.3,76,74,2271,277,624,141,248,136,376,74,95,51,251,302,114,67,50,87,240,764,0.444,0.569,0.362,0.553,0.779,0.574
720,Will Barton,2015-16,25,DEN,NBA,4.3,82,1,2353,425,983,313,658,112,325,216,268,59,417,476,203,71,39,139,147,1178,0.432,0.476,0.345,0.489,0.806,0.535
721,Trevor Booker,2013-14,26,WAS,NBA,4.3,72,45,1553,222,403,222,401,0,2,47,76,149,230,379,64,41,45,58,131,491,0.551,0.554,0,0.551,0.618,0.563
722,Trevor Booker,2015-16,28,UTA,NBA,4.3,79,2,1632,190,388,178,347,12,41,71,106,166,286,452,84,59,41,81,169,463,0.49,0.513,0.293,0.505,0.67,0.533
723,Vince Carter,2013-14,37,DAL,NBA,4.3,81,0,1973,330,811,184,440,146,371,161,196,67,217,284,212,61,35,108,209,967,0.407,0.418,0.394,0.497,0.821,0.539
724,Allen Crabbe,2015-16,23,POR,NBA,4.3,81,8,2105,311,678,199,393,112,285,98,113,27,189,216,99,63,16,64,192,832,0.459,0.506,0.393,0.541,0.867,0.572
725,Monta Ellis,2015-16,30,IND,NBA,4.3,81,81,2734,436,1021,349,739,87,282,162,206,42,229,271,383,150,37,203,174,1121,0.427,0.472,0.309,0.47,0.786,0.504
726,Reggie Evans,2012-13,32,BRK,NBA,4.3,80,56,1967,125,261,125,261,0,0,113,222,260,628,888,43,74,13,111,199,363,0.479,0.479,,0.479,0.509,0.506
727,Draymond Green,2018-19,28,GSW,NBA,4.3,66,66,2065,188,422,141,257,47,165,63,91,60,421,481,454,95,70,169,197,486,0.445,0.549,0.285,0.501,0.692,0.526
728,Richaun Holmes,2018-19,25,PHO,NBA,4.3,70,4,1184,222,365,222,365,0,0,128,175,115,216,331,60,42,79,52,194,572,0.608,0.608,,0.608,0.731,0.647
729,Antawn Jamison,2012-13,36,LAL,NBA,4.3,76,6,1636,267,575,183,342,84,233,94,136,109,253,362,50,30,22,53,124,712,0.464,0.535,0.361,0.537,0.691,0.561
730,Robin Lopez,2016-17,28,CHI,NBA,4.3,81,81,2271,382,775,382,773,0,2,75,104,244,276,520,80,18,117,91,151,839,0.493,0.494,0,0.493,0.721,0.511
731,Shawn Marion,2013-14,35,DAL,NBA,4.3,76,76,2409,341,708,283,546,58,162,51,65,132,365,497,124,90,37,95,125,791,0.482,0.518,0.358,0.523,0.785,0.537
732,Steve Nash,2012-13,38,LAL,NBA,4.3,50,50,1627,236,475,179,345,57,130,107,116,26,116,142,333,30,5,126,70,636,0.497,0.519,0.438,0.557,0.922,0.605
733,Nerlens Noel,2018-19,24,OKC,NBA,4.3,77,2,1055,162,276,162,276,0,0,54,79,127,198,325,45,66,96,48,166,378,0.587,0.587,,0.587,0.684,0.608
734,Chandler Parsons,2015-16,27,DAL,NBA,4.3,61,51,1799,320,651,216,400,104,251,93,136,29,256,285,169,46,21,95,114,837,0.492,0.54,0.414,0.571,0.684,0.589
735,Zach Randolph,2015-16,34,MEM,NBA,4.3,68,53,2016,431,907,425,881,6,26,172,216,179,350,529,142,43,13,105,146,1040,0.475,0.482,0.231,0.479,0.796,0.519
736,Luke Ridnour,2012-13,31,MIN,NBA,4.3,82,82,2474,367,811,301,599,66,212,139,164,41,165,206,311,82,15,130,187,939,0.453,0.503,0.311,0.493,0.848,0.532
737,Terrence Ross,2018-19,27,ORL,NBA,4.3,81,0,2150,440,1027,223,461,217,566,126,144,27,253,280,135,72,29,90,119,1223,0.428,0.484,0.383,0.534,0.875,0.561
738,Ramon Sessions,2013-14,27,TOT,NBA,4.3,83,19,2214,330,769,295,645,35,124,326,404,38,165,203,340,49,9,148,90,1021,0.429,0.457,0.282,0.452,0.807,0.539
739,Tiago Splitter,2013-14,29,SAS,NBA,4.3,59,50,1271,181,346,181,343,0,3,121,173,123,240,363,90,29,31,75,117,483,0.523,0.528,0,0.523,0.699,0.572
740,Klay Thompson,2012-13,22,GSW,NBA,4.3,82,82,2936,508,1205,297,679,211,526,132,157,32,274,306,183,86,45,157,237,1359,0.422,0.437,0.401,0.509,0.841,0.533
741,Fred VanVleet,2018-19,24,TOR,NBA,4.3,64,28,1760,246,600,134,304,112,296,97,115,21,146,167,307,57,20,82,110,701,0.41,0.441,0.378,0.503,0.843,0.539
742,David West,2014-15,34,IND,NBA,4.3,66,66,1895,323,686,319,666,4,20,119,161,108,341,449,223,48,48,120,160,769,0.471,0.479,0.2,0.474,0.739,0.508
743,Marvin Williams,2014-15,28,CHO,NBA,4.3,78,37,2035,210,495,115,230,95,265,62,87,58,328,386,100,69,36,60,146,577,0.424,0.5,0.358,0.52,0.713,0.541
744,Delon Wright,2018-19,26,TOT,NBA,4.3,75,13,1699,242,558,192,390,50,168,119,150,68,198,266,248,88,30,77,103,653,0.434,0.492,0.298,0.478,0.793,0.523
745,Bam Adebayo,2017-18,20,MIA,NBA,4.2,69,19,1368,174,340,174,333,0,7,129,179,118,263,381,101,32,41,66,138,477,0.512,0.523,0,0.512,0.721,0.57
746,Jarrett Allen,2017-18,19,BRK,NBA,4.2,72,31,1441,234,397,229,382,5,15,114,147,144,244,388,49,28,88,82,147,587,0.589,0.599,0.333,0.596,0.776,0.636
747,Al-Farouq Aminu,2017-18,27,POR,NBA,4.2,69,67,2072,230,582,105,243,125,339,59,80,97,428,525,84,79,40,79,136,644,0.395,0.432,0.369,0.503,0.738,0.522
748,Patrick Beverley,2013-14,25,HOU,NBA,4.2,56,55,1751,199,481,107,226,92,255,83,102,72,124,196,151,77,23,66,174,573,0.414,0.473,0.361,0.509,0.814,0.545
749,Reggie Bullock,2017-18,26,DET,NBA,4.2,62,52,1732,267,546,142,265,125,281,39,49,27,127,154,95,47,13,47,70,698,0.489,0.536,0.445,0.603,0.796,0.615
750,Allen Crabbe,2016-17,24,POR,NBA,4.2,79,7,2254,303,647,169,345,134,302,105,124,19,207,226,94,54,20,62,171,845,0.468,0.49,0.444,0.572,0.847,0.602
751,Tyreke Evans,2017-18,28,MEM,NBA,4.2,52,32,1607,366,809,252,523,114,286,164,209,44,221,265,269,57,17,117,96,1010,0.452,0.482,0.399,0.523,0.785,0.561
752,Raymond Felton,2012-13,28,NYK,NBA,4.2,68,68,2313,377,882,284,624,93,258,101,128,51,143,194,372,94,14,155,130,948,0.427,0.455,0.36,0.48,0.789,0.505
753,Danny Green,2015-16,28,SAS,NBA,4.2,79,79,2062,211,561,95,212,116,349,34,46,48,255,303,141,79,64,75,141,572,0.376,0.448,0.332,0.48,0.739,0.492
754,Danny Green,2013-14,26,SAS,NBA,4.2,68,59,1651,218,505,86,187,132,318,50,63,25,204,229,104,65,61,76,107,618,0.432,0.46,0.415,0.562,0.794,0.58
755,Maurice Harkless,2016-17,23,POR,NBA,4.2,77,69,2223,314,624,246,430,68,194,77,124,125,216,341,88,85,70,86,214,773,0.503,0.572,0.351,0.558,0.621,0.57
756,Devin Harris,2014-15,31,DAL,NBA,4.2,76,3,1685,219,524,124,258,95,266,132,162,13,122,135,237,78,14,85,147,665,0.418,0.481,0.357,0.509,0.815,0.559
757,Roy Hibbert,2014-15,28,IND,NBA,4.2,76,76,1926,317,710,317,708,0,2,168,204,156,384,540,84,18,125,107,216,802,0.446,0.448,0,0.446,0.824,0.501
758,Andre Iguodala,2018-19,35,GSW,NBA,4.2,68,13,1578,151,302,103,158,48,144,39,67,48,204,252,216,61,51,52,95,389,0.5,0.652,0.333,0.579,0.582,0.587
759,Tyler Johnson,2017-18,25,MIA,NBA,4.2,72,39,2052,309,711,190,387,119,324,106,129,34,214,248,165,60,34,81,148,843,0.435,0.491,0.367,0.518,0.822,0.549
760,Courtney Lee,2016-17,31,NYK,NBA,4.2,77,74,2459,321,704,213,435,108,269,85,98,53,206,259,179,81,24,69,141,835,0.456,0.49,0.401,0.533,0.867,0.559
761,O.J. Mayo,2012-13,25,DAL,NBA,4.2,82,82,2913,461,1026,319,677,142,349,191,233,36,255,291,361,93,23,210,195,1255,0.449,0.471,0.407,0.519,0.82,0.556
762,Marcus Morris,2013-14,24,PHO,NBA,4.2,82,1,1800,288,651,189,391,99,260,121,159,84,235,319,88,72,18,95,157,796,0.442,0.483,0.381,0.518,0.761,0.552
763,Zaza Pachulia,2014-15,30,MIL,NBA,4.2,73,45,1730,240,529,240,526,0,3,126,160,197,303,500,178,80,21,133,170,606,0.454,0.456,0,0.454,0.788,0.506
764,Andre Roberson,2016-17,25,OKC,NBA,4.2,79,79,2376,215,463,170,279,45,184,47,111,98,305,403,79,94,79,51,204,522,0.464,0.609,0.245,0.513,0.423,0.51
765,Terrence Ross,2013-14,22,TOR,NBA,4.2,81,62,2159,318,751,157,343,161,408,82,98,43,209,252,79,64,27,88,183,879,0.423,0.458,0.395,0.531,0.837,0.553
766,Josh Smith,2012-13,27,ATL,NBA,4.2,76,76,2683,550,1182,489,981,61,201,166,321,133,506,639,321,94,136,226,175,1327,0.465,0.498,0.303,0.491,0.517,0.501
767,Marreese Speights,2016-17,29,LAC,NBA,4.2,82,2,1286,244,548,141,271,103,277,120,137,88,285,373,65,23,41,69,229,711,0.445,0.52,0.372,0.539,0.876,0.584
768,Jonas Valančiūnas,2018-19,26,TOT,NBA,4.2,49,27,1091,301,538,287,490,14,48,147,185,106,313,419,70,19,53,90,146,763,0.559,0.586,0.292,0.572,0.795,0.616
769,Andrew Wiggins,2016-17,21,MIN,NBA,4.2,82,82,3048,709,1570,606,1281,103,289,412,542,102,226,328,189,82,30,187,183,1933,0.452,0.473,0.356,0.484,0.76,0.534
770,Steven Adams,2014-15,21,OKC,NBA,4.1,70,67,1771,217,399,217,397,0,2,103,205,199,324,523,66,38,86,99,222,537,0.544,0.547,0,0.544,0.502,0.549
771,Ray Allen,2013-14,38,MIA,NBA,4.1,73,9,1936,240,543,124,234,116,309,105,116,23,182,205,143,54,8,84,115,701,0.442,0.53,0.375,0.549,0.905,0.59
772,Tony Allen,2014-15,33,MEM,NBA,4.1,63,41,1648,225,455,215,426,10,29,79,126,103,177,280,86,129,30,86,166,539,0.495,0.505,0.345,0.505,0.627,0.528
773,D.J. Augustin,2017-18,30,ORL,NBA,4.1,75,36,1760,244,540,130,268,114,272,164,189,30,130,160,287,54,0,123,94,766,0.452,0.485,0.419,0.557,0.868,0.615
774,Brandon Bass,2015-16,30,LAL,NBA,4.1,66,0,1342,174,317,174,315,0,2,125,148,104,181,285,74,33,55,42,125,473,0.549,0.552,0,0.549,0.845,0.619
775,Aron Baynes,2015-16,29,DET,NBA,4.1,81,1,1233,194,384,194,382,0,2,126,165,140,244,384,51,21,52,67,151,514,0.505,0.508,0,0.505,0.764,0.563
776,Kent Bazemore,2015-16,26,ATL,NBA,4.1,75,68,2083,320,725,211,420,109,305,123,151,28,351,379,171,98,38,138,176,872,0.441,0.502,0.357,0.517,0.815,0.551
777,Eric Bledsoe,2013-14,24,PHO,NBA,4.1,43,40,1416,265,556,215,416,50,140,183,237,27,175,202,235,69,14,143,99,763,0.477,0.517,0.357,0.522,0.772,0.578
778,Malcolm Brogdon,2016-17,24,MIL,NBA,4.1,75,28,1982,290,635,212,442,78,193,109,126,47,166,213,317,84,12,113,140,767,0.457,0.48,0.404,0.518,0.865,0.555
779,DeMarre Carroll,2017-18,31,BRK,NBA,4.1,73,73,2180,325,785,180,394,145,391,188,246,105,374,479,147,59,30,103,165,983,0.414,0.457,0.371,0.506,0.764,0.55
780,Tyson Chandler,2016-17,34,PHO,NBA,4.1,47,46,1298,153,228,153,228,0,0,91,124,153,386,539,30,33,24,65,126,397,0.671,0.671,,0.671,0.734,0.703
781,Jared Dudley,2014-15,29,MIL,NBA,4.1,72,22,1717,198,423,124,231,74,192,48,67,45,175,220,130,72,11,62,113,518,0.468,0.537,0.385,0.556,0.716,0.572
782,Mike Dunleavy,2014-15,34,CHI,NBA,4.1,63,63,1838,209,481,102,218,107,263,70,87,28,220,248,114,39,21,60,123,595,0.435,0.468,0.407,0.546,0.805,0.573
783,Montrezl Harrell,2016-17,23,HOU,NBA,4.1,58,14,1064,225,345,224,338,1,7,76,121,81,138,219,64,20,42,44,126,527,0.652,0.663,0.143,0.654,0.628,0.662
784,Tobias Harris,2013-14,21,ORL,NBA,4.1,61,36,1850,332,716,300,590,32,126,197,244,88,336,424,82,41,24,78,143,893,0.464,0.508,0.254,0.486,0.807,0.542
785,Nenê Hilário,2016-17,34,HOU,NBA,4.1,67,8,1198,245,397,242,388,3,9,116,197,95,187,282,65,56,39,73,163,609,0.617,0.624,0.333,0.621,0.589,0.63
786,Rondae Hollis-Jefferson,2017-18,23,BRK,NBA,4.1,68,59,1920,342,724,329,670,13,54,249,316,101,358,459,167,65,48,121,145,946,0.472,0.491,0.241,0.481,0.788,0.548
787,Kris Humphries,2013-14,28,BOS,NBA,4.1,69,30,1376,231,461,231,459,0,2,117,144,127,282,409,67,31,61,64,136,579,0.501,0.503,0,0.501,0.813,0.552
788,Ersan İlyasova,2016-17,29,TOT,NBA,4.1,82,52,2142,384,890,242,488,142,402,161,207,115,366,481,141,58,23,116,211,1071,0.431,0.496,0.353,0.511,0.778,0.546
789,Amir Johnson,2017-18,30,PHI,NBA,4.1,74,18,1171,140,260,130,228,10,32,52,85,123,207,330,118,45,44,55,192,342,0.538,0.57,0.313,0.558,0.612,0.575
790,James Johnson,2014-15,27,TOR,NBA,4.1,70,17,1370,238,404,227,353,11,51,67,102,61,196,257,95,54,70,79,155,554,0.589,0.643,0.216,0.603,0.657,0.617
791,Joe Johnson,2014-15,33,BRK,NBA,4.1,80,80,2791,446,1025,325,688,121,337,141,176,53,331,384,292,59,14,137,120,1154,0.435,0.472,0.359,0.494,0.801,0.523
792,Kyle Korver,2015-16,34,ATL,NBA,4.1,80,80,2401,268,616,110,219,158,397,45,54,14,246,260,164,60,35,98,161,739,0.435,0.502,0.398,0.563,0.833,0.578
793,Patty Mills,2017-18,29,SAS,NBA,4.1,82,36,2107,280,682,126,268,154,414,105,118,26,128,154,229,55,11,106,128,819,0.411,0.47,0.372,0.523,0.89,0.558
794,Markieff Morris,2016-17,27,WAS,NBA,4.1,76,76,2374,406,889,335,693,71,196,180,215,107,386,493,126,82,42,129,254,1063,0.457,0.483,0.362,0.497,0.837,0.54
795,Kelly Olynyk,2016-17,25,BOS,NBA,4.1,75,6,1538,260,508,192,316,68,192,90,123,73,288,361,148,43,29,96,207,678,0.512,0.608,0.354,0.579,0.732,0.603
796,Kelly Olynyk,2015-16,24,BOS,NBA,4.1,69,8,1395,253,556,168,346,85,210,96,128,72,209,281,105,52,33,74,163,687,0.455,0.486,0.405,0.531,0.75,0.561
797,Tony Parker,2014-15,32,SAS,NBA,4.1,68,68,1953,404,832,366,743,38,89,130,166,15,114,129,335,44,2,146,108,976,0.486,0.493,0.427,0.508,0.783,0.539
798,Patrick Patterson,2012-13,23,TOT,NBA,4.1,71,41,1775,319,623,268,491,51,132,48,63,113,224,337,81,31,40,61,138,737,0.512,0.546,0.386,0.553,0.762,0.566
799,T.J. Warren,2016-17,23,PHO,NBA,4.1,66,59,2048,403,814,377,716,26,98,119,154,125,214,339,75,76,39,57,175,951,0.495,0.527,0.265,0.511,0.773,0.539
800,Andrew Wiggins,2015-16,20,MIN,NBA,4.1,81,81,2845,594,1294,537,1104,57,190,430,565,105,186,291,164,78,46,182,165,1675,0.459,0.486,0.3,0.481,0.761,0.543
