,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
421,Nikola Peković,2013-14,28,MIN,NBA,5.9,54,54,1663,379,701,379,701,0,0,186,249,206,262,468,50,30,23,84,129,944,0.541,0.541,,0.541,0.747,0.582
422,J.J. Redick,2018-19,34,PHI,NBA,5.9,76,63,2379,452,1027,212,422,240,605,228,255,20,166,186,206,32,17,101,129,1372,0.44,0.502,0.397,0.557,0.894,0.602
423,Nate Robinson,2012-13,28,CHI,NBA,5.9,82,23,2086,399,921,258,573,141,348,135,169,29,155,184,358,85,10,144,207,1074,0.433,0.45,0.405,0.51,0.799,0.54
424,Ricky Rubio,2013-14,23,MIN,NBA,5.9,82,82,2638,255,670,211,537,44,133,227,283,61,281,342,704,191,11,221,218,781,0.381,0.393,0.331,0.413,0.802,0.491
425,Jeff Teague,2015-16,27,ATL,NBA,5.9,79,78,2255,434,988,324,713,110,275,261,312,33,181,214,470,97,24,218,167,1239,0.439,0.454,0.4,0.495,0.837,0.551
426,Al-Farouq Aminu,2018-19,28,POR,NBA,5.8,81,81,2292,257,593,161,313,96,280,150,173,112,498,610,104,68,33,72,143,760,0.433,0.514,0.343,0.514,0.867,0.568
427,Deandre Ayton,2018-19,20,PHO,NBA,5.8,71,70,2183,509,870,509,866,0,4,141,189,223,506,729,125,61,67,126,209,1159,0.585,0.588,0,0.585,0.746,0.608
428,Nicolas Batum,2012-13,24,POR,NBA,5.8,73,73,2807,352,833,187,389,165,444,178,210,97,315,412,360,91,83,190,139,1047,0.423,0.481,0.372,0.522,0.848,0.566
429,DeMarre Carroll,2013-14,27,ATL,NBA,5.8,73,73,2341,302,642,205,374,97,268,109,141,107,296,403,134,108,21,79,188,810,0.47,0.548,0.362,0.546,0.773,0.575
430,JaMychal Green,2016-17,26,MEM,NBA,5.8,77,75,2101,250,500,195,355,55,145,134,167,167,377,544,84,47,34,94,248,689,0.5,0.549,0.379,0.555,0.802,0.601
431,Andre Iguodala,2013-14,30,GSW,NBA,5.8,63,63,2040,220,458,158,283,62,175,86,132,53,240,293,263,95,18,100,103,588,0.48,0.558,0.354,0.548,0.652,0.57
432,Brandon Jennings,2012-13,23,MIL,NBA,5.8,80,80,2897,497,1247,324,786,173,461,230,281,59,187,246,521,125,10,203,155,1397,0.399,0.412,0.375,0.468,0.819,0.51
433,Tyler Johnson,2016-17,24,MIA,NBA,5.8,73,0,2178,357,824,264,574,93,250,195,254,50,243,293,233,84,44,90,176,1002,0.433,0.46,0.372,0.49,0.768,0.535
434,Enes Kanter,2016-17,24,OKC,NBA,5.8,72,0,1533,402,737,397,699,5,38,224,285,195,287,482,67,32,38,123,154,1033,0.545,0.568,0.132,0.549,0.786,0.599
435,Michael Kidd-Gilchrist,2016-17,23,CHO,NBA,5.8,81,81,2349,295,618,294,609,1,9,152,194,156,409,565,114,81,77,56,187,743,0.477,0.483,0.111,0.478,0.784,0.528
436,Damian Lillard,2012-13,22,POR,NBA,5.8,82,82,3167,553,1288,368,785,185,503,271,321,42,215,257,531,74,19,243,172,1562,0.429,0.469,0.368,0.501,0.844,0.546
437,Robin Lopez,2015-16,27,NYK,NBA,5.8,82,82,2219,357,662,357,661,0,1,128,161,268,334,602,114,16,129,133,182,842,0.539,0.54,0,0.539,0.795,0.574
438,Larry Nance,2017-18,25,TOT,NBA,5.8,66,27,1421,240,413,238,401,2,12,91,137,161,291,452,82,88,38,51,172,573,0.581,0.594,0.167,0.584,0.664,0.605
439,Tony Parker,2015-16,33,SAS,NBA,5.8,72,72,1980,350,710,323,645,27,65,130,171,17,159,176,379,54,11,131,114,857,0.493,0.501,0.415,0.512,0.76,0.546
440,Mason Plumlee,2018-19,28,DEN,NBA,5.8,82,17,1731,262,442,260,432,2,10,111,198,165,359,524,243,66,76,126,252,637,0.593,0.602,0.2,0.595,0.561,0.602
441,Ricky Rubio,2015-16,25,MIN,NBA,5.8,76,76,2323,219,586,157,396,62,190,266,314,40,286,326,658,162,10,193,201,766,0.374,0.396,0.326,0.427,0.847,0.529
442,Carlos Boozer,2012-13,31,CHI,NBA,5.7,79,79,2546,544,1140,544,1138,0,2,193,264,175,596,771,179,66,28,176,239,1281,0.477,0.478,0,0.477,0.731,0.51
443,DeMarcus Cousins,2015-16,25,SAC,NBA,5.7,65,65,2246,601,1332,531,1122,70,210,476,663,158,589,747,214,101,92,249,236,1748,0.451,0.473,0.333,0.477,0.718,0.538
444,Ed Davis,2018-19,29,BRK,NBA,5.7,81,1,1446,186,302,186,300,0,2,100,162,216,478,694,61,35,33,64,226,472,0.616,0.62,0,0.616,0.617,0.632
445,Gorgui Dieng,2016-17,27,MIN,NBA,5.7,82,82,2653,332,661,316,618,16,43,136,167,188,459,647,158,88,95,107,254,816,0.502,0.511,0.372,0.514,0.814,0.555
446,Spencer Dinwiddie,2017-18,24,BRK,NBA,5.7,80,58,2306,324,838,183,405,141,433,218,268,40,219,259,524,68,23,128,186,1007,0.387,0.452,0.326,0.471,0.813,0.527
447,Goran Dragić,2012-13,26,PHO,NBA,5.7,77,77,2581,401,906,313,630,88,276,244,326,60,178,238,569,124,26,212,214,1134,0.443,0.497,0.319,0.491,0.748,0.54
448,Evan Fournier,2015-16,23,ORL,NBA,5.7,79,71,2566,429,929,273,539,156,390,199,238,33,192,225,213,96,2,133,214,1213,0.462,0.506,0.4,0.546,0.836,0.587
449,Taj Gibson,2013-14,28,CHI,NBA,5.7,82,8,2351,429,896,429,889,0,7,211,281,200,358,558,91,41,112,150,207,1069,0.479,0.483,0,0.479,0.751,0.524
450,Manu Ginóbili,2013-14,36,SAS,NBA,5.7,68,3,1550,294,627,204,369,90,258,160,188,30,172,202,293,70,17,139,128,838,0.469,0.553,0.349,0.541,0.851,0.59
451,David Lee,2016-17,33,SAS,NBA,5.7,79,10,1477,248,420,248,420,0,0,80,113,149,292,441,124,31,40,82,125,576,0.59,0.59,,0.59,0.708,0.613
452,Nikola Mirotić,2014-15,23,CHI,NBA,5.7,82,3,1654,253,624,154,311,99,313,228,284,63,341,404,97,54,54,89,172,833,0.405,0.495,0.316,0.485,0.803,0.556
453,Anthony Morrow,2014-15,29,OKC,NBA,5.7,74,0,1806,285,615,144,290,141,325,79,89,40,155,195,60,54,11,38,135,790,0.463,0.497,0.434,0.578,0.888,0.604
454,Timofey Mozgov,2014-15,28,TOT,NBA,5.7,81,80,2045,314,566,312,560,2,6,155,216,203,388,591,55,33,97,116,227,785,0.555,0.557,0.333,0.557,0.718,0.594
455,Tristan Thompson,2013-14,22,CLE,NBA,5.7,82,82,2594,363,761,363,760,0,1,235,339,269,485,754,72,42,35,108,188,961,0.477,0.478,0,0.477,0.693,0.528
456,Nikola Vučević,2012-13,22,ORL,NBA,5.7,77,77,2559,461,889,461,886,0,3,86,126,273,644,917,143,61,79,141,218,1008,0.519,0.52,0,0.519,0.683,0.534
457,John Wall,2015-16,25,WAS,NBA,5.7,77,77,2784,572,1349,457,1021,115,328,272,344,42,337,379,789,145,59,318,159,1531,0.424,0.448,0.351,0.467,0.791,0.51
458,Eric Bledsoe,2017-18,28,TOT,NBA,5.6,74,74,2322,468,989,343,629,125,360,252,317,51,233,284,370,149,42,216,185,1313,0.473,0.545,0.347,0.536,0.795,0.582
459,Thomas Bryant,2018-19,21,WAS,NBA,5.6,72,53,1496,309,502,276,403,33,99,107,137,113,341,454,92,25,67,60,126,758,0.616,0.685,0.333,0.648,0.781,0.674
460,Darren Collison,2012-13,25,DAL,NBA,5.6,81,47,2372,341,724,293,588,48,136,242,275,31,188,219,415,100,8,173,139,972,0.471,0.498,0.353,0.504,0.88,0.575
461,Kenneth Faried,2014-15,25,DEN,NBA,5.6,75,71,2086,373,736,372,728,1,8,199,288,242,426,668,89,62,57,118,211,946,0.507,0.511,0.125,0.507,0.691,0.548
462,De'Aaron Fox,2018-19,21,SAC,NBA,5.6,81,81,2546,505,1102,419,870,86,232,303,417,43,261,304,590,133,45,227,204,1399,0.458,0.482,0.371,0.497,0.727,0.544
463,Kevin Garnett,2012-13,36,BOS,NBA,5.6,68,68,2022,422,850,420,834,2,16,158,201,75,455,530,159,78,62,110,154,1004,0.496,0.504,0.125,0.498,0.786,0.535
464,Marc Gasol,2013-14,29,MEM,NBA,5.6,59,59,1970,336,711,334,700,2,11,185,241,84,340,424,215,59,76,111,150,859,0.473,0.477,0.182,0.474,0.768,0.526
465,Serge Ibaka,2014-15,25,OKC,NBA,5.6,64,64,2116,374,786,297,581,77,205,92,110,135,364,499,55,30,155,97,194,917,0.476,0.511,0.376,0.525,0.836,0.549
466,Andre Iguodala,2012-13,29,DEN,NBA,5.6,80,80,2779,396,879,305,592,91,287,155,270,82,341,423,433,139,52,206,127,1038,0.451,0.515,0.317,0.502,0.574,0.52
467,Jarrett Jack,2012-13,29,GSW,NBA,5.6,79,4,2349,387,857,305,654,82,203,167,198,21,222,243,439,60,11,157,134,1023,0.452,0.466,0.404,0.499,0.843,0.542
468,Robin Lopez,2012-13,24,NOH,NBA,5.6,82,82,2136,384,719,384,719,0,0,161,207,226,236,462,64,32,128,110,167,929,0.534,0.534,,0.534,0.778,0.573
469,Kyle Lowry,2012-13,26,TOR,NBA,5.6,68,52,2020,250,623,149,344,101,279,190,239,56,265,321,435,94,24,157,218,791,0.401,0.433,0.362,0.482,0.795,0.543
470,CJ McCollum,2018-19,27,POR,NBA,5.6,70,70,2375,571,1243,404,798,167,445,159,192,62,220,282,207,55,28,106,172,1468,0.459,0.506,0.375,0.527,0.828,0.553
471,Patty Mills,2013-14,25,SAS,NBA,5.6,81,2,1527,309,666,174,348,135,318,73,82,34,135,169,149,68,9,63,114,826,0.464,0.5,0.425,0.565,0.89,0.588
472,Greg Monroe,2016-17,26,MIL,NBA,5.6,81,0,1823,387,726,387,722,0,4,177,239,167,365,532,187,92,38,140,168,951,0.533,0.536,0,0.533,0.741,0.572
473,Joakim Noah,2014-15,29,CHI,NBA,5.6,67,67,2049,190,427,190,425,0,2,105,174,219,427,646,312,48,74,123,203,485,0.445,0.447,0,0.445,0.603,0.482
474,Jakob Poeltl,2017-18,22,TOR,NBA,5.6,82,0,1524,253,384,252,382,1,2,60,101,165,228,393,57,39,100,85,212,567,0.659,0.66,0.5,0.66,0.594,0.662
475,Otto Porter,2015-16,22,WAS,NBA,5.6,75,73,2276,339,717,241,450,98,267,95,126,97,294,391,120,105,32,70,163,871,0.473,0.536,0.367,0.541,0.754,0.564
476,Josh Richardson,2018-19,25,MIA,NBA,5.6,73,73,2539,423,1026,259,566,164,460,199,231,54,209,263,298,79,34,113,200,1209,0.412,0.458,0.357,0.492,0.861,0.536
477,Terry Rozier,2017-18,23,BOS,NBA,5.6,80,16,2068,316,800,163,398,153,402,115,149,63,313,376,232,80,19,80,123,900,0.395,0.41,0.381,0.491,0.772,0.52
478,Cody Zeller,2016-17,24,CHO,NBA,5.6,62,58,1725,253,443,253,442,0,1,133,196,135,270,405,99,62,58,65,189,639,0.571,0.572,0,0.571,0.679,0.604
479,Ömer Aşık,2012-13,26,HOU,NBA,5.5,82,82,2464,332,614,332,613,0,1,168,299,275,681,956,75,46,87,173,223,832,0.541,0.542,0,0.541,0.562,0.558
480,Kenneth Faried,2015-16,26,DEN,NBA,5.5,67,64,1694,349,626,348,624,1,2,136,222,235,346,581,79,32,60,91,169,835,0.558,0.558,0.5,0.558,0.613,0.577
481,Montrezl Harrell,2017-18,24,LAC,NBA,5.5,76,3,1293,348,548,347,541,1,7,139,222,103,203,306,74,36,52,68,143,836,0.635,0.641,0.143,0.636,0.626,0.647
482,Gary Harris,2017-18,23,DEN,NBA,5.5,67,65,2304,440,908,284,514,156,394,134,162,37,139,176,194,122,15,119,119,1170,0.485,0.553,0.396,0.57,0.827,0.597
483,Joe Harris,2018-19,27,BRK,NBA,5.5,76,76,2293,374,748,191,362,183,386,110,133,52,239,291,181,38,17,121,182,1041,0.5,0.528,0.474,0.622,0.827,0.645
484,Serge Ibaka,2015-16,26,OKC,NBA,5.5,78,78,2500,416,869,356,685,60,184,91,121,141,392,533,66,38,148,108,211,983,0.479,0.52,0.326,0.513,0.752,0.533
485,Jamal Murray,2017-18,20,DEN,NBA,5.5,81,80,2565,479,1062,314,626,165,436,229,253,82,215,297,274,79,28,172,173,1352,0.451,0.502,0.378,0.529,0.905,0.576
486,Kelly Olynyk,2017-18,26,MIA,NBA,5.5,76,22,1779,316,636,210,356,106,280,134,174,89,342,431,207,62,35,147,222,872,0.497,0.59,0.379,0.58,0.77,0.612
487,Chandler Parsons,2014-15,26,DAL,NBA,5.5,66,66,2186,383,829,251,482,132,347,139,193,64,259,323,161,69,19,96,140,1037,0.462,0.521,0.38,0.542,0.72,0.567
488,Paul Pierce,2014-15,37,WAS,NBA,5.5,73,73,1914,293,656,175,353,118,303,164,210,45,249,294,144,46,24,92,160,868,0.447,0.496,0.389,0.537,0.781,0.58
489,J.R. Smith,2015-16,30,CLE,NBA,5.5,77,77,2362,353,850,149,340,204,510,45,71,43,174,217,130,81,21,59,204,955,0.415,0.438,0.4,0.535,0.634,0.542
490,Lance Stephenson,2012-13,22,IND,NBA,5.5,78,72,2278,275,598,213,410,62,188,75,115,47,257,304,223,81,16,109,162,687,0.46,0.52,0.33,0.512,0.652,0.53
491,Dwyane Wade,2013-14,32,MIA,NBA,5.5,54,53,1775,415,761,406,729,9,32,189,258,60,181,241,252,79,29,161,106,1028,0.545,0.557,0.281,0.551,0.733,0.588
492,Thaddeus Young,2017-18,29,IND,NBA,5.5,81,81,2607,421,864,363,683,58,181,55,92,184,328,512,152,135,36,105,175,955,0.487,0.531,0.32,0.521,0.598,0.528
493,Ray Allen,2012-13,37,MIA,NBA,5.4,79,0,2035,292,651,153,319,139,332,140,158,40,177,217,135,67,15,103,129,863,0.449,0.48,0.419,0.555,0.886,0.599
494,Trevor Ariza,2015-16,30,HOU,NBA,5.4,81,81,2859,357,859,172,360,185,499,126,161,67,299,366,188,160,26,113,177,1025,0.416,0.478,0.371,0.523,0.783,0.551
495,Bojan Bogdanović,2017-18,28,IND,NBA,5.4,80,80,2464,404,852,249,466,155,386,178,205,30,240,270,119,55,8,106,129,1141,0.474,0.534,0.402,0.565,0.868,0.605
496,Andrew Bogut,2015-16,31,GSW,NBA,5.4,70,66,1451,175,279,174,278,1,1,24,50,121,371,492,162,33,114,83,221,375,0.627,0.626,1,0.629,0.48,0.623
497,John Collins,2017-18,20,ATL,NBA,5.4,74,26,1785,314,545,298,498,16,47,133,186,176,365,541,98,47,80,105,215,777,0.576,0.598,0.34,0.591,0.715,0.62
498,Jamal Crawford,2012-13,32,LAC,NBA,5.4,76,0,2230,445,1016,296,620,149,396,216,248,22,106,128,193,79,13,146,71,1255,0.438,0.477,0.376,0.511,0.871,0.558
499,Ed Davis,2012-13,23,TOT,NBA,5.4,81,28,1631,260,482,260,482,0,0,103,167,152,308,460,63,38,85,63,191,623,0.539,0.539,,0.539,0.617,0.561
500,Luol Deng,2014-15,29,MIA,NBA,5.4,72,72,2421,369,787,291,567,78,220,191,251,103,273,376,139,65,22,108,109,1007,0.469,0.513,0.355,0.518,0.761,0.561
