,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1201,Ed Davis,2011-12,22,TOR,NBA,3.9,66,9,1534,172,335,172,334,0,1,71,106,134,304,438,60,40,63,67,156,415,0.513,0.515,0,0.513,0.67,0.544
1202,Derek Fisher,2009-10,35,LAL,NBA,3.9,82,82,2227,212,558,134,334,78,224,113,132,25,145,170,201,90,9,78,202,615,0.38,0.401,0.348,0.45,0.856,0.499
1203,Danilo Gallinari,2014-15,26,DEN,NBA,3.9,59,27,1426,228,568,121,267,107,301,171,191,31,187,218,83,47,20,57,94,734,0.401,0.453,0.355,0.496,0.895,0.563
1204,Danilo Gallinari,2011-12,23,DEN,NBA,3.9,43,40,1351,193,466,133,283,60,183,182,209,28,174,202,116,42,23,68,86,628,0.414,0.47,0.328,0.479,0.871,0.563
1205,Jeff Green,2017-18,31,CLE,NBA,3.9,78,13,1828,295,618,242,448,53,170,203,234,60,186,246,99,41,34,75,149,846,0.477,0.54,0.312,0.52,0.868,0.587
1206,Tyler Hansbrough,2011-12,26,IND,NBA,3.9,66,0,1442,194,479,194,478,0,1,226,278,113,177,290,30,54,9,65,159,614,0.405,0.406,0,0.405,0.813,0.511
1207,Jordan Hill,2015-16,28,IND,NBA,3.9,73,11,1513,278,549,278,548,0,1,89,125,156,295,451,87,36,37,92,155,645,0.506,0.507,0,0.506,0.712,0.534
1208,Brandon Jennings,2013-14,24,DET,NBA,3.9,80,79,2728,423,1135,269,678,154,457,241,321,59,185,244,609,101,8,215,157,1241,0.373,0.397,0.337,0.441,0.751,0.486
1209,Brandon Jennings,2010-11,21,MIL,NBA,3.9,63,61,2169,361,926,263,623,98,303,199,246,42,192,234,305,95,21,146,131,1019,0.39,0.422,0.323,0.443,0.809,0.493
1210,Kosta Koufos,2017-18,28,SAC,NBA,3.9,71,13,1391,222,389,222,389,0,0,33,74,149,323,472,87,47,32,49,146,477,0.571,0.571,,0.571,0.446,0.566
1211,Courtney Lee,2015-16,30,TOT,NBA,3.9,79,65,2334,290,639,208,422,82,217,99,118,29,176,205,136,85,28,72,134,761,0.454,0.493,0.378,0.518,0.839,0.551
1212,Courtney Lee,2017-18,32,NYK,NBA,3.9,76,69,2310,343,755,230,477,113,278,114,124,30,194,224,180,80,17,84,109,913,0.454,0.482,0.406,0.529,0.919,0.564
1213,Trey Lyles,2017-18,22,DEN,NBA,3.9,73,2,1391,270,550,187,332,83,218,101,143,55,292,347,91,30,34,61,111,724,0.491,0.563,0.381,0.566,0.706,0.591
1214,Mike Miller,2009-10,29,WAS,NBA,3.9,54,50,1805,217,433,135,262,82,171,70,85,55,281,336,212,39,12,115,131,586,0.501,0.515,0.48,0.596,0.824,0.623
