,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
3021,Jeremy Evans,2012-13,25,UTA,NBA,0.9,37,0,215,27,44,27,43,0,1,21,33,26,32,58,11,8,13,8,30,75,0.614,0.628,0,0.614,0.636,0.641
3022,Gary Forbes,2010-11,25,DEN,NBA,0.9,63,11,791,124,273,105,215,19,58,59,87,28,88,116,49,23,6,46,77,326,0.454,0.488,0.328,0.489,0.678,0.524
3023,Alonzo Gee,2013-14,26,CLE,NBA,0.9,65,24,1020,98,236,79,178,19,58,43,61,35,114,149,47,39,15,44,96,258,0.415,0.444,0.328,0.456,0.705,0.491
3024,Aaron Gray,2009-10,25,TOT,NBA,0.9,32,0,311,42,82,42,82,0,0,20,28,45,61,106,22,9,11,18,54,104,0.512,0.512,,0.512,0.714,0.551
3025,Montrezl Harrell,2015-16,22,HOU,NBA,0.9,39,1,379,58,90,58,89,0,1,24,46,25,40,65,17,11,11,17,48,140,0.644,0.652,0,0.644,0.522,0.635
3026,Tobias Harris,2011-12,19,MIL,NBA,0.9,42,9,479,79,169,73,146,6,23,44,54,30,71,101,22,13,7,31,45,208,0.467,0.5,0.261,0.485,0.815,0.54
3027,Udonis Haslem,2010-11,30,MIA,NBA,0.9,13,0,345,44,86,44,86,0,0,16,20,29,77,106,6,7,3,14,39,104,0.512,0.512,,0.512,0.8,0.549
3028,Luther Head,2010-11,28,SAC,NBA,0.9,36,14,586,68,164,43,100,25,64,39,50,16,44,60,70,10,9,32,43,200,0.415,0.43,0.391,0.491,0.78,0.538
3029,Mario Hezonja,2015-16,20,ORL,NBA,0.9,79,9,1413,181,418,114,226,67,192,49,54,28,148,176,109,39,17,97,124,478,0.433,0.504,0.349,0.513,0.907,0.541
3030,Aaron Holiday,2018-19,22,IND,NBA,0.9,50,0,646,105,262,62,135,43,127,41,50,5,62,67,87,21,13,40,71,294,0.401,0.459,0.339,0.483,0.82,0.518
3031,Juwan Howard,2010-11,37,MIA,NBA,0.9,57,0,592,55,125,55,125,0,0,29,35,36,86,122,23,10,4,25,61,139,0.44,0.44,,0.44,0.829,0.495
3032,Jarrett Jack,2015-16,32,BRK,NBA,0.9,32,32,1027,140,358,109,256,31,102,100,112,9,127,136,236,34,7,94,77,411,0.391,0.426,0.304,0.434,0.893,0.505
3033,John Jenkins,2014-15,23,ATL,NBA,0.9,24,3,297,49,99,28,47,21,52,16,19,2,37,39,13,10,0,8,15,135,0.495,0.596,0.404,0.601,0.842,0.629
3034,Wesley Johnson,2016-17,29,LAC,NBA,0.9,68,3,810,73,200,44,82,29,118,11,17,26,155,181,23,29,30,18,83,186,0.365,0.537,0.246,0.438,0.647,0.448
3035,Cory Joseph,2012-13,21,SAS,NBA,0.9,28,9,388,51,110,45,89,6,21,18,21,12,40,52,53,15,4,21,25,126,0.464,0.506,0.286,0.491,0.857,0.528
3036,Ty Lawson,2015-16,28,TOT,NBA,0.9,66,13,1411,139,354,103,246,36,108,59,86,26,94,120,237,53,7,95,87,373,0.393,0.419,0.333,0.444,0.686,0.476
3037,Kawhi Leonard,2017-18,26,SAS,NBA,0.9,9,9,210,52,111,41,76,11,35,31,38,6,36,42,21,18,9,16,9,146,0.468,0.539,0.314,0.518,0.816,0.572
3038,Jon Leuer,2018-19,29,DET,NBA,0.9,41,1,402,66,113,65,102,1,11,23,31,27,70,97,14,12,4,23,60,156,0.584,0.637,0.091,0.588,0.742,0.616
3039,Shawn Long,2016-17,24,PHI,NBA,0.9,18,0,234,61,109,54,90,7,19,19,35,41,44,85,13,9,9,13,49,148,0.56,0.6,0.368,0.592,0.543,0.595
3040,Shelvin Mack,2018-19,28,TOT,NBA,0.9,57,3,1246,163,403,117,273,46,130,58,84,18,86,104,183,47,4,66,84,430,0.404,0.429,0.354,0.462,0.69,0.489
3041,Kendall Marshall,2013-14,22,LAL,NBA,0.9,54,45,1564,170,419,99,241,71,178,19,36,15,140,155,477,48,4,150,76,430,0.406,0.411,0.399,0.49,0.528,0.494
3042,Kenyon Martin,2011-12,34,LAC,NBA,0.9,42,0,940,97,220,94,207,3,13,20,54,49,132,181,18,44,43,32,103,217,0.441,0.454,0.231,0.448,0.37,0.445
3043,Roger Mason,2011-12,31,WAS,NBA,0.9,52,0,697,103,258,44,104,59,154,21,27,7,62,69,47,13,5,32,33,286,0.399,0.423,0.383,0.514,0.778,0.53
3044,Dominic McGuire,2010-11,25,CHA,NBA,0.9,52,8,760,72,182,72,180,0,2,30,39,63,136,199,43,10,33,25,94,174,0.396,0.4,0,0.396,0.769,0.437
3045,Jodie Meeks,2009-10,22,TOT,NBA,0.9,60,0,719,104,268,62,136,42,132,31,39,9,90,99,39,18,5,25,52,281,0.388,0.456,0.318,0.466,0.795,0.493
3046,Khris Middleton,2012-13,21,DET,NBA,0.9,27,0,475,62,141,48,96,14,45,27,32,4,46,50,28,15,4,11,53,165,0.44,0.5,0.311,0.489,0.844,0.532
3047,Patty Mills,2011-12,23,SAS,NBA,0.9,16,3,261,63,130,39,74,24,56,15,15,4,24,28,39,10,1,26,14,165,0.485,0.527,0.429,0.577,1,0.604
3048,Abdel Nader,2018-19,25,OKC,NBA,0.9,61,1,694,91,215,59,115,32,100,27,36,14,102,116,20,20,12,26,68,241,0.423,0.513,0.32,0.498,0.75,0.522
3049,Raul Neto,2017-18,25,UTA,NBA,0.9,41,0,498,69,151,50,104,19,47,26,35,7,42,49,75,13,4,36,38,183,0.457,0.481,0.404,0.52,0.743,0.55
3050,Steve Novak,2010-11,27,TOT,NBA,0.9,30,0,215,35,67,9,21,26,46,8,8,4,24,28,3,1,5,4,14,104,0.522,0.429,0.565,0.716,1,0.737
3051,Cedi Osman,2017-18,22,CLE,NBA,0.9,61,12,672,90,186,58,99,32,87,26,46,19,101,120,41,22,3,32,78,238,0.484,0.586,0.368,0.57,0.565,0.577
3052,Travis Outlaw,2009-10,25,TOT,NBA,0.9,34,6,730,110,281,70,176,40,105,49,59,33,88,121,34,18,17,32,43,309,0.391,0.398,0.381,0.463,0.831,0.503
3053,Tony Parker,2018-19,36,CHO,NBA,0.9,56,0,1003,213,463,200,412,13,51,91,124,14,69,83,207,21,7,75,53,530,0.46,0.485,0.255,0.474,0.734,0.512
3054,Paul Pierce,2015-16,38,LAC,NBA,0.9,68,38,1231,144,397,69,155,75,242,54,66,12,174,186,71,33,17,58,129,417,0.363,0.445,0.31,0.457,0.818,0.489
3055,Miles Plumlee,2017-18,29,ATL,NBA,0.9,55,35,918,105,180,105,180,0,0,27,60,77,151,228,45,17,30,63,79,237,0.583,0.583,,0.583,0.45,0.574
3056,Quincy Pondexter,2010-11,22,NOH,NBA,0.9,66,6,734,73,180,55,130,18,50,24,34,23,65,88,28,17,10,16,63,188,0.406,0.423,0.36,0.456,0.706,0.482
3057,Ronnie Price,2009-10,26,UTA,NBA,0.9,60,4,806,98,242,80,179,18,63,41,59,28,46,74,123,40,13,56,109,255,0.405,0.447,0.286,0.442,0.695,0.476
3058,Thomas Robinson,2016-17,25,LAL,NBA,0.9,48,1,560,105,196,105,195,0,1,31,66,84,139,223,31,26,9,46,76,241,0.536,0.538,0,0.536,0.47,0.535
3059,Terrence Ross,2012-13,21,TOR,NBA,0.9,73,2,1239,186,457,121,261,65,196,30,42,35,109,144,53,43,14,48,122,467,0.407,0.464,0.332,0.478,0.714,0.491
3060,Mike Scott,2012-13,24,ATL,NBA,0.9,40,1,376,70,147,70,146,0,1,43,56,39,71,110,12,4,2,21,32,183,0.476,0.479,0,0.476,0.768,0.533
3061,Ramon Sessions,2016-17,30,CHO,NBA,0.9,50,1,811,100,263,79,201,21,62,91,118,11,62,73,129,27,3,46,43,312,0.38,0.393,0.339,0.42,0.771,0.495
3062,Jason Smith,2013-14,27,NOP,NBA,0.9,31,27,830,131,282,131,282,0,0,39,50,51,130,181,29,11,29,28,100,301,0.465,0.465,,0.465,0.78,0.495
3063,Joe Smith,2009-10,34,ATL,NBA,0.9,64,1,592,77,193,76,186,1,7,39,48,66,91,157,21,6,19,22,95,194,0.399,0.409,0.143,0.402,0.813,0.453
3064,Jerry Stackhouse,2009-10,35,MIL,NBA,0.9,42,0,855,129,316,84,186,45,130,55,69,19,81,100,70,21,9,66,56,358,0.408,0.452,0.346,0.479,0.797,0.517
3065,Mirza Teletovi_,2012-13,27,BRK,NBA,0.9,53,0,499,71,185,34,77,37,108,9,11,33,62,95,23,13,8,20,53,188,0.384,0.442,0.343,0.484,0.818,0.495
3066,Lance Thomas,2016-17,28,NYK,NBA,0.9,46,15,968,97,244,59,159,38,85,43,51,32,110,142,35,21,5,25,85,275,0.398,0.371,0.447,0.475,0.843,0.516
3067,Lance Thomas,2017-18,29,NYK,NBA,0.9,73,31,1353,102,267,52,143,50,124,44,53,44,131,175,44,30,14,40,134,298,0.382,0.364,0.403,0.476,0.83,0.513
3068,Jamaal Tinsley,2012-13,34,UTA,NBA,0.9,66,32,1221,86,234,47,107,39,127,18,26,17,98,115,290,64,14,106,106,229,0.368,0.439,0.307,0.451,0.692,0.467
3069,Anthony Tolliver,2011-12,26,MIN,NBA,0.9,51,0,882,71,182,46,81,25,101,41,55,50,103,153,22,18,19,35,86,208,0.39,0.568,0.248,0.459,0.745,0.504
3070,Allonzo Trier,2018-19,23,NYK,NBA,0.9,64,3,1459,232,518,180,386,52,132,179,223,31,166,197,119,28,14,116,117,695,0.448,0.466,0.394,0.498,0.803,0.564
3071,Dion Waiters,2012-13,21,CLE,NBA,0.9,61,48,1756,336,815,273,612,63,203,159,213,22,127,149,183,59,16,121,113,894,0.412,0.446,0.31,0.451,0.746,0.492
3072,Henry Walker,2011-12,24,NYK,NBA,0.9,32,8,620,68,171,32,58,36,113,17,20,9,71,80,37,19,7,35,84,189,0.398,0.552,0.319,0.503,0.85,0.526
3073,C.J. Watson,2016-17,32,ORL,NBA,0.9,62,9,1012,96,248,64,143,32,105,57,66,16,73,89,114,43,2,47,84,281,0.387,0.448,0.305,0.452,0.864,0.507
3074,Delonte West,2010-11,27,BOS,NBA,0.9,24,2,453,55,120,43,87,12,33,13,15,6,31,37,64,20,10,30,29,135,0.458,0.494,0.364,0.508,0.867,0.533
3075,Sam Young,2012-13,27,IND,NBA,0.9,56,3,693,58,148,42,96,16,52,23,43,26,97,123,42,15,8,33,62,155,0.392,0.438,0.308,0.446,0.535,0.464
3076,Matt Bonner,2015-16,35,SAS,NBA,0.8,30,2,206,29,57,14,23,15,34,3,4,3,24,27,9,6,1,3,16,76,0.509,0.609,0.441,0.64,0.75,0.647
3077,Ryan Broekhoff,2018-19,28,DAL,NBA,0.8,42,0,453,57,126,19,33,38,93,15,19,8,55,63,22,6,4,16,35,167,0.452,0.576,0.409,0.603,0.789,0.621
3078,Aaron Brooks,2012-13,28,TOT,NBA,0.8,53,20,997,143,316,93,182,50,134,40,52,13,67,80,114,30,10,67,94,376,0.453,0.511,0.373,0.532,0.769,0.555
3079,MarShon Brooks,2011-12,23,NJN,NBA,0.8,56,47,1648,274,640,227,490,47,150,113,148,70,130,200,131,52,15,118,116,708,0.428,0.463,0.313,0.465,0.764,0.502
3080,Alec Burks,2016-17,25,UTA,NBA,0.8,42,0,653,99,248,74,172,25,76,60,78,17,103,120,30,18,5,35,50,283,0.399,0.43,0.329,0.45,0.769,0.501
3081,Matt Carroll,2010-11,30,CHA,NBA,0.8,54,1,582,89,199,72,153,17,46,40,52,12,56,68,23,17,6,23,43,235,0.447,0.471,0.37,0.49,0.769,0.53
3082,Michael Carter-Williams,2018-19,27,TOT,NBA,0.8,28,1,372,46,123,36,85,10,38,32,53,19,51,70,70,20,15,20,48,134,0.374,0.424,0.263,0.415,0.604,0.458
3083,Michael Carter-Williams,2014-15,23,TOT,NBA,0.8,66,63,2149,364,919,328,766,36,153,202,291,64,289,353,442,111,30,253,167,966,0.396,0.428,0.235,0.416,0.694,0.461
3084,Nick Collison,2015-16,35,OKC,NBA,0.8,59,4,699,50,109,50,107,0,2,23,33,68,103,171,52,15,16,50,107,123,0.459,0.467,0,0.459,0.697,0.498
3085,Allen Crabbe,2018-19,26,BRK,NBA,0.8,43,20,1133,137,373,39,114,98,259,41,56,16,132,148,46,23,13,46,102,413,0.367,0.342,0.378,0.499,0.732,0.519
3086,Glen Davis,2012-13,27,ORL,NBA,0.8,34,33,1064,214,478,214,476,0,2,84,117,55,191,246,70,32,21,64,88,512,0.448,0.45,0,0.448,0.718,0.483
3087,Luol Deng,2018-19,33,MIN,NBA,0.8,22,2,392,59,118,45,74,14,44,25,35,20,53,73,18,15,8,14,24,157,0.5,0.608,0.318,0.559,0.714,0.588
3088,Hamidou Diallo,2018-19,20,OKC,NBA,0.8,51,3,526,75,165,71,141,4,24,36,59,38,59,97,17,21,10,23,77,190,0.455,0.504,0.167,0.467,0.61,0.497
3089,Joey Dorsey,2010-11,27,TOR,NBA,0.8,43,9,522,52,99,52,99,0,0,31,65,79,111,190,27,24,17,39,78,135,0.525,0.525,,0.525,0.477,0.529
3090,Jared Dudley,2017-18,32,PHO,NBA,0.8,48,0,686,48,122,19,42,29,80,27,35,8,86,94,78,24,11,28,85,152,0.393,0.452,0.363,0.512,0.771,0.553
3091,Wayne Ellington,2015-16,28,BRK,NBA,0.8,76,41,1615,218,561,122,293,96,268,54,63,20,154,174,83,48,5,45,82,586,0.389,0.416,0.358,0.474,0.857,0.498
3092,Wayne Ellington,2011-12,24,MIN,NBA,0.8,51,4,973,122,302,87,194,35,108,32,40,14,85,99,33,26,10,26,56,311,0.404,0.448,0.324,0.462,0.8,0.487
3093,Tyler Ennis,2017-18,23,LAL,NBA,0.8,54,11,683,94,224,80,168,14,56,22,29,19,76,95,105,30,10,38,75,224,0.42,0.476,0.25,0.451,0.759,0.473
3094,Gary Forbes,2011-12,26,TOR,NBA,0.8,48,2,713,112,271,83,188,29,83,66,91,27,75,102,54,24,4,54,56,319,0.413,0.441,0.349,0.467,0.725,0.513
3095,Jimmer Fredette,2013-14,24,TOT,NBA,0.8,49,0,519,107,227,67,143,40,84,19,21,8,44,52,64,14,3,48,35,273,0.471,0.469,0.476,0.559,0.905,0.578
3096,Francisco García,2011-12,30,SAC,NBA,0.8,49,3,798,86,229,48,98,38,131,24,30,11,88,99,31,36,37,22,73,234,0.376,0.49,0.29,0.459,0.8,0.483
3097,Jerian Grant,2015-16,23,NYK,NBA,0.8,76,6,1265,154,391,132,291,22,100,96,123,23,120,143,177,50,10,87,97,426,0.394,0.454,0.22,0.422,0.78,0.479
3098,Jordan Hamilton,2012-13,22,DEN,NBA,0.8,40,1,397,84,201,57,128,27,73,13,26,32,63,95,23,15,8,19,24,208,0.418,0.445,0.37,0.485,0.5,0.49
3099,Tim Hardaway,2014-15,22,NYK,NBA,0.8,70,30,1681,279,717,158,363,121,354,125,156,12,144,156,127,20,14,82,119,804,0.389,0.435,0.342,0.474,0.801,0.512
3100,Joe Harris,2016-17,25,BRK,NBA,0.8,52,11,1138,154,362,69,141,85,221,35,49,16,131,147,54,30,8,55,121,428,0.425,0.489,0.385,0.543,0.714,0.558
