,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
576,Kyrie Irving,2015-16,23,CLE,NBA,5,53,53,1667,394,879,310,617,84,262,169,191,44,113,157,249,56,18,124,107,1041,0.448,0.502,0.321,0.496,0.885,0.54
577,Reggie Jackson,2018-19,28,DET,NBA,5,82,82,2289,441,1047,267,576,174,471,204,236,45,171,216,344,55,9,148,208,1260,0.421,0.464,0.369,0.504,0.864,0.547
578,Amir Johnson,2016-17,29,BOS,NBA,5,80,77,1608,213,370,186,304,27,66,67,100,118,248,366,140,51,62,77,211,520,0.576,0.612,0.409,0.612,0.67,0.628
579,James Johnson,2017-18,30,MIA,NBA,5,73,41,1943,309,614,252,429,57,185,113,162,61,297,358,280,70,51,141,192,788,0.503,0.587,0.308,0.55,0.698,0.575
580,Donovan Mitchell,2018-19,22,UTA,NBA,5,77,77,2598,661,1530,473,1011,188,519,319,396,59,257,316,322,106,31,218,208,1829,0.432,0.468,0.362,0.493,0.806,0.537
581,Dirk Nowitzki,2012-13,34,DAL,NBA,5,53,47,1661,343,728,278,571,65,157,166,193,37,326,363,132,38,37,70,93,917,0.471,0.487,0.414,0.516,0.86,0.564
582,D'Angelo Russell,2018-19,22,BRK,NBA,5,81,81,2448,659,1517,425,882,234,635,160,205,53,262,315,563,100,20,253,141,1712,0.434,0.482,0.369,0.512,0.78,0.533
583,Tomáš Satoranský,2017-18,26,WAS,NBA,5,73,30,1643,201,384,154,283,47,101,75,96,72,161,233,286,52,15,83,131,524,0.523,0.544,0.465,0.585,0.781,0.615
584,Jayson Tatum,2018-19,20,BOS,NBA,5,79,79,2455,466,1036,350,725,116,311,195,228,70,407,477,168,84,57,122,168,1243,0.45,0.483,0.373,0.506,0.855,0.547
585,Isaiah Thomas,2012-13,23,SAC,NBA,5,79,62,2122,366,832,251,511,115,321,253,287,29,132,161,316,67,3,140,167,1100,0.44,0.491,0.358,0.509,0.882,0.574
586,P.J. Tucker,2018-19,33,HOU,NBA,5,82,82,2802,207,523,61,136,146,387,41,59,121,358,479,96,132,39,63,252,601,0.396,0.449,0.377,0.535,0.695,0.547
587,Martell Webster,2013-14,27,WAS,NBA,5,78,13,2157,254,587,108,215,146,372,105,125,38,184,222,97,41,15,58,150,759,0.433,0.502,0.392,0.557,0.84,0.591
588,Marvin Williams,2017-18,31,CHO,NBA,5,78,78,2006,258,563,132,258,126,305,102,123,74,296,370,96,56,38,66,116,744,0.458,0.512,0.413,0.57,0.829,0.603
589,Marvin Williams,2016-17,30,CHO,NBA,5,76,76,2295,297,704,173,350,124,354,131,150,89,411,500,106,58,53,60,134,849,0.422,0.494,0.35,0.51,0.873,0.551
590,Harrison Barnes,2015-16,23,GSW,NBA,4.9,66,59,2042,295,633,213,419,82,214,102,134,77,248,325,117,41,10,57,136,774,0.466,0.508,0.383,0.531,0.761,0.559
591,Andray Blatche,2012-13,26,BRK,NBA,4.9,82,8,1555,346,676,343,654,3,22,148,216,161,256,417,85,86,54,123,163,843,0.512,0.524,0.136,0.514,0.685,0.547
592,Tyson Chandler,2013-14,31,NYK,NBA,4.9,55,55,1662,191,322,191,321,0,1,98,155,159,370,529,59,36,63,71,145,480,0.593,0.595,0,0.593,0.632,0.615
593,Samuel Dalembert,2013-14,32,DAL,NBA,4.9,80,68,1614,214,377,214,376,0,1,101,137,200,341,541,38,41,94,90,210,529,0.568,0.569,0,0.568,0.737,0.605
594,Boris Diaw,2013-14,31,SAS,NBA,4.9,79,24,1974,302,580,257,468,45,112,68,92,74,252,326,222,44,32,121,140,717,0.521,0.549,0.402,0.559,0.739,0.578
595,Gorgui Dieng,2014-15,25,MIN,NBA,4.9,73,49,2193,259,512,258,506,1,6,191,244,223,386,609,146,71,126,126,188,710,0.506,0.51,0.167,0.507,0.783,0.573
596,Luka Dončić,2018-19,19,DAL,NBA,4.9,72,72,2318,506,1186,338,672,168,514,346,485,86,477,563,429,77,25,247,137,1526,0.427,0.503,0.327,0.497,0.713,0.545
597,Monta Ellis,2013-14,28,DAL,NBA,4.9,82,82,3023,576,1278,507,1069,69,209,339,430,38,257,295,471,141,23,264,197,1560,0.451,0.474,0.33,0.478,0.788,0.532
598,Marcin Gortat,2017-18,33,WAS,NBA,4.9,82,82,2075,290,560,290,560,0,0,110,163,181,442,623,151,40,61,99,175,690,0.518,0.518,,0.518,0.675,0.546
599,Blake Griffin,2017-18,28,TOT,NBA,4.9,58,58,1970,436,996,325,674,111,322,259,330,73,355,428,334,41,18,165,139,1242,0.438,0.482,0.345,0.493,0.785,0.544
600,Gordon Hayward,2018-19,28,BOS,NBA,4.9,72,18,1863,296,635,219,404,77,231,156,187,51,271,322,244,62,23,105,104,825,0.466,0.542,0.333,0.527,0.834,0.575
