,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1714,Gorgui Dieng,2018-19,29,MIN,NBA,2.8,76,2,1031,189,377,170,321,19,56,88,106,81,230,311,72,48,41,57,134,485,0.501,0.53,0.339,0.527,0.83,0.572
1715,Spencer Dinwiddie,2016-17,23,BRK,NBA,2.8,59,18,1334,134,302,96,201,38,101,126,159,27,137,164,185,44,23,66,119,432,0.444,0.478,0.376,0.507,0.792,0.581
1716,Goran Dragi_,2009-10,23,PHO,NBA,2.8,80,2,1442,222,491,148,303,74,188,117,159,38,133,171,241,48,8,126,131,635,0.452,0.488,0.394,0.527,0.736,0.566
1717,Jeremy Evans,2013-14,26,UTA,NBA,2.8,66,4,1209,175,332,175,330,0,2,51,75,120,190,310,44,42,46,40,139,401,0.527,0.53,0,0.527,0.68,0.549
1718,Jordan Farmar,2009-10,23,LAL,NBA,2.8,82,0,1474,224,515,138,286,86,229,57,85,14,117,131,127,52,11,72,109,591,0.435,0.483,0.376,0.518,0.671,0.535
1719,Terrance Ferguson,2018-19,20,OKC,NBA,2.8,74,74,1931,185,431,79,141,106,290,37,51,33,108,141,72,40,16,47,231,513,0.429,0.56,0.366,0.552,0.725,0.566
1720,Evan Fournier,2016-17,24,ORL,NBA,2.8,68,66,2234,408,930,280,570,128,360,223,277,44,165,209,202,66,4,141,180,1167,0.439,0.491,0.356,0.508,0.805,0.555
1721,Maurice Harkless,2013-14,20,ORL,NBA,2.8,80,41,1950,224,483,165,329,59,154,85,143,69,195,264,80,97,50,86,140,592,0.464,0.502,0.383,0.525,0.594,0.542
1722,Buddy Hield,2017-18,25,SAC,NBA,2.8,80,12,2024,416,933,240,525,176,408,71,81,55,252,307,155,85,22,124,148,1079,0.446,0.457,0.431,0.54,0.877,0.557
1723,George Hill,2018-19,32,TOT,NBA,2.8,60,13,1302,170,376,122,223,48,153,70,85,39,109,148,135,52,8,51,102,458,0.452,0.547,0.314,0.516,0.824,0.554
1724,Richaun Holmes,2017-18,24,PHI,NBA,2.8,48,2,746,135,241,131,210,4,31,37,56,57,154,211,61,20,29,25,97,311,0.56,0.624,0.129,0.568,0.661,0.585
1725,Al Horford,2013-14,27,ATL,NBA,2.8,29,29,958,238,420,234,409,4,11,58,85,66,178,244,76,27,44,64,56,538,0.567,0.572,0.364,0.571,0.682,0.588
1726,Brandon Ingram,2017-18,20,LAL,NBA,2.8,59,59,1975,358,761,317,656,41,105,192,282,57,257,314,230,45,43,149,163,949,0.47,0.483,0.39,0.497,0.681,0.536
1727,Al Jefferson,2015-16,31,CHO,NBA,2.8,47,18,1096,245,505,245,505,0,0,72,111,57,244,301,70,30,41,34,117,562,0.485,0.485,,0.485,0.649,0.507
1728,Maxi Kleber,2017-18,26,DAL,NBA,2.8,72,36,1206,151,309,111,181,40,128,44,59,71,163,234,51,26,47,30,114,386,0.489,0.613,0.313,0.553,0.746,0.576
1729,Brandon Knight,2013-14,22,MIL,NBA,2.8,72,69,2400,461,1092,351,754,110,338,259,323,46,209,255,352,69,17,188,146,1291,0.422,0.466,0.325,0.473,0.802,0.523
1730,Carl Landry,2014-15,31,SAC,NBA,2.8,70,15,1192,190,369,190,369,0,0,123,150,99,169,268,26,15,17,54,132,503,0.515,0.515,,0.515,0.82,0.578
1731,Zach LaVine,2018-19,23,CHI,NBA,2.8,63,62,2171,530,1135,410,814,120,321,312,375,40,254,294,283,60,26,215,140,1492,0.467,0.504,0.374,0.52,0.832,0.574
1732,Meyers Leonard,2014-15,22,POR,NBA,2.8,55,7,847,125,245,78,133,47,112,30,32,46,204,250,32,10,14,39,113,327,0.51,0.586,0.42,0.606,0.938,0.631
1733,Kevon Looney,2017-18,21,GSW,NBA,2.8,66,4,910,112,193,111,188,1,5,42,77,83,132,215,42,34,56,31,106,267,0.58,0.59,0.2,0.583,0.545,0.588
1734,O.J. Mayo,2014-15,27,MIL,NBA,2.8,71,15,1697,296,701,197,424,99,277,115,139,30,157,187,197,57,18,128,165,806,0.422,0.465,0.357,0.493,0.827,0.529
1735,Luc Mbah a Moute,2017-18,31,HOU,NBA,2.8,61,15,1564,166,345,103,172,63,173,65,95,22,164,186,55,72,25,68,100,460,0.481,0.599,0.364,0.572,0.684,0.595
1736,Doug McDermott,2015-16,24,CHI,NBA,2.8,81,4,1861,291,644,181,385,110,259,72,84,37,158,195,59,14,6,53,127,764,0.452,0.47,0.425,0.537,0.857,0.561
1737,Jameer Nelson,2013-14,31,ORL,NBA,2.8,68,68,2179,294,747,158,356,136,391,96,112,29,202,231,476,52,5,166,146,820,0.394,0.444,0.348,0.485,0.857,0.515
1738,Jameer Nelson,2016-17,34,DEN,NBA,2.8,75,39,2045,268,604,162,331,106,273,45,63,28,164,192,385,54,8,128,197,687,0.444,0.489,0.388,0.531,0.714,0.544
1739,Elfrid Payton,2017-18,23,TOT,NBA,2.8,63,63,1808,329,667,299,575,30,92,109,168,64,210,274,393,83,22,168,147,797,0.493,0.52,0.326,0.516,0.649,0.538
1740,Norman Powell,2016-17,23,TOR,NBA,2.8,76,18,1368,227,506,171,333,56,173,126,159,26,143,169,82,52,14,70,127,636,0.449,0.514,0.324,0.504,0.792,0.552
1741,Jason Richardson,2011-12,31,ORL,NBA,2.8,54,54,1591,243,596,141,319,102,277,41,69,36,158,194,107,53,22,60,91,629,0.408,0.442,0.368,0.493,0.594,0.502
1742,Nate Robinson,2011-12,27,GSW,NBA,2.8,51,9,1192,205,484,139,303,66,181,94,113,15,85,100,231,59,2,75,118,570,0.424,0.459,0.365,0.492,0.832,0.534
1743,Marreese Speights,2012-13,25,TOT,NBA,2.8,79,3,1300,260,584,257,574,3,10,135,175,146,240,386,47,24,53,80,175,658,0.445,0.448,0.3,0.448,0.771,0.498
1744,Anthony Tolliver,2015-16,30,DET,NBA,2.8,72,5,1341,128,332,30,60,98,272,29,47,39,190,229,52,26,16,28,86,383,0.386,0.5,0.36,0.533,0.617,0.543
1745,Greivis Vásquez,2014-15,28,TOR,NBA,2.8,82,29,1991,296,725,163,374,133,351,50,66,22,194,216,302,46,10,119,177,775,0.408,0.436,0.379,0.5,0.758,0.514
1746,Chris Wilcox,2010-11,28,DET,NBA,2.8,57,29,995,187,322,187,321,0,1,50,89,95,176,271,43,29,17,43,145,424,0.581,0.583,0,0.581,0.562,0.587
1747,Mo Williams,2011-12,29,LAC,NBA,2.8,52,1,1472,260,611,167,372,93,239,72,80,23,76,99,160,51,7,86,103,685,0.426,0.449,0.389,0.502,0.9,0.53
1748,Justise Winslow,2018-19,22,MIA,NBA,2.8,66,52,1959,324,749,228,493,96,256,86,137,63,292,355,282,72,19,142,177,830,0.433,0.462,0.375,0.497,0.628,0.513
1749,Nick Young,2010-11,25,WAS,NBA,2.8,64,40,2034,412,935,307,664,105,271,186,228,26,148,174,75,45,17,90,144,1115,0.441,0.462,0.387,0.497,0.816,0.538
1750,Jeff Adrien,2013-14,27,TOT,NBA,2.7,53,12,961,143,275,143,275,0,0,76,119,102,204,306,38,24,36,39,108,362,0.52,0.52,,0.52,0.639,0.553
1751,Arron Afflalo,2015-16,30,NYK,NBA,2.7,71,57,2371,354,799,263,561,91,238,110,131,23,243,266,144,25,10,82,142,909,0.443,0.469,0.382,0.5,0.84,0.531
1752,Tony Allen,2013-14,32,MEM,NBA,2.7,55,28,1278,204,413,193,366,11,47,76,121,79,129,208,94,90,19,90,121,495,0.494,0.527,0.234,0.507,0.628,0.531
1753,Chris Andersen,2012-13,34,MIA,NBA,2.7,42,0,624,71,123,69,120,2,3,63,93,57,115,172,17,16,44,24,89,207,0.577,0.575,0.667,0.585,0.677,0.631
1754,Alan Anderson,2014-15,32,BRK,NBA,2.7,74,19,1744,195,440,122,230,73,210,82,101,31,173,204,83,56,5,60,148,545,0.443,0.53,0.348,0.526,0.812,0.563
1755,Kyle Anderson,2018-19,25,MEM,NBA,2.7,43,40,1281,150,276,141,242,9,34,37,64,48,203,251,128,54,37,58,112,346,0.543,0.583,0.265,0.56,0.578,0.569
1756,Kyle Anderson,2016-17,23,SAS,NBA,2.7,72,14,1020,93,209,78,169,15,40,45,57,33,175,208,91,51,26,39,63,246,0.445,0.462,0.375,0.481,0.789,0.525
1757,Ömer A_ık,2010-11,24,CHI,NBA,2.7,82,0,989,78,141,78,141,0,0,73,145,112,194,306,32,20,56,64,153,229,0.553,0.553,,0.553,0.503,0.559
1758,J.J. Barea,2014-15,30,DAL,NBA,2.7,77,10,1362,225,536,171,369,54,167,76,94,23,111,134,263,33,1,70,104,580,0.42,0.463,0.323,0.47,0.809,0.502
1759,Jerryd Bayless,2009-10,21,POR,NBA,2.7,74,11,1304,200,483,171,391,29,92,201,242,18,102,120,172,26,5,94,152,630,0.414,0.437,0.315,0.444,0.831,0.534
1760,Bradley Beal,2015-16,22,WAS,NBA,2.7,55,35,1708,359,799,254,528,105,271,135,176,41,147,188,162,54,11,112,117,958,0.449,0.481,0.387,0.515,0.767,0.547
1761,Bogdan Bogdanovi_,2018-19,26,SAC,NBA,2.7,70,17,1947,361,863,227,491,134,372,134,162,40,203,243,267,72,15,117,142,990,0.418,0.462,0.36,0.496,0.827,0.53
1762,Malcolm Brogdon,2017-18,25,MIL,NBA,2.7,48,20,1436,244,503,182,342,62,161,75,85,23,133,156,152,41,13,66,128,625,0.485,0.532,0.385,0.547,0.882,0.578
1763,Rasual Butler,2009-10,30,LAC,NBA,2.7,82,64,2702,356,870,211,438,145,432,122,145,39,201,240,116,36,68,79,121,979,0.409,0.482,0.336,0.493,0.841,0.524
1764,Omri Casspi,2014-15,26,SAC,NBA,2.7,67,19,1416,209,427,174,340,35,87,140,191,54,206,260,102,31,9,88,107,593,0.489,0.512,0.402,0.53,0.733,0.58
1765,Mario Chalmers,2009-10,23,MIA,NBA,2.7,73,22,1807,182,454,107,218,75,236,82,110,25,110,135,246,91,12,123,175,521,0.401,0.491,0.318,0.483,0.745,0.519
1766,Tyson Chandler,2017-18,35,PHO,NBA,2.7,46,46,1151,121,187,121,187,0,0,58,93,134,284,418,53,16,27,59,106,300,0.647,0.647,,0.647,0.624,0.658
1767,Wilson Chandler,2009-10,22,NYK,NBA,2.7,65,64,2320,412,860,372,710,40,150,129,160,93,255,348,138,46,49,108,184,993,0.479,0.524,0.267,0.502,0.806,0.534
1768,Deyonta Davis,2017-18,21,MEM,NBA,2.7,62,6,943,161,265,161,265,0,0,38,57,75,175,250,40,15,39,32,125,360,0.608,0.608,,0.608,0.667,0.621
1769,Tyreke Evans,2011-12,22,SAC,NBA,2.7,63,61,2162,408,900,388,801,20,99,201,258,64,225,289,283,84,29,171,136,1037,0.453,0.484,0.202,0.464,0.779,0.512
1770,Festus Ezeli,2015-16,26,GSW,NBA,2.7,46,13,770,125,228,125,228,0,0,70,132,91,166,257,32,18,50,38,94,320,0.548,0.548,,0.548,0.53,0.559
1771,Derrick Favors,2016-17,25,UTA,NBA,2.7,50,39,1186,203,417,200,407,3,10,67,109,92,213,305,56,45,40,60,103,476,0.487,0.491,0.3,0.49,0.615,0.512
1772,Raymond Felton,2015-16,31,DAL,NBA,2.7,80,31,2192,277,682,217,469,60,213,149,176,36,222,258,284,68,15,121,141,763,0.406,0.463,0.282,0.45,0.847,0.502
1773,Devin Harris,2009-10,26,NJN,NBA,2.7,64,61,2221,356,884,296,667,60,217,308,386,24,179,203,423,79,18,181,178,1080,0.403,0.444,0.276,0.437,0.798,0.512
1774,Brendan Haywood,2011-12,32,DAL,NBA,2.7,54,54,1146,118,228,118,228,0,0,45,96,139,185,324,19,24,54,46,121,281,0.518,0.518,,0.518,0.469,0.52
1775,John Henson,2016-17,26,MIL,NBA,2.7,58,39,1123,159,309,159,308,0,1,74,107,92,203,295,57,29,78,52,151,392,0.515,0.516,0,0.515,0.692,0.55
1776,Nenê Hilário,2015-16,33,WAS,NBA,2.7,57,11,1094,209,384,209,381,0,3,107,185,52,207,259,97,54,26,76,156,525,0.544,0.549,0,0.544,0.578,0.564
1777,Nenê Hilário,2011-12,29,TOT,NBA,2.7,39,33,1110,211,393,211,389,0,4,113,168,63,228,291,80,42,38,96,95,535,0.537,0.542,0,0.537,0.673,0.573
1778,Solomon Hill,2016-17,25,NOP,NBA,2.7,80,71,2374,183,478,89,208,94,270,103,128,51,256,307,141,72,32,82,182,563,0.383,0.428,0.348,0.481,0.805,0.527
1779,Rodney Hood,2017-18,25,TOT,NBA,2.7,60,23,1616,322,751,195,418,127,333,111,129,22,143,165,95,45,12,70,105,882,0.429,0.467,0.381,0.513,0.86,0.546
1780,Kris Humphries,2012-13,27,BRK,NBA,2.7,65,21,1191,139,310,139,308,0,2,97,123,126,239,365,32,16,33,57,127,375,0.448,0.451,0,0.448,0.789,0.515
1781,Richard Jefferson,2013-14,33,UTA,NBA,2.7,82,78,2213,294,654,171,353,123,301,120,162,18,201,219,130,56,14,94,168,831,0.45,0.484,0.409,0.544,0.741,0.573
1782,Richard Jefferson,2015-16,35,CLE,NBA,2.7,74,5,1326,143,312,77,139,66,173,58,87,15,113,128,59,33,14,43,129,410,0.458,0.554,0.382,0.564,0.667,0.585
1783,Joe Johnson,2015-16,34,TOT,NBA,2.7,81,81,2703,377,859,257,546,120,313,118,142,49,243,292,318,61,4,159,146,992,0.439,0.471,0.383,0.509,0.831,0.538
1784,Kosta Koufos,2011-12,22,DEN,NBA,2.7,48,24,792,115,192,115,192,0,0,33,55,95,163,258,15,24,41,33,96,263,0.599,0.599,,0.599,0.6,0.608
1785,Jeremy Lamb,2016-17,24,CHO,NBA,2.7,62,5,1143,226,491,185,345,41,146,110,129,30,234,264,75,27,23,40,98,603,0.46,0.536,0.281,0.502,0.853,0.55
1786,Jeremy Lamb,2015-16,23,CHO,NBA,2.7,66,0,1227,230,510,174,329,56,181,64,88,44,208,252,77,42,30,50,105,580,0.451,0.529,0.309,0.506,0.727,0.529
1787,Courtney Lee,2010-11,25,HOU,NBA,2.7,81,1,1723,253,576,182,402,71,174,95,120,51,158,209,100,58,18,68,102,672,0.439,0.453,0.408,0.501,0.792,0.534
1788,Jon Leuer,2015-16,26,PHO,NBA,2.7,67,27,1255,224,466,182,356,42,110,77,101,76,297,373,72,38,30,75,125,567,0.481,0.511,0.382,0.526,0.762,0.555
1789,Jeremy Lin,2014-15,26,LAL,NBA,2.7,74,30,1907,277,654,212,478,65,176,213,268,26,170,196,339,82,32,166,189,832,0.424,0.444,0.369,0.473,0.795,0.539
1790,Jeremy Lin,2011-12,23,NYK,NBA,2.7,35,25,940,171,383,147,308,24,75,146,183,18,89,107,216,55,9,126,78,512,0.446,0.477,0.32,0.478,0.798,0.552
1791,Robin Lopez,2018-19,30,CHI,NBA,2.7,74,36,1606,304,535,297,504,7,31,89,123,140,146,286,89,11,78,96,124,704,0.568,0.589,0.226,0.575,0.724,0.598
1792,Lauri Markkanen,2018-19,21,CHI,NBA,2.7,52,51,1682,342,795,222,463,120,332,170,195,74,396,470,75,37,33,85,122,974,0.43,0.479,0.361,0.506,0.872,0.553
1793,Kenyon Martin,2010-11,33,DEN,NBA,2.7,48,48,1233,185,362,183,353,2,9,42,72,67,230,297,109,43,35,59,136,414,0.511,0.518,0.222,0.514,0.583,0.526
1794,Wesley Matthews,2018-19,32,TOT,NBA,2.7,69,68,2091,279,698,129,295,150,403,132,163,32,138,170,160,54,17,91,160,840,0.4,0.437,0.372,0.507,0.81,0.546
1795,JaVale McGee,2017-18,30,GSW,NBA,2.7,65,17,615,136,219,136,213,0,6,38,52,59,110,169,33,21,57,27,91,310,0.621,0.638,0,0.621,0.731,0.641
1796,Salah Mejri,2017-18,31,DAL,NBA,2.7,61,1,729,88,137,88,134,0,3,38,66,85,161,246,35,22,67,39,121,214,0.642,0.657,0,0.642,0.576,0.644
1797,Khris Middleton,2013-14,22,MIL,NBA,2.7,82,64,2460,376,854,256,564,120,290,118,137,60,250,310,169,83,20,123,243,990,0.44,0.454,0.414,0.511,0.861,0.541
1798,Nazr Mohammed,2010-11,33,TOT,NBA,2.7,75,37,1280,234,448,234,447,0,1,67,112,140,228,368,23,30,56,70,184,535,0.522,0.523,0,0.522,0.598,0.538
1799,E'Twaun Moore,2016-17,27,NOP,NBA,2.7,73,22,1820,283,619,206,411,77,208,57,74,33,119,152,164,50,32,62,131,700,0.457,0.501,0.37,0.519,0.77,0.537
1800,Shabazz Muhammad,2016-17,24,MIN,NBA,2.7,78,1,1516,288,598,239,453,49,145,147,190,84,136,220,35,22,6,56,86,772,0.482,0.528,0.338,0.523,0.774,0.566
