,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
860,Jared Sullinger,2013-14,21,BOS,NBA,3.9,74,44,2041,384,899,328,691,56,208,158,203,241,360,601,118,35,49,119,251,982,0.427,0.475,0.269,0.458,0.778,0.497
861,P.J. Tucker,2017-18,32,HOU,NBA,3.9,82,34,2281,172,441,57,131,115,310,43,60,93,364,457,77,78,26,74,205,502,0.39,0.435,0.371,0.52,0.717,0.537
862,Jonas Valančiūnas,2012-13,20,TOR,NBA,3.9,62,57,1482,204,366,204,366,0,0,146,185,121,251,372,45,17,78,94,188,554,0.557,0.557,,0.557,0.789,0.619
863,Cody Zeller,2018-19,26,CHO,NBA,3.9,49,47,1243,190,345,184,323,6,22,111,141,110,223,333,102,38,41,62,164,497,0.551,0.57,0.273,0.559,0.787,0.611
864,Harrison Barnes,2017-18,25,DAL,NBA,3.8,77,77,2634,537,1208,418,875,119,333,259,313,77,391,468,152,49,14,118,94,1452,0.445,0.478,0.357,0.494,0.827,0.539
865,DeMarre Carroll,2016-17,30,TOR,NBA,3.8,72,72,1882,220,550,111,230,109,320,89,117,63,212,275,74,81,27,54,143,638,0.4,0.483,0.341,0.499,0.761,0.53
866,Willie Cauley-Stein,2015-16,22,SAC,NBA,3.8,66,39,1412,191,339,191,337,0,2,81,125,134,218,352,37,48,66,46,146,463,0.563,0.567,0,0.563,0.648,0.588
867,Mario Chalmers,2015-16,29,TOT,NBA,3.8,61,7,1373,182,444,136,295,46,149,218,262,24,133,157,230,88,13,110,181,628,0.41,0.461,0.309,0.462,0.832,0.561
868,Tyson Chandler,2015-16,33,PHO,NBA,3.8,66,60,1618,183,314,183,313,0,1,106,171,175,401,576,64,36,44,93,145,472,0.583,0.585,0,0.583,0.62,0.606
869,Darren Collison,2014-15,27,SAC,NBA,3.8,45,45,1565,260,550,200,389,60,161,145,184,19,124,143,252,67,14,112,95,725,0.473,0.514,0.373,0.527,0.788,0.575
870,Matthew Dellavedova,2015-16,25,CLE,NBA,3.8,76,14,1867,207,511,109,272,98,239,57,66,33,129,162,337,44,9,116,178,569,0.405,0.401,0.41,0.501,0.864,0.527
871,Boris Diaw,2015-16,33,SAS,NBA,3.8,76,4,1386,202,383,177,314,25,69,56,76,58,175,233,176,26,21,97,102,485,0.527,0.564,0.362,0.56,0.737,0.582
872,Bryn Forbes,2018-19,25,SAS,NBA,3.8,82,81,2293,361,791,185,378,176,413,69,78,18,221,239,175,45,4,80,159,967,0.456,0.489,0.426,0.568,0.885,0.586
873,Rudy Gay,2015-16,29,SAC,NBA,3.8,70,70,2379,466,1007,392,792,74,215,198,254,103,353,456,120,100,51,139,184,1204,0.463,0.495,0.344,0.5,0.78,0.538
874,Manu Ginóbili,2015-16,38,SAS,NBA,3.8,58,0,1134,197,435,127,256,70,179,91,112,26,120,146,177,66,11,99,99,555,0.453,0.496,0.391,0.533,0.813,0.573
875,Eric Gordon,2016-17,28,HOU,NBA,3.8,75,15,2323,412,1016,166,355,246,661,147,175,29,172,201,188,48,41,121,150,1217,0.406,0.468,0.372,0.527,0.84,0.557
876,Blake Griffin,2015-16,26,LAC,NBA,3.8,35,35,1170,301,603,295,585,6,18,141,194,51,243,294,170,28,17,83,95,749,0.499,0.504,0.333,0.504,0.727,0.544
877,Kirk Hinrich,2013-14,33,CHI,NBA,3.8,73,61,2116,243,619,158,377,85,242,95,125,31,161,192,286,80,26,120,203,666,0.393,0.419,0.351,0.461,0.76,0.494
878,Jrue Holiday,2016-17,26,NOP,NBA,3.8,67,61,2190,405,893,305,612,100,281,119,168,46,218,264,488,100,44,194,133,1029,0.454,0.498,0.356,0.51,0.708,0.532
879,Richaun Holmes,2016-17,23,PHI,NBA,3.8,57,17,1193,230,412,203,335,27,77,72,103,94,217,311,58,42,55,55,136,559,0.558,0.606,0.351,0.591,0.699,0.611
880,Kris Humphries,2014-15,29,WAS,NBA,3.8,64,17,1345,211,446,211,439,0,7,87,117,118,298,416,57,34,25,46,130,509,0.473,0.481,0,0.473,0.744,0.512
881,Joe Johnson,2016-17,35,UTA,NBA,3.8,78,14,1843,273,626,167,368,106,258,63,77,33,210,243,144,36,18,69,93,715,0.436,0.454,0.411,0.521,0.818,0.542
882,Michael Kidd-Gilchrist,2014-15,21,CHO,NBA,3.8,55,52,1587,224,482,224,482,0,0,150,214,109,307,416,77,30,38,63,115,598,0.465,0.465,,0.465,0.701,0.519
883,Kyle Kuzma,2017-18,22,LAL,NBA,3.8,77,37,2401,468,1039,309,605,159,434,147,208,88,395,483,141,49,34,140,160,1242,0.45,0.511,0.366,0.527,0.707,0.549
884,Brook Lopez,2017-18,29,LAL,NBA,3.8,74,72,1735,369,793,257,468,112,325,111,158,74,220,294,126,30,98,98,195,961,0.465,0.549,0.345,0.536,0.703,0.557
885,T.J. McConnell,2017-18,25,PHI,NBA,3.8,76,1,1706,210,421,183,359,27,62,31,39,37,189,226,303,92,13,112,122,478,0.499,0.51,0.435,0.531,0.795,0.545
886,T.J. McConnell,2016-17,24,PHI,NBA,3.8,81,51,2133,236,512,225,457,11,55,73,90,39,212,251,534,134,10,159,139,556,0.461,0.492,0.2,0.472,0.811,0.504
887,Nikola Mirotić,2016-17,25,CHI,NBA,3.8,70,15,1679,258,625,129,248,129,377,99,128,61,323,384,75,53,55,80,128,744,0.413,0.52,0.342,0.516,0.773,0.546
888,Patrick Patterson,2013-14,24,TOT,NBA,3.8,65,13,1533,225,489,170,338,55,151,50,71,117,225,342,78,55,37,65,159,555,0.46,0.503,0.364,0.516,0.704,0.533
889,Ramon Sessions,2015-16,29,WAS,NBA,3.8,82,5,1667,280,592,244,481,36,111,214,283,25,178,203,239,46,5,115,102,810,0.473,0.507,0.324,0.503,0.756,0.565
890,Amar'e Stoudemire,2013-14,31,NYK,NBA,3.8,65,21,1466,311,558,311,558,0,0,150,203,112,208,320,34,23,37,91,159,772,0.557,0.557,,0.557,0.739,0.596
891,Mirza Teletović,2015-16,30,PHO,NBA,3.8,79,1,1686,332,777,151,317,181,460,120,155,55,247,302,89,32,21,84,159,965,0.427,0.476,0.393,0.544,0.774,0.571
892,Greivis Vásquez,2012-13,26,NOH,NBA,3.8,78,78,2685,438,1012,355,769,83,243,124,154,43,294,337,704,66,6,247,190,1083,0.433,0.462,0.342,0.474,0.805,0.502
893,C.J. Watson,2012-13,28,BRK,NBA,3.8,80,8,1521,192,459,104,245,88,214,71,91,38,107,145,161,66,12,69,123,543,0.418,0.424,0.411,0.514,0.78,0.544
894,Marvin Williams,2018-19,32,CHO,NBA,3.8,75,75,2133,275,652,135,270,140,382,66,86,76,331,407,92,71,61,47,156,756,0.422,0.5,0.366,0.529,0.767,0.548
895,Cody Zeller,2014-15,22,CHO,NBA,3.8,62,45,1487,172,373,171,372,1,1,127,164,97,265,362,100,34,49,62,156,472,0.461,0.46,1,0.462,0.774,0.53
896,Lavoy Allen,2015-16,26,IND,NBA,3.7,79,28,1599,191,370,191,370,0,0,46,73,162,262,424,76,26,42,69,147,428,0.516,0.516,,0.516,0.63,0.532
897,Carmelo Anthony,2017-18,33,OKC,NBA,3.7,78,78,2501,472,1168,303,694,169,474,148,193,67,386,453,103,47,49,99,197,1261,0.404,0.437,0.357,0.476,0.767,0.503
898,Ryan Arcidiacono,2018-19,24,CHI,NBA,3.7,81,32,1961,187,418,106,201,81,217,89,102,27,192,219,269,65,4,63,171,544,0.447,0.527,0.373,0.544,0.873,0.588
899,Nicolas Batum,2018-19,30,CHO,NBA,3.7,75,72,2354,253,562,137,264,116,298,77,89,71,319,390,247,71,43,117,140,699,0.45,0.519,0.389,0.553,0.865,0.581
900,Bradley Beal,2014-15,21,WAS,NBA,3.7,63,59,2107,363,851,257,592,106,259,130,166,57,184,241,194,76,18,123,136,962,0.427,0.434,0.409,0.489,0.783,0.521
