,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1436,Greg Monroe,2017-18,27,TOT,NBA,3.4,51,14,1040,218,386,218,386,0,0,88,119,109,241,350,114,44,23,94,95,524,0.565,0.565,,0.565,0.739,0.598
1437,Mike Muscala,2016-17,25,ATL,NBA,3.4,70,3,1237,170,337,124,227,46,110,49,64,76,164,240,95,30,41,55,97,435,0.504,0.546,0.418,0.573,0.766,0.596
1438,Chandler Parsons,2011-12,23,HOU,NBA,3.4,63,57,1804,248,549,188,371,60,178,43,78,90,210,300,134,73,29,81,142,599,0.452,0.507,0.337,0.506,0.551,0.513
1439,Pablo Prigioni,2013-14,36,NYK,NBA,3.4,66,27,1283,88,191,23,51,65,140,11,12,36,93,129,228,67,2,60,132,252,0.461,0.451,0.464,0.631,0.917,0.642
1440,Andre Roberson,2015-16,24,OKC,NBA,3.4,70,70,1553,136,274,104,171,32,103,33,54,79,172,251,47,53,42,35,133,337,0.496,0.608,0.311,0.555,0.611,0.566
1441,Luis Scola,2011-12,31,HOU,NBA,3.4,66,66,2067,436,888,436,885,0,3,153,198,122,306,428,140,35,24,153,214,1025,0.491,0.493,0,0.491,0.773,0.526
1442,Tony Snell,2016-17,25,MIL,NBA,3.4,80,80,2336,246,541,102,186,144,355,47,58,22,226,248,96,55,14,55,125,683,0.455,0.548,0.406,0.588,0.81,0.603
1443,Hedo Türko_lu,2009-10,30,TOR,NBA,3.4,74,69,2272,276,674,168,385,108,289,175,226,42,301,343,304,55,32,125,220,835,0.409,0.436,0.374,0.49,0.774,0.54
1444,Dwyane Wade,2016-17,35,CHI,NBA,3.4,60,59,1792,414,955,369,810,45,145,223,281,63,207,270,228,86,41,138,112,1096,0.434,0.456,0.31,0.457,0.794,0.508
1445,T.J. Warren,2017-18,24,PHO,NBA,3.4,65,65,2142,529,1063,509,973,20,90,193,255,125,208,333,85,65,41,85,149,1271,0.498,0.523,0.222,0.507,0.757,0.541
1446,Hakim Warrick,2010-11,28,PHO,NBA,3.4,80,6,1416,228,446,227,435,1,11,212,294,88,208,296,69,32,9,79,100,669,0.511,0.522,0.091,0.512,0.721,0.581
1447,Dorell Wright,2011-12,26,GSW,NBA,3.4,61,61,1650,222,526,117,234,105,292,80,98,60,218,278,94,58,26,51,97,629,0.422,0.5,0.36,0.522,0.816,0.553
1448,Al-Farouq Aminu,2014-15,24,DAL,NBA,3.3,74,3,1366,147,357,113,233,34,124,84,118,114,228,342,59,70,62,55,137,412,0.412,0.485,0.274,0.459,0.712,0.504
1449,Joel Anthony,2010-11,28,MIA,NBA,3.3,75,11,1463,53,99,53,99,0,0,47,73,104,162,266,24,10,93,36,194,153,0.535,0.535,,0.535,0.644,0.583
1450,J.J. Barea,2017-18,33,DAL,NBA,3.3,69,10,1603,303,690,188,377,115,313,80,102,15,186,201,434,35,3,143,83,801,0.439,0.499,0.367,0.522,0.784,0.545
1451,Will Barton,2016-17,26,DEN,NBA,3.3,60,19,1705,295,666,208,431,87,235,143,190,58,201,259,206,48,28,97,110,820,0.443,0.483,0.37,0.508,0.753,0.547
1452,Shane Battier,2011-12,33,MIA,NBA,3.3,65,10,1499,113,292,51,109,62,183,23,37,56,100,156,82,64,33,37,105,311,0.387,0.468,0.339,0.493,0.622,0.504
1453,Steve Blake,2009-10,29,TOT,NBA,3.3,80,38,2159,217,522,101,228,116,294,36,48,21,166,187,380,58,6,128,123,586,0.416,0.443,0.395,0.527,0.75,0.539
1454,Aaron Brooks,2014-15,30,CHI,NBA,3.3,82,21,1885,344,817,223,504,121,313,145,174,32,134,166,261,54,15,157,189,954,0.421,0.442,0.387,0.495,0.833,0.534
1455,Wilson Chandler,2017-18,30,DEN,NBA,3.3,74,71,2346,281,631,193,385,88,246,88,114,102,296,398,159,43,39,92,156,738,0.445,0.501,0.358,0.515,0.772,0.542
1456,Jamal Crawford,2015-16,35,LAC,NBA,3.3,79,5,2126,379,939,262,595,117,344,245,271,20,125,145,183,52,12,113,122,1120,0.404,0.44,0.34,0.466,0.904,0.529
1457,Wayne Ellington,2016-17,29,MIA,NBA,3.3,62,13,1500,231,555,82,161,149,394,37,43,18,114,132,70,35,4,30,70,648,0.416,0.509,0.378,0.55,0.86,0.565
1458,Dorian Finney-Smith,2018-19,25,DAL,NBA,3.3,81,26,1985,228,528,149,274,79,254,73,103,138,251,389,95,69,36,74,186,608,0.432,0.544,0.311,0.507,0.709,0.53
1459,Evan Fournier,2017-18,25,ORL,NBA,3.3,57,57,1837,368,802,241,467,127,335,150,173,23,157,180,165,47,16,95,138,1013,0.459,0.516,0.379,0.538,0.867,0.577
1460,Langston Galloway,2015-16,24,NYK,NBA,3.3,82,7,2033,231,588,154,364,77,224,86,114,43,245,288,207,77,22,61,177,625,0.393,0.423,0.344,0.458,0.754,0.49
1461,Taj Gibson,2012-13,27,CHI,NBA,3.3,65,5,1459,214,441,214,437,0,4,89,131,125,220,345,61,27,90,76,166,517,0.485,0.49,0,0.485,0.679,0.518
1462,Shai Gilgeous-Alexander,2018-19,20,LAC,NBA,3.3,82,73,2174,341,716,290,577,51,139,156,195,57,175,232,270,96,45,141,175,889,0.476,0.503,0.367,0.512,0.8,0.554
1463,Jerian Grant,2017-18,25,CHI,NBA,3.3,74,26,1686,209,503,148,316,61,187,140,188,31,141,172,342,63,8,89,132,619,0.416,0.468,0.326,0.476,0.745,0.528
1464,Jeff Green,2013-14,27,BOS,NBA,3.3,82,82,2805,482,1171,347,775,135,396,283,356,54,326,380,138,57,47,165,180,1382,0.412,0.448,0.341,0.469,0.795,0.52
1465,Devin Harris,2012-13,29,ATL,NBA,3.3,58,34,1421,194,443,117,213,77,230,112,154,6,110,116,197,64,13,88,103,577,0.438,0.549,0.335,0.525,0.727,0.565
1466,Gerald Henderson,2012-13,25,CHA,NBA,3.3,68,58,2133,382,855,349,755,33,100,258,313,55,195,250,177,68,34,108,149,1055,0.447,0.462,0.33,0.466,0.824,0.531
1467,John Henson,2013-14,23,MIL,NBA,3.3,70,23,1856,344,639,344,638,0,1,91,177,171,326,497,113,41,116,114,185,779,0.538,0.539,0,0.538,0.514,0.543
1468,J.J. Hickson,2013-14,25,DEN,NBA,3.3,69,52,1859,332,654,332,646,0,8,150,290,206,426,632,96,47,51,128,177,814,0.508,0.514,0,0.508,0.517,0.521
1469,Jrue Holiday,2012-13,22,PHI,NBA,3.3,78,78,2926,555,1288,464,1041,91,247,182,242,89,240,329,625,123,32,292,170,1383,0.431,0.446,0.368,0.466,0.752,0.496
1470,Jaren Jackson,2018-19,19,MEM,NBA,3.3,58,56,1515,298,589,247,447,51,142,151,197,73,199,272,64,52,82,98,220,798,0.506,0.553,0.359,0.549,0.766,0.591
1471,Brandon Jennings,2014-15,25,DET,NBA,3.3,41,41,1173,218,543,142,332,76,211,120,143,21,83,104,272,44,4,90,64,632,0.401,0.428,0.36,0.471,0.839,0.522
1472,Jonas Jerebko,2011-12,24,DET,NBA,3.3,64,13,1468,212,453,180,347,32,106,100,124,96,212,308,43,41,21,66,162,556,0.468,0.519,0.302,0.503,0.806,0.548
1473,Jonas Jerebko,2018-19,31,GSW,NBA,3.3,73,6,1218,163,355,94,167,69,188,64,80,72,216,288,96,27,18,43,137,459,0.459,0.563,0.367,0.556,0.8,0.588
1474,Chris Kaman,2014-15,32,POR,NBA,3.3,74,13,1398,283,549,283,549,0,0,72,102,149,335,484,65,18,54,108,140,638,0.515,0.515,,0.515,0.706,0.537
1475,Frank Kaminsky,2015-16,22,CHO,NBA,3.3,81,3,1708,215,525,147,323,68,202,108,148,69,266,335,98,38,43,58,126,606,0.41,0.455,0.337,0.474,0.73,0.513
1476,Michael Kidd-Gilchrist,2017-18,24,CHO,NBA,3.3,74,74,1850,282,560,282,558,0,2,117,171,84,218,302,71,51,32,53,143,681,0.504,0.505,0,0.504,0.684,0.536
1477,Kosta Koufos,2014-15,25,MEM,NBA,3.3,81,3,1348,182,358,182,358,0,0,55,85,121,305,426,37,29,63,69,148,419,0.508,0.508,,0.508,0.647,0.53
1478,Jeremy Lamb,2013-14,21,OKC,NBA,3.3,78,0,1538,263,609,175,362,88,247,51,64,27,162,189,115,56,26,61,143,665,0.432,0.483,0.356,0.504,0.797,0.522
1479,Courtney Lee,2012-13,27,BOS,NBA,3.3,78,39,1941,246,530,188,374,58,156,62,72,31,159,190,143,89,21,84,139,612,0.464,0.503,0.372,0.519,0.861,0.545
1480,Shaun Livingston,2014-15,29,GSW,NBA,3.3,78,2,1468,198,396,198,394,0,2,65,91,43,140,183,259,49,20,102,110,461,0.5,0.503,0,0.5,0.714,0.529
1481,Ian Mahinmi,2013-14,27,IND,NBA,3.3,77,1,1248,91,189,91,188,0,1,90,145,107,150,257,24,41,72,58,207,272,0.481,0.484,0,0.481,0.621,0.538
1482,Lauri Markkanen,2017-18,20,CHI,NBA,3.3,68,68,2020,374,862,229,461,145,401,140,166,79,429,508,79,39,40,83,103,1033,0.434,0.497,0.362,0.518,0.843,0.552
1483,Kenyon Martin,2009-10,32,DEN,NBA,3.3,58,58,1986,283,620,275,591,8,29,93,167,142,404,546,109,72,61,91,186,667,0.456,0.465,0.276,0.463,0.557,0.481
1484,Kevin Martin,2011-12,28,HOU,NBA,3.3,40,40,1264,222,537,144,312,78,225,160,179,13,93,106,110,28,3,70,70,682,0.413,0.462,0.347,0.486,0.894,0.554
1485,Markieff Morris,2017-18,28,WAS,NBA,3.3,73,73,1968,330,687,254,480,76,207,105,128,75,334,409,142,56,38,127,216,841,0.48,0.529,0.367,0.536,0.82,0.566
1486,Royce O'Neale,2018-19,25,UTA,NBA,3.3,82,16,1671,163,343,95,167,68,176,32,42,22,263,285,124,54,24,70,172,426,0.475,0.569,0.386,0.574,0.762,0.589
1487,Zaza Pachulia,2017-18,33,GSW,NBA,3.3,69,57,972,149,264,149,263,0,1,75,93,89,232,321,109,38,17,72,122,373,0.564,0.567,0,0.564,0.806,0.612
1488,Patrick Patterson,2016-17,27,TOR,NBA,3.3,65,8,1599,154,384,60,131,94,253,43,60,62,231,293,76,40,23,38,120,445,0.401,0.458,0.372,0.523,0.717,0.542
1489,Tayshaun Prince,2010-11,30,DET,NBA,3.3,78,78,2562,473,1001,439,903,34,98,118,168,78,251,329,215,30,41,82,90,1098,0.473,0.486,0.347,0.49,0.702,0.511
1490,Luke Ridnour,2011-12,30,MIN,NBA,3.3,53,53,1750,242,550,193,398,49,152,106,119,19,122,141,252,56,16,96,136,639,0.44,0.485,0.322,0.485,0.891,0.53
1491,Luis Scola,2015-16,35,TOR,NBA,3.3,76,76,1636,269,598,204,437,65,161,61,84,84,276,360,66,46,27,68,178,664,0.45,0.467,0.404,0.504,0.726,0.523
1492,Thabo Sefolosha,2016-17,32,ATL,NBA,3.3,62,42,1596,174,395,133,275,41,120,55,75,54,216,270,107,96,31,58,97,444,0.441,0.484,0.342,0.492,0.733,0.519
1493,Anthony Tolliver,2010-11,25,MIN,NBA,3.3,65,4,1362,141,313,94,198,47,115,105,131,92,203,295,82,28,28,49,145,434,0.45,0.475,0.409,0.526,0.802,0.585
1494,Anderson Varejão,2012-13,30,CLE,NBA,3.3,25,25,901,138,289,138,284,0,5,77,102,138,223,361,84,37,14,44,68,353,0.478,0.486,0,0.478,0.755,0.529
1495,Delonte West,2009-10,26,CLE,NBA,3.3,60,3,1500,194,436,169,359,25,77,115,142,29,140,169,196,55,28,90,86,528,0.445,0.471,0.325,0.474,0.81,0.53
1496,Trae Young,2018-19,20,ATL,NBA,3.3,81,81,2503,525,1256,369,774,156,482,343,414,64,237,301,653,72,15,308,140,1549,0.418,0.477,0.324,0.48,0.829,0.539
1497,Alexis Ajinça,2014-15,26,NOP,NBA,3.2,68,8,957,181,329,181,329,0,0,81,99,104,211,315,47,21,51,69,151,443,0.55,0.55,,0.55,0.818,0.595
1498,Chris Andersen,2010-11,32,DEN,NBA,3.2,45,0,732,82,137,82,136,0,1,86,135,75,144,219,20,23,58,25,79,250,0.599,0.603,0,0.599,0.637,0.636
1499,Trevor Ariza,2009-10,24,HOU,NBA,3.2,72,71,2629,394,999,258,592,136,407,148,228,78,325,403,276,126,40,161,162,1072,0.394,0.436,0.334,0.462,0.649,0.488
1500,Gustavo Ayón,2011-12,26,NOH,NBA,3.2,54,24,1088,140,261,140,260,0,1,39,63,86,179,265,74,53,46,46,118,319,0.536,0.538,0,0.536,0.619,0.552
