,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2301,Cody Zeller,2017-18,25,CHO,NBA,1.9,33,0,627,85,156,83,153,2,3,61,85,67,110,177,31,14,21,33,81,233,0.545,0.542,0.667,0.551,0.718,0.602
2302,Gilbert Arenas,2009-10,28,WAS,NBA,1.8,32,32,1169,253,616,190,435,63,181,153,207,17,116,133,230,41,9,117,95,722,0.411,0.437,0.348,0.462,0.739,0.511
2303,Luke Babbitt,2016-17,27,MIA,NBA,1.8,68,55,1065,113,281,26,71,87,210,11,15,12,129,141,36,20,11,25,118,324,0.402,0.366,0.414,0.557,0.733,0.563
2304,Michael Beasley,2016-17,28,MIL,NBA,1.8,56,6,935,216,406,198,363,18,43,78,105,40,153,193,53,27,27,66,92,528,0.532,0.545,0.419,0.554,0.743,0.584
2305,Khem Birch,2017-18,25,ORL,NBA,1.8,42,0,578,68,126,68,126,0,0,42,61,70,110,180,34,15,21,21,56,178,0.54,0.54,,0.54,0.689,0.582
2306,Steve Blake,2010-11,30,LAL,NBA,1.8,79,0,1581,110,306,37,113,73,193,26,30,19,137,156,170,40,3,73,99,319,0.359,0.327,0.378,0.479,0.867,0.5
2307,Steve Blake,2013-14,33,TOT,NBA,1.8,55,28,1498,133,353,54,143,79,210,33,43,13,146,159,307,54,8,102,85,378,0.377,0.378,0.376,0.489,0.767,0.508
2308,Matt Bonner,2013-14,33,SAS,NBA,1.8,61,0,690,73,164,31,66,42,98,9,12,16,114,130,31,15,11,16,49,197,0.445,0.47,0.429,0.573,0.75,0.582
2309,Josh Boone,2009-10,25,NJN,NBA,1.8,63,28,1045,117,223,117,223,0,0,19,58,124,191,315,29,30,48,37,111,253,0.525,0.525,,0.525,0.328,0.509
2310,Avery Bradley,2013-14,23,BOS,NBA,1.8,60,58,1855,361,825,282,625,79,200,90,112,48,178,226,85,63,11,96,145,891,0.438,0.451,0.395,0.485,0.804,0.51
2311,Caron Butler,2013-14,33,TOT,NBA,1.8,56,13,1419,213,540,115,291,98,249,63,75,21,208,229,82,47,17,60,120,587,0.394,0.395,0.394,0.485,0.84,0.512
2312,José Calderón,2017-18,36,CLE,NBA,1.8,57,32,914,93,185,48,88,45,97,24,30,14,70,84,117,27,2,41,81,255,0.503,0.545,0.464,0.624,0.8,0.643
2313,Kentavious Caldwell-Pope,2013-14,20,DET,NBA,1.8,80,41,1583,182,460,123,275,59,185,47,61,38,118,156,55,75,12,28,145,470,0.396,0.447,0.319,0.46,0.77,0.483
2314,Vince Carter,2015-16,39,MEM,NBA,1.8,60,3,1005,133,343,74,174,59,169,70,84,31,115,146,56,38,16,35,101,395,0.388,0.425,0.349,0.474,0.833,0.52
2315,Marquese Chriss,2016-17,19,PHO,NBA,1.8,82,75,1743,284,632,212,408,72,224,113,181,96,252,348,60,67,70,108,263,753,0.449,0.52,0.321,0.506,0.624,0.529
2316,Jordan Clarkson,2018-19,26,CLE,NBA,1.8,81,0,2214,529,1180,385,735,144,445,162,192,82,188,270,196,57,13,135,112,1364,0.448,0.524,0.324,0.509,0.844,0.539
2317,Quinn Cook,2018-19,25,GSW,NBA,1.8,74,10,1059,204,439,123,239,81,200,20,26,22,135,157,116,20,3,50,92,509,0.465,0.515,0.405,0.557,0.769,0.565
2318,Jared Dudley,2018-19,33,BRK,NBA,1.8,59,25,1220,101,239,48,88,53,151,32,46,34,121,155,83,36,16,43,131,287,0.423,0.545,0.351,0.533,0.696,0.554
2319,Jared Dudley,2016-17,31,PHO,NBA,1.8,64,7,1362,157,346,80,143,77,203,43,65,31,194,225,121,42,16,73,154,434,0.454,0.559,0.379,0.565,0.662,0.579
2320,Jordan Farmar,2011-12,25,NJN,NBA,1.8,39,5,831,147,315,92,190,55,125,57,63,7,54,61,129,24,2,68,49,406,0.467,0.484,0.44,0.554,0.905,0.592
2321,Yogi Ferrell,2016-17,23,TOT,NBA,1.8,46,29,1197,160,394,92,218,68,176,74,89,20,91,111,172,42,9,70,90,462,0.406,0.422,0.386,0.492,0.831,0.533
2322,Francisco García,2013-14,32,HOU,NBA,1.8,55,4,1083,118,294,49,101,69,193,10,19,21,101,122,63,27,33,30,120,315,0.401,0.485,0.358,0.519,0.526,0.521
2323,Rudy Gay,2016-17,30,SAC,NBA,1.8,30,30,1013,201,442,159,329,42,113,118,138,35,155,190,83,44,26,74,79,562,0.455,0.483,0.372,0.502,0.855,0.559
2324,Drew Gooden,2010-11,29,MIL,NBA,1.8,35,18,860,156,362,153,342,3,20,81,102,73,165,238,47,21,18,46,98,396,0.431,0.447,0.15,0.435,0.794,0.487
2325,Treveon Graham,2017-18,24,CHO,NBA,1.8,63,2,1050,96,221,56,124,40,97,41,59,42,79,121,59,33,2,27,109,273,0.434,0.452,0.412,0.525,0.695,0.553
2326,Willie Green,2010-11,29,NOH,NBA,1.8,77,13,1674,270,609,216,454,54,155,78,100,22,139,161,74,36,13,67,143,672,0.443,0.476,0.348,0.488,0.78,0.515
2327,Richard Hamilton,2010-11,32,DET,NBA,1.8,55,39,1498,288,671,233,527,55,144,146,172,24,102,126,171,39,4,88,95,777,0.429,0.442,0.382,0.47,0.849,0.52
2328,Tim Hardaway,2018-19,26,TOT,NBA,1.8,65,63,2057,390,993,228,516,162,477,232,276,33,189,222,159,54,8,105,141,1174,0.393,0.442,0.34,0.474,0.841,0.527
2329,Juan Hernangómez,2016-17,21,DEN,NBA,1.8,62,9,842,101,224,55,111,46,113,57,76,43,144,187,29,30,12,31,62,305,0.451,0.495,0.407,0.554,0.75,0.592
2330,Willy Hernangómez,2017-18,23,TOT,NBA,1.8,48,1,495,91,164,86,152,5,12,59,90,61,122,183,33,18,16,35,64,246,0.555,0.566,0.417,0.57,0.656,0.604
2331,Roy Hibbert,2016-17,30,TOT,NBA,1.8,48,13,682,80,147,80,147,0,0,61,75,54,98,152,21,8,46,32,100,221,0.544,0.544,,0.544,0.813,0.614
2332,J.J. Hickson,2014-15,26,DEN,NBA,1.8,73,8,1411,218,459,218,457,0,2,116,201,150,302,452,57,36,35,96,136,552,0.475,0.477,0,0.475,0.577,0.504
2333,Jordan Hill,2010-11,23,HOU,NBA,1.8,72,11,1125,173,352,173,350,0,2,60,85,128,178,306,29,14,52,62,157,406,0.491,0.494,0,0.491,0.706,0.521
2334,Kirk Hinrich,2011-12,31,ATL,NBA,1.8,48,31,1237,122,295,75,159,47,136,25,32,11,90,101,132,38,11,58,100,316,0.414,0.472,0.346,0.493,0.781,0.511
2335,Ryan Hollins,2010-11,26,CLE,NBA,1.8,70,16,1182,131,219,131,219,0,0,111,163,70,116,186,26,22,42,67,199,373,0.598,0.598,,0.598,0.681,0.642
2336,Stanley Johnson,2017-18,21,DET,NBA,1.8,69,50,1894,210,560,143,326,67,234,112,145,33,219,252,112,95,14,77,169,599,0.375,0.439,0.286,0.435,0.772,0.48
2337,Dahntay Jones,2009-10,29,IND,NBA,1.8,76,26,1892,287,623,283,591,4,32,198,257,48,181,229,150,40,39,129,237,776,0.461,0.479,0.125,0.464,0.77,0.527
2338,Frank Kaminsky,2018-19,25,CHO,NBA,1.8,47,0,755,138,298,88,159,50,139,79,107,39,124,163,63,12,12,41,68,405,0.463,0.553,0.36,0.547,0.738,0.587
2339,Caris LeVert,2016-17,22,BRK,NBA,1.8,57,26,1237,171,380,112,196,59,184,67,93,23,165,188,110,49,8,59,91,468,0.45,0.571,0.321,0.528,0.72,0.556
2340,Shaun Livingston,2017-18,32,GSW,NBA,1.8,71,7,1129,172,343,172,338,0,5,50,61,32,99,131,140,35,21,58,117,394,0.501,0.509,0,0.501,0.82,0.533
2341,Ian Mahinmi,2010-11,24,DAL,NBA,1.8,56,0,488,55,98,55,96,0,2,63,82,43,77,120,8,14,15,25,105,173,0.561,0.573,0,0.561,0.768,0.645
2342,Jason Maxiell,2012-13,29,DET,NBA,1.8,72,71,1789,204,457,204,457,0,0,90,145,135,274,409,54,32,95,81,172,498,0.446,0.446,,0.446,0.621,0.478
2343,CJ McCollum,2014-15,23,POR,NBA,1.8,62,3,973,159,365,104,226,55,139,51,73,14,77,91,64,43,8,48,81,424,0.436,0.46,0.396,0.511,0.699,0.534
2344,Mike Miller,2011-12,31,MIA,NBA,1.8,39,2,752,91,209,38,92,53,117,2,5,22,106,128,42,14,6,30,58,237,0.435,0.413,0.453,0.562,0.4,0.561
2345,E'Twaun Moore,2015-16,26,CHI,NBA,1.8,59,22,1263,187,389,140,285,47,104,22,35,19,114,133,99,37,18,53,103,443,0.481,0.491,0.452,0.541,0.629,0.548
2346,Marcus Morris,2012-13,23,TOT,NBA,1.8,77,23,1524,222,526,136,293,86,233,66,117,80,197,277,62,45,20,77,160,596,0.422,0.464,0.369,0.504,0.564,0.516
2347,Ronald Murray,2009-10,30,TOT,NBA,1.8,75,2,1673,268,683,199,462,69,221,141,194,28,155,183,135,46,16,91,126,746,0.392,0.431,0.312,0.443,0.727,0.485
2348,Raul Neto,2015-16,23,UTA,NBA,1.8,81,53,1499,180,418,116,256,64,162,52,70,17,103,120,174,62,2,109,122,476,0.431,0.453,0.395,0.507,0.743,0.53
2349,Brian Roberts,2014-15,29,CHO,NBA,1.8,72,10,1330,176,452,114,259,62,193,66,74,13,96,109,162,33,6,57,75,480,0.389,0.44,0.321,0.458,0.892,0.495
2350,Nate Robinson,2013-14,29,DEN,NBA,1.8,44,1,866,164,383,106,229,58,154,71,85,21,60,81,112,36,4,58,92,457,0.428,0.463,0.377,0.504,0.835,0.544
2351,Thabo Sefolosha,2011-12,27,OKC,NBA,1.8,42,42,914,67,155,36,84,31,71,38,43,21,107,128,47,37,17,40,78,203,0.432,0.429,0.437,0.532,0.884,0.584
2352,Jason Smith,2015-16,29,ORL,NBA,1.8,76,2,1181,244,503,240,487,4,16,54,67,53,166,219,62,33,65,57,163,546,0.485,0.493,0.25,0.489,0.806,0.513
2353,Marreese Speights,2015-16,28,GSW,NBA,1.8,72,0,832,197,456,173,394,24,62,94,114,77,162,239,61,19,34,66,117,512,0.432,0.439,0.387,0.458,0.825,0.506
2354,Lance Stephenson,2017-18,27,IND,NBA,1.8,82,7,1850,303,709,236,477,67,232,84,127,62,362,424,235,46,17,131,177,757,0.427,0.495,0.289,0.475,0.661,0.495
