,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
614,Dorell Wright,2012-13,27,PHI,NBA,4.9,79,8,1783,237,599,102,238,135,361,120,141,42,260,302,150,62,35,64,98,729,0.396,0.429,0.374,0.508,0.851,0.551
615,Ryan Anderson,2017-18,29,HOU,NBA,4.8,66,50,1725,207,480,76,141,131,339,72,93,94,237,331,60,24,21,42,126,617,0.431,0.539,0.386,0.568,0.774,0.592
616,Patrick Beverley,2018-19,30,LAC,NBA,4.8,78,49,2137,194,477,82,195,112,282,96,123,76,312,388,300,67,43,85,265,596,0.407,0.421,0.397,0.524,0.78,0.561
617,Avery Bradley,2015-16,25,BOS,NBA,4.8,76,72,2536,456,1019,309,612,147,407,96,123,48,172,220,158,117,19,109,164,1155,0.447,0.505,0.361,0.52,0.78,0.538
618,Mario Chalmers,2013-14,27,MIA,NBA,4.8,73,73,2178,254,560,167,334,87,226,121,163,41,173,214,357,119,16,162,210,716,0.454,0.5,0.385,0.531,0.742,0.567
619,Spencer Dinwiddie,2018-19,25,BRK,NBA,4.8,68,4,1914,366,828,242,458,124,370,287,356,26,140,166,311,40,17,152,187,1143,0.442,0.528,0.335,0.517,0.806,0.58
620,Jared Dudley,2012-13,27,PHO,NBA,4.8,79,50,2170,313,669,207,398,106,271,129,162,79,166,245,203,75,8,101,128,861,0.468,0.52,0.391,0.547,0.796,0.582
621,Kevin Durant,2014-15,26,OKC,NBA,4.8,27,27,913,238,467,174,308,64,159,146,171,16,162,178,110,24,25,74,40,686,0.51,0.565,0.403,0.578,0.854,0.633
622,Rudy Gay,2013-14,27,TOT,NBA,4.8,73,73,2531,537,1179,472,982,65,197,318,387,113,324,437,209,95,56,224,171,1457,0.455,0.481,0.33,0.483,0.822,0.54
623,Taj Gibson,2014-15,29,CHI,NBA,4.8,62,17,1692,254,506,254,506,0,0,132,184,162,234,396,71,36,75,77,162,640,0.502,0.502,,0.502,0.717,0.545
624,Tim Hardaway,2016-17,24,ATL,NBA,4.8,79,30,2154,415,912,266,495,149,417,164,214,35,189,224,182,55,15,106,103,1143,0.455,0.537,0.357,0.537,0.766,0.568
625,Tobias Harris,2014-15,22,ORL,NBA,4.8,68,63,2369,442,949,355,710,87,239,193,245,73,357,430,124,69,36,115,134,1164,0.466,0.5,0.364,0.512,0.788,0.551
626,Courtney Lee,2014-15,29,MEM,NBA,4.8,77,74,2354,288,643,198,419,90,224,111,129,21,157,178,151,75,12,78,129,777,0.448,0.473,0.402,0.518,0.86,0.555
627,Patty Mills,2015-16,27,SAS,NBA,4.8,81,3,1662,260,612,137,292,123,320,47,58,27,131,158,226,59,6,76,102,690,0.425,0.469,0.384,0.525,0.81,0.541
628,Dirk Nowitzki,2017-18,39,DAL,NBA,4.8,77,77,1900,346,758,208,421,138,337,97,108,22,416,438,120,43,45,51,146,927,0.456,0.494,0.409,0.547,0.898,0.575
629,Kyle O'Quinn,2017-18,27,NYK,NBA,4.8,77,10,1387,224,384,220,367,4,17,98,127,121,349,470,158,36,98,100,192,550,0.583,0.599,0.235,0.589,0.772,0.625
630,Mason Plumlee,2014-15,24,BRK,NBA,4.8,82,45,1743,280,489,280,486,0,3,157,317,175,337,512,74,65,63,106,207,717,0.573,0.576,0,0.573,0.495,0.57
631,J.J. Redick,2016-17,32,LAC,NBA,4.8,78,78,2198,396,890,195,422,201,468,180,202,11,160,171,110,54,13,98,125,1173,0.445,0.462,0.429,0.558,0.891,0.599
632,Jared Sullinger,2015-16,23,BOS,NBA,4.8,81,73,1915,351,806,322,703,29,103,103,161,194,479,673,187,75,47,102,209,834,0.435,0.458,0.282,0.453,0.64,0.476
633,Kemba Walker,2012-13,22,CHA,NBA,4.8,82,82,2859,526,1244,419,912,107,332,296,371,60,223,283,471,160,31,200,153,1455,0.423,0.459,0.322,0.466,0.798,0.517
634,Carmelo Anthony,2016-17,32,NYK,NBA,4.7,74,74,2538,602,1389,451,968,151,421,304,365,62,376,438,213,60,34,153,198,1659,0.433,0.466,0.359,0.488,0.833,0.535
635,Brandon Bass,2012-13,27,BOS,NBA,4.7,81,69,2239,286,589,286,587,0,2,129,150,129,296,425,84,44,64,80,188,701,0.486,0.487,0,0.486,0.86,0.535
636,DeMarcus Cousins,2017-18,27,NOP,NBA,4.7,48,48,1737,406,864,302,570,104,294,294,394,105,512,617,257,79,76,242,183,1210,0.47,0.53,0.354,0.53,0.746,0.583
637,DeMar DeRozan,2012-13,23,TOR,NBA,4.7,82,82,3013,548,1231,514,1111,34,120,355,427,48,272,320,204,76,24,151,173,1485,0.445,0.463,0.283,0.459,0.831,0.523
638,Goran Dragić,2015-16,29,MIA,NBA,4.7,72,72,2363,417,875,353,670,64,205,120,165,54,223,277,419,71,17,185,188,1018,0.477,0.527,0.312,0.513,0.727,0.537
639,Eric Gordon,2017-18,29,HOU,NBA,4.7,69,30,2154,415,970,197,362,218,608,195,241,25,145,170,154,44,27,130,116,1243,0.428,0.544,0.359,0.54,0.809,0.578
640,Jeff Green,2012-13,26,BOS,NBA,4.7,81,17,2252,376,806,306,624,70,182,214,265,55,263,318,128,56,68,132,175,1036,0.467,0.49,0.385,0.51,0.808,0.561
641,Al Jefferson,2014-15,30,CHO,NBA,4.7,65,61,1992,486,1010,484,1005,2,5,108,165,99,449,548,113,47,84,68,139,1082,0.481,0.482,0.4,0.482,0.655,0.5
642,Courtney Lee,2013-14,28,TOT,NBA,4.7,79,47,1973,295,614,223,420,72,194,99,112,29,158,187,115,65,28,73,127,761,0.48,0.531,0.371,0.539,0.884,0.574
643,Wesley Matthews,2012-13,26,POR,NBA,4.7,69,69,2403,352,808,183,383,169,425,149,187,35,156,191,174,90,18,109,172,1022,0.436,0.478,0.398,0.54,0.797,0.574
644,Donatas Motiejūnas,2014-15,24,HOU,NBA,4.7,71,62,2037,353,700,304,567,49,133,100,166,137,284,421,130,56,34,123,203,855,0.504,0.536,0.368,0.539,0.602,0.553
645,Jusuf Nurkić,2017-18,23,POR,NBA,4.7,79,79,2088,480,951,480,944,0,7,172,273,189,519,708,143,64,111,183,247,1132,0.505,0.508,0,0.505,0.63,0.528
646,Kelly Olynyk,2018-19,27,MIA,NBA,4.7,79,36,1812,261,564,148,245,113,319,152,185,72,303,375,140,53,37,114,183,787,0.463,0.604,0.354,0.563,0.822,0.61
647,Zaza Pachulia,2016-17,32,GSW,NBA,4.7,70,70,1268,164,307,164,305,0,2,98,126,140,270,410,132,59,33,87,166,426,0.534,0.538,0,0.534,0.778,0.588
648,Mason Plumlee,2013-14,23,BRK,NBA,4.7,70,22,1275,199,302,199,299,0,3,122,195,99,209,308,60,49,55,77,171,520,0.659,0.666,0,0.659,0.626,0.67
649,Domantas Sabonis,2017-18,21,IND,NBA,4.7,74,19,1810,340,661,327,624,13,37,168,224,165,407,572,151,40,32,137,220,861,0.514,0.524,0.351,0.524,0.75,0.567
650,Tomáš Satoranský,2018-19,27,WAS,NBA,4.7,80,54,2164,257,530,193,368,64,162,131,160,82,197,279,399,82,13,120,172,709,0.485,0.524,0.395,0.545,0.819,0.59
651,Pascal Siakam,2017-18,23,TOR,NBA,4.7,81,5,1679,253,498,224,366,29,132,54,87,79,285,364,159,62,42,67,166,589,0.508,0.612,0.22,0.537,0.621,0.549
652,Myles Turner,2017-18,21,IND,NBA,4.7,65,62,1836,306,639,250,482,56,157,160,206,93,324,417,87,38,118,96,186,828,0.479,0.519,0.357,0.523,0.777,0.567
653,Fred VanVleet,2017-18,23,TOR,NBA,4.7,76,0,1520,232,545,124,284,108,261,84,101,25,159,184,243,68,19,74,130,656,0.426,0.437,0.414,0.525,0.832,0.556
654,Lou Williams,2015-16,29,LAL,NBA,4.7,67,35,1907,283,693,173,373,110,320,352,424,31,138,169,167,62,19,107,107,1028,0.408,0.464,0.344,0.488,0.83,0.584
655,Harrison Barnes,2016-17,24,DAL,NBA,4.6,79,79,2803,599,1280,521,1058,78,222,242,281,93,301,394,116,65,15,102,128,1518,0.468,0.492,0.351,0.498,0.861,0.541
656,Nicolas Batum,2016-17,28,CHO,NBA,4.6,77,77,2617,393,975,258,570,135,405,243,284,46,435,481,456,86,29,194,109,1164,0.403,0.453,0.333,0.472,0.856,0.529
657,Seth Curry,2016-17,26,DAL,NBA,4.6,70,42,2029,338,703,201,381,137,322,85,100,25,154,179,189,79,7,92,126,898,0.481,0.528,0.425,0.578,0.85,0.601
658,Jared Dudley,2015-16,30,WAS,NBA,4.6,81,41,2098,233,487,133,249,100,238,72,98,54,232,286,170,75,18,80,190,638,0.478,0.534,0.42,0.581,0.735,0.602
659,Monta Ellis,2012-13,27,MIL,NBA,4.6,82,82,3076,597,1436,503,1108,94,328,289,374,45,271,316,496,169,36,254,164,1577,0.416,0.454,0.287,0.448,0.773,0.493
660,Tyreke Evans,2014-15,25,NOP,NBA,4.6,79,76,2690,521,1165,452,938,69,227,202,291,82,334,416,521,100,37,246,198,1313,0.447,0.482,0.304,0.477,0.694,0.508
661,Randy Foye,2013-14,30,DEN,NBA,4.6,81,78,2485,361,875,172,377,189,498,157,185,36,196,232,287,67,39,145,205,1068,0.413,0.456,0.38,0.521,0.849,0.558
662,Gary Harris,2016-17,22,DEN,NBA,4.6,57,56,1782,320,637,213,382,107,255,104,134,48,130,178,164,71,8,76,92,851,0.502,0.558,0.42,0.586,0.776,0.611
663,Shaun Livingston,2015-16,30,GSW,NBA,4.6,78,3,1520,203,379,201,367,2,12,80,93,42,127,169,237,57,27,78,140,488,0.536,0.548,0.167,0.538,0.86,0.581
664,Markieff Morris,2014-15,25,PHO,NBA,4.6,82,82,2581,512,1100,455,921,57,179,177,232,110,396,506,192,101,39,170,245,1258,0.465,0.494,0.318,0.491,0.763,0.523
665,Dwight Powell,2016-17,25,DAL,NBA,4.6,77,3,1333,194,377,173,303,21,74,107,141,93,213,306,49,61,39,34,135,516,0.515,0.571,0.284,0.542,0.759,0.588
666,Rajon Rondo,2015-16,29,SAC,NBA,4.6,72,72,2537,355,782,293,612,62,170,87,150,77,358,435,839,141,10,278,175,859,0.454,0.479,0.365,0.494,0.58,0.506
667,Metta World Peace,2012-13,33,LAL,NBA,4.6,75,66,2530,332,824,191,412,141,412,124,169,101,271,372,112,122,42,98,198,929,0.403,0.464,0.342,0.488,0.734,0.517
668,Thaddeus Young,2016-17,28,IND,NBA,4.6,74,74,2237,362,687,317,569,45,118,45,86,131,317,448,122,113,29,95,135,814,0.527,0.557,0.381,0.56,0.523,0.562
669,Malik Beasley,2018-19,22,DEN,NBA,4.5,81,18,1879,349,737,186,332,163,405,56,66,35,165,200,97,55,10,55,116,917,0.474,0.56,0.402,0.584,0.848,0.599
670,Nemanja Bjelica,2018-19,30,SAC,NBA,4.5,77,70,1788,284,593,181,336,103,257,70,92,125,319,444,147,54,56,82,197,741,0.479,0.539,0.401,0.566,0.761,0.585
671,Jaylen Brown,2017-18,21,BOS,NBA,4.5,70,70,2152,373,803,252,497,121,306,150,233,66,280,346,114,70,26,124,181,1017,0.465,0.507,0.395,0.54,0.644,0.562
672,Kentavious Caldwell-Pope,2016-17,23,DET,NBA,4.5,76,75,2529,370,928,217,491,153,437,154,185,55,193,248,193,89,12,86,118,1047,0.399,0.442,0.35,0.481,0.832,0.519
673,Luol Deng,2013-14,28,TOT,NBA,4.5,63,63,2213,371,860,314,671,57,189,212,268,99,262,361,183,62,9,114,111,1011,0.431,0.468,0.302,0.465,0.791,0.517
674,Andre Drummond,2012-13,19,DET,NBA,4.5,60,10,1243,208,342,207,340,1,2,59,159,169,288,457,30,59,95,57,144,476,0.608,0.609,0.5,0.61,0.371,0.578
675,Wayne Ellington,2017-18,30,MIA,NBA,4.5,77,2,2041,285,700,58,121,227,579,67,78,23,195,218,79,53,8,52,94,864,0.407,0.479,0.392,0.569,0.859,0.588
676,Kenneth Faried,2016-17,27,DEN,NBA,4.5,61,34,1296,228,416,228,410,0,6,131,189,183,279,462,55,43,40,59,124,587,0.548,0.556,0,0.548,0.693,0.588
677,Manu Ginóbili,2012-13,35,SAS,NBA,4.5,60,0,1393,229,539,146,304,83,235,164,206,30,171,201,274,80,13,132,114,705,0.425,0.48,0.353,0.502,0.796,0.56
678,Draymond Green,2013-14,23,GSW,NBA,4.5,82,12,1797,187,459,132,294,55,165,82,123,86,323,409,152,102,72,91,231,511,0.407,0.449,0.333,0.467,0.667,0.498
679,Spencer Hawes,2013-14,25,TOT,NBA,4.5,80,78,2470,403,883,275,575,128,308,119,152,131,529,660,240,44,94,173,237,1053,0.456,0.478,0.416,0.529,0.783,0.554
680,Spencer Hawes,2012-13,24,PHI,NBA,4.5,82,40,2233,376,811,345,724,31,87,122,157,173,417,590,183,24,113,131,233,905,0.464,0.477,0.356,0.483,0.777,0.514
681,Cory Joseph,2014-15,23,SAS,NBA,4.5,79,14,1444,207,411,191,367,16,44,105,143,44,148,192,188,46,17,67,105,535,0.504,0.52,0.364,0.523,0.734,0.564
682,Brandon Knight,2014-15,23,TOT,NBA,4.5,63,61,2035,375,888,250,567,125,321,195,223,28,216,244,330,90,10,189,114,1070,0.422,0.441,0.389,0.493,0.874,0.543
683,Alex Len,2017-18,24,PHO,NBA,4.5,69,13,1395,214,378,213,375,1,3,158,231,175,343,518,82,27,61,78,158,587,0.566,0.568,0.333,0.567,0.684,0.612
684,Jon Leuer,2016-17,27,DET,NBA,4.5,75,34,1944,310,646,261,479,49,167,98,113,102,300,402,111,31,26,66,145,767,0.48,0.545,0.293,0.518,0.867,0.551
685,Jodie Meeks,2013-14,26,LAL,NBA,4.5,77,70,2556,413,892,251,488,162,404,221,258,30,164,194,138,111,4,111,119,1209,0.463,0.514,0.401,0.554,0.857,0.601
686,Marcus Morris,2018-19,29,BOS,NBA,4.5,75,53,2091,377,844,231,455,146,389,146,173,76,382,458,109,43,25,92,181,1046,0.447,0.508,0.375,0.533,0.844,0.568
687,Timofey Mozgov,2013-14,27,DEN,NBA,4.5,82,30,1770,285,545,281,521,4,24,196,260,171,357,528,62,27,100,122,213,770,0.523,0.539,0.167,0.527,0.754,0.584
688,Emeka Okafor,2012-13,30,WAS,NBA,4.5,79,77,2052,328,687,328,687,0,0,109,191,199,493,692,93,45,77,107,145,765,0.477,0.477,,0.477,0.571,0.496
689,Kristaps Porziņģis,2016-17,21,NYK,NBA,4.5,66,65,2164,443,985,331,671,112,314,198,252,111,364,475,97,47,129,118,244,1196,0.45,0.493,0.357,0.507,0.786,0.546
690,J.J. Redick,2012-13,28,TOT,NBA,4.5,78,13,2379,382,880,217,429,165,451,171,190,17,154,171,296,38,9,138,117,1100,0.434,0.506,0.366,0.528,0.9,0.571
691,Thabo Sefolosha,2015-16,31,ATL,NBA,4.5,75,11,1758,188,372,146,248,42,124,62,99,52,282,334,107,85,37,68,109,480,0.505,0.589,0.339,0.562,0.626,0.578
692,Kemba Walker,2014-15,24,CHO,NBA,4.5,62,58,2119,378,981,293,701,85,280,234,283,35,185,220,318,89,31,100,92,1075,0.385,0.418,0.304,0.429,0.827,0.486
693,John Wall,2012-13,22,WAS,NBA,4.5,49,42,1602,324,735,312,690,12,45,246,306,35,161,196,373,65,37,157,117,906,0.441,0.452,0.267,0.449,0.804,0.521
694,Delon Wright,2017-18,25,TOR,NBA,4.5,69,4,1433,201,432,145,279,56,153,97,117,45,153,198,200,72,33,78,81,555,0.465,0.52,0.366,0.53,0.829,0.574
695,Shane Battier,2012-13,34,MIA,NBA,4.4,72,20,1786,152,362,16,46,136,316,32,38,37,128,165,72,41,55,34,149,472,0.42,0.348,0.43,0.608,0.842,0.623
696,Patrick Beverley,2015-16,27,HOU,NBA,4.4,71,63,2041,258,594,134,284,124,310,60,88,73,177,250,239,94,26,91,234,700,0.434,0.472,0.4,0.539,0.682,0.553
697,Clint Capela,2015-16,21,HOU,NBA,4.4,77,35,1471,231,397,231,396,0,1,80,211,194,300,494,47,59,92,60,190,542,0.582,0.583,0,0.582,0.379,0.553
698,DeMarcus Cousins,2012-13,22,SAC,NBA,4.4,75,74,2289,482,1036,478,1014,4,22,312,423,222,524,746,199,108,55,225,269,1280,0.465,0.471,0.182,0.467,0.738,0.524
699,Jae Crowder,2018-19,28,UTA,NBA,4.4,80,11,2166,318,797,145,275,173,522,142,197,60,324,384,133,64,31,85,170,951,0.399,0.527,0.331,0.508,0.721,0.538
700,Boris Diaw,2012-13,30,SAS,NBA,4.4,75,20,1709,179,332,149,254,30,78,47,65,66,188,254,180,52,27,84,143,435,0.539,0.587,0.385,0.584,0.723,0.603
