,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1581,Shaun Livingston,2018-19,33,GSW,NBA,2,64,0,967,109,210,109,208,0,2,40,51,42,75,117,114,31,27,38,74,258,0.519,0.524,0,0.519,0.784,0.555
1582,Thon Maker,2018-19,21,TOT,NBA,2,64,5,972,109,268,60,115,49,153,56,84,41,161,202,45,21,51,33,105,323,0.407,0.522,0.32,0.498,0.667,0.53
1583,Jodie Meeks,2017-18,30,WAS,NBA,2,77,0,1119,157,393,85,183,72,210,101,117,15,111,126,70,29,4,37,55,487,0.399,0.464,0.343,0.491,0.863,0.548
1584,Shabazz Muhammad,2014-15,22,MIN,NBA,2,38,13,866,194,397,174,346,20,51,104,145,63,91,154,44,18,7,35,49,512,0.489,0.503,0.392,0.514,0.717,0.556
1585,Shabazz Napier,2018-19,27,BRK,NBA,2,56,2,983,169,435,93,207,76,228,115,138,18,82,100,143,41,16,66,67,529,0.389,0.449,0.333,0.476,0.833,0.534
1586,Jusuf Nurkić,2016-17,22,TOT,NBA,2,65,48,1391,271,534,271,533,0,1,120,210,154,313,467,123,50,74,143,161,662,0.507,0.508,0,0.507,0.571,0.528
1587,Jermaine O'Neal,2012-13,34,PHO,NBA,2,55,4,1029,179,371,179,371,0,0,96,115,82,211,293,42,19,78,73,126,454,0.482,0.482,,0.482,0.835,0.538
1588,Kelly Oubre,2016-17,21,WAS,NBA,2,79,5,1605,186,442,132,254,54,188,75,99,61,200,261,47,58,17,50,195,501,0.421,0.52,0.287,0.482,0.758,0.516
1589,Brandon Rush,2015-16,30,GSW,NBA,2,72,25,1055,111,260,46,103,65,157,18,28,21,160,181,57,20,23,33,57,305,0.427,0.447,0.414,0.552,0.643,0.56
1590,Iman Shumpert,2013-14,23,NYK,NBA,2,74,58,1962,183,484,107,256,76,228,53,71,81,227,308,129,92,13,79,209,495,0.378,0.418,0.333,0.457,0.746,0.48
1591,Iman Shumpert,2016-17,26,CLE,NBA,2,76,31,1937,201,489,107,228,94,261,71,90,39,179,218,109,62,27,78,150,567,0.411,0.469,0.36,0.507,0.789,0.536
1592,Jonathon Simmons,2016-17,27,SAS,NBA,2,78,8,1392,177,421,147,319,30,102,99,132,20,140,160,126,47,25,76,146,483,0.42,0.461,0.294,0.456,0.75,0.504
1593,Jonathon Simmons,2015-16,26,SAS,NBA,2,55,2,813,122,242,104,195,18,47,69,92,16,80,96,58,24,5,53,103,331,0.504,0.533,0.383,0.541,0.75,0.586
1594,Kyle Singler,2014-15,26,TOT,NBA,2,80,58,1743,172,446,76,205,96,241,40,52,33,161,194,85,47,21,55,153,480,0.386,0.371,0.398,0.493,0.769,0.512
1595,Donald Sloan,2014-15,27,IND,NBA,2,53,21,1107,145,355,104,224,41,131,60,77,12,131,143,190,23,0,65,47,391,0.408,0.464,0.313,0.466,0.779,0.503
1596,Donald Sloan,2015-16,28,BRK,NBA,2,61,33,1318,154,350,116,251,38,99,78,104,17,156,173,268,32,4,80,73,424,0.44,0.462,0.384,0.494,0.75,0.536
1597,Rodney Stuckey,2015-16,29,IND,NBA,2,58,1,1275,183,443,163,360,20,83,131,158,19,137,156,142,43,8,76,77,517,0.413,0.453,0.241,0.436,0.829,0.504
1598,Hollis Thompson,2013-14,22,PHI,NBA,2,77,41,1742,171,372,104,205,67,167,52,73,73,174,247,73,53,12,60,144,461,0.46,0.507,0.401,0.55,0.712,0.57
1599,Marcus Thornton,2013-14,26,TOT,NBA,2,72,27,1741,252,639,143,323,109,316,90,112,57,141,198,77,58,11,67,110,703,0.394,0.443,0.345,0.48,0.804,0.511
1600,Evan Turner,2018-19,30,POR,NBA,2,73,2,1605,204,443,193,391,11,52,75,106,37,291,328,283,33,18,114,110,494,0.46,0.494,0.212,0.473,0.708,0.504
