,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4801,Elie Okobo,2018-19,21,PHO,NBA,-0.5,53,16,958,114,290,75,158,39,132,37,47,12,86,98,127,32,7,69,109,304,0.393,0.475,0.295,0.46,0.787,0.489
4802,Adreian Payne,2015-16,24,MIN,NBA,-0.5,52,2,486,53,145,44,113,9,32,17,26,20,91,111,29,16,11,36,77,132,0.366,0.389,0.281,0.397,0.654,0.422
4803,Adreian Payne,2014-15,23,TOT,NBA,-0.5,32,22,739,91,220,90,211,1,9,30,46,48,114,162,30,19,9,44,88,213,0.414,0.427,0.111,0.416,0.652,0.443
4804,Josh Selby,2011-12,20,MEM,NBA,-0.5,28,0,237,25,72,23,57,2,15,11,14,2,13,15,30,7,0,29,17,63,0.347,0.404,0.133,0.361,0.786,0.403
4805,Nolan Smith,2012-13,24,POR,NBA,-0.5,40,0,288,42,114,36,86,6,28,20,28,7,20,27,35,7,1,29,26,110,0.368,0.419,0.214,0.395,0.714,0.435
4806,Marquis Teague,2013-14,20,TOT,NBA,-0.5,40,3,443,38,119,33,101,5,18,26,35,1,39,40,58,10,5,39,46,107,0.319,0.327,0.278,0.34,0.743,0.398
4807,Hedo Türko_lu,2012-13,33,ORL,NBA,-0.5,11,1,189,14,53,13,29,1,24,3,6,4,22,26,23,7,1,12,11,32,0.264,0.448,0.042,0.274,0.5,0.288
4808,Sonny Weems,2015-16,29,TOT,NBA,-0.5,43,0,499,42,110,27,69,15,41,8,15,7,46,53,49,10,1,41,47,107,0.382,0.391,0.366,0.45,0.533,0.459
4809,Jawad Williams,2010-11,27,CLE,NBA,-0.5,26,1,391,41,126,28,81,13,45,9,12,7,41,48,22,9,3,16,34,104,0.325,0.346,0.289,0.377,0.75,0.396
4810,Matt Carroll,2011-12,31,CHA,NBA,-0.6,53,2,596,52,157,44,114,8,43,30,38,8,50,58,38,16,7,24,52,142,0.331,0.386,0.186,0.357,0.789,0.409
4811,Jordan Crawford,2010-11,22,TOT,NBA,-0.6,42,18,1027,192,500,159,372,33,128,73,84,31,74,105,117,39,3,83,63,490,0.384,0.427,0.258,0.417,0.869,0.456
4812,Austin Daye,2011-12,23,DET,NBA,-0.6,41,4,603,73,227,60,165,13,62,35,43,14,77,91,33,22,21,40,62,194,0.322,0.364,0.21,0.35,0.814,0.394
4813,Toney Douglas,2011-12,25,NYK,NBA,-0.6,38,9,656,94,290,67,173,27,117,22,26,16,56,72,77,29,1,56,55,237,0.324,0.387,0.231,0.371,0.846,0.393
4814,De'Aaron Fox,2017-18,20,SAC,NBA,-0.6,73,60,2026,328,797,281,644,47,153,141,195,33,171,204,320,70,20,173,163,844,0.412,0.436,0.307,0.441,0.723,0.478
4815,Ben Gordon,2012-13,29,CHA,NBA,-0.6,75,0,1560,310,760,197,468,113,292,107,127,18,112,130,141,35,16,136,134,840,0.408,0.421,0.387,0.482,0.843,0.515
4816,Terrel Harris,2012-13,25,TOT,NBA,-0.6,20,0,137,4,27,4,19,0,8,7,10,4,22,26,9,2,3,17,17,15,0.148,0.211,0,0.148,0.7,0.239
4817,Ricky Ledo,2014-15,22,TOT,NBA,-0.6,17,0,244,32,96,22,69,10,27,16,22,16,20,36,19,6,1,26,21,90,0.333,0.319,0.37,0.385,0.727,0.426
4818,Collin Sexton,2018-19,20,CLE,NBA,-0.6,82,72,2605,519,1206,400,910,119,296,214,255,57,179,236,243,44,6,185,186,1371,0.43,0.44,0.402,0.48,0.839,0.52
4819,Tyshawn Taylor,2013-14,23,BRK,NBA,-0.6,23,3,270,31,91,28,79,3,12,24,30,3,12,15,36,12,1,31,29,89,0.341,0.354,0.25,0.357,0.8,0.427
4820,Tyrus Thomas,2011-12,25,CHA,NBA,-0.6,54,30,1013,120,327,119,324,1,3,63,83,49,151,200,35,36,60,53,144,304,0.367,0.367,0.333,0.369,0.759,0.418
4821,Terrence Williams,2010-11,23,TOT,NBA,-0.6,21,0,290,43,115,37,93,6,22,14,21,4,47,51,38,9,0,33,25,106,0.374,0.398,0.273,0.4,0.667,0.427
4822,Paul Zipser,2017-18,23,CHI,NBA,-0.6,54,12,824,81,234,44,124,37,110,19,25,13,118,131,46,20,15,43,86,218,0.346,0.355,0.336,0.425,0.76,0.445
4823,Gary Harris,2014-15,20,DEN,NBA,-0.7,55,6,719,66,217,45,114,21,103,35,47,21,43,64,29,39,7,38,71,188,0.304,0.395,0.204,0.353,0.745,0.395
4824,Mario Hezonja,2016-17,21,ORL,NBA,-0.7,65,2,960,117,330,74,186,43,144,40,50,20,126,146,62,30,15,58,74,317,0.355,0.398,0.299,0.42,0.8,0.45
4825,Josh Jackson,2017-18,20,PHO,NBA,-0.7,77,35,1959,389,932,332,715,57,217,177,279,95,256,351,119,80,35,146,218,1012,0.417,0.464,0.263,0.448,0.634,0.48
4826,Zach LaVine,2014-15,19,MIN,NBA,-0.7,77,40,1902,286,677,229,510,57,167,149,177,27,187,214,276,54,10,193,158,778,0.422,0.449,0.341,0.465,0.842,0.515
4827,John Lucas III,2013-14,31,UTA,NBA,-0.7,42,6,591,62,190,37,106,25,84,10,16,12,27,39,42,14,0,22,41,159,0.326,0.349,0.298,0.392,0.625,0.403
4828,Ronnie Price,2010-11,27,UTA,NBA,-0.7,59,0,717,74,210,54,141,20,69,29,39,22,39,61,56,42,5,55,106,197,0.352,0.383,0.29,0.4,0.744,0.434
4829,Dennis Schröder,2013-14,20,ATL,NBA,-0.7,49,0,641,72,188,62,146,10,42,29,43,5,55,60,93,17,0,61,54,183,0.383,0.425,0.238,0.41,0.674,0.442
4830,Dennis Smith,2017-18,20,DAL,NBA,-0.7,69,69,2049,404,1024,298,685,106,339,134,193,50,210,260,358,71,18,194,152,1048,0.395,0.435,0.313,0.446,0.694,0.473
4831,Diante Garrett,2013-14,25,UTA,NBA,-0.8,71,0,1048,101,265,65,169,36,96,10,12,11,86,97,120,41,5,75,75,248,0.381,0.385,0.375,0.449,0.833,0.459
4832,Frank Ntilikina,2018-19,20,NYK,NBA,-0.8,43,16,904,95,282,62,167,33,115,23,30,12,75,87,121,30,14,56,104,246,0.337,0.371,0.287,0.395,0.767,0.417
4833,Jeremy Pargo,2011-12,25,MEM,NBA,-0.8,44,5,424,50,150,40,112,10,38,16,27,12,25,37,55,15,0,46,46,126,0.333,0.357,0.263,0.367,0.593,0.389
4834,Rashad Vaughn,2015-16,19,MIL,NBA,-0.8,70,6,1001,81,266,38,119,43,147,12,15,11,77,88,39,29,16,28,73,217,0.305,0.319,0.293,0.385,0.8,0.398
4835,Isaiah Whitehead,2016-17,21,BRK,NBA,-0.8,73,26,1643,204,508,160,359,44,149,91,113,32,152,184,192,42,36,142,175,543,0.402,0.446,0.295,0.445,0.805,0.487
4836,Tony Wroten,2015-16,22,PHI,NBA,-0.8,8,3,144,22,65,19,48,3,17,20,37,2,19,21,20,3,0,29,11,67,0.338,0.396,0.176,0.362,0.541,0.412
4837,Frank Ntilikina,2017-18,19,NYK,NBA,-0.9,78,9,1706,182,500,132,343,50,157,49,68,37,140,177,250,65,18,131,181,463,0.364,0.385,0.318,0.414,0.721,0.437
