,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
3741,Mitch Creek,2018-19,26,TOT,NBA,0.2,5,0,48,8,16,8,14,0,2,5,7,6,6,12,6,2,0,1,3,21,0.5,0.571,0,0.5,0.714,0.55
3742,Troy Daniels,2014-15,23,TOT,NBA,0.2,47,0,397,61,165,18,47,43,118,11,13,8,25,33,22,6,1,20,40,176,0.37,0.383,0.364,0.5,0.846,0.515
3743,Troy Daniels,2013-14,22,HOU,NBA,0.2,5,1,75,15,31,3,6,12,25,0,0,0,4,4,5,0,0,3,6,42,0.484,0.5,0.48,0.677,,0.677
3744,Brandon Davies,2014-15,23,TOT,NBA,0.2,27,6,423,55,137,47,103,8,34,24,37,38,45,83,30,18,7,29,59,142,0.401,0.456,0.235,0.431,0.649,0.463
3745,Baron Davis,2011-12,32,NYK,NBA,0.2,29,14,595,68,184,42,99,26,85,16,24,13,43,56,135,34,3,76,61,178,0.37,0.424,0.306,0.44,0.667,0.457
3746,Bryce Dejean-Jones,2015-16,23,NOP,NBA,0.2,14,11,279,28,69,16,37,12,32,11,21,8,40,48,15,10,2,11,17,79,0.406,0.432,0.375,0.493,0.524,0.505
3747,Marcus Derrickson,2018-19,22,GSW,NBA,0.2,11,0,67,16,33,6,13,10,20,4,5,8,5,13,1,0,1,3,9,46,0.485,0.462,0.5,0.636,0.8,0.653
3748,Keyon Dooling,2012-13,32,MEM,NBA,0.2,7,0,82,10,21,5,9,5,12,6,7,0,1,1,8,1,0,5,8,31,0.476,0.556,0.417,0.595,0.857,0.644
3749,Toney Douglas,2014-15,28,NOP,NBA,0.2,12,0,177,19,51,14,33,5,18,8,13,2,20,22,24,11,4,10,20,51,0.373,0.424,0.278,0.422,0.615,0.45
3750,Chris Duhon,2010-11,28,ORL,NBA,0.2,51,5,774,49,129,36,77,13,52,14,25,9,43,52,118,16,2,61,30,125,0.38,0.468,0.25,0.43,0.56,0.446
3751,Kim English,2012-13,24,DET,NBA,0.2,41,0,407,42,112,28,62,14,50,21,29,8,29,37,26,16,3,19,46,119,0.375,0.452,0.28,0.438,0.724,0.477
3752,Reggie Evans,2009-10,29,TOR,NBA,0.2,28,1,311,34,69,34,69,0,0,27,60,30,75,105,8,14,4,22,44,95,0.493,0.493,,0.493,0.45,0.498
3753,Raymond Felton,2014-15,30,DAL,NBA,0.2,29,3,281,43,106,33,72,10,34,12,15,2,24,26,41,11,4,18,17,108,0.406,0.458,0.294,0.453,0.8,0.48
3754,T.J. Ford,2010-11,27,IND,NBA,0.2,41,3,773,91,236,85,204,6,32,35,48,17,64,81,141,35,8,63,69,223,0.386,0.417,0.188,0.398,0.729,0.434
3755,T.J. Ford,2011-12,28,SAS,NBA,0.2,14,0,191,19,43,17,35,2,8,11,14,3,15,18,45,9,2,23,23,51,0.442,0.486,0.25,0.465,0.786,0.519
3756,Randy Foye,2016-17,33,BRK,NBA,0.2,69,40,1284,118,325,51,122,67,203,54,63,9,146,155,135,35,9,80,99,357,0.363,0.418,0.33,0.466,0.857,0.506
3757,Jimmer Fredette,2014-15,25,NOP,NBA,0.2,50,0,509,63,166,54,118,9,48,43,45,8,32,40,58,15,2,33,43,178,0.38,0.458,0.188,0.407,0.956,0.479
3758,Joel Freeland,2012-13,25,POR,NBA,0.2,51,1,477,58,142,58,142,0,0,18,27,40,79,119,13,13,11,19,67,134,0.408,0.408,,0.408,0.667,0.435
3759,Markelle Fultz,2017-18,19,PHI,NBA,0.2,14,0,253,45,111,45,110,0,1,10,21,11,32,43,53,12,4,17,22,100,0.405,0.409,0,0.405,0.476,0.416
3760,Marcus Georges-Hunt,2017-18,23,MIN,NBA,0.2,42,0,224,21,48,17,33,4,15,13,21,7,9,16,7,6,0,3,32,59,0.438,0.515,0.267,0.479,0.619,0.515
3761,Jonathan Gibson,2017-18,30,BOS,NBA,0.2,4,0,40,14,23,8,11,6,12,0,0,0,3,3,4,0,0,3,5,34,0.609,0.727,0.5,0.739,,0.739
3762,Mickell Gladness,2011-12,25,TOT,NBA,0.2,26,7,252,25,59,25,59,0,0,6,12,14,44,58,5,4,20,7,32,56,0.424,0.424,,0.424,0.5,0.436
3763,Archie Goodwin,2014-15,20,PHO,NBA,0.2,41,2,535,79,201,67,160,12,41,61,83,27,47,74,44,18,9,48,55,231,0.393,0.419,0.293,0.423,0.735,0.486
3764,Archie Goodwin,2013-14,19,PHO,NBA,0.2,52,0,533,76,167,71,131,5,36,37,55,25,62,87,20,20,11,44,45,194,0.455,0.542,0.139,0.47,0.673,0.507
3765,Danny Green,2009-10,22,CLE,NBA,0.2,20,0,115,15,39,9,17,6,22,4,6,8,9,17,5,6,3,5,9,40,0.385,0.529,0.273,0.462,0.667,0.48
3766,Jorge Gutiérrez,2013-14,25,BRK,NBA,0.2,15,2,244,25,54,22,42,3,12,9,12,3,19,22,30,10,1,14,37,62,0.463,0.524,0.25,0.491,0.75,0.523
3767,Jordan Hamilton,2015-16,25,NOP,NBA,0.2,11,4,304,49,116,36,71,13,45,14,21,12,50,62,25,8,3,17,24,125,0.422,0.507,0.289,0.478,0.667,0.499
3768,Ben Hansbrough,2012-13,25,IND,NBA,0.2,28,0,200,15,45,9,22,6,23,21,27,2,16,18,21,7,2,18,23,57,0.333,0.409,0.261,0.4,0.778,0.501
3769,Luke Harangody,2011-12,24,CLE,NBA,0.2,21,1,231,23,65,18,44,5,21,9,12,20,33,53,6,6,3,4,17,60,0.354,0.409,0.238,0.392,0.75,0.427
3770,Joe Harris,2014-15,23,CLE,NBA,0.2,51,1,493,48,120,17,36,31,84,9,15,7,34,41,26,7,2,27,62,136,0.4,0.472,0.369,0.529,0.6,0.537
3771,Udonis Haslem,2016-17,36,MIA,NBA,0.2,16,0,130,11,23,11,20,0,3,9,15,8,28,36,6,6,1,8,22,31,0.478,0.55,0,0.478,0.6,0.524
3772,Xavier Henry,2010-11,19,MEM,NBA,0.2,38,16,527,65,160,63,143,2,17,33,52,9,28,37,18,11,3,13,48,165,0.406,0.441,0.118,0.413,0.635,0.451
3773,Xavier Henry,2011-12,20,NOH,NBA,0.2,45,0,759,90,228,83,211,7,17,52,85,24,82,106,35,26,8,35,59,239,0.395,0.393,0.412,0.41,0.612,0.45
3774,Ryan Hollins,2011-12,27,TOT,NBA,0.2,39,8,522,46,84,46,84,0,0,39,75,34,48,82,9,5,17,35,78,131,0.548,0.548,,0.548,0.52,0.56
3775,Lester Hudson,2014-15,30,LAC,NBA,0.2,5,0,56,6,14,3,8,3,6,3,4,1,7,8,5,6,1,3,4,18,0.429,0.375,0.5,0.536,0.75,0.571
3776,Josh Huestis,2016-17,25,OKC,NBA,0.2,2,0,31,6,11,4,7,2,4,0,1,4,5,9,3,0,3,0,0,14,0.545,0.571,0.5,0.636,0,0.612
3777,Andre Ingram,2017-18,32,LAL,NBA,0.2,2,0,64,8,17,3,8,5,9,3,3,1,5,6,7,3,3,3,3,24,0.471,0.375,0.556,0.618,1,0.655
3778,Jonathan Isaac,2017-18,20,ORL,NBA,0.2,27,10,536,55,145,39,99,16,46,19,25,16,83,99,18,33,30,27,48,145,0.379,0.394,0.348,0.434,0.76,0.465
3779,Royal Ivey,2011-12,30,OKC,NBA,0.2,34,0,354,26,73,8,20,18,53,1,8,1,23,24,10,14,0,9,36,71,0.356,0.4,0.34,0.479,0.125,0.464
3780,Royal Ivey,2010-11,29,OKC,NBA,0.2,25,0,155,16,38,9,22,7,16,2,2,2,14,16,7,6,1,5,17,41,0.421,0.409,0.438,0.513,1,0.527
3781,Demetrius Jackson,2018-19,24,PHI,NBA,0.2,6,0,39,8,15,6,9,2,6,4,4,2,1,3,5,2,0,1,4,22,0.533,0.667,0.333,0.6,1,0.656
3782,Mike James,2017-18,27,TOT,NBA,0.2,36,10,687,123,321,97,223,26,98,64,84,13,77,90,126,28,7,49,48,336,0.383,0.435,0.265,0.424,0.762,0.469
3783,John Jenkins,2018-19,27,TOT,NBA,0.2,26,0,333,42,105,20,47,22,58,15,18,6,31,37,22,0,2,9,10,121,0.4,0.426,0.379,0.505,0.833,0.536
3784,John Jenkins,2015-16,24,TOT,NBA,0.2,43,3,480,71,160,55,109,16,51,20,24,8,49,57,35,8,1,27,22,178,0.444,0.505,0.314,0.494,0.833,0.522
3785,Brice Johnson,2017-18,23,TOT,NBA,0.2,18,0,98,20,42,20,41,0,1,3,5,9,22,31,2,9,6,5,13,43,0.476,0.488,0,0.476,0.6,0.486
3786,Chris Johnson,2010-11,25,TOT,NBA,0.2,14,1,138,9,21,9,21,0,0,15,20,12,20,32,3,3,9,10,21,33,0.429,0.429,,0.429,0.75,0.554
3787,Chris Johnson,2012-13,22,MEM,NBA,0.2,8,0,102,11,25,5,7,6,18,1,2,5,6,11,2,4,0,3,5,29,0.44,0.714,0.333,0.56,0.5,0.56
3788,Chris Johnson,2011-12,26,TOT,NBA,0.2,27,0,175,20,41,20,41,0,0,15,19,15,25,40,2,6,9,15,33,55,0.488,0.488,,0.488,0.789,0.557
3789,JaJuan Johnson,2011-12,22,BOS,NBA,0.2,36,0,298,54,121,54,121,0,0,6,9,20,38,58,6,5,14,14,25,114,0.446,0.446,,0.446,0.667,0.456
3790,Dominique Jones,2011-12,23,DAL,NBA,0.2,33,1,268,29,73,28,65,1,8,29,37,9,35,44,42,10,5,28,28,88,0.397,0.431,0.125,0.404,0.784,0.493
3791,James Jones,2012-13,32,MIA,NBA,0.2,38,0,221,21,61,5,8,16,53,2,4,0,22,22,13,2,6,3,16,60,0.344,0.625,0.302,0.475,0.5,0.478
3792,Jemerrio Jones,2018-19,23,LAL,NBA,0.2,6,2,143,12,33,10,23,2,10,1,2,16,33,49,13,7,5,5,10,27,0.364,0.435,0.2,0.394,0.5,0.398
3793,Kevin Jones,2012-13,23,CLE,NBA,0.2,32,0,334,43,107,43,107,0,0,9,15,38,40,78,10,9,5,8,25,95,0.402,0.402,,0.402,0.6,0.418
3794,Perry Jones,2014-15,23,OKC,NBA,0.2,43,13,631,73,184,59,124,14,60,24,37,6,70,76,18,17,8,24,50,184,0.397,0.476,0.233,0.435,0.649,0.459
3795,Sasha Kaun,2015-16,30,CLE,NBA,0.2,25,0,95,9,17,9,17,0,0,5,11,12,14,26,3,4,5,7,11,23,0.529,0.529,,0.529,0.455,0.527
3796,Kosta Koufos,2010-11,21,TOT,NBA,0.2,50,2,434,68,150,68,148,0,2,24,43,57,73,130,7,10,25,31,59,160,0.453,0.459,0,0.453,0.558,0.474
3797,Jeremy Lamb,2012-13,20,OKC,NBA,0.2,23,0,147,24,68,15,38,9,30,14,14,5,13,18,5,2,2,6,13,71,0.353,0.395,0.3,0.419,1,0.479
3798,Nicolás Laprovíttola,2016-17,27,SAS,NBA,0.2,18,3,174,20,47,10,20,10,27,9,9,1,9,10,28,4,1,19,19,59,0.426,0.5,0.37,0.532,1,0.579
3799,Alex Len,2013-14,20,PHO,NBA,0.2,42,3,362,33,78,33,78,0,0,20,31,39,60,99,4,4,18,26,68,86,0.423,0.423,,0.423,0.645,0.469
3800,Jon Leuer,2012-13,23,TOT,NBA,0.2,28,0,187,25,52,25,49,0,3,6,13,13,24,37,8,6,0,8,21,56,0.481,0.51,0,0.481,0.462,0.485
