,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
3528,Quincy Pondexter,2013-14,25,MEM,NBA,0.4,15,2,270,31,79,20,45,11,34,21,26,10,16,26,20,5,1,15,18,94,0.392,0.444,0.324,0.462,0.808,0.52
3529,Tayshaun Prince,2015-16,35,MIN,NBA,0.4,77,44,1462,102,229,98,206,4,23,13,19,32,115,147,73,36,13,27,62,221,0.445,0.476,0.174,0.454,0.684,0.466
3530,Cameron Reynolds,2018-19,23,MIN,NBA,0.4,19,0,259,33,78,12,27,21,51,8,9,4,27,31,13,6,2,5,26,95,0.423,0.444,0.412,0.558,0.889,0.58
3531,Jason Richardson,2014-15,34,PHI,NBA,0.4,19,15,416,62,178,31,82,31,96,17,22,13,53,66,38,13,3,16,28,172,0.348,0.378,0.323,0.435,0.773,0.458
3532,Derrick Rose,2015-16,27,CHI,NBA,0.4,66,66,2097,447,1048,403,898,44,150,142,179,46,179,225,311,44,14,175,84,1080,0.427,0.449,0.293,0.448,0.793,0.479
3533,Brandon Rush,2016-17,31,MIN,NBA,0.4,47,33,1030,70,187,26,73,44,114,13,18,16,83,99,45,22,23,28,42,197,0.374,0.356,0.386,0.492,0.722,0.505
3534,D'Angelo Russell,2017-18,21,BRK,NBA,0.4,48,35,1234,278,672,188,394,90,278,97,131,30,159,189,249,36,17,147,93,743,0.414,0.477,0.324,0.481,0.74,0.509
3535,John Salmons,2011-12,32,SAC,NBA,0.4,46,32,1250,141,345,108,233,33,112,29,45,20,114,134,93,37,7,45,77,344,0.409,0.464,0.295,0.457,0.644,0.471
3536,Henry Sims,2015-16,25,BRK,NBA,0.4,14,4,263,33,77,33,77,0,0,25,30,21,51,72,9,9,14,12,37,91,0.429,0.429,,0.429,0.833,0.504
3537,Tony Snell,2015-16,24,CHI,NBA,0.4,64,33,1301,126,339,70,184,56,155,30,33,19,180,199,63,16,17,52,100,338,0.372,0.38,0.361,0.454,0.909,0.478
3538,Jerry Stackhouse,2012-13,38,BRK,NBA,0.4,37,0,544,66,172,36,83,30,89,20,23,5,28,33,35,7,4,24,31,182,0.384,0.434,0.337,0.471,0.87,0.5
3539,Julyan Stone,2011-12,23,DEN,NBA,0.4,22,2,179,13,31,11,20,2,11,8,11,5,20,25,37,8,6,11,18,36,0.419,0.55,0.182,0.452,0.727,0.502
3540,Sebastian Telfair,2014-15,29,OKC,NBA,0.4,16,1,327,46,125,28,65,18,60,24,34,2,28,30,45,10,0,18,29,134,0.368,0.431,0.3,0.44,0.706,0.479
3541,Garrett Temple,2009-10,23,TOT,NBA,0.4,27,4,334,44,101,31,64,13,37,35,50,6,25,31,21,13,6,27,42,136,0.436,0.484,0.351,0.5,0.7,0.553
3542,Kenny Thomas,2009-10,32,SAC,NBA,0.4,26,2,313,17,35,17,35,0,0,7,12,35,51,86,15,10,10,17,42,41,0.486,0.486,,0.486,0.583,0.509
3543,Beno Udrih,2015-16,33,TOT,NBA,0.4,44,5,707,86,198,71,154,15,44,18,20,8,64,72,116,14,1,53,51,205,0.434,0.461,0.341,0.472,0.9,0.496
3544,Charlie Villanueva,2011-12,27,DET,NBA,0.4,13,0,180,35,91,20,46,15,45,6,7,9,39,48,6,7,5,7,25,91,0.385,0.435,0.333,0.467,0.857,0.484
3545,Von Wafer,2011-12,26,ORL,NBA,0.4,33,1,469,71,157,57,118,14,39,38,54,6,39,45,29,10,3,35,26,194,0.452,0.483,0.359,0.497,0.704,0.537
3546,Derrick Walton,2017-18,22,MIA,NBA,0.4,16,0,147,8,25,1,8,7,17,6,6,2,14,16,16,7,3,2,7,29,0.32,0.125,0.412,0.46,1,0.525
3547,Earl Watson,2011-12,32,UTA,NBA,0.4,50,2,1033,54,160,44,108,10,52,31,46,30,91,121,217,54,22,85,105,149,0.338,0.407,0.192,0.369,0.674,0.413
3548,Briante Weber,2017-18,25,TOT,NBA,0.4,18,0,237,19,43,15,32,4,11,8,10,8,27,35,22,18,5,15,28,50,0.442,0.469,0.364,0.488,0.8,0.527
3549,Shayne Whittington,2014-15,23,IND,NBA,0.4,20,0,108,19,42,18,36,1,6,18,23,10,19,29,6,5,2,5,18,57,0.452,0.5,0.167,0.464,0.783,0.547
3550,Damien Wilkins,2011-12,32,DET,NBA,0.4,60,2,922,76,193,69,170,7,23,34,54,22,78,100,44,29,13,30,85,193,0.394,0.406,0.304,0.412,0.63,0.445
3551,Sean Williams,2011-12,25,TOT,NBA,0.4,11,0,107,14,22,14,22,0,0,12,13,13,12,25,5,4,8,10,18,40,0.636,0.636,,0.636,0.923,0.722
3552,Troy Williams,2018-19,24,SAC,NBA,0.4,21,0,312,44,98,30,54,14,44,9,15,12,47,59,11,10,8,9,37,111,0.449,0.556,0.318,0.52,0.6,0.531
3553,Troy Williams,2016-17,22,TOT,NBA,0.4,30,16,557,73,167,55,105,18,62,21,32,15,54,69,25,27,10,32,60,185,0.437,0.524,0.29,0.491,0.656,0.511
3554,Lou Amundson,2014-15,32,TOT,NBA,0.3,53,35,937,109,255,109,254,0,1,41,87,94,174,268,70,22,52,62,126,259,0.427,0.429,0,0.427,0.471,0.442
3555,David Andersen,2010-11,30,TOT,NBA,0.3,40,0,373,56,121,48,98,8,23,14,22,20,64,84,13,5,9,22,40,134,0.463,0.49,0.348,0.496,0.636,0.513
3556,Alan Anderson,2015-16,33,WAS,NBA,0.3,13,0,192,21,59,9,22,12,37,11,15,1,26,27,14,4,1,2,25,65,0.356,0.409,0.324,0.458,0.733,0.495
3557,Alan Anderson,2011-12,29,TOR,NBA,0.3,17,12,461,55,142,31,81,24,61,29,34,8,26,34,26,5,3,25,35,163,0.387,0.383,0.393,0.472,0.853,0.519
3558,James Anderson,2010-11,21,SAS,NBA,0.3,26,2,286,31,81,13,35,18,46,14,18,2,21,23,18,3,6,13,24,94,0.383,0.371,0.391,0.494,0.778,0.529
3559,Kyle Anderson,2014-15,21,SAS,NBA,0.3,33,8,358,31,89,28,78,3,11,9,14,5,67,72,28,15,7,10,28,74,0.348,0.359,0.273,0.365,0.643,0.389
3560,Carmelo Anthony,2018-19,34,HOU,NBA,0.3,10,2,294,49,121,28,57,21,64,15,22,9,45,54,5,4,7,8,32,134,0.405,0.491,0.328,0.492,0.682,0.513
3561,Ryan Arcidiacono,2017-18,23,CHI,NBA,0.3,24,0,304,17,41,8,10,9,31,5,6,1,24,25,35,13,0,13,18,48,0.415,0.8,0.29,0.524,0.833,0.55
3562,Hilton Armstrong,2013-14,29,GSW,NBA,0.3,15,1,97,9,19,9,19,0,0,7,16,19,28,47,5,4,4,6,11,25,0.474,0.474,,0.474,0.438,0.48
3563,Darrell Arthur,2009-10,21,MEM,NBA,0.3,32,1,457,63,146,63,145,0,1,17,30,37,73,110,15,14,14,22,60,143,0.432,0.434,0,0.432,0.567,0.449
3564,Jeff Ayres,2011-12,24,IND,NBA,0.3,20,1,106,15,36,15,36,0,0,4,7,12,21,33,4,3,2,2,16,34,0.417,0.417,,0.417,0.571,0.435
3565,Wade Baldwin,2017-18,21,POR,NBA,0.3,7,0,80,14,21,10,16,4,5,6,10,1,7,8,5,2,1,4,12,38,0.667,0.625,0.8,0.762,0.6,0.748
3566,Renaldo Balkman,2011-12,27,NYK,NBA,0.3,14,0,115,16,32,14,23,2,9,8,11,6,20,26,5,4,3,6,14,42,0.5,0.609,0.222,0.531,0.727,0.57
3567,Keita Bates-Diop,2018-19,23,MIN,NBA,0.3,30,3,503,60,142,47,90,13,52,18,28,16,67,83,17,18,14,14,29,151,0.423,0.522,0.25,0.468,0.643,0.489
3568,Malik Beasley,2017-18,21,DEN,NBA,0.3,62,0,583,73,178,45,96,28,82,22,33,14,57,71,31,15,7,24,36,196,0.41,0.469,0.341,0.489,0.667,0.509
3569,DeAndre' Bembry,2016-17,22,ATL,NBA,0.3,38,1,371,47,98,46,80,1,18,6,16,14,45,59,28,8,5,16,21,101,0.48,0.575,0.056,0.485,0.375,0.481
3570,Anthony Bennett,2014-15,21,MIN,NBA,0.3,57,3,894,125,297,118,274,7,23,41,64,52,164,216,48,27,16,36,87,298,0.421,0.431,0.304,0.433,0.641,0.458
3571,Eric Bledsoe,2010-11,21,LAC,NBA,0.3,81,25,1841,206,486,174,370,32,116,99,133,68,155,223,289,92,26,194,130,543,0.424,0.47,0.276,0.457,0.744,0.499
3572,Jaron Blossomgame,2018-19,25,CLE,NBA,0.3,27,4,439,47,106,37,67,10,39,10,13,26,72,98,13,7,8,11,20,114,0.443,0.552,0.256,0.491,0.769,0.51
3573,Andrew Bogut,2018-19,34,GSW,NBA,0.3,11,5,134,18,36,18,36,0,0,3,3,12,43,55,11,3,8,8,22,39,0.5,0.5,,0.5,1,0.523
3574,Avery Bradley,2018-19,28,TOT,NBA,0.3,63,63,1905,248,608,162,363,86,245,43,50,43,132,175,152,41,16,89,167,625,0.408,0.446,0.351,0.479,0.86,0.496
3575,Isaiah Briscoe,2018-19,22,ORL,NBA,0.3,39,0,559,55,138,44,104,11,34,15,26,5,69,74,87,11,2,31,66,136,0.399,0.423,0.324,0.438,0.577,0.455
3576,Aaron Brooks,2016-17,32,IND,NBA,0.3,65,0,894,121,300,73,172,48,128,32,40,18,51,69,125,25,9,66,93,322,0.403,0.424,0.375,0.483,0.8,0.507
3577,Lorenzo Brown,2014-15,24,MIN,NBA,0.3,29,7,549,52,122,46,94,6,28,12,19,14,56,70,90,28,6,30,49,122,0.426,0.489,0.214,0.451,0.632,0.468
3578,Caron Butler,2015-16,35,SAC,NBA,0.3,17,1,176,25,59,22,41,3,18,10,12,5,17,22,10,9,1,3,19,63,0.424,0.537,0.167,0.449,0.833,0.49
3579,José Calderón,2016-17,35,TOT,NBA,0.3,41,13,539,55,134,35,70,20,64,11,12,15,59,74,88,11,1,41,36,141,0.41,0.5,0.313,0.485,0.917,0.506
3580,Derrick Caracter,2010-11,22,LAL,NBA,0.3,41,0,215,32,66,32,66,0,0,17,23,19,24,43,7,4,10,19,47,81,0.485,0.485,,0.485,0.739,0.532
3581,Rodney Carney,2010-11,26,TOT,NBA,0.3,27,1,336,46,110,29,72,17,38,18,27,13,35,48,11,12,5,16,33,127,0.418,0.403,0.447,0.495,0.667,0.521
3582,Dionte Christmas,2013-14,27,PHO,NBA,0.3,31,0,198,22,62,13,31,9,31,18,24,13,25,38,8,2,3,6,19,71,0.355,0.419,0.29,0.427,0.75,0.489
3583,Earl Clark,2010-11,23,TOT,NBA,0.3,42,0,464,68,158,68,153,0,5,27,47,37,64,101,9,8,18,28,45,163,0.43,0.444,0,0.43,0.574,0.456
3584,Earl Clark,2013-14,26,TOT,NBA,0.3,54,17,768,97,261,56,139,41,122,22,34,22,121,143,18,17,25,31,67,257,0.372,0.403,0.336,0.45,0.647,0.466
3585,Earl Clark,2011-12,24,ORL,NBA,0.3,45,1,559,51,139,51,139,0,0,21,29,35,89,124,18,12,32,25,72,123,0.367,0.367,,0.367,0.724,0.405
3586,Jack Cooley,2017-18,26,SAC,NBA,0.3,7,0,87,13,27,13,27,0,0,14,19,14,16,30,6,1,0,3,13,40,0.481,0.481,,0.481,0.737,0.566
3587,Samuel Dalembert,2014-15,33,NYK,NBA,0.3,32,21,544,57,130,57,130,0,0,14,20,53,115,168,29,14,41,39,70,128,0.438,0.438,,0.438,0.7,0.461
3588,Troy Daniels,2018-19,27,PHO,NBA,0.3,51,1,760,113,275,39,81,74,194,18,23,13,60,73,26,26,5,27,79,318,0.411,0.481,0.381,0.545,0.783,0.558
3589,Josh Davis,2011-12,31,MEM,NBA,0.3,15,0,130,10,27,6,14,4,13,4,8,16,11,27,6,7,1,3,19,28,0.37,0.429,0.308,0.444,0.5,0.459
3590,Devin Ebanks,2011-12,22,LAL,NBA,0.3,24,12,396,37,89,37,80,0,9,23,35,26,28,54,12,11,6,18,26,97,0.416,0.463,0,0.416,0.657,0.465
3591,Wayne Ellington,2010-11,23,MIN,NBA,0.3,62,8,1181,160,397,112,276,48,121,42,53,26,82,108,72,28,3,53,85,410,0.403,0.406,0.397,0.463,0.792,0.488
3592,Drew Eubanks,2018-19,21,SAS,NBA,0.3,23,0,113,15,26,15,26,0,0,11,13,6,28,34,7,2,5,8,11,41,0.577,0.577,,0.577,0.846,0.646
3593,Maurice Evans,2011-12,33,WAS,NBA,0.3,24,0,343,45,112,28,67,17,45,10,13,8,16,24,9,14,0,10,36,117,0.402,0.418,0.378,0.478,0.769,0.497
3594,Tyreke Evans,2018-19,29,IND,NBA,0.3,69,18,1402,257,660,180,444,77,216,115,160,33,168,201,166,58,18,118,117,706,0.389,0.405,0.356,0.448,0.719,0.483
3595,Vítor Faverani,2013-14,25,BOS,NBA,0.3,37,8,488,64,147,52,107,12,40,24,37,42,86,128,16,14,27,41,74,164,0.435,0.486,0.3,0.476,0.649,0.502
3596,Landry Fields,2014-15,26,TOR,NBA,0.3,26,9,216,20,41,19,39,1,2,5,6,10,16,26,15,11,0,8,9,46,0.488,0.487,0.5,0.5,0.833,0.527
3597,Jimmer Fredette,2011-12,22,SAC,NBA,0.3,61,7,1135,172,446,94,230,78,216,40,48,17,56,73,108,30,3,67,73,462,0.386,0.409,0.361,0.473,0.833,0.495
3598,Markelle Fultz,2018-19,20,PHI,NBA,0.3,19,15,427,65,155,61,141,4,14,21,37,26,44,70,59,17,5,25,52,155,0.419,0.433,0.286,0.432,0.568,0.452
3599,Ben Gordon,2014-15,31,ORL,NBA,0.3,56,0,790,129,295,94,198,35,97,56,67,6,57,63,50,14,1,55,60,349,0.437,0.475,0.361,0.497,0.836,0.538
3600,Jorge Gutiérrez,2015-16,27,CHO,NBA,0.3,12,0,63,6,11,6,9,0,2,10,11,0,7,7,17,3,0,6,3,22,0.545,0.667,0,0.545,0.909,0.694
