,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3401,Jeremy Lin,2010-11,22,GSW,NBA,0.5,29,0,285,28,72,27,67,1,5,19,25,12,22,34,42,33,9,18,31,76,0.389,0.403,0.2,0.396,0.76,0.458
3402,Sheldon Mac,2016-17,24,WAS,NBA,0.5,30,3,287,30,75,23,45,7,30,23,27,4,30,34,15,8,2,5,17,90,0.4,0.511,0.233,0.447,0.852,0.518
3403,Shelvin Mack,2012-13,22,TOT,NBA,0.5,31,3,416,58,126,40,77,18,49,9,16,3,37,40,68,15,0,34,39,143,0.46,0.519,0.367,0.532,0.563,0.537
3404,Vernon Macklin,2011-12,25,DET,NBA,0.5,23,0,135,19,35,19,35,0,0,8,14,14,20,34,5,4,4,3,9,46,0.543,0.543,,0.543,0.571,0.559
3405,Jarell Martin,2018-19,24,ORL,NBA,0.5,42,1,328,43,104,23,47,20,57,9,11,11,62,73,18,3,8,11,51,115,0.413,0.489,0.351,0.51,0.818,0.528
3406,Frank Mason,2017-18,23,SAC,NBA,0.5,52,2,984,144,380,113,294,31,86,94,115,30,100,130,147,34,10,65,72,413,0.379,0.384,0.36,0.42,0.817,0.48
3407,Jason Maxiell,2010-11,27,DET,NBA,0.5,57,14,930,93,189,93,189,0,0,51,99,66,107,173,17,24,21,44,92,237,0.492,0.492,,0.492,0.515,0.51
3408,Luc Mbah a Moute,2012-13,26,MIL,NBA,0.5,58,45,1326,151,377,138,340,13,37,72,126,89,167,256,55,42,14,70,82,387,0.401,0.406,0.351,0.418,0.571,0.447
3409,James Michael McAdoo,2014-15,22,GSW,NBA,0.5,15,0,137,24,44,24,44,0,0,14,25,15,22,37,2,5,9,6,21,62,0.545,0.545,,0.545,0.56,0.564
3410,Patrick McCaw,2018-19,23,TOT,NBA,0.5,29,1,397,26,63,17,35,9,28,13,15,7,41,48,29,23,2,17,38,74,0.413,0.486,0.321,0.484,0.867,0.532
3411,K.J. McDaniels,2016-17,23,TOT,NBA,0.5,49,0,505,77,169,57,103,20,66,32,38,15,67,82,13,19,18,29,49,206,0.456,0.553,0.303,0.515,0.842,0.555
3412,Ben McLemore,2017-18,24,MEM,NBA,0.5,56,17,1091,157,373,102,214,55,159,53,64,34,105,139,51,38,15,61,139,422,0.421,0.477,0.346,0.495,0.828,0.526
3413,Jordan McRae,2018-19,27,WAS,NBA,0.5,27,0,333,61,130,51,95,10,35,28,35,6,34,40,30,13,7,15,26,160,0.469,0.537,0.286,0.508,0.8,0.55
3414,Darius Miller,2012-13,22,NOH,NBA,0.5,52,2,694,44,108,22,52,22,56,8,8,8,70,78,44,17,12,23,89,118,0.407,0.423,0.393,0.509,1,0.529
3415,Markieff Morris,2015-16,26,TOT,NBA,0.5,64,45,1629,305,718,258,563,47,155,108,147,73,279,352,124,58,34,135,184,765,0.425,0.458,0.303,0.458,0.735,0.489
3416,Byron Mullens,2013-14,24,TOT,NBA,0.5,45,0,414,73,165,40,76,33,89,10,20,24,68,92,14,15,11,27,64,189,0.442,0.526,0.371,0.542,0.5,0.544
