,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1647,Anderson Varejão,2014-15,32,CLE,NBA,1.9,26,26,636,111,200,111,198,0,2,33,45,57,113,170,35,19,16,35,58,255,0.555,0.561,0,0.555,0.733,0.58
1648,Damien Wilkins,2012-13,33,PHI,NBA,1.9,61,21,1095,145,316,128,265,17,51,81,109,32,73,105,91,37,18,49,98,388,0.459,0.483,0.333,0.486,0.743,0.533
1649,Shawne Williams,2014-15,28,TOT,NBA,1.9,63,22,1087,121,300,57,122,64,178,35,40,36,130,166,44,25,21,30,135,341,0.403,0.467,0.36,0.51,0.875,0.537
1650,Dorell Wright,2013-14,28,POR,NBA,1.9,68,13,984,111,297,42,95,69,202,52,69,29,162,191,64,23,16,39,62,343,0.374,0.442,0.342,0.49,0.754,0.524
1651,Cody Zeller,2017-18,25,CHO,NBA,1.9,33,0,627,85,156,83,153,2,3,61,85,67,110,177,31,14,21,33,81,233,0.545,0.542,0.667,0.551,0.718,0.602
1652,Luke Babbitt,2016-17,27,MIA,NBA,1.8,68,55,1065,113,281,26,71,87,210,11,15,12,129,141,36,20,11,25,118,324,0.402,0.366,0.414,0.557,0.733,0.563
1653,Michael Beasley,2016-17,28,MIL,NBA,1.8,56,6,935,216,406,198,363,18,43,78,105,40,153,193,53,27,27,66,92,528,0.532,0.545,0.419,0.554,0.743,0.584
1654,Khem Birch,2017-18,25,ORL,NBA,1.8,42,0,578,68,126,68,126,0,0,42,61,70,110,180,34,15,21,21,56,178,0.54,0.54,,0.54,0.689,0.582
1655,Steve Blake,2013-14,33,TOT,NBA,1.8,55,28,1498,133,353,54,143,79,210,33,43,13,146,159,307,54,8,102,85,378,0.377,0.378,0.376,0.489,0.767,0.508
1656,Matt Bonner,2013-14,33,SAS,NBA,1.8,61,0,690,73,164,31,66,42,98,9,12,16,114,130,31,15,11,16,49,197,0.445,0.47,0.429,0.573,0.75,0.582
1657,Avery Bradley,2013-14,23,BOS,NBA,1.8,60,58,1855,361,825,282,625,79,200,90,112,48,178,226,85,63,11,96,145,891,0.438,0.451,0.395,0.485,0.804,0.51
1658,Caron Butler,2013-14,33,TOT,NBA,1.8,56,13,1419,213,540,115,291,98,249,63,75,21,208,229,82,47,17,60,120,587,0.394,0.395,0.394,0.485,0.84,0.512
1659,José Calderón,2017-18,36,CLE,NBA,1.8,57,32,914,93,185,48,88,45,97,24,30,14,70,84,117,27,2,41,81,255,0.503,0.545,0.464,0.624,0.8,0.643
1660,Kentavious Caldwell-Pope,2013-14,20,DET,NBA,1.8,80,41,1583,182,460,123,275,59,185,47,61,38,118,156,55,75,12,28,145,470,0.396,0.447,0.319,0.46,0.77,0.483
1661,Vince Carter,2015-16,39,MEM,NBA,1.8,60,3,1005,133,343,74,174,59,169,70,84,31,115,146,56,38,16,35,101,395,0.388,0.425,0.349,0.474,0.833,0.52
1662,Marquese Chriss,2016-17,19,PHO,NBA,1.8,82,75,1743,284,632,212,408,72,224,113,181,96,252,348,60,67,70,108,263,753,0.449,0.52,0.321,0.506,0.624,0.529
1663,Jordan Clarkson,2018-19,26,CLE,NBA,1.8,81,0,2214,529,1180,385,735,144,445,162,192,82,188,270,196,57,13,135,112,1364,0.448,0.524,0.324,0.509,0.844,0.539
1664,Quinn Cook,2018-19,25,GSW,NBA,1.8,74,10,1059,204,439,123,239,81,200,20,26,22,135,157,116,20,3,50,92,509,0.465,0.515,0.405,0.557,0.769,0.565
1665,Jared Dudley,2018-19,33,BRK,NBA,1.8,59,25,1220,101,239,48,88,53,151,32,46,34,121,155,83,36,16,43,131,287,0.423,0.545,0.351,0.533,0.696,0.554
1666,Jared Dudley,2016-17,31,PHO,NBA,1.8,64,7,1362,157,346,80,143,77,203,43,65,31,194,225,121,42,16,73,154,434,0.454,0.559,0.379,0.565,0.662,0.579
1667,Yogi Ferrell,2016-17,23,TOT,NBA,1.8,46,29,1197,160,394,92,218,68,176,74,89,20,91,111,172,42,9,70,90,462,0.406,0.422,0.386,0.492,0.831,0.533
1668,Francisco García,2013-14,32,HOU,NBA,1.8,55,4,1083,118,294,49,101,69,193,10,19,21,101,122,63,27,33,30,120,315,0.401,0.485,0.358,0.519,0.526,0.521
1669,Rudy Gay,2016-17,30,SAC,NBA,1.8,30,30,1013,201,442,159,329,42,113,118,138,35,155,190,83,44,26,74,79,562,0.455,0.483,0.372,0.502,0.855,0.559
1670,Treveon Graham,2017-18,24,CHO,NBA,1.8,63,2,1050,96,221,56,124,40,97,41,59,42,79,121,59,33,2,27,109,273,0.434,0.452,0.412,0.525,0.695,0.553
1671,Tim Hardaway,2018-19,26,TOT,NBA,1.8,65,63,2057,390,993,228,516,162,477,232,276,33,189,222,159,54,8,105,141,1174,0.393,0.442,0.34,0.474,0.841,0.527
1672,Juan Hernangómez,2016-17,21,DEN,NBA,1.8,62,9,842,101,224,55,111,46,113,57,76,43,144,187,29,30,12,31,62,305,0.451,0.495,0.407,0.554,0.75,0.592
1673,Willy Hernangómez,2017-18,23,TOT,NBA,1.8,48,1,495,91,164,86,152,5,12,59,90,61,122,183,33,18,16,35,64,246,0.555,0.566,0.417,0.57,0.656,0.604
1674,Roy Hibbert,2016-17,30,TOT,NBA,1.8,48,13,682,80,147,80,147,0,0,61,75,54,98,152,21,8,46,32,100,221,0.544,0.544,,0.544,0.813,0.614
1675,J.J. Hickson,2014-15,26,DEN,NBA,1.8,73,8,1411,218,459,218,457,0,2,116,201,150,302,452,57,36,35,96,136,552,0.475,0.477,0,0.475,0.577,0.504
1676,Stanley Johnson,2017-18,21,DET,NBA,1.8,69,50,1894,210,560,143,326,67,234,112,145,33,219,252,112,95,14,77,169,599,0.375,0.439,0.286,0.435,0.772,0.48
1677,Frank Kaminsky,2018-19,25,CHO,NBA,1.8,47,0,755,138,298,88,159,50,139,79,107,39,124,163,63,12,12,41,68,405,0.463,0.553,0.36,0.547,0.738,0.587
1678,Caris LeVert,2016-17,22,BRK,NBA,1.8,57,26,1237,171,380,112,196,59,184,67,93,23,165,188,110,49,8,59,91,468,0.45,0.571,0.321,0.528,0.72,0.556
1679,Shaun Livingston,2017-18,32,GSW,NBA,1.8,71,7,1129,172,343,172,338,0,5,50,61,32,99,131,140,35,21,58,117,394,0.501,0.509,0,0.501,0.82,0.533
1680,Jason Maxiell,2012-13,29,DET,NBA,1.8,72,71,1789,204,457,204,457,0,0,90,145,135,274,409,54,32,95,81,172,498,0.446,0.446,,0.446,0.621,0.478
1681,CJ McCollum,2014-15,23,POR,NBA,1.8,62,3,973,159,365,104,226,55,139,51,73,14,77,91,64,43,8,48,81,424,0.436,0.46,0.396,0.511,0.699,0.534
1682,E'Twaun Moore,2015-16,26,CHI,NBA,1.8,59,22,1263,187,389,140,285,47,104,22,35,19,114,133,99,37,18,53,103,443,0.481,0.491,0.452,0.541,0.629,0.548
1683,Marcus Morris,2012-13,23,TOT,NBA,1.8,77,23,1524,222,526,136,293,86,233,66,117,80,197,277,62,45,20,77,160,596,0.422,0.464,0.369,0.504,0.564,0.516
1684,Raul Neto,2015-16,23,UTA,NBA,1.8,81,53,1499,180,418,116,256,64,162,52,70,17,103,120,174,62,2,109,122,476,0.431,0.453,0.395,0.507,0.743,0.53
1685,Brian Roberts,2014-15,29,CHO,NBA,1.8,72,10,1330,176,452,114,259,62,193,66,74,13,96,109,162,33,6,57,75,480,0.389,0.44,0.321,0.458,0.892,0.495
1686,Nate Robinson,2013-14,29,DEN,NBA,1.8,44,1,866,164,383,106,229,58,154,71,85,21,60,81,112,36,4,58,92,457,0.428,0.463,0.377,0.504,0.835,0.544
1687,Jason Smith,2015-16,29,ORL,NBA,1.8,76,2,1181,244,503,240,487,4,16,54,67,53,166,219,62,33,65,57,163,546,0.485,0.493,0.25,0.489,0.806,0.513
1688,Marreese Speights,2015-16,28,GSW,NBA,1.8,72,0,832,197,456,173,394,24,62,94,114,77,162,239,61,19,34,66,117,512,0.432,0.439,0.387,0.458,0.825,0.506
1689,Lance Stephenson,2017-18,27,IND,NBA,1.8,82,7,1850,303,709,236,477,67,232,84,127,62,362,424,235,46,17,131,177,757,0.427,0.495,0.289,0.475,0.661,0.495
1690,Noah Vonleh,2016-17,21,POR,NBA,1.8,74,41,1265,130,270,123,250,7,20,60,94,131,256,387,31,30,27,64,154,327,0.481,0.492,0.35,0.494,0.638,0.525
1691,Mo Williams,2012-13,30,UTA,NBA,1.8,46,46,1418,229,533,170,379,59,154,75,85,24,86,110,285,46,9,125,105,592,0.43,0.449,0.383,0.485,0.882,0.519
1692,Jeff Withey,2016-17,26,UTA,NBA,1.8,51,1,432,55,103,55,102,0,1,36,48,52,69,121,7,16,32,14,52,146,0.534,0.539,0,0.534,0.75,0.588
1693,Jeff Withey,2013-14,23,NOP,NBA,1.8,58,4,684,69,129,69,128,0,1,52,73,49,101,150,26,15,50,20,73,190,0.535,0.539,0,0.535,0.712,0.59
1694,Quincy Acy,2014-15,24,NYK,NBA,1.7,68,22,1287,152,331,134,271,18,60,76,97,79,222,301,68,27,22,60,147,398,0.459,0.494,0.3,0.486,0.784,0.533
1695,Lavoy Allen,2016-17,27,IND,NBA,1.7,61,5,871,77,168,77,167,0,1,23,33,105,114,219,57,18,24,29,78,177,0.458,0.461,0,0.458,0.697,0.485
1696,Alan Anderson,2013-14,31,BRK,NBA,1.7,78,26,1773,194,485,110,237,84,248,92,118,40,135,175,81,48,11,62,147,564,0.4,0.464,0.339,0.487,0.78,0.525
1697,Darrell Arthur,2012-13,24,MEM,NBA,1.7,59,3,970,162,359,157,341,5,18,33,46,68,101,169,33,24,33,43,126,362,0.451,0.46,0.278,0.458,0.717,0.477
1698,Ömer Aşık,2015-16,29,NOP,NBA,1.7,68,64,1178,104,195,104,195,0,0,61,112,120,294,414,26,21,23,60,124,269,0.533,0.533,,0.533,0.545,0.551
1699,Mohamed Bamba,2018-19,20,ORL,NBA,1.7,47,1,766,117,243,96,173,21,70,37,63,64,169,233,39,13,64,43,102,292,0.481,0.555,0.3,0.525,0.587,0.539
1700,Andrew Bogut,2012-13,28,GSW,NBA,1.7,32,32,786,83,184,82,183,1,1,19,38,68,177,245,67,20,55,35,85,186,0.451,0.448,1,0.454,0.5,0.463
