,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4301,Doug McDermott,2014-15,23,CHI,NBA,0,36,0,321,43,107,30,66,13,41,10,15,6,37,43,6,4,1,17,29,109,0.402,0.455,0.317,0.463,0.667,0.48
4302,Mitch McGary,2015-16,23,OKC,NBA,0,20,0,72,11,23,11,19,0,4,4,10,4,14,18,3,1,2,7,10,26,0.478,0.579,0,0.478,0.4,0.474
4303,Trey McKinney-Jones,2017-18,27,IND,NBA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4304,Josh McRoberts,2017-18,30,DAL,NBA,0,2,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0
4305,Fab Melo,2012-13,22,BOS,NBA,0,6,0,36,3,6,3,6,0,0,1,4,0,3,3,0,2,2,1,7,7,0.5,0.5,,0.5,0.25,0.451
4306,De'Anthony Melton,2018-19,20,PHO,NBA,0,50,31,984,100,256,71,161,29,95,21,28,25,109,134,159,68,23,75,113,250,0.391,0.441,0.305,0.447,0.75,0.466
4307,Pops Mensah-Bonsu,2010-11,27,NOH,NBA,0,7,0,35,1,3,1,3,0,0,0,0,3,8,11,2,0,0,2,11,2,0.333,0.333,,0.333,,0.333
4308,Pops Mensah-Bonsu,2009-10,26,TOT,NBA,0,20,0,120,13,33,13,33,0,0,13,24,16,19,35,3,4,9,10,20,39,0.394,0.394,,0.394,0.542,0.448
4309,Darko Mili_i_,2011-12,26,MIN,NBA,0,29,23,472,59,130,59,130,0,0,16,37,35,62,97,17,9,25,32,59,134,0.454,0.454,,0.454,0.432,0.458
4310,Quincy Miller,2013-14,21,DEN,NBA,0,52,16,789,94,256,64,162,30,94,39,55,36,111,147,26,22,32,48,70,257,0.367,0.395,0.319,0.426,0.709,0.459
4311,Quincy Miller,2012-13,20,DEN,NBA,0,7,0,26,4,12,4,11,0,1,1,2,1,1,2,3,1,0,1,3,9,0.333,0.364,0,0.333,0.5,0.349
4312,Patty Mills,2009-10,21,POR,NBA,0,10,0,38,10,24,8,20,2,4,4,7,1,1,2,5,0,0,4,6,26,0.417,0.4,0.5,0.458,0.571,0.48
4313,Nazr Mohammed,2015-16,38,OKC,NBA,0,5,0,19,3,5,3,5,0,0,2,2,1,3,4,0,0,0,3,4,8,0.6,0.6,,0.6,1,0.68
4314,Malik Monk,2017-18,19,CHO,NBA,0,63,0,854,153,425,70,182,83,243,32,38,8,58,66,91,20,9,49,60,421,0.36,0.385,0.342,0.458,0.842,0.477
4315,Ben Moore,2017-18,22,IND,NBA,0,2,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,,,,,,
4316,Eric Moreland,2014-15,23,SAC,NBA,0,3,0,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,,1,,1
