,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
117,Chris Paul,2017-18,32,HOU,NBA,10.2,58,58,1847,367,798,223,419,144,379,203,221,37,276,313,457,96,14,128,141,1081,0.46,0.532,0.38,0.55,0.919,0.604
118,LaMarcus Aldridge,2015-16,30,SAS,NBA,10.1,74,74,2261,536,1045,536,1029,0,16,259,302,176,456,632,110,38,81,99,151,1331,0.513,0.521,0,0.513,0.858,0.565
119,Al Horford,2010-11,24,ATL,NBA,10.1,77,77,2704,513,921,511,917,2,4,150,188,182,536,718,266,59,80,119,193,1178,0.557,0.557,0.5,0.558,0.798,0.587
120,Kyle Lowry,2016-17,30,TOR,NBA,10.1,60,60,2244,426,918,233,450,193,468,299,365,48,238,286,417,88,19,173,170,1344,0.464,0.518,0.412,0.569,0.819,0.623
121,Paul Millsap,2015-16,30,ATL,NBA,10.1,81,81,2647,501,1066,427,834,74,232,309,408,198,534,732,265,147,139,191,237,1385,0.47,0.512,0.319,0.505,0.757,0.556
122,Lamar Odom,2010-11,31,LAL,NBA,10.1,82,35,2639,473,893,405,715,68,178,166,246,175,535,710,249,47,61,139,200,1180,0.53,0.566,0.382,0.568,0.675,0.589
123,Nikola Vu_evi_,2018-19,28,ORL,NBA,10.1,80,80,2510,701,1354,617,1123,84,231,179,227,224,736,960,307,81,89,159,157,1665,0.518,0.549,0.364,0.549,0.789,0.573
124,Russell Westbrook,2017-18,29,OKC,NBA,10.1,80,80,2914,757,1687,660,1361,97,326,417,566,152,652,804,820,147,20,381,200,2028,0.449,0.485,0.298,0.477,0.737,0.524
125,Ray Allen,2010-11,35,BOS,NBA,10,80,80,2890,480,978,312,600,168,378,193,219,51,223,274,219,77,16,117,147,1321,0.491,0.52,0.444,0.577,0.881,0.615
126,Mike Conley,2016-17,29,MEM,NBA,10,69,68,2292,464,1009,293,590,171,419,316,368,31,210,241,433,92,19,156,126,1415,0.46,0.497,0.408,0.545,0.859,0.604
127,Andre Drummond,2018-19,25,DET,NBA,10,79,79,2647,561,1052,556,1014,5,38,243,412,423,809,1232,112,136,138,175,272,1370,0.533,0.548,0.132,0.536,0.59,0.555
128,Kevin Love,2011-12,23,MIN,NBA,10,55,55,2145,474,1059,369,777,105,282,379,460,226,508,734,111,47,28,128,152,1432,0.448,0.475,0.372,0.497,0.824,0.568
129,Carlos Boozer,2009-10,28,UTA,NBA,9.9,78,78,2673,617,1098,617,1098,0,0,285,384,181,693,874,247,84,36,212,270,1519,0.562,0.562,,0.562,0.742,0.599
130,Mike Conley,2012-13,25,MEM,NBA,9.9,80,80,2757,414,940,308,647,106,293,234,282,43,182,225,487,174,24,189,171,1168,0.44,0.476,0.362,0.497,0.83,0.549
131,Luol Deng,2010-11,25,CHI,NBA,9.9,82,82,3208,531,1155,416,822,115,333,253,336,116,360,476,230,78,48,156,162,1430,0.46,0.506,0.345,0.51,0.753,0.549
132,DeMar DeRozan,2015-16,26,TOR,NBA,9.9,78,78,2804,614,1377,567,1238,47,139,555,653,64,285,349,315,81,21,175,167,1830,0.446,0.458,0.338,0.463,0.85,0.55
133,Andre Drummond,2013-14,20,DET,NBA,9.9,81,81,2619,479,769,479,767,0,2,137,328,440,631,1071,35,101,131,110,273,1095,0.623,0.625,0,0.623,0.418,0.599
134,Manu Ginóbili,2010-11,33,SAS,NBA,9.9,80,79,2426,441,1018,287,577,154,441,357,410,42,253,295,393,123,28,174,163,1393,0.433,0.497,0.349,0.509,0.871,0.581
135,Steve Nash,2009-10,35,PHO,NBA,9.9,81,81,2660,499,985,375,694,124,291,211,225,34,234,268,892,42,12,295,108,1333,0.507,0.54,0.426,0.57,0.938,0.615
136,Kemba Walker,2015-16,25,CHO,NBA,9.9,81,81,2885,568,1331,386,841,182,490,371,438,56,301,357,421,126,39,171,111,1689,0.427,0.459,0.371,0.495,0.847,0.554
137,Blake Griffin,2010-11,21,LAC,NBA,9.8,82,82,3112,696,1376,689,1352,7,24,446,695,270,719,989,312,63,45,223,252,1845,0.506,0.51,0.292,0.508,0.642,0.549
138,Steven Adams,2017-18,24,OKC,NBA,9.7,76,76,2487,448,712,448,710,0,2,160,286,384,301,685,88,92,78,128,215,1056,0.629,0.631,0,0.629,0.559,0.63
139,Stephen Curry,2018-19,30,GSW,NBA,9.7,69,69,2331,632,1340,278,530,354,810,263,287,45,324,369,361,92,25,192,166,1881,0.472,0.525,0.437,0.604,0.916,0.641
140,Manu Ginóbili,2009-10,32,SAS,NBA,9.7,75,21,2150,398,903,266,553,132,350,309,355,68,216,284,370,103,24,154,154,1237,0.441,0.481,0.377,0.514,0.87,0.584
141,George Hill,2012-13,26,IND,NBA,9.7,76,76,2620,386,871,256,518,130,353,174,213,47,237,284,355,81,26,116,134,1076,0.443,0.494,0.368,0.518,0.817,0.558
142,Nikola Joki_,2016-17,21,DEN,NBA,9.7,73,59,2038,494,854,449,715,45,139,188,228,212,506,718,359,61,55,171,214,1221,0.578,0.628,0.324,0.605,0.825,0.64
143,Zach Randolph,2009-10,28,MEM,NBA,9.7,81,81,3051,652,1336,637,1284,15,52,362,465,330,620,950,149,80,34,174,226,1681,0.488,0.496,0.288,0.494,0.778,0.546
144,Isaiah Thomas,2015-16,26,BOS,NBA,9.7,82,79,2644,591,1382,424,917,167,465,474,544,46,197,243,509,91,9,220,167,1823,0.428,0.462,0.359,0.488,0.871,0.562
145,Chris Bosh,2009-10,25,TOR,NBA,9.6,70,70,2526,600,1158,592,1136,8,22,470,590,205,554,759,166,43,68,169,170,1678,0.518,0.521,0.364,0.522,0.797,0.592
146,DeMar DeRozan,2017-18,28,TOR,NBA,9.6,80,80,2711,645,1413,556,1126,89,287,461,559,59,256,315,417,85,22,175,151,1840,0.456,0.494,0.31,0.488,0.825,0.555
147,Tim Duncan,2014-15,38,SAS,NBA,9.6,77,77,2227,419,819,417,812,2,7,230,311,170,534,704,230,63,151,131,165,1070,0.512,0.514,0.286,0.513,0.74,0.56
148,Nenê Hilário,2010-11,28,DEN,NBA,9.6,75,75,2291,402,654,401,649,1,5,286,402,145,426,571,149,84,73,134,238,1091,0.615,0.618,0.2,0.615,0.711,0.657
149,Serge Ibaka,2013-14,24,OKC,NBA,9.6,81,81,2666,524,978,501,918,23,60,156,199,224,485,709,85,39,219,123,233,1227,0.536,0.546,0.383,0.548,0.784,0.576
150,Damian Lillard,2013-14,23,POR,NBA,9.6,82,82,2937,553,1304,335,750,218,554,371,426,35,253,288,457,64,22,193,197,1695,0.424,0.447,0.394,0.508,0.871,0.568
151,Rajon Rondo,2009-10,23,BOS,NBA,9.6,81,81,2963,459,904,442,824,17,80,175,282,100,260,360,794,189,11,246,198,1110,0.508,0.536,0.213,0.517,0.621,0.54
152,Dwyane Wade,2012-13,31,MIA,NBA,9.6,69,69,2391,569,1093,552,1027,17,66,308,425,86,258,344,352,128,56,194,140,1463,0.521,0.537,0.258,0.528,0.725,0.571
153,Carmelo Anthony,2012-13,28,NYK,NBA,9.5,67,67,2482,669,1489,512,1075,157,414,425,512,134,326,460,171,52,32,175,205,1920,0.449,0.476,0.379,0.502,0.83,0.56
154,Chauncey Billups,2009-10,33,DEN,NBA,9.5,73,73,2490,402,962,245,555,157,407,466,512,25,203,228,409,82,9,177,153,1427,0.418,0.441,0.386,0.499,0.91,0.601
155,Tyson Chandler,2011-12,29,NYK,NBA,9.5,62,62,2061,241,355,241,353,0,2,217,315,212,400,612,56,56,89,102,186,699,0.679,0.683,0,0.679,0.689,0.708
156,Anthony Davis,2018-19,25,NOP,NBA,9.5,56,56,1850,530,1026,482,881,48,145,344,433,174,498,672,218,88,135,112,132,1452,0.517,0.547,0.331,0.54,0.794,0.597
157,Kawhi Leonard,2018-19,27,TOR,NBA,9.5,60,60,2040,560,1129,448,827,112,302,364,426,78,361,439,199,106,24,121,87,1596,0.496,0.542,0.371,0.546,0.854,0.606
158,Robin Lopez,2013-14,25,POR,NBA,9.5,82,82,2603,355,644,355,643,0,1,198,242,326,374,700,73,25,139,84,196,908,0.551,0.552,0,0.551,0.818,0.605
159,Kevin Martin,2010-11,27,HOU,NBA,9.5,80,80,2603,553,1267,377,808,176,459,594,669,28,230,258,198,80,15,184,155,1876,0.436,0.467,0.383,0.506,0.888,0.601
160,Hassan Whiteside,2016-17,27,MIA,NBA,9.5,77,77,2513,542,973,542,973,0,0,225,358,293,795,1088,57,57,161,154,226,1309,0.557,0.557,,0.557,0.628,0.579
161,Elton Brand,2010-11,31,PHI,NBA,9.4,81,81,2809,502,981,502,980,0,1,213,273,237,439,676,120,92,106,101,244,1217,0.512,0.512,0,0.512,0.78,0.553
162,Kobe Bryant,2009-10,31,LAL,NBA,9.4,73,73,2835,716,1569,617,1268,99,301,439,541,78,313,391,365,113,20,233,187,1970,0.456,0.487,0.329,0.488,0.811,0.545
163,Tyson Chandler,2010-11,28,DAL,NBA,9.4,74,74,2059,266,407,266,407,0,0,216,295,206,486,692,32,36,80,88,240,748,0.654,0.654,,0.654,0.732,0.697
164,Al Horford,2015-16,29,ATL,NBA,9.4,82,82,2631,529,1048,441,792,88,256,103,129,148,448,596,263,68,121,107,163,1249,0.505,0.557,0.344,0.547,0.798,0.565
165,Serge Ibaka,2012-13,23,OKC,NBA,9.4,80,80,2486,446,778,426,721,20,57,143,191,222,395,617,43,28,242,125,213,1055,0.573,0.591,0.351,0.586,0.749,0.612
166,DeAndre Jordan,2017-18,29,LAC,NBA,9.4,77,77,2424,373,578,373,578,0,0,181,312,329,842,1171,117,39,71,137,203,927,0.645,0.645,,0.645,0.58,0.648
167,Otto Porter,2016-17,23,WAS,NBA,9.4,80,80,2605,414,803,266,462,148,341,99,119,118,396,514,121,116,42,44,193,1075,0.516,0.576,0.434,0.608,0.832,0.628
168,Russell Westbrook,2010-11,22,OKC,NBA,9.4,82,82,2847,614,1390,580,1287,34,103,531,631,121,258,379,670,155,30,316,207,1793,0.442,0.451,0.33,0.454,0.842,0.538
169,LaMarcus Aldridge,2018-19,33,SAS,NBA,9.3,81,81,2687,684,1319,674,1277,10,42,349,412,251,493,744,194,43,107,144,179,1727,0.519,0.528,0.238,0.522,0.847,0.576
170,Tyson Chandler,2012-13,30,NYK,NBA,9.3,66,66,2164,255,400,255,400,0,0,179,258,269,434,703,62,42,75,87,188,689,0.638,0.638,,0.638,0.694,0.671
171,Rudy Gobert,2014-15,22,UTA,NBA,9.3,82,37,2158,258,427,258,425,0,2,170,273,265,510,775,109,64,189,111,175,686,0.604,0.607,0,0.604,0.623,0.627
172,James Harden,2011-12,22,OKC,NBA,9.3,62,2,1946,309,629,195,337,114,292,312,369,30,222,252,229,62,15,137,150,1044,0.491,0.579,0.39,0.582,0.846,0.66
173,Tony Parker,2012-13,30,SAS,NBA,9.3,66,66,2174,519,995,495,927,24,68,279,330,18,180,198,499,54,6,170,92,1341,0.522,0.534,0.353,0.534,0.845,0.588
174,Pascal Siakam,2018-19,24,TOR,NBA,9.3,80,79,2548,519,945,440,731,79,214,237,302,124,425,549,248,73,52,154,241,1354,0.549,0.602,0.369,0.591,0.785,0.628
175,Josh Smith,2009-10,24,ATL,NBA,9.3,81,81,2871,504,999,504,992,0,7,261,422,223,482,705,342,130,172,198,240,1269,0.505,0.508,0,0.505,0.618,0.536
176,Paul George,2015-16,25,IND,NBA,9.2,81,81,2819,605,1449,395,883,210,566,454,528,79,484,563,329,152,29,265,230,1874,0.418,0.447,0.371,0.49,0.86,0.557
177,Blake Griffin,2011-12,22,LAC,NBA,9.2,66,66,2392,561,1022,559,1006,2,16,244,468,218,499,717,210,54,48,150,216,1368,0.549,0.556,0.125,0.55,0.521,0.557
178,Damian Lillard,2015-16,25,POR,NBA,9.2,75,75,2676,618,1474,389,864,229,610,414,464,45,257,302,512,65,28,242,165,1879,0.419,0.45,0.375,0.497,0.892,0.56
179,Ben Simmons,2017-18,21,PHI,NBA,9.2,81,81,2732,544,998,544,987,0,11,191,341,145,514,659,661,140,70,278,211,1279,0.545,0.551,0,0.545,0.56,0.557
180,Steven Adams,2018-19,25,OKC,NBA,9.1,80,80,2669,481,809,481,807,0,2,146,292,391,369,760,124,117,76,135,204,1108,0.595,0.596,0,0.595,0.5,0.591
181,Jimmy Butler,2015-16,26,CHI,NBA,9.1,67,67,2474,470,1035,406,830,64,205,395,475,79,279,358,321,110,43,132,124,1399,0.454,0.489,0.312,0.485,0.832,0.562
182,Stephen Curry,2017-18,29,GSW,NBA,9.1,51,51,1631,428,864,216,363,212,501,278,302,36,225,261,310,80,8,153,114,1346,0.495,0.595,0.423,0.618,0.921,0.675
183,Kyrie Irving,2018-19,26,BOS,NBA,9.1,67,67,2214,604,1241,430,807,174,434,214,245,71,264,335,464,103,34,172,167,1596,0.487,0.533,0.401,0.557,0.873,0.592
184,David Lee,2012-13,29,GSW,NBA,9.1,79,79,2907,602,1160,602,1156,0,4,255,320,218,668,886,279,67,22,207,246,1459,0.519,0.521,0,0.519,0.797,0.561
185,Brandon Roy,2009-10,25,POR,NBA,9.1,65,65,2419,491,1038,418,817,73,221,343,440,73,212,285,305,61,16,129,136,1398,0.473,0.512,0.33,0.508,0.78,0.568
186,David West,2012-13,32,IND,NBA,9.1,73,73,2435,502,1009,498,990,4,19,242,315,145,418,563,213,74,69,157,149,1250,0.498,0.503,0.211,0.5,0.768,0.545
187,Chris Bosh,2012-13,28,MIA,NBA,9,74,74,2454,485,907,464,833,21,74,241,302,131,370,501,123,66,101,128,168,1232,0.535,0.557,0.284,0.546,0.798,0.592
188,DeMar DeRozan,2016-17,27,TOR,NBA,9,74,74,2620,721,1545,688,1421,33,124,545,647,70,316,386,290,78,13,180,134,2020,0.467,0.484,0.266,0.477,0.842,0.552
189,Kevin Garnett,2010-11,34,BOS,NBA,9,71,71,2220,434,822,433,817,1,5,187,217,83,548,631,171,95,57,115,148,1056,0.528,0.53,0.2,0.529,0.862,0.575
190,Paul George,2012-13,22,IND,NBA,9,79,79,2972,493,1176,323,707,170,469,221,274,88,515,603,327,143,51,233,227,1377,0.419,0.457,0.362,0.491,0.807,0.531
191,Blake Griffin,2014-15,25,LAC,NBA,9,67,67,2356,574,1144,564,1119,10,25,311,427,126,382,508,354,63,35,152,196,1469,0.502,0.504,0.4,0.506,0.728,0.551
192,Brook Lopez,2012-13,24,BRK,NBA,9,74,74,2253,570,1094,570,1093,0,1,297,392,208,304,512,70,33,154,131,152,1437,0.521,0.522,0,0.521,0.758,0.567
193,Joakim Noah,2011-12,26,CHI,NBA,9,64,64,1945,249,490,249,489,0,1,154,206,242,387,629,160,41,92,92,162,652,0.508,0.509,0,0.508,0.748,0.561
194,Ryan Anderson,2011-12,23,ORL,NBA,8.9,61,61,1964,332,757,166,335,166,422,150,171,224,247,471,54,50,26,57,146,980,0.439,0.496,0.393,0.548,0.877,0.589
195,Jimmy Butler,2017-18,28,MIN,NBA,8.9,59,59,2164,437,921,367,721,70,200,363,425,79,235,314,288,116,24,108,78,1307,0.474,0.509,0.35,0.512,0.854,0.59
196,Paul George,2017-18,27,OKC,NBA,8.9,79,79,2891,576,1340,332,731,244,609,338,411,72,375,447,263,161,39,212,233,1734,0.43,0.454,0.401,0.521,0.822,0.57
197,Gordon Hayward,2015-16,25,UTA,NBA,8.9,80,80,2893,521,1202,378,792,143,410,393,477,61,336,397,296,95,27,202,183,1578,0.433,0.477,0.349,0.493,0.824,0.559
198,Kyrie Irving,2016-17,24,CLE,NBA,8.9,72,72,2525,671,1420,494,979,177,441,297,328,52,178,230,418,83,24,180,157,1816,0.473,0.505,0.401,0.535,0.905,0.58
199,Kyrie Irving,2017-18,25,BOS,NBA,8.9,60,60,1931,534,1087,368,680,166,407,232,261,33,194,227,306,65,17,140,122,1466,0.491,0.541,0.408,0.568,0.889,0.61
200,Jason Kidd,2009-10,36,DAL,NBA,8.9,80,80,2881,284,671,108,257,176,414,80,99,48,397,445,724,145,35,195,142,824,0.423,0.42,0.425,0.554,0.808,0.577
