,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
425,Ersan _lyasova,2012-13,25,MIL,NBA,6.7,73,54,2012,371,803,276,589,95,214,125,157,154,366,520,117,68,36,75,185,962,0.462,0.469,0.444,0.521,0.796,0.552
426,Kyrie Irving,2013-14,21,CLE,NBA,6.7,71,71,2496,532,1237,409,893,123,344,291,338,52,207,259,433,108,23,190,163,1478,0.43,0.458,0.358,0.48,0.861,0.533
427,Nikola Joki_,2015-16,20,DEN,NBA,6.7,80,55,1733,307,600,279,516,28,84,154,190,181,379,560,189,79,50,104,208,796,0.512,0.541,0.333,0.535,0.811,0.582
428,Ty Lawson,2010-11,23,DEN,NBA,6.7,80,31,2103,346,688,277,517,69,171,172,225,67,142,209,377,80,4,137,133,933,0.503,0.536,0.404,0.553,0.764,0.593
429,Brook Lopez,2018-19,30,MIL,NBA,6.7,81,81,2322,355,786,168,274,187,512,112,133,33,363,396,98,51,179,82,189,1009,0.452,0.613,0.365,0.571,0.842,0.597
430,Khris Middleton,2014-15,23,MIL,NBA,6.7,79,58,2378,406,869,297,601,109,268,134,156,48,299,347,182,122,11,113,183,1055,0.467,0.494,0.407,0.53,0.859,0.563
431,Paul Millsap,2013-14,28,ATL,NBA,6.7,74,73,2482,483,1047,407,835,76,212,286,391,154,473,627,232,129,78,185,210,1328,0.461,0.487,0.358,0.498,0.731,0.545
432,Joakim Noah,2010-11,25,CHI,NBA,6.7,48,48,1576,211,402,211,401,0,1,139,188,182,316,498,107,48,72,90,156,561,0.525,0.526,0,0.525,0.739,0.579
433,Nikola Pekovi_,2012-13,27,MIN,NBA,6.7,62,62,1959,385,741,385,741,0,0,241,324,230,315,545,53,43,50,101,143,1011,0.52,0.52,,0.52,0.744,0.572
434,J.J. Redick,2014-15,30,LAC,NBA,6.7,78,78,2409,447,938,247,480,200,458,183,203,22,145,167,137,39,8,95,134,1277,0.477,0.515,0.437,0.583,0.901,0.622
435,J.J. Redick,2015-16,31,LAC,NBA,6.7,75,75,2097,422,880,222,459,200,421,182,205,10,129,139,106,42,5,78,135,1226,0.48,0.484,0.475,0.593,0.888,0.632
436,J.R. Smith,2012-13,27,NYK,NBA,6.7,80,0,2678,527,1249,372,813,155,436,237,311,64,361,425,218,100,24,134,226,1446,0.422,0.458,0.356,0.484,0.762,0.522
437,Klay Thompson,2013-14,23,GSW,NBA,6.7,81,81,2868,559,1259,336,724,223,535,147,185,38,211,249,181,74,37,135,234,1488,0.444,0.464,0.417,0.533,0.795,0.555
438,Jonas Valan_i_nas,2013-14,21,TOR,NBA,6.7,81,81,2282,359,676,359,675,0,1,198,260,226,488,714,57,24,71,136,249,916,0.531,0.532,0,0.531,0.762,0.579
439,Lou Williams,2017-18,31,LAC,NBA,6.7,79,19,2589,582,1337,396,819,186,518,432,491,40,158,198,417,85,19,234,106,1782,0.435,0.484,0.359,0.505,0.88,0.574
440,Mo Williams,2009-10,27,CLE,NBA,6.7,69,68,2359,378,855,219,484,159,371,177,198,28,178,206,368,70,21,173,170,1092,0.442,0.452,0.429,0.535,0.894,0.58
441,Trevor Ariza,2014-15,29,HOU,NBA,6.6,82,82,2930,366,910,172,355,194,555,122,143,77,382,459,209,152,17,141,186,1048,0.402,0.485,0.35,0.509,0.853,0.539
442,Nicolas Batum,2010-11,22,POR,NBA,6.6,80,67,2522,367,807,249,465,118,342,138,164,109,252,361,123,68,49,83,194,990,0.455,0.535,0.345,0.528,0.841,0.563
443,Andrew Bynum,2010-11,23,LAL,NBA,6.6,54,47,1500,237,413,237,413,0,0,138,209,170,338,508,73,19,106,74,140,612,0.574,0.574,,0.574,0.66,0.606
444,Mike Conley,2010-11,23,MEM,NBA,6.6,81,81,2872,423,953,343,736,80,217,181,247,32,215,247,528,144,18,176,182,1107,0.444,0.466,0.369,0.486,0.733,0.521
445,Stephen Curry,2010-11,22,GSW,NBA,6.6,74,74,2489,505,1053,354,711,151,342,212,227,52,234,286,432,109,20,226,233,1373,0.48,0.498,0.442,0.551,0.934,0.595
446,Jeff Green,2009-10,23,OKC,NBA,6.6,82,82,3043,485,1070,381,758,104,312,165,223,112,378,490,134,104,72,135,221,1239,0.453,0.503,0.333,0.502,0.74,0.53
447,Tobias Harris,2015-16,23,TOT,NBA,6.6,76,74,2513,417,889,337,650,80,239,202,243,96,414,510,169,65,40,108,153,1116,0.469,0.518,0.335,0.514,0.831,0.56
448,Dwight Howard,2015-16,30,HOU,NBA,6.6,71,71,2280,372,600,372,594,0,6,232,474,238,597,835,98,69,113,166,219,976,0.62,0.626,0,0.62,0.489,0.604
449,Kyle Lowry,2018-19,32,TOR,NBA,6.6,65,65,2213,304,739,147,286,157,453,161,194,41,271,312,564,91,31,182,166,926,0.411,0.514,0.347,0.518,0.83,0.562
450,CJ McCollum,2017-18,26,POR,NBA,6.6,81,81,2923,667,1505,478,1029,189,476,209,250,53,268,321,272,77,35,151,168,1732,0.443,0.465,0.397,0.506,0.836,0.536
451,Greg Monroe,2010-11,20,DET,NBA,6.6,80,48,2222,303,550,303,549,0,1,145,233,248,353,601,105,93,45,81,196,751,0.551,0.552,0,0.551,0.622,0.575
452,Jameer Nelson,2010-11,28,ORL,NBA,6.6,76,76,2319,374,838,255,541,119,297,130,162,37,189,226,456,75,3,194,209,997,0.446,0.471,0.401,0.517,0.802,0.548
453,Chris Paul,2018-19,33,HOU,NBA,6.6,58,58,1857,302,720,175,365,127,355,175,203,36,229,265,473,114,18,152,146,906,0.419,0.479,0.358,0.508,0.862,0.56
454,Dwight Powell,2017-18,26,DAL,NBA,6.6,79,25,1672,255,430,227,346,28,84,133,185,135,309,444,91,67,32,59,186,671,0.593,0.656,0.333,0.626,0.719,0.656
455,Julius Randle,2017-18,23,LAL,NBA,6.6,82,49,2190,504,904,494,859,10,45,305,425,181,473,654,210,43,45,213,274,1323,0.558,0.575,0.222,0.563,0.718,0.606
456,J.J. Redick,2017-18,33,PHI,NBA,6.6,70,70,2116,404,879,211,419,193,460,197,218,9,169,178,210,35,6,103,123,1198,0.46,0.504,0.42,0.569,0.904,0.614
457,Jason Richardson,2009-10,29,PHO,NBA,6.6,79,76,2485,473,998,316,598,157,400,136,184,81,323,404,143,66,33,92,169,1239,0.474,0.528,0.393,0.553,0.739,0.574
458,Rajon Rondo,2010-11,24,BOS,NBA,6.6,68,68,2527,318,670,308,627,10,43,75,132,87,210,297,760,153,11,234,120,721,0.475,0.491,0.233,0.482,0.568,0.495
459,Dario _ari_,2017-18,23,PHI,NBA,6.6,78,73,2310,403,890,246,491,157,399,178,207,154,366,520,202,51,20,148,160,1141,0.453,0.501,0.393,0.541,0.86,0.582
460,Lou Williams,2014-15,28,TOR,NBA,6.6,80,0,2016,375,928,223,481,152,447,340,395,24,127,151,164,88,10,101,103,1242,0.404,0.464,0.34,0.486,0.861,0.564
461,Steven Adams,2016-17,23,OKC,NBA,6.5,80,80,2389,374,655,374,654,0,1,157,257,281,332,613,86,89,78,146,195,905,0.571,0.572,0,0.571,0.611,0.589
462,Steven Adams,2015-16,22,OKC,NBA,6.5,80,80,2014,261,426,261,426,0,0,114,196,219,314,533,62,42,89,84,223,636,0.613,0.613,,0.613,0.582,0.621
463,Ryan Anderson,2012-13,24,NOH,NBA,6.5,81,22,2503,472,1115,259,558,213,557,152,180,191,328,519,97,42,31,97,179,1309,0.423,0.464,0.382,0.519,0.844,0.548
464,Andrew Bogut,2013-14,29,GSW,NBA,6.5,67,67,1769,235,375,235,375,0,0,22,64,182,489,671,112,47,121,97,210,492,0.627,0.627,,0.627,0.344,0.61
465,Malcolm Brogdon,2018-19,26,MIL,NBA,6.5,64,64,1832,378,748,274,504,104,244,141,152,65,223,288,205,46,13,91,102,1001,0.505,0.544,0.426,0.575,0.928,0.614
466,Mike Dunleavy,2013-14,33,CHI,NBA,6.5,82,61,2584,333,774,210,450,123,324,140,164,46,299,345,186,64,46,108,163,929,0.43,0.467,0.38,0.51,0.854,0.549
467,Kenneth Faried,2013-14,24,DEN,NBA,6.5,80,77,2178,447,820,447,817,0,3,202,311,238,446,684,96,70,69,135,193,1096,0.545,0.547,0,0.545,0.65,0.573
468,Raymond Felton,2009-10,25,CHA,NBA,6.5,80,80,2643,388,846,328,690,60,156,132,173,53,235,288,446,123,22,168,172,968,0.459,0.475,0.385,0.494,0.763,0.525
469,Kosta Koufos,2012-13,23,DEN,NBA,6.5,81,81,1817,295,508,295,507,0,1,58,104,211,351,562,32,44,103,53,246,648,0.581,0.582,0,0.581,0.558,0.585
470,Rashard Lewis,2009-10,30,ORL,NBA,6.5,72,72,2369,350,805,182,382,168,423,145,180,62,256,318,107,78,28,108,180,1013,0.435,0.476,0.397,0.539,0.806,0.573
471,Josh McRoberts,2013-14,26,CHA,NBA,6.5,78,78,2360,247,566,142,275,105,291,62,85,85,288,373,333,58,46,83,189,661,0.436,0.516,0.361,0.529,0.729,0.548
472,Emeka Okafor,2010-11,28,NOH,NBA,6.5,72,72,2287,300,524,300,523,0,1,145,258,230,454,684,42,40,127,119,230,745,0.573,0.574,0,0.573,0.562,0.584
473,J.J. Redick,2009-10,25,ORL,NBA,6.5,82,9,1808,243,553,132,279,111,274,191,222,17,138,155,158,28,4,63,118,788,0.439,0.473,0.405,0.54,0.86,0.606
474,Jason Terry,2009-10,32,DAL,NBA,6.5,77,12,2540,456,1041,320,668,136,373,232,268,19,121,140,292,94,17,109,142,1280,0.438,0.479,0.365,0.503,0.866,0.552
475,Tyler Zeller,2014-15,25,BOS,NBA,6.5,82,59,1731,340,619,340,619,0,0,153,186,146,319,465,113,18,52,76,205,833,0.549,0.549,,0.549,0.823,0.594
476,Ryan Anderson,2010-11,22,ORL,NBA,6.4,64,14,1424,226,525,92,184,134,341,95,117,129,226,355,52,30,38,49,137,681,0.43,0.5,0.393,0.558,0.812,0.591
477,Carmelo Anthony,2015-16,31,NYK,NBA,6.4,72,72,2530,567,1307,462,997,105,310,334,403,98,458,556,299,62,38,176,180,1573,0.434,0.463,0.339,0.474,0.829,0.53
478,Chris Bosh,2015-16,31,MIA,NBA,6.4,53,53,1778,358,767,277,545,81,222,213,268,48,342,390,128,36,34,78,101,1010,0.467,0.508,0.365,0.52,0.795,0.571
479,Mike Conley,2011-12,24,MEM,NBA,6.4,62,61,2174,296,684,236,525,60,159,136,158,22,134,156,404,136,11,125,133,788,0.433,0.45,0.377,0.477,0.861,0.523
480,Luol Deng,2015-16,30,MIA,NBA,6.4,74,73,2394,339,745,251,489,88,256,145,192,108,335,443,140,74,29,81,122,911,0.455,0.513,0.344,0.514,0.755,0.549
481,Channing Frye,2009-10,26,PHO,NBA,6.4,81,41,2190,317,703,145,311,172,392,98,121,66,361,427,113,64,74,73,263,904,0.451,0.466,0.439,0.573,0.81,0.598
482,Pau Gasol,2016-17,36,SAS,NBA,6.4,64,39,1627,303,604,247,500,56,104,130,184,107,394,501,150,24,70,81,110,792,0.502,0.494,0.538,0.548,0.707,0.578
483,Rudy Gay,2009-10,23,MEM,NBA,6.4,80,80,3175,600,1288,534,1086,66,202,301,400,115,357,472,153,118,64,169,201,1567,0.466,0.492,0.327,0.491,0.753,0.535
484,Rudy Gobert,2015-16,23,UTA,NBA,6.4,61,60,1932,198,354,198,354,0,0,161,283,208,460,668,91,45,135,114,163,557,0.559,0.559,,0.559,0.569,0.582
485,Marcin Gortat,2010-11,26,TOT,NBA,6.4,80,14,2032,338,603,337,599,1,4,140,193,148,483,631,70,36,91,81,188,817,0.561,0.563,0.25,0.561,0.725,0.594
486,Ersan _lyasova,2011-12,24,MIL,NBA,6.4,60,41,1655,294,597,243,485,51,112,143,183,196,333,529,71,42,44,76,133,782,0.492,0.501,0.455,0.535,0.781,0.577
487,Joe Johnson,2011-12,30,ATL,NBA,6.4,60,60,2127,423,931,298,609,125,322,158,186,53,168,221,232,48,13,116,75,1129,0.454,0.489,0.388,0.521,0.849,0.557
488,Enes Kanter,2014-15,22,TOT,NBA,6.4,75,74,2135,482,928,466,883,16,45,183,234,277,394,671,55,36,29,145,189,1163,0.519,0.528,0.356,0.528,0.782,0.564
489,Jason Kidd,2010-11,37,DAL,NBA,6.4,80,80,2653,215,596,82,205,133,391,67,77,35,316,351,655,134,29,179,119,630,0.361,0.4,0.34,0.472,0.87,0.5
490,Kyle Korver,2012-13,31,ATL,NBA,6.4,74,60,2259,277,601,88,187,189,414,67,78,23,270,293,146,70,37,70,170,810,0.461,0.471,0.457,0.618,0.859,0.637
491,Kevin Love,2016-17,28,CLE,NBA,6.4,60,60,1885,370,867,225,478,145,389,257,295,148,518,666,116,53,21,122,125,1142,0.427,0.471,0.373,0.51,0.871,0.573
492,Kevin Love,2017-18,29,CLE,NBA,6.4,59,59,1651,334,729,197,399,137,330,234,266,101,445,546,103,43,24,90,120,1039,0.458,0.494,0.415,0.552,0.88,0.614
493,Paul Millsap,2016-17,31,ATL,NBA,6.4,69,67,2343,430,972,355,731,75,241,311,405,111,422,533,252,90,62,158,186,1246,0.442,0.486,0.311,0.481,0.768,0.542
494,Markieff Morris,2013-14,24,PHO,NBA,6.4,81,0,2153,411,845,377,737,34,108,259,327,139,346,485,144,68,51,147,232,1115,0.486,0.512,0.315,0.507,0.792,0.564
495,Zach Randolph,2013-14,32,MEM,NBA,6.4,79,79,2705,560,1198,558,1178,2,20,250,337,265,530,795,200,54,23,183,210,1372,0.467,0.474,0.1,0.468,0.742,0.51
496,Josh Smith,2010-11,25,ATL,NBA,6.4,77,77,2645,497,1041,446,887,51,154,229,316,134,523,657,255,99,120,197,217,1274,0.477,0.503,0.331,0.502,0.725,0.54
497,Matt Barnes,2012-13,32,LAC,NBA,6.3,80,4,2058,312,675,201,350,111,325,87,117,111,255,366,123,82,63,90,233,822,0.462,0.574,0.342,0.544,0.744,0.566
498,Brandon Bass,2010-11,25,ORL,NBA,6.3,76,51,1980,332,645,332,643,0,2,190,233,134,290,424,57,27,52,97,159,854,0.515,0.516,0,0.515,0.815,0.571
499,José Calderón,2013-14,32,DAL,NBA,6.3,81,81,2468,341,748,150,323,191,425,52,63,29,163,192,377,69,11,103,136,925,0.456,0.464,0.449,0.584,0.825,0.596
500,Ed Davis,2014-15,25,LAL,NBA,6.3,79,24,1840,282,469,282,469,0,0,92,189,230,370,600,94,49,98,58,202,656,0.601,0.601,,0.601,0.487,0.594
