,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
4129,Tony Battie,2009-10,33,NJN,NBA,0,15,0,134,14,40,13,36,1,4,7,10,4,19,23,3,4,2,3,19,36,0.35,0.361,0.25,0.363,0.7,0.405
4130,Jerryd Bayless,2018-19,30,MIN,NBA,0,34,6,657,82,230,53,132,29,98,16,28,11,51,62,119,18,2,32,56,209,0.357,0.402,0.296,0.42,0.571,0.431
4131,Jonathan Bender,2009-10,29,NYK,NBA,0,25,1,292,40,100,26,61,14,39,24,26,15,37,52,16,2,17,28,33,118,0.4,0.426,0.359,0.47,0.923,0.529
4132,Jerrelle Benimon,2014-15,23,UTA,NBA,0,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,,,,,,
4133,Keith Benson,2011-12,23,GSW,NBA,0,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,,0,,0
4134,Sim Bhullar,2014-15,22,SAC,NBA,0,3,0,3,1,2,1,2,0,0,0,0,0,1,1,1,0,1,0,0,2,0.5,0.5,,0.5,,0.5
4135,Andris Biedri__,2013-14,27,UTA,NBA,0,6,0,45,1,1,1,1,0,0,1,6,2,15,17,0,0,0,2,6,3,1,1,,1,0.167,0.412
4136,Antonio Blakeney,2017-18,21,CHI,NBA,0,19,0,314,53,143,38,91,15,52,30,39,4,29,33,20,7,1,11,19,151,0.371,0.418,0.288,0.423,0.769,0.471
4137,Keith Bogans,2011-12,31,NJN,NBA,0,5,1,94,8,21,5,9,3,12,2,5,5,6,11,3,2,0,3,15,21,0.381,0.556,0.25,0.452,0.4,0.453
4138,Chris Boucher,2017-18,25,GSW,NBA,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,0
4139,Tony Bradley,2017-18,20,UTA,NBA,0,9,0,29,3,11,3,10,0,1,2,2,4,7,11,1,0,0,0,1,8,0.273,0.3,0,0.273,1,0.337
4140,Ronnie Brewer,2013-14,28,TOT,NBA,0,24,3,160,3,15,2,7,1,8,0,2,2,12,14,10,6,1,2,4,7,0.2,0.286,0.125,0.233,0,0.22
4141,Primo_ Brezec,2009-10,30,TOT,NBA,0,21,0,95,9,26,9,26,0,0,1,6,12,13,25,1,1,3,2,19,19,0.346,0.346,,0.346,0.167,0.332
4142,Dillon Brooks,2018-19,23,MEM,NBA,0,18,0,330,49,122,34,82,15,40,22,30,9,22,31,16,10,4,19,50,135,0.402,0.415,0.375,0.463,0.733,0.499
4143,Anthony Brown,2016-17,24,TOT,NBA,0,11,0,159,18,50,11,23,7,27,0,0,8,25,33,8,5,1,6,15,43,0.36,0.478,0.259,0.43,,0.43
4144,Anthony Brown,2017-18,25,MIN,NBA,0,1,0,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,,1,1.5,,1.5
4145,Markel Brown,2017-18,26,HOU,NBA,0,4,0,31,2,7,1,2,1,5,0,0,1,4,5,2,0,0,2,6,5,0.286,0.5,0.2,0.357,,0.357
4146,Shannon Brown,2014-15,29,MIA,NBA,0,5,2,89,7,19,4,12,3,7,3,4,0,1,1,3,4,0,4,8,20,0.368,0.333,0.429,0.447,0.75,0.482
4147,Nicolás Brussino,2017-18,24,ATL,NBA,0,4,0,10,0,2,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,,0,0,,0
4148,Dwight Buycks,2013-14,24,TOR,NBA,0,14,0,146,15,48,10,31,5,17,8,9,4,19,23,10,8,0,10,11,43,0.313,0.323,0.294,0.365,0.889,0.414
4149,Bruno Caboclo,2017-18,22,TOT,NBA,0,12,0,107,9,31,6,14,3,17,5,6,7,15,22,4,3,4,4,8,26,0.29,0.429,0.176,0.339,0.833,0.386
4150,Marcus Camby,2012-13,38,NYK,NBA,0,24,4,250,17,53,17,53,0,0,8,19,24,56,80,14,7,14,15,28,42,0.321,0.321,,0.321,0.421,0.342
4151,Clint Capela,2014-15,20,HOU,NBA,0,12,0,90,14,29,14,29,0,0,4,23,10,26,36,2,1,9,5,14,32,0.483,0.483,,0.483,0.174,0.409
4152,Brian Cardinal,2011-12,34,DAL,NBA,0,44,0,277,14,55,4,6,10,49,5,6,4,30,34,16,8,2,8,38,43,0.255,0.667,0.204,0.345,0.833,0.373
4153,Matt Carroll,2012-13,32,CHA,NBA,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
4154,Anthony Carter,2011-12,36,TOR,NBA,0,24,0,209,17,53,12,36,5,17,8,10,5,28,33,34,8,4,17,20,47,0.321,0.333,0.294,0.368,0.8,0.409
4155,Jevon Carter,2018-19,23,MEM,NBA,0,39,3,577,56,185,22,83,34,102,26,32,14,52,66,69,26,11,33,55,172,0.303,0.265,0.333,0.395,0.813,0.432
4156,Tyler Cavanaugh,2018-19,24,UTA,NBA,0,11,0,39,3,10,2,5,1,5,2,2,3,5,8,1,0,0,1,3,9,0.3,0.4,0.2,0.35,1,0.414
4157,Joe Chealey,2018-19,23,CHO,NBA,0,1,0,8,1,3,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0.333,0.333,,0.333,,0.333
4158,Will Cherry,2014-15,23,CLE,NBA,0,8,0,69,5,19,3,10,2,9,3,6,1,4,5,8,6,1,4,10,15,0.263,0.3,0.222,0.316,0.5,0.347
4159,Josh Childress,2013-14,30,NOP,NBA,0,4,0,24,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,1,0,,,,,,
4160,Chris Chiozza,2018-19,23,HOU,NBA,0,7,0,33,2,8,0,3,2,5,0,0,1,3,4,4,1,1,1,2,6,0.25,0,0.4,0.375,,0.375
4161,Rakeem Christmas,2015-16,24,IND,NBA,0,1,0,6,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,4,1,1,,1,,1
4162,Coty Clarke,2015-16,23,BOS,NBA,0,3,0,6,2,4,0,2,2,2,0,0,0,1,1,0,0,0,1,0,6,0.5,0,1,0.75,,0.75
4163,Antonius Cleveland,2017-18,23,TOT,NBA,0,17,0,123,8,21,5,17,3,4,4,6,3,11,14,2,7,5,7,23,23,0.381,0.294,0.75,0.452,0.667,0.486
4164,Norris Cole,2011-12,23,MIA,NBA,0,65,2,1260,177,450,156,374,21,76,66,85,21,70,91,133,44,2,105,124,441,0.393,0.417,0.276,0.417,0.776,0.452
4165,Marcus Cousin,2010-11,24,UTA,NBA,0,4,0,18,2,3,2,3,0,0,0,0,0,3,3,0,0,1,1,1,4,0.667,0.667,,0.667,,0.667
4166,Jared Cunningham,2012-13,21,DAL,NBA,0,8,0,26,6,14,4,11,2,3,2,2,1,2,3,1,1,0,2,3,16,0.429,0.364,0.667,0.5,1,0.538
4167,Jared Cunningham,2014-15,23,LAC,NBA,0,19,0,89,12,33,8,20,4,13,7,13,1,8,9,10,3,0,7,12,35,0.364,0.4,0.308,0.424,0.538,0.452
4168,JamesOn Curry,2009-10,24,LAC,NBA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4169,Seth Curry,2014-15,24,PHO,NBA,0,2,0,8,0,3,0,2,0,1,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,,0
4170,Seth Curry,2013-14,23,TOT,NBA,0,2,0,13,1,3,0,2,1,1,0,0,0,1,1,0,2,0,0,0,3,0.333,0,1,0.5,,0.5
4171,Antonio Daniels,2010-11,35,PHI,NBA,0,4,0,35,2,5,2,3,0,2,2,2,0,5,5,2,0,0,1,0,6,0.4,0.667,0,0.4,1,0.51
4172,Paul Davis,2009-10,25,WAS,NBA,0,2,0,8,2,4,2,4,0,0,1,2,0,0,0,3,0,1,0,0,5,0.5,0.5,,0.5,0.5,0.512
4173,Tyler Davis,2018-19,21,OKC,NBA,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,,0
4174,Branden Dawson,2015-16,22,LAC,NBA,0,6,0,29,2,5,2,5,0,0,1,1,2,2,4,0,0,1,0,2,5,0.4,0.4,,0.4,1,0.46
4175,Austin Daye,2014-15,26,TOT,NBA,0,34,4,344,50,141,26,70,24,71,5,6,10,65,75,17,12,5,23,39,129,0.355,0.371,0.338,0.44,0.833,0.449
4176,Sam Dekker,2015-16,21,HOU,NBA,0,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,
4177,Ángel Delgado,2018-19,24,LAC,NBA,0,2,0,15,1,5,1,5,0,0,1,2,2,2,4,0,1,0,0,2,3,0.2,0.2,,0.2,0.5,0.255
4178,Luol Deng,2017-18,32,LAL,NBA,0,1,1,13,1,2,1,2,0,0,0,0,0,0,0,1,1,0,1,0,2,0.5,0.5,,0.5,,0.5
4179,Justin Dentmon,2012-13,27,DAL,NBA,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
4180,Travis Diener,2009-10,27,TOT,NBA,0,9,0,51,2,10,1,3,1,7,1,4,0,3,3,8,4,0,0,2,6,0.2,0.333,0.143,0.25,0.25,0.255
4181,Ike Diogu,2011-12,28,SAS,NBA,0,2,0,14,0,2,0,2,0,0,2,2,0,1,1,0,0,0,1,1,2,0,0,,0,1,0.347
4182,Chris Douglas-Roberts,2014-15,28,LAC,NBA,0,12,0,103,5,21,4,14,1,7,8,8,1,11,12,4,1,0,0,14,19,0.238,0.286,0.143,0.262,1,0.387
4183,PJ Dozier,2017-18,21,OKC,NBA,0,2,0,3,1,2,1,2,0,0,0,0,0,1,1,0,0,0,1,1,2,0.5,0.5,,0.5,,0.5
4184,Duje Dukan,2015-16,24,SAC,NBA,0,1,0,24,2,10,0,5,2,5,0,0,2,2,4,1,1,0,0,2,6,0.2,0,0.4,0.3,,0.3
4185,Ronald Dupree,2010-11,30,TOR,NBA,0,3,0,13,1,4,1,3,0,1,0,0,0,3,3,1,0,0,0,2,2,0.25,0.333,0,0.25,,0.25
4186,Jarell Eddie,2017-18,26,TOT,NBA,0,3,0,9,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,,0
4187,Shane Edwards,2013-14,26,CLE,NBA,0,2,0,12,1,3,1,3,0,0,0,0,1,1,2,0,0,0,1,1,2,0.333,0.333,,0.333,,0.333
4188,Vince Edwards,2018-19,22,HOU,NBA,0,2,0,16,1,4,0,0,1,4,0,0,1,1,2,0,0,0,0,0,3,0.25,,0.25,0.375,,0.375
4189,Francisco Elson,2011-12,35,PHI,NBA,0,5,0,16,1,3,1,3,0,0,0,0,0,1,1,1,1,1,1,0,2,0.333,0.333,,0.333,,0.333
4190,Francisco Elson,2009-10,33,TOT,NBA,0,12,0,66,5,15,5,15,0,0,2,5,6,8,14,2,1,0,1,7,12,0.333,0.333,,0.333,0.4,0.349
4191,Melvin Ely,2013-14,35,NOP,NBA,0,2,0,27,3,6,3,6,0,0,0,0,0,1,1,0,0,1,0,5,6,0.5,0.5,,0.5,,0.5
4192,Jeremy Evans,2017-18,30,ATL,NBA,0,1,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,,1,,1
4193,Jordan Farmar,2016-17,30,SAC,NBA,0,2,0,35,4,12,0,3,4,9,0,0,1,2,3,9,2,0,3,1,12,0.333,0,0.444,0.5,,0.5
4194,Carrick Felix,2013-14,23,CLE,NBA,0,7,0,38,7,14,5,9,2,5,3,4,1,5,6,4,0,0,4,4,19,0.5,0.556,0.4,0.571,0.75,0.603
4195,Courtney Fortson,2011-12,23,TOT,NBA,0,10,0,95,11,32,8,19,3,13,10,15,6,9,15,10,3,0,10,5,35,0.344,0.421,0.231,0.391,0.667,0.453
4196,Jamaal Franklin,2014-15,23,DEN,NBA,0,3,0,13,1,2,0,0,1,2,0,0,1,1,2,3,0,1,3,4,3,0.5,,0.5,0.75,,0.75
4197,Jamaal Franklin,2013-14,22,MEM,NBA,0,21,0,161,16,39,11,28,5,11,2,2,4,19,23,6,4,2,11,23,39,0.41,0.393,0.455,0.474,1,0.489
4198,Jimmer Fredette,2015-16,26,TOT,NBA,0,6,0,18,2,5,1,3,1,2,4,5,0,0,0,1,1,0,2,2,9,0.4,0.333,0.5,0.5,0.8,0.625
4199,Dan Gadzuric,2011-12,33,NYK,NBA,0,2,0,13,0,2,0,2,0,0,0,2,1,4,5,0,1,1,1,4,0,0,0,,0,0,0
4200,Billy Garrett,2018-19,24,NYK,NBA,0,4,0,63,11,27,11,19,0,8,4,4,0,3,3,7,1,1,2,3,26,0.407,0.579,0,0.407,1,0.452
