,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3601,Jorge Gutiérrez,2014-15,26,TOT,NBA,0.3,20,1,175,22,41,22,38,0,3,9,13,5,20,25,22,6,0,12,25,53,0.537,0.579,0,0.537,0.692,0.567
3602,P.J. Hairston,2014-15,22,CHO,NBA,0.3,45,2,687,87,269,38,106,49,163,31,36,22,70,92,21,21,13,22,61,254,0.323,0.358,0.301,0.414,0.861,0.446
3603,Jordan Hamilton,2011-12,21,DEN,NBA,0.3,26,2,258,48,111,31,64,17,47,2,5,11,51,62,20,4,3,16,15,115,0.432,0.484,0.362,0.509,0.4,0.508
3604,Maurice Harkless,2014-15,21,ORL,NBA,0.3,45,4,674,63,158,53,102,10,56,22,41,38,68,106,25,32,9,27,66,158,0.399,0.52,0.179,0.43,0.537,0.449
3605,Manny Harris,2011-12,22,CLE,NBA,0.3,26,5,456,60,150,48,114,12,36,41,59,11,59,70,31,13,6,27,28,173,0.4,0.421,0.333,0.44,0.695,0.492
3606,Lazar Hayward,2010-11,24,MIN,NBA,0.3,42,0,419,55,154,38,94,17,60,33,42,23,47,70,28,12,7,19,44,160,0.357,0.404,0.283,0.412,0.786,0.464
3607,Xavier Henry,2013-14,22,LAL,NBA,0.3,43,5,908,144,345,116,264,28,81,116,177,25,89,114,51,44,7,57,79,432,0.417,0.439,0.346,0.458,0.655,0.511
3608,R.J. Hunter,2015-16,22,BOS,NBA,0.3,36,0,315,36,98,17,35,19,63,6,7,2,35,37,13,14,4,11,29,97,0.367,0.486,0.302,0.464,0.857,0.48
3609,Stephen Jackson,2012-13,34,SAS,NBA,0.3,55,6,1075,123,330,77,160,46,170,49,70,22,133,155,80,37,14,77,89,341,0.373,0.481,0.271,0.442,0.7,0.473
3610,Mike James,2011-12,36,CHI,NBA,0.3,11,0,120,20,49,14,39,6,10,7,8,2,8,10,29,4,2,14,20,53,0.408,0.359,0.6,0.469,0.875,0.505
3611,Nathan Jawai,2009-10,23,MIN,NBA,0.3,39,2,412,49,111,49,110,0,1,26,38,49,55,104,24,10,9,27,58,124,0.441,0.445,0,0.441,0.684,0.485
3612,Jalen Jones,2018-19,25,CLE,NBA,0.3,16,0,214,26,62,16,34,10,28,19,27,11,23,34,7,9,2,8,27,81,0.419,0.471,0.357,0.5,0.704,0.548
3613,Solomon Jones,2011-12,27,TOT,NBA,0.3,21,1,292,24,61,24,61,0,0,19,23,32,26,58,9,9,11,18,43,67,0.393,0.393,,0.393,0.826,0.471
3614,Tyus Jones,2015-16,19,MIN,NBA,0.3,37,0,573,56,156,40,103,16,53,28,39,7,40,47,108,31,3,33,33,156,0.359,0.388,0.302,0.41,0.718,0.45
3615,Sergey Karasev,2015-16,22,BRK,NBA,0.3,40,5,399,30,74,19,37,11,37,26,28,8,50,58,35,6,2,22,27,97,0.405,0.514,0.297,0.48,0.929,0.562
3616,Brandon Knight,2016-17,25,PHO,NBA,0.3,54,5,1140,209,525,164,386,45,139,132,154,25,93,118,130,27,5,88,87,595,0.398,0.425,0.324,0.441,0.857,0.502
3617,Ognjen Kuzmi_,2014-15,24,GSW,NBA,0.3,16,0,72,8,12,8,12,0,0,4,4,7,10,17,6,2,1,5,13,20,0.667,0.667,,0.667,1,0.727
3618,Skal Labissière,2018-19,22,TOT,NBA,0.3,22,1,176,26,49,20,36,6,13,9,17,9,34,43,11,5,6,11,29,67,0.531,0.556,0.462,0.592,0.529,0.593
3619,Zach LaVine,2017-18,22,CHI,NBA,0.3,24,24,656,136,355,94,232,42,123,87,107,9,85,94,72,24,4,43,55,401,0.383,0.405,0.341,0.442,0.813,0.499
3620,Rashard Lewis,2011-12,32,WAS,NBA,0.3,28,15,729,85,221,69,154,16,67,31,37,34,75,109,27,23,10,32,49,217,0.385,0.448,0.239,0.421,0.838,0.457
3621,Brook Lopez,2011-12,23,NJN,NBA,0.3,5,5,136,38,77,38,77,0,0,20,32,8,10,18,6,1,4,6,8,96,0.494,0.494,,0.494,0.625,0.527
3622,John Lucas III,2014-15,32,DET,NBA,0.3,21,0,272,42,104,33,75,9,29,5,5,4,12,16,60,8,0,16,18,98,0.404,0.44,0.31,0.447,1,0.461
3623,Frank Mason,2018-19,24,SAC,NBA,0.3,38,0,435,71,169,57,105,14,64,39,57,6,37,43,84,16,4,36,34,195,0.42,0.543,0.219,0.462,0.684,0.502
3624,Roger Mason,2013-14,33,MIA,NBA,0.3,25,2,260,25,67,8,19,17,48,7,7,1,21,22,19,6,1,9,26,74,0.373,0.421,0.354,0.5,1,0.528
3625,Jason Maxiell,2013-14,30,ORL,NBA,0.3,34,13,488,47,105,47,105,0,0,15,31,28,58,86,9,8,20,14,47,109,0.448,0.448,,0.448,0.484,0.459
3626,Sean May,2009-10,25,SAC,NBA,0.3,37,4,331,51,111,51,107,0,4,21,32,20,50,70,17,12,7,19,46,123,0.459,0.477,0,0.459,0.656,0.492
3627,Ray McCallum,2015-16,24,TOT,NBA,0.3,41,6,475,55,146,40,104,15,42,12,15,8,39,47,60,12,7,24,29,137,0.377,0.385,0.357,0.428,0.8,0.449
3628,Chris McCullough,2015-16,20,BRK,NBA,0.3,24,4,362,44,109,31,75,13,34,11,23,25,43,68,9,28,12,15,39,112,0.404,0.413,0.382,0.463,0.478,0.47
3629,Tracy McGrady,2009-10,30,TOT,NBA,0.3,30,24,673,91,235,75,171,16,64,47,63,22,72,94,99,15,14,44,40,245,0.387,0.439,0.25,0.421,0.746,0.466
3630,Dominic McGuire,2012-13,27,TOT,NBA,0.3,26,10,387,24,56,24,56,0,0,3,10,19,59,78,20,13,11,12,39,51,0.429,0.429,,0.429,0.3,0.422
3631,Ben McLemore,2015-16,22,SAC,NBA,0.3,68,53,1443,195,455,128,270,67,185,74,103,34,114,148,79,52,10,99,140,531,0.429,0.474,0.362,0.502,0.718,0.531
3632,Josh McRoberts,2016-17,29,MIA,NBA,0.3,22,14,381,44,118,31,87,13,31,6,9,23,51,74,50,10,4,23,31,107,0.373,0.356,0.419,0.428,0.667,0.439
3633,Jodie Meeks,2018-19,31,TOR,NBA,0.3,8,0,104,21,39,13,21,8,18,1,1,1,11,12,8,1,1,2,5,51,0.538,0.619,0.444,0.641,1,0.647
3634,Jordan Mickey,2017-18,23,MIA,NBA,0.3,23,3,284,39,82,37,66,2,16,13,19,18,63,81,9,6,10,18,36,93,0.476,0.561,0.125,0.488,0.684,0.515
3635,Mike Miller,2015-16,35,DEN,NBA,0.3,47,2,373,22,62,3,10,19,52,0,0,6,47,53,40,13,4,17,53,63,0.355,0.3,0.365,0.508,,0.508
3636,Shake Milton,2018-19,22,PHI,NBA,0.3,20,0,268,34,87,20,43,14,44,5,7,9,26,35,18,8,8,6,29,87,0.391,0.465,0.318,0.471,0.714,0.483
3637,Yao Ming,2010-11,30,HOU,NBA,0.3,5,5,91,18,37,18,37,0,0,15,16,7,20,27,4,0,8,7,13,51,0.486,0.486,,0.486,0.938,0.579
3638,Malik Monk,2018-19,20,CHO,NBA,0.3,73,0,1258,227,586,118,256,109,330,90,102,16,121,137,117,37,19,86,106,653,0.387,0.461,0.33,0.48,0.882,0.518
3639,Randolph Morris,2009-10,24,ATL,NBA,0.3,28,0,124,23,41,23,41,0,0,16,27,10,28,38,2,5,3,12,34,62,0.561,0.561,,0.561,0.593,0.586
3640,Donatas Motiej_nas,2015-16,25,HOU,NBA,0.3,37,22,547,90,205,74,148,16,57,34,53,37,72,109,41,17,5,44,69,230,0.439,0.5,0.281,0.478,0.642,0.504
3641,Johnathan Motley,2017-18,22,DAL,NBA,0.3,11,4,176,40,75,39,69,1,6,15,28,14,35,49,7,3,2,9,18,96,0.533,0.565,0.167,0.54,0.536,0.55
3642,Johnathan Motley,2018-19,23,LAC,NBA,0.3,22,0,156,39,73,39,70,0,3,24,40,18,33,51,11,5,3,16,27,102,0.534,0.557,0,0.534,0.6,0.563
3643,Shabazz Muhammad,2013-14,21,MIN,NBA,0.3,37,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,0.46,0.478,0.273,0.472,0.65,0.505
3644,Troy Murphy,2012-13,32,DAL,NBA,0.3,14,1,256,22,61,11,26,11,35,10,11,7,42,49,7,10,6,7,29,65,0.361,0.423,0.314,0.451,0.909,0.494
3645,Troy Murphy,2010-11,30,TOT,NBA,0.3,35,4,466,42,114,37,81,5,33,20,30,22,91,113,23,15,3,20,47,109,0.368,0.457,0.152,0.39,0.667,0.428
3646,Steve Novak,2009-10,26,LAC,NBA,0.3,54,0,362,42,108,20,37,22,71,7,9,1,32,33,6,7,2,2,21,113,0.389,0.541,0.31,0.491,0.778,0.505
3647,Steve Novak,2014-15,31,TOT,NBA,0.3,35,0,197,22,56,3,8,19,48,0,2,2,20,22,11,0,2,5,23,63,0.393,0.375,0.396,0.563,0,0.554
3648,Dirk Nowitzki,2018-19,40,DAL,NBA,0.3,51,20,795,135,376,71,171,64,205,39,50,5,153,158,35,9,18,18,76,373,0.359,0.415,0.312,0.444,0.78,0.469
3649,Johnny O'Bryant,2017-18,24,CHO,NBA,0.3,36,0,379,68,171,54,128,14,43,21,25,29,64,93,14,9,6,15,45,171,0.398,0.422,0.326,0.439,0.84,0.47
3650,Johnny O'Bryant,2015-16,22,MIL,NBA,0.3,66,4,857,86,209,85,208,1,1,27,40,65,111,176,32,18,8,31,100,200,0.411,0.409,1,0.414,0.675,0.441
3651,Lamar Odom,2011-12,32,DAL,NBA,0.3,50,4,1027,123,349,95,238,28,111,58,98,36,172,208,83,20,18,52,97,332,0.352,0.399,0.252,0.393,0.592,0.423
3652,Kevin Ollie,2009-10,37,OKC,NBA,0.3,25,0,263,18,45,18,44,0,1,8,8,3,22,25,20,9,0,6,16,44,0.4,0.409,0,0.4,1,0.453
3653,Arinze Onuaku,2014-15,27,MIN,NBA,0.3,6,1,68,12,14,12,14,0,0,3,8,7,14,21,4,1,3,2,6,27,0.857,0.857,,0.857,0.375,0.771
3654,Daniel Orton,2012-13,22,OKC,NBA,0.3,13,0,104,12,26,12,26,0,0,9,17,13,13,26,4,4,3,4,13,33,0.462,0.462,,0.462,0.529,0.493
3655,Daniel Orton,2013-14,23,PHI,NBA,0.3,22,4,251,21,47,21,47,0,0,23,30,16,45,61,15,6,16,18,38,65,0.447,0.447,,0.447,0.767,0.54
3656,Travis Outlaw,2012-13,28,SAC,NBA,0.3,38,2,444,74,177,60,127,14,50,38,52,17,44,61,21,11,8,19,35,200,0.418,0.472,0.28,0.458,0.731,0.5
3657,Sasha Pavlovi_,2010-11,27,TOT,NBA,0.3,31,7,362,29,72,17,41,12,31,6,10,1,31,32,16,10,7,12,34,76,0.403,0.415,0.387,0.486,0.6,0.497
3658,Alec Peters,2017-18,22,PHO,NBA,0.3,20,0,225,28,74,10,16,18,58,8,10,8,29,37,12,2,2,4,13,82,0.378,0.625,0.31,0.5,0.8,0.523
3659,Alex Poythress,2016-17,23,PHI,NBA,0.3,6,1,157,25,54,19,35,6,19,8,10,11,18,29,5,3,2,3,14,64,0.463,0.543,0.316,0.519,0.8,0.548
3660,A.J. Price,2014-15,28,TOT,NBA,0.3,26,0,324,51,137,36,80,15,57,16,24,6,26,32,46,7,0,14,15,133,0.372,0.45,0.263,0.427,0.667,0.451
3661,A.J. Price,2010-11,24,IND,NBA,0.3,50,0,795,114,320,73,171,41,149,54,81,16,56,72,111,29,1,53,61,323,0.356,0.427,0.275,0.42,0.667,0.454
3662,Joel Przybilla,2011-12,32,POR,NBA,0.3,27,19,449,22,48,22,48,0,0,11,18,29,109,138,6,4,16,22,66,55,0.458,0.458,,0.458,0.611,0.492
3663,Chris Richard,2009-10,25,CHI,NBA,0.3,18,0,224,15,29,15,29,0,0,7,11,19,40,59,7,8,4,14,50,37,0.517,0.517,,0.517,0.636,0.547
3664,Devin Robinson,2018-19,23,WAS,NBA,0.3,7,0,95,19,32,19,30,0,2,9,14,6,14,20,6,4,6,2,11,47,0.594,0.633,0,0.594,0.643,0.616
3665,Nate Robinson,2014-15,30,TOT,NBA,0.3,42,1,591,88,255,57,143,31,112,31,46,17,33,50,97,20,3,30,76,238,0.345,0.399,0.277,0.406,0.674,0.432
3666,Terrence Ross,2017-18,26,ORL,NBA,0.3,24,20,600,76,191,46,98,30,93,27,36,10,63,73,38,27,11,29,45,209,0.398,0.469,0.323,0.476,0.75,0.505
3667,Robert Sacre,2015-16,26,LAL,NBA,0.3,25,1,320,31,75,31,75,0,0,25,38,32,40,72,14,4,10,12,43,87,0.413,0.413,,0.413,0.658,0.474
