,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
1045,Michael Kidd-Gilchrist,2017-18,24,CHO,NBA,3.3,74,74,1850,282,560,282,558,0,2,117,171,84,218,302,71,51,32,53,143,681,0.504,0.505,0,0.504,0.684,0.536
1046,Kosta Koufos,2014-15,25,MEM,NBA,3.3,81,3,1348,182,358,182,358,0,0,55,85,121,305,426,37,29,63,69,148,419,0.508,0.508,,0.508,0.647,0.53
1047,Jeremy Lamb,2013-14,21,OKC,NBA,3.3,78,0,1538,263,609,175,362,88,247,51,64,27,162,189,115,56,26,61,143,665,0.432,0.483,0.356,0.504,0.797,0.522
1048,Courtney Lee,2012-13,27,BOS,NBA,3.3,78,39,1941,246,530,188,374,58,156,62,72,31,159,190,143,89,21,84,139,612,0.464,0.503,0.372,0.519,0.861,0.545
1049,Shaun Livingston,2014-15,29,GSW,NBA,3.3,78,2,1468,198,396,198,394,0,2,65,91,43,140,183,259,49,20,102,110,461,0.5,0.503,0,0.5,0.714,0.529
1050,Ian Mahinmi,2013-14,27,IND,NBA,3.3,77,1,1248,91,189,91,188,0,1,90,145,107,150,257,24,41,72,58,207,272,0.481,0.484,0,0.481,0.621,0.538
1051,Lauri Markkanen,2017-18,20,CHI,NBA,3.3,68,68,2020,374,862,229,461,145,401,140,166,79,429,508,79,39,40,83,103,1033,0.434,0.497,0.362,0.518,0.843,0.552
1052,Markieff Morris,2017-18,28,WAS,NBA,3.3,73,73,1968,330,687,254,480,76,207,105,128,75,334,409,142,56,38,127,216,841,0.48,0.529,0.367,0.536,0.82,0.566
1053,Royce O'Neale,2018-19,25,UTA,NBA,3.3,82,16,1671,163,343,95,167,68,176,32,42,22,263,285,124,54,24,70,172,426,0.475,0.569,0.386,0.574,0.762,0.589
1054,Zaza Pachulia,2017-18,33,GSW,NBA,3.3,69,57,972,149,264,149,263,0,1,75,93,89,232,321,109,38,17,72,122,373,0.564,0.567,0,0.564,0.806,0.612
1055,Patrick Patterson,2016-17,27,TOR,NBA,3.3,65,8,1599,154,384,60,131,94,253,43,60,62,231,293,76,40,23,38,120,445,0.401,0.458,0.372,0.523,0.717,0.542
1056,Luis Scola,2015-16,35,TOR,NBA,3.3,76,76,1636,269,598,204,437,65,161,61,84,84,276,360,66,46,27,68,178,664,0.45,0.467,0.404,0.504,0.726,0.523
1057,Thabo Sefolosha,2016-17,32,ATL,NBA,3.3,62,42,1596,174,395,133,275,41,120,55,75,54,216,270,107,96,31,58,97,444,0.441,0.484,0.342,0.492,0.733,0.519
1058,Anderson Varejão,2012-13,30,CLE,NBA,3.3,25,25,901,138,289,138,284,0,5,77,102,138,223,361,84,37,14,44,68,353,0.478,0.486,0,0.478,0.755,0.529
1059,Trae Young,2018-19,20,ATL,NBA,3.3,81,81,2503,525,1256,369,774,156,482,343,414,64,237,301,653,72,15,308,140,1549,0.418,0.477,0.324,0.48,0.829,0.539
1060,Alexis Ajinça,2014-15,26,NOP,NBA,3.2,68,8,957,181,329,181,329,0,0,81,99,104,211,315,47,21,51,69,151,443,0.55,0.55,,0.55,0.818,0.595
1061,Harrison Barnes,2013-14,21,GSW,NBA,3.2,78,24,2204,271,679,205,489,66,190,130,181,66,245,311,116,65,20,84,158,738,0.399,0.419,0.347,0.448,0.718,0.486
1062,Marco Belinelli,2016-17,30,CHO,NBA,3.2,74,0,1778,264,615,162,332,102,283,150,168,14,164,178,147,44,9,70,90,780,0.429,0.488,0.36,0.512,0.893,0.566
1063,Bismack Biyombo,2013-14,21,CHA,NBA,3.2,77,9,1072,88,144,88,144,0,0,46,89,105,261,366,8,7,86,40,124,222,0.611,0.611,,0.611,0.517,0.606
1064,Alec Burks,2013-14,22,UTA,NBA,3.2,78,12,2193,380,831,330,688,50,143,279,373,59,198,257,212,69,14,149,190,1089,0.457,0.48,0.35,0.487,0.748,0.547
1065,Allen Crabbe,2017-18,25,BRK,NBA,3.2,75,68,2197,337,827,136,295,201,532,115,135,28,296,324,117,47,35,78,168,990,0.407,0.461,0.378,0.529,0.852,0.558
1066,Wayne Ellington,2012-13,25,TOT,NBA,3.2,78,21,1661,226,529,132,289,94,240,68,75,25,141,166,104,45,3,57,81,614,0.427,0.457,0.392,0.516,0.907,0.546
1067,Evan Fournier,2018-19,26,ORL,NBA,3.2,81,81,2553,468,1069,315,619,153,450,137,170,38,220,258,295,71,12,154,225,1226,0.438,0.509,0.34,0.509,0.806,0.536
1068,Maurice Harkless,2017-18,24,POR,NBA,3.2,59,36,1264,147,297,98,179,49,118,42,59,46,116,162,53,48,43,40,103,385,0.495,0.547,0.415,0.577,0.712,0.596
1069,Udonis Haslem,2012-13,32,MIA,NBA,3.2,75,59,1414,129,251,129,251,0,0,32,45,97,307,404,38,30,15,45,173,290,0.514,0.514,,0.514,0.711,0.535
1070,Nenê Hilário,2013-14,31,WAS,NBA,3.2,53,37,1560,299,594,298,589,1,5,155,266,65,229,294,153,64,47,117,164,754,0.503,0.506,0.2,0.504,0.583,0.53
1071,George Hill,2017-18,31,TOT,NBA,3.2,67,60,1812,236,513,151,308,85,205,110,140,42,139,181,186,61,27,88,128,667,0.46,0.49,0.415,0.543,0.786,0.58
1072,Andre Iguodala,2017-18,34,GSW,NBA,3.2,64,7,1622,148,320,115,203,33,117,55,87,50,196,246,210,54,38,67,99,384,0.463,0.567,0.282,0.514,0.632,0.536
1073,Ty Lawson,2016-17,29,SAC,NBA,3.2,69,24,1732,237,522,203,404,34,118,173,217,44,135,179,334,74,6,129,119,681,0.454,0.502,0.288,0.487,0.797,0.551
1074,David Lee,2014-15,31,GSW,NBA,3.2,49,4,904,160,313,160,311,0,2,68,104,81,176,257,85,31,26,49,83,388,0.511,0.514,0,0.511,0.654,0.541
1075,Alex Len,2018-19,25,ATL,NBA,3.2,77,31,1544,320,648,246,444,74,204,140,216,158,266,424,86,27,69,97,200,854,0.494,0.554,0.363,0.551,0.648,0.575
1076,Marcus Morris,2017-18,28,BOS,NBA,3.2,54,21,1447,262,611,176,377,86,234,124,154,43,246,289,72,35,12,65,100,734,0.429,0.467,0.368,0.499,0.805,0.541
1077,Dejounte Murray,2017-18,21,SAS,NBA,3.2,81,48,1743,270,609,261,575,9,34,105,148,110,349,459,231,97,31,134,151,654,0.443,0.454,0.265,0.451,0.709,0.485
1078,Shabazz Napier,2017-18,26,POR,NBA,3.2,74,10,1535,223,531,141,313,82,218,116,138,26,144,170,150,81,14,90,84,644,0.42,0.45,0.376,0.497,0.841,0.544
1079,Quincy Pondexter,2012-13,24,MEM,NBA,3.2,59,1,1243,128,299,68,147,60,152,59,75,43,89,132,61,35,6,42,95,375,0.428,0.463,0.395,0.528,0.787,0.565
1080,Otto Porter,2018-19,25,TOT,NBA,3.2,56,43,1683,299,643,195,387,104,256,78,96,54,260,314,120,82,31,65,108,780,0.465,0.504,0.406,0.546,0.813,0.569
1081,Kristaps Porziņģis,2017-18,22,NYK,NBA,3.2,48,48,1553,390,889,300,661,90,228,218,275,62,254,316,57,36,115,93,141,1088,0.439,0.454,0.395,0.489,0.793,0.539
1082,Pablo Prigioni,2012-13,35,NYK,NBA,3.2,78,18,1263,100,220,47,86,53,134,22,25,41,102,143,236,69,2,86,127,275,0.455,0.547,0.396,0.575,0.88,0.595
1083,Zach Randolph,2016-17,35,MEM,NBA,3.2,73,5,1786,433,964,412,870,21,94,141,193,182,416,598,122,38,10,99,136,1028,0.449,0.474,0.223,0.46,0.731,0.49
1084,Rajon Rondo,2012-13,26,BOS,NBA,3.2,38,38,1423,225,465,213,415,12,50,60,93,43,169,212,420,70,9,148,96,522,0.484,0.513,0.24,0.497,0.645,0.516
1085,Terry Rozier,2018-19,24,BOS,NBA,3.2,79,14,1791,258,666,139,329,119,337,73,93,32,275,307,231,68,21,68,101,708,0.387,0.422,0.353,0.477,0.785,0.501
1086,Mike Scott,2015-16,27,ATL,NBA,3.2,75,0,1146,176,376,114,218,62,158,50,63,53,153,206,78,25,17,42,102,464,0.468,0.523,0.392,0.551,0.794,0.575
1087,Marcus Smart,2016-17,22,BOS,NBA,3.2,79,24,2399,269,749,175,417,94,332,203,250,78,227,305,364,125,34,159,192,835,0.359,0.42,0.283,0.422,0.812,0.486
1088,Tony Snell,2018-19,27,MIL,NBA,3.2,74,12,1304,163,361,82,157,81,204,37,42,29,128,157,68,26,18,23,90,444,0.452,0.522,0.397,0.564,0.881,0.585
1089,Marcus Thornton,2012-13,25,SAC,NBA,3.2,72,8,1726,332,774,191,395,141,379,111,126,50,131,181,91,61,4,68,105,916,0.429,0.484,0.372,0.52,0.881,0.552
1090,Anthony Tolliver,2013-14,28,CHA,NBA,3.2,64,9,1298,129,307,27,60,102,247,33,41,33,135,168,42,19,15,23,82,393,0.42,0.45,0.413,0.586,0.805,0.605
1091,Ekpe Udoh,2017-18,30,UTA,NBA,3.2,63,3,810,60,120,60,119,0,1,42,56,68,82,150,53,43,74,20,105,162,0.5,0.504,0,0.5,0.75,0.56
1092,Noah Vonleh,2018-19,23,NYK,NBA,3.2,68,57,1722,207,440,161,303,46,137,111,156,113,415,528,129,46,51,88,174,571,0.47,0.531,0.336,0.523,0.712,0.561
1093,C.J. Watson,2013-14,29,IND,NBA,3.2,63,5,1193,146,334,93,189,53,145,69,88,19,82,101,107,60,8,60,66,414,0.437,0.492,0.366,0.516,0.784,0.555
1094,Nick Young,2016-17,31,LAL,NBA,3.2,60,60,1556,272,633,102,212,170,421,77,90,25,113,138,58,37,14,36,137,791,0.43,0.481,0.404,0.564,0.856,0.588
1095,Ivica Zubac,2018-19,21,TOT,NBA,3.2,59,37,1040,212,379,212,379,0,0,101,126,115,247,362,63,14,51,70,137,525,0.559,0.559,,0.559,0.802,0.604
1096,Tony Allen,2016-17,35,MEM,NBA,3.1,71,66,1914,274,595,259,541,15,54,80,130,166,225,391,98,115,29,100,178,643,0.461,0.479,0.278,0.473,0.615,0.493
1097,Al-Farouq Aminu,2012-13,22,NOH,NBA,3.1,76,71,2066,225,474,221,455,4,19,101,137,139,446,585,103,92,51,116,153,555,0.475,0.486,0.211,0.479,0.737,0.519
1098,Al-Farouq Aminu,2013-14,23,NOP,NBA,3.1,80,65,2045,234,494,221,446,13,48,91,137,129,367,496,114,82,38,88,147,572,0.474,0.496,0.271,0.487,0.664,0.516
1099,Trevor Ariza,2012-13,27,WAS,NBA,3.1,56,15,1471,188,451,112,242,76,209,78,95,44,222,266,113,72,20,84,72,530,0.417,0.463,0.364,0.501,0.821,0.538
1100,Dāvis Bertāns,2017-18,25,SAS,NBA,3.1,77,10,1086,161,366,67,114,94,252,40,49,18,135,153,74,26,28,36,93,456,0.44,0.588,0.373,0.568,0.816,0.588
