,,,,,,,Totals,,,,,,,,,,,,,,,,,,,,Shooting,,,,,
235,Tony Parker,2010-11,28,SAS,NBA,8.2,78,78,2528,555,1069,530,999,25,70,233,303,30,208,238,513,90,3,200,135,1368,0.519,0.531,0.357,0.531,0.769,0.569
236,Ben Simmons,2018-19,22,PHI,NBA,8.2,79,79,2700,540,960,540,954,0,6,257,428,172,525,697,610,112,61,274,209,1337,0.563,0.566,0,0.563,0.6,0.582
237,Tiago Splitter,2012-13,28,SAS,NBA,8.2,81,58,1997,315,563,315,561,0,2,208,285,144,371,515,130,63,64,100,161,838,0.56,0.561,0,0.56,0.73,0.609
238,Jonas Valan_i_nas,2014-15,22,TOR,NBA,8.2,80,80,2096,373,652,373,651,0,1,217,276,215,478,693,39,33,95,109,222,963,0.572,0.573,0,0.572,0.786,0.623
239,Rudy Gobert,2017-18,25,UTA,NBA,8.1,56,56,1816,276,444,276,444,0,0,204,299,165,436,601,80,44,129,107,153,756,0.622,0.622,,0.622,0.682,0.657
240,Marcin Gortat,2013-14,29,WAS,NBA,8.1,81,80,2655,455,840,454,839,1,1,157,229,202,565,767,138,41,121,126,201,1068,0.542,0.541,1,0.542,0.686,0.568
241,Enes Kanter,2015-16,23,OKC,NBA,8.1,82,1,1721,414,719,404,698,10,21,200,251,249,415,664,33,26,33,115,166,1038,0.576,0.579,0.476,0.583,0.797,0.626
242,Otto Porter,2017-18,24,WAS,NBA,8.1,77,77,2432,445,885,307,572,138,313,106,128,103,389,492,157,116,41,75,151,1134,0.503,0.537,0.441,0.581,0.828,0.602
243,Jeff Teague,2016-17,28,IND,NBA,8.1,82,82,2657,402,909,312,657,90,252,360,415,33,297,330,639,100,32,216,165,1254,0.442,0.475,0.357,0.492,0.867,0.574
244,Anderson Varejão,2009-10,27,CLE,NBA,8.1,76,7,2166,267,467,266,462,1,5,116,175,189,389,578,87,71,67,67,223,651,0.572,0.576,0.2,0.573,0.663,0.598
245,Kemba Walker,2016-17,26,CHO,NBA,8.1,79,79,2739,643,1449,403,847,240,602,304,359,45,263,308,434,85,22,168,119,1830,0.444,0.476,0.399,0.527,0.847,0.569
246,David West,2013-14,33,IND,NBA,8.1,80,80,2472,458,939,454,924,4,15,198,251,120,422,542,223,61,74,133,186,1118,0.488,0.491,0.267,0.49,0.789,0.533
247,Trevor Ariza,2013-14,28,WAS,NBA,8,77,77,2723,389,853,209,411,180,442,149,193,99,376,475,191,126,20,132,179,1107,0.456,0.509,0.407,0.562,0.772,0.59
248,Chauncey Billups,2010-11,34,TOT,NBA,8,72,72,2310,339,794,193,431,146,363,384,419,25,165,190,387,71,14,177,146,1208,0.427,0.448,0.402,0.519,0.916,0.617
249,Chris Bosh,2013-14,29,MIA,NBA,8,79,79,2531,492,953,418,735,74,218,223,272,98,424,522,87,80,78,125,192,1281,0.516,0.569,0.339,0.555,0.82,0.597
250,Andrew Bynum,2011-12,24,LAL,NBA,8,60,60,2112,444,796,443,791,1,5,234,338,192,517,709,85,27,116,152,104,1123,0.558,0.56,0.2,0.558,0.692,0.594
251,Mike Conley,2018-19,31,MEM,NBA,8,70,70,2342,490,1120,335,694,155,426,343,406,40,199,239,449,94,22,130,123,1478,0.438,0.483,0.364,0.507,0.845,0.569
252,Derrick Favors,2017-18,26,UTA,NBA,8,77,77,2153,395,702,381,639,14,63,140,215,198,354,552,102,54,82,88,164,944,0.563,0.596,0.222,0.573,0.651,0.593
253,Blake Griffin,2018-19,29,DET,NBA,8,75,75,2622,619,1341,430,819,189,522,414,550,100,465,565,402,52,28,253,199,1841,0.462,0.525,0.362,0.532,0.753,0.581
254,Dwight Howard,2013-14,28,HOU,NBA,8,71,71,2396,473,800,471,793,2,7,349,638,231,635,866,131,60,128,229,240,1297,0.591,0.594,0.286,0.593,0.547,0.6
255,Amar'e Stoudemire,2010-11,28,NYK,NBA,8,78,78,2870,744,1482,734,1459,10,23,473,597,198,438,636,202,71,150,250,274,1971,0.502,0.503,0.435,0.505,0.792,0.565
256,Klay Thompson,2015-16,25,GSW,NBA,8,80,80,2666,651,1386,375,736,276,650,193,221,35,271,306,166,60,49,138,152,1771,0.47,0.51,0.425,0.569,0.873,0.597
257,Myles Turner,2016-17,20,IND,NBA,8,81,81,2541,444,869,404,754,40,115,245,303,139,450,589,106,74,172,105,262,1173,0.511,0.536,0.348,0.534,0.809,0.585
258,Ray Allen,2009-10,34,BOS,NBA,7.9,80,80,2819,464,973,319,574,145,399,231,253,45,208,253,210,64,25,129,182,1304,0.477,0.556,0.363,0.551,0.913,0.601
259,Carmelo Anthony,2009-10,25,DEN,NBA,7.9,69,69,2634,688,1502,629,1315,59,187,508,612,152,302,454,222,88,30,209,225,1943,0.458,0.478,0.316,0.478,0.83,0.548
260,Carmelo Anthony,2010-11,26,TOT,NBA,7.9,77,77,2751,684,1503,589,1252,95,251,507,605,118,445,563,221,68,46,206,224,1970,0.455,0.47,0.378,0.487,0.838,0.557
261,Nicolas Batum,2013-14,25,POR,NBA,7.9,82,82,2956,381,819,236,417,145,402,163,203,116,495,611,420,75,57,208,156,1070,0.465,0.566,0.361,0.554,0.803,0.589
262,Jimmy Butler,2018-19,29,TOT,NBA,7.9,65,65,2185,418,904,351,711,67,193,312,365,121,221,342,263,123,39,95,111,1215,0.462,0.494,0.347,0.499,0.855,0.571
263,DeMarcus Cousins,2013-14,23,SAC,NBA,7.9,71,71,2298,591,1191,591,1184,0,7,432,595,218,613,831,207,109,91,251,270,1614,0.496,0.499,0,0.496,0.726,0.555
264,Derrick Favors,2018-19,27,UTA,NBA,7.9,76,70,1766,363,619,346,541,17,78,154,228,207,353,560,89,56,106,84,163,897,0.586,0.64,0.218,0.6,0.675,0.624
265,Marc Gasol,2010-11,26,MEM,NBA,7.9,81,81,2586,364,691,361,684,3,7,220,294,154,415,569,200,74,136,146,265,951,0.527,0.528,0.429,0.529,0.748,0.58
266,Brook Lopez,2009-10,21,NJN,NBA,7.9,82,82,3027,563,1129,563,1127,0,2,416,509,270,439,709,187,55,139,204,251,1542,0.499,0.5,0,0.499,0.817,0.57
267,Steve Nash,2010-11,36,PHO,NBA,7.9,75,75,2497,399,811,318,606,81,205,227,249,40,220,260,855,48,4,265,87,1106,0.492,0.525,0.395,0.542,0.912,0.601
268,Zach Randolph,2012-13,31,MEM,NBA,7.9,76,75,2607,471,1024,469,1001,2,23,225,300,310,544,854,108,61,31,150,180,1169,0.46,0.469,0.087,0.461,0.75,0.506
269,Jonas Valan_i_nas,2016-17,24,TOR,NBA,7.9,80,80,2066,391,702,390,700,1,2,176,217,226,533,759,57,37,63,106,216,959,0.557,0.557,0.5,0.558,0.811,0.601
270,John Wall,2013-14,23,WAS,NBA,7.9,82,82,2980,579,1337,471,1029,108,308,317,394,38,295,333,721,149,40,295,219,1583,0.433,0.458,0.351,0.473,0.805,0.524
271,Russell Westbrook,2011-12,23,OKC,NBA,7.9,66,66,2331,578,1266,516,1070,62,196,340,413,96,205,301,362,112,21,239,147,1558,0.457,0.482,0.316,0.481,0.823,0.538
272,Andrew Bynum,2009-10,22,LAL,NBA,7.8,65,65,1977,392,688,392,687,0,1,193,261,177,364,541,68,35,94,115,193,977,0.57,0.571,0,0.57,0.739,0.608
273,Kenneth Faried,2012-13,23,DEN,NBA,7.8,80,80,2248,380,689,380,689,0,0,163,266,260,474,734,77,81,83,113,234,923,0.552,0.552,,0.552,0.613,0.573
274,Danny Green,2014-15,27,SAS,NBA,7.8,81,80,2312,322,738,131,281,191,457,111,127,54,289,343,158,101,87,93,163,946,0.436,0.466,0.418,0.566,0.874,0.596
275,George Hill,2013-14,27,IND,NBA,7.8,76,76,2434,272,616,177,356,95,260,142,176,53,230,283,265,75,23,92,158,781,0.442,0.497,0.365,0.519,0.807,0.563
276,Al Horford,2017-18,31,BOS,NBA,7.8,72,72,2277,368,753,271,527,97,226,94,120,103,427,530,339,43,78,132,138,927,0.489,0.514,0.429,0.553,0.783,0.575
277,Al Jefferson,2010-11,26,UTA,NBA,7.8,82,82,2940,654,1319,654,1319,0,0,220,289,235,559,794,149,46,153,105,238,1528,0.496,0.496,,0.496,0.761,0.528
278,Al Jefferson,2013-14,29,CHA,NBA,7.8,73,73,2553,700,1376,697,1361,3,15,191,277,156,636,792,155,67,79,124,176,1594,0.509,0.512,0.2,0.51,0.69,0.532
279,Paul Millsap,2011-12,26,UTA,NBA,7.8,64,62,2100,426,861,419,830,7,31,202,255,180,383,563,150,118,52,112,222,1061,0.495,0.505,0.226,0.499,0.792,0.545
280,Troy Murphy,2009-10,29,IND,NBA,7.8,72,69,2344,384,813,256,480,128,333,154,193,129,608,737,150,72,34,100,175,1050,0.472,0.533,0.384,0.551,0.798,0.585
281,Jusuf Nurki_,2018-19,24,POR,NBA,7.8,72,72,1974,420,826,417,797,3,29,282,365,243,505,748,233,71,103,168,250,1125,0.508,0.523,0.103,0.51,0.773,0.57
282,John Wall,2014-15,24,WAS,NBA,7.8,79,79,2837,519,1166,454,949,65,217,284,362,36,330,366,792,138,45,304,180,1387,0.445,0.478,0.3,0.473,0.785,0.523
283,David West,2010-11,30,NOH,NBA,7.8,70,70,2451,528,1040,526,1031,2,9,264,327,155,374,529,164,67,62,142,202,1322,0.508,0.51,0.222,0.509,0.807,0.558
284,Marvin Williams,2015-16,29,CHO,NBA,7.8,81,81,2338,338,747,186,369,152,378,120,144,127,394,521,110,58,77,62,133,948,0.452,0.504,0.402,0.554,0.833,0.585
285,Andre Drummond,2014-15,21,DET,NBA,7.7,82,82,2502,494,961,494,959,0,2,142,365,437,667,1104,55,73,153,120,285,1130,0.514,0.515,0,0.514,0.389,0.504
286,Tim Duncan,2010-11,34,SAS,NBA,7.7,76,76,2156,419,838,419,834,0,4,184,257,169,509,678,203,50,146,122,119,1022,0.5,0.502,0,0.5,0.716,0.537
287,Marc Gasol,2016-17,32,MEM,NBA,7.7,74,74,2531,532,1160,428,892,104,268,278,332,60,404,464,338,67,99,166,171,1446,0.459,0.48,0.388,0.503,0.837,0.554
288,Blake Griffin,2016-17,27,LAC,NBA,7.7,61,61,2076,479,971,441,858,38,113,320,421,112,385,497,300,57,22,142,157,1316,0.493,0.514,0.336,0.513,0.76,0.569
289,Dwight Howard,2011-12,26,ORL,NBA,7.7,54,54,2070,416,726,416,719,0,7,281,572,200,585,785,104,81,116,175,159,1113,0.573,0.579,0,0.573,0.491,0.569
290,Al Jefferson,2012-13,28,UTA,NBA,7.7,78,78,2578,611,1236,609,1219,2,17,167,217,156,564,720,164,80,89,105,170,1391,0.494,0.5,0.118,0.495,0.77,0.522
291,Carl Landry,2009-10,26,TOT,NBA,7.7,80,29,2469,499,931,498,928,1,3,344,427,188,280,468,66,55,63,136,234,1343,0.536,0.537,0.333,0.537,0.806,0.6
292,Kawhi Leonard,2013-14,22,SAS,NBA,7.7,66,65,1923,337,645,268,463,69,182,101,126,76,336,412,133,114,50,80,127,844,0.522,0.579,0.379,0.576,0.802,0.602
293,Paul Millsap,2010-11,25,UTA,NBA,7.7,76,76,2605,525,988,516,965,9,23,256,338,164,415,579,187,103,69,145,272,1315,0.531,0.535,0.391,0.536,0.757,0.578
294,Lamar Odom,2009-10,30,LAL,NBA,7.7,82,38,2585,342,739,284,557,58,182,140,202,184,618,802,267,75,59,150,227,882,0.463,0.51,0.319,0.502,0.693,0.533
295,Jeff Teague,2014-15,26,ATL,NBA,7.7,73,72,2228,408,887,337,680,71,207,275,319,30,154,184,513,125,31,205,139,1162,0.46,0.496,0.343,0.5,0.862,0.566
296,Isaiah Thomas,2013-14,24,SAC,NBA,7.7,72,54,2497,496,1096,369,732,127,364,346,407,47,163,210,454,93,8,213,185,1465,0.453,0.504,0.349,0.51,0.85,0.574
297,Dwyane Wade,2011-12,30,MIA,NBA,7.7,49,49,1625,416,837,401,781,15,56,235,297,73,164,237,225,82,63,129,110,1082,0.497,0.513,0.268,0.506,0.791,0.559
298,Jarrett Allen,2018-19,20,BRK,NBA,7.6,80,80,2096,335,568,329,523,6,45,197,278,191,481,672,110,43,120,103,184,873,0.59,0.629,0.133,0.595,0.709,0.632
299,Bradley Beal,2018-19,25,WAS,NBA,7.6,82,82,3028,764,1609,555,1013,209,596,362,448,89,322,411,448,121,58,224,226,2099,0.475,0.548,0.351,0.54,0.808,0.581
300,Carlos Boozer,2011-12,30,CHI,NBA,7.6,66,66,1948,448,842,448,841,0,1,95,137,114,450,564,125,63,24,115,168,991,0.532,0.533,0,0.532,0.693,0.549
